"Value","Year","Convergence_year","Scenario","Model","Unit","Target"
1273.82789278469,2038,2040,"SSP4-26","GCAM4","Mt CO2","2C"
1148.62778186647,2039,2040,"SSP4-26","GCAM4","Mt CO2","2C"
1027.4254651378,2040,2040,"SSP4-26","GCAM4","Mt CO2","2C"
944.723543445901,2041,2040,"SSP4-26","GCAM4","Mt CO2","2C"
862.021621754001,2042,2040,"SSP4-26","GCAM4","Mt CO2","2C"
779.319700062101,2043,2040,"SSP4-26","GCAM4","Mt CO2","2C"
696.617778370201,2044,2040,"SSP4-26","GCAM4","Mt CO2","2C"
613.915856678301,2045,2040,"SSP4-26","GCAM4","Mt CO2","2C"
531.213934986401,2046,2040,"SSP4-26","GCAM4","Mt CO2","2C"
448.512013294502,2047,2040,"SSP4-26","GCAM4","Mt CO2","2C"
365.810091602602,2048,2040,"SSP4-26","GCAM4","Mt CO2","2C"
283.108169910702,2049,2040,"SSP4-26","GCAM4","Mt CO2","2C"
200.406248218802,2050,2040,"SSP4-26","GCAM4","Mt CO2","2C"
5703.220175,2005,2040,"SSP4-26","IMAGE","Mt CO2","2C"
5602.449666,2006,2040,"SSP4-26","IMAGE","Mt CO2","2C"
5686.716019,2007,2040,"SSP4-26","IMAGE","Mt CO2","2C"
5512.512876,2008,2040,"SSP4-26","IMAGE","Mt CO2","2C"
5120.690227,2009,2040,"SSP4-26","IMAGE","Mt CO2","2C"
5352.120423,2010,2040,"SSP4-26","IMAGE","Mt CO2","2C"
5128.17802,2011,2040,"SSP4-26","IMAGE","Mt CO2","2C"
4903.010212,2012,2040,"SSP4-26","IMAGE","Mt CO2","2C"
5038.523665,2013,2040,"SSP4-26","IMAGE","Mt CO2","2C"
5046.56463,2014,2040,"SSP4-26","IMAGE","Mt CO2","2C"
4928.610664,2015,2040,"SSP4-26","IMAGE","Mt CO2","2C"
4838.476243,2016,2040,"SSP4-26","IMAGE","Mt CO2","2C"
4761.301727,2017,2040,"SSP4-26","IMAGE","Mt CO2","2C"
4592.30241011869,2018,2040,"SSP4-26","IMAGE","Mt CO2","2C"
4467.95341477801,2019,2040,"SSP4-26","IMAGE","Mt CO2","2C"
4345.30953390364,2020,2040,"SSP4-26","IMAGE","Mt CO2","2C"
4089.58626603723,2021,2040,"SSP4-26","IMAGE","Mt CO2","2C"
3839.52165598498,2022,2040,"SSP4-26","IMAGE","Mt CO2","2C"
3595.11570374689,2023,2040,"SSP4-26","IMAGE","Mt CO2","2C"
3356.36840932295,2024,2040,"SSP4-26","IMAGE","Mt CO2","2C"
3123.27977271318,2025,2040,"SSP4-26","IMAGE","Mt CO2","2C"
2895.84979391757,2026,2040,"SSP4-26","IMAGE","Mt CO2","2C"
2674.07847293611,2027,2040,"SSP4-26","IMAGE","Mt CO2","2C"
2457.96580976882,2028,2040,"SSP4-26","IMAGE","Mt CO2","2C"
2247.51180441568,2029,2040,"SSP4-26","IMAGE","Mt CO2","2C"
2042.7164568767,2030,2040,"SSP4-26","IMAGE","Mt CO2","2C"
1869.32348760322,2031,2040,"SSP4-26","IMAGE","Mt CO2","2C"
1700.70427125816,2032,2040,"SSP4-26","IMAGE","Mt CO2","2C"
1536.85880784153,2033,2040,"SSP4-26","IMAGE","Mt CO2","2C"
1377.78709735333,2034,2040,"SSP4-26","IMAGE","Mt CO2","2C"
1223.48913979355,2035,2040,"SSP4-26","IMAGE","Mt CO2","2C"
1073.9649351622,2036,2040,"SSP4-26","IMAGE","Mt CO2","2C"
929.214483459273,2037,2040,"SSP4-26","IMAGE","Mt CO2","2C"
789.237784684772,2038,2040,"SSP4-26","IMAGE","Mt CO2","2C"
654.034838838698,2039,2040,"SSP4-26","IMAGE","Mt CO2","2C"
523.60564592105,2040,2040,"SSP4-26","IMAGE","Mt CO2","2C"
482.813644005101,2041,2040,"SSP4-26","IMAGE","Mt CO2","2C"
442.021642089152,2042,2040,"SSP4-26","IMAGE","Mt CO2","2C"
401.229640173202,2043,2040,"SSP4-26","IMAGE","Mt CO2","2C"
360.437638257253,2044,2040,"SSP4-26","IMAGE","Mt CO2","2C"
319.645636341304,2045,2040,"SSP4-26","IMAGE","Mt CO2","2C"
278.853634425355,2046,2040,"SSP4-26","IMAGE","Mt CO2","2C"
238.061632509406,2047,2040,"SSP4-26","IMAGE","Mt CO2","2C"
197.269630593457,2048,2040,"SSP4-26","IMAGE","Mt CO2","2C"
156.477628677507,2049,2040,"SSP4-26","IMAGE","Mt CO2","2C"
115.685626761558,2050,2040,"SSP4-26","IMAGE","Mt CO2","2C"
5703.220175,2005,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5602.449666,2006,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5686.716019,2007,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5512.512876,2008,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5120.690227,2009,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5352.120423,2010,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5128.17802,2011,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
4903.010212,2012,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5038.523665,2013,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5046.56463,2014,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
4928.610664,2015,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
4838.476243,2016,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
4761.301727,2017,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
4664.18155163703,2018,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
4547.681465326,2019,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
4432.63405266791,2020,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
4211.25914473819,2021,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
3994.49835384156,2022,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
3782.35167997802,2023,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
3574.81912314757,2024,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
3371.90068335021,2025,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
3173.59636058594,2026,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2979.90615485476,2027,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2790.83006615667,2028,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2606.36809449168,2029,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2426.52023985977,2030,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2350.80200582064,2031,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2276.27718062782,2032,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2202.94576428131,2033,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2130.80775678111,2034,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2059.86315812721,2035,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1990.11196831961,2036,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1921.55418735833,2037,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1854.18981524335,2038,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1788.01885197468,2039,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1723.04129755231,2040,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1691.51585147515,2041,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1659.99040539798,2042,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1628.46495932082,2043,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1596.93951324366,2044,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1565.4140671665,2045,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1533.88862108933,2046,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1502.36317501217,2047,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1470.83772893501,2048,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1439.31228285785,2049,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1407.78683678068,2050,2040,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5703.220175,2005,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
5602.449666,2006,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
5686.716019,2007,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
5512.512876,2008,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
5120.690227,2009,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
5352.120423,2010,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
5128.17802,2011,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
4903.010212,2012,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
5038.523665,2013,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
5046.56463,2014,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
4928.610664,2015,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
4838.476243,2016,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
4761.301727,2017,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
5447.09339744112,2018,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
5439.82428247043,2019,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
5431.76452847132,2020,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
5257.41124250729,2021,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
5085.38967854008,2022,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
4915.69983656969,2023,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
4748.34171659612,2024,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
4583.31531861935,2025,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
4420.62064263941,2026,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
4260.25768865628,2027,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
4102.22645666997,2028,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
3946.52694668047,2029,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
3793.15915868779,2030,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
3631.48463018058,2031,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
3472.36343204732,2032,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
3315.79556428798,2033,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
3161.78102690258,2034,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
3010.31981989111,2035,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
2861.41194325357,2036,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
2715.05739698997,2037,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
2571.2561811003,2038,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
2430.00829558457,2039,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
2291.31374044276,2040,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
2181.22435836156,2041,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
2073.08252997293,2042,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
1966.88825527686,2043,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
1862.64153427336,2044,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
1760.34236696242,2045,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
1659.99075334404,2046,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
1561.58669341823,2047,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
1465.13018718498,2048,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
1370.6212346443,2049,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
1278.05983579618,2050,2050,"SSP4-26","AIM/CGE","Mt CO2","2C"
5703.220175,2005,2050,"SSP4-26","GCAM4","Mt CO2","2C"
5602.449666,2006,2050,"SSP4-26","GCAM4","Mt CO2","2C"
5686.716019,2007,2050,"SSP4-26","GCAM4","Mt CO2","2C"
5512.512876,2008,2050,"SSP4-26","GCAM4","Mt CO2","2C"
5120.690227,2009,2050,"SSP4-26","GCAM4","Mt CO2","2C"
5352.120423,2010,2050,"SSP4-26","GCAM4","Mt CO2","2C"
5128.17802,2011,2050,"SSP4-26","GCAM4","Mt CO2","2C"
4903.010212,2012,2050,"SSP4-26","GCAM4","Mt CO2","2C"
5038.523665,2013,2050,"SSP4-26","GCAM4","Mt CO2","2C"
5046.56463,2014,2050,"SSP4-26","GCAM4","Mt CO2","2C"
4928.610664,2015,2050,"SSP4-26","GCAM4","Mt CO2","2C"
4838.476243,2016,2050,"SSP4-26","GCAM4","Mt CO2","2C"
4761.301727,2017,2050,"SSP4-26","GCAM4","Mt CO2","2C"
5622.96312984128,2018,2050,"SSP4-26","GCAM4","Mt CO2","2C"
5635.86275157331,2019,2050,"SSP4-26","GCAM4","Mt CO2","2C"
5647.56840542194,2020,2050,"SSP4-26","GCAM4","Mt CO2","2C"
5319.66151495265,2021,2050,"SSP4-26","GCAM4","Mt CO2","2C"
4996.94522761581,2022,2050,"SSP4-26","GCAM4","Mt CO2","2C"
4679.41954341142,2023,2050,"SSP4-26","GCAM4","Mt CO2","2C"
4367.08446233947,2024,2050,"SSP4-26","GCAM4","Mt CO2","2C"
4059.93998439998,2025,2050,"SSP4-26","GCAM4","Mt CO2","2C"
3757.98610959294,2026,2050,"SSP4-26","GCAM4","Mt CO2","2C"
3461.22283791834,2027,2050,"SSP4-26","GCAM4","Mt CO2","2C"
3169.6501693762,2028,2050,"SSP4-26","GCAM4","Mt CO2","2C"
2883.2681039665,2029,2050,"SSP4-26","GCAM4","Mt CO2","2C"
2602.07664168926,2030,2050,"SSP4-26","GCAM4","Mt CO2","2C"
2449.32767846357,2031,2050,"SSP4-26","GCAM4","Mt CO2","2C"
2299.20187475691,2032,2050,"SSP4-26","GCAM4","Mt CO2","2C"
2151.69923056928,2033,2050,"SSP4-26","GCAM4","Mt CO2","2C"
2006.81974590069,2034,2050,"SSP4-26","GCAM4","Mt CO2","2C"
1864.56342075113,2035,2050,"SSP4-26","GCAM4","Mt CO2","2C"
1724.93025512061,2036,2050,"SSP4-26","GCAM4","Mt CO2","2C"
1587.92024900912,2037,2050,"SSP4-26","GCAM4","Mt CO2","2C"
1453.53340241666,2038,2050,"SSP4-26","GCAM4","Mt CO2","2C"
1321.76971534324,2039,2050,"SSP4-26","GCAM4","Mt CO2","2C"
1192.62918778885,2040,2050,"SSP4-26","GCAM4","Mt CO2","2C"
1084.02601690618,2041,2050,"SSP4-26","GCAM4","Mt CO2","2C"
977.629451403521,2042,2050,"SSP4-26","GCAM4","Mt CO2","2C"
873.43949128086,2043,2050,"SSP4-26","GCAM4","Mt CO2","2C"
771.456136538201,2044,2050,"SSP4-26","GCAM4","Mt CO2","2C"
671.679387175542,2045,2050,"SSP4-26","GCAM4","Mt CO2","2C"
574.109243192885,2046,2050,"SSP4-26","GCAM4","Mt CO2","2C"
478.745704590229,2047,2050,"SSP4-26","GCAM4","Mt CO2","2C"
385.588771367575,2048,2050,"SSP4-26","GCAM4","Mt CO2","2C"
294.638443524922,2049,2050,"SSP4-26","GCAM4","Mt CO2","2C"
205.89472106227,2050,2050,"SSP4-26","GCAM4","Mt CO2","2C"
5703.220175,2005,2050,"SSP4-26","IMAGE","Mt CO2","2C"
5602.449666,2006,2050,"SSP4-26","IMAGE","Mt CO2","2C"
5686.716019,2007,2050,"SSP4-26","IMAGE","Mt CO2","2C"
5512.512876,2008,2050,"SSP4-26","IMAGE","Mt CO2","2C"
5120.690227,2009,2050,"SSP4-26","IMAGE","Mt CO2","2C"
5352.120423,2010,2050,"SSP4-26","IMAGE","Mt CO2","2C"
5128.17802,2011,2050,"SSP4-26","IMAGE","Mt CO2","2C"
4903.010212,2012,2050,"SSP4-26","IMAGE","Mt CO2","2C"
5038.523665,2013,2050,"SSP4-26","IMAGE","Mt CO2","2C"
5046.56463,2014,2050,"SSP4-26","IMAGE","Mt CO2","2C"
4928.610664,2015,2050,"SSP4-26","IMAGE","Mt CO2","2C"
4838.476243,2016,2050,"SSP4-26","IMAGE","Mt CO2","2C"
4761.301727,2017,2050,"SSP4-26","IMAGE","Mt CO2","2C"
4614.48509045198,2018,2050,"SSP4-26","IMAGE","Mt CO2","2C"
4511.7324747619,2019,2050,"SSP4-26","IMAGE","Mt CO2","2C"
4410.09867285544,2020,2050,"SSP4-26","IMAGE","Mt CO2","2C"
4172.08034508513,2021,2050,"SSP4-26","IMAGE","Mt CO2","2C"
3937.77495535175,2022,2050,"SSP4-26","IMAGE","Mt CO2","2C"
3707.18250365527,2023,2050,"SSP4-26","IMAGE","Mt CO2","2C"
3480.30298999572,2024,2050,"SSP4-26","IMAGE","Mt CO2","2C"
3257.13641437307,2025,2050,"SSP4-26","IMAGE","Mt CO2","2C"
3037.68277678734,2026,2050,"SSP4-26","IMAGE","Mt CO2","2C"
2821.94207723853,2027,2050,"SSP4-26","IMAGE","Mt CO2","2C"
2609.91431572663,2028,2050,"SSP4-26","IMAGE","Mt CO2","2C"
2401.59949225164,2029,2050,"SSP4-26","IMAGE","Mt CO2","2C"
2196.99760681357,2030,2050,"SSP4-26","IMAGE","Mt CO2","2C"
2023.98229104691,2031,2050,"SSP4-26","IMAGE","Mt CO2","2C"
1854.09928145759,2032,2050,"SSP4-26","IMAGE","Mt CO2","2C"
1687.34857804563,2033,2050,"SSP4-26","IMAGE","Mt CO2","2C"
1523.730180811,2034,2050,"SSP4-26","IMAGE","Mt CO2","2C"
1363.24408975373,2035,2050,"SSP4-26","IMAGE","Mt CO2","2C"
1205.89030487381,2036,2050,"SSP4-26","IMAGE","Mt CO2","2C"
1051.66882617123,2037,2050,"SSP4-26","IMAGE","Mt CO2","2C"
900.579653645995,2038,2050,"SSP4-26","IMAGE","Mt CO2","2C"
752.62278729811,2039,2050,"SSP4-26","IMAGE","Mt CO2","2C"
607.798227127572,2040,2050,"SSP4-26","IMAGE","Mt CO2","2C"
554.006042349447,2041,2050,"SSP4-26","IMAGE","Mt CO2","2C"
501.302246438803,2042,2050,"SSP4-26","IMAGE","Mt CO2","2C"
449.68683939564,2043,2050,"SSP4-26","IMAGE","Mt CO2","2C"
399.159821219958,2044,2050,"SSP4-26","IMAGE","Mt CO2","2C"
349.721191911758,2045,2050,"SSP4-26","IMAGE","Mt CO2","2C"
301.370951471038,2046,2050,"SSP4-26","IMAGE","Mt CO2","2C"
254.1090998978,2047,2050,"SSP4-26","IMAGE","Mt CO2","2C"
207.935637192042,2048,2050,"SSP4-26","IMAGE","Mt CO2","2C"
162.850563353766,2049,2050,"SSP4-26","IMAGE","Mt CO2","2C"
118.853878382971,2050,2050,"SSP4-26","IMAGE","Mt CO2","2C"
5703.220175,2005,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5602.449666,2006,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5686.716019,2007,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5512.512876,2008,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5120.690227,2009,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5352.120423,2010,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5128.17802,2011,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
4903.010212,2012,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5038.523665,2013,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5046.56463,2014,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
4928.610664,2015,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
4838.476243,2016,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
4761.301727,2017,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
4686.71143733194,2018,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
4592.24173737352,2019,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
4498.72521172575,2020,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
4296.20757770373,2021,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
4096.71750449234,2022,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
3900.25499209158,2023,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
3706.82004050146,2024,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
3516.41264972198,2025,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
3329.03281975312,2026,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
3144.68055059491,2027,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2963.35584224732,2028,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2785.05869471037,2029,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2609.78910798405,2030,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2545.29601810067,2031,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2481.58598548008,2032,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2418.65901012228,2033,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2356.51509202727,2034,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2295.15423119506,2035,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2234.57642762564,2036,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2174.78168131902,2037,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2115.76999227519,2038,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2057.54136049415,2039,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
2000.09578597591,2040,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1940.93521192454,2041,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1882.61578179702,2042,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1825.13749559333,2043,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1768.50035331347,2044,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1712.70435495746,2045,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1657.74950052528,2046,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1603.63579001694,2047,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1550.36322343244,2048,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1497.93180077177,2049,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
1446.34152203494,2050,2050,"SSP4-26","WITCH-GLOBIOM","Mt CO2","2C"
5703.220175,2005,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
5602.449666,2006,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
5686.716019,2007,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
5512.512876,2008,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
5120.690227,2009,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
5352.120423,2010,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
5128.17802,2011,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
4903.010212,2012,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
5038.523665,2013,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
5046.56463,2014,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
4928.610664,2015,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
4838.476243,2016,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
4761.301727,2017,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
5866.96497250054,2018,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
5886.20899472171,2019,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
5902.8576628277,2020,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
5723.87801674222,2021,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
5547.61938438495,2022,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
5374.08176575588,2023,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
5203.26516085501,2024,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
5035.16956968235,2025,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
4869.79499223788,2026,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
4707.14142852162,2027,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
4547.20887853356,2028,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
4389.9973422737,2029,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
4235.50681974204,2030,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
3878.70416341914,2031,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
3531.17117983421,2032,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
3192.90786898725,2033,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
2863.91423087826,2034,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
2544.19026550725,2035,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
2233.7359728742,2036,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
1932.55135297913,2037,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
1640.63640582202,2038,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
1357.99113140289,2039,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
1084.61552972173,2040,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
969.897502701935,2041,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
855.179475682141,2042,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
740.461448662346,2043,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
625.743421642552,2044,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
511.025394622758,2045,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
396.307367602964,2046,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
281.589340583169,2047,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
166.871313563375,2048,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
52.153286543581,2049,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
-62.5647404762133,2050,2040,"SSP5-19","GCAM4","Mt CO2","1.5C"
5703.220175,2005,2040,"SSP5-19","REMIND-MAGPIE","Mt CO2","1.5C"
5602.449666,2006,2040,"SSP5-19","REMIND-MAGPIE","Mt CO2","1.5C"
5686.716019,2007,2040,"SSP5-19","REMIND-MAGPIE","Mt CO2","1.5C"
5512.512876,2008,2040,"SSP5-19","REMIND-MAGPIE","Mt CO2","1.5C"
5120.690227,2009,2040,"SSP5-19","REMIND-MAGPIE","Mt CO2","1.5C"
5352.120423,2010,2040,"SSP5-19","REMIND-MAGPIE","Mt CO2","1.5C"
5128.17802,2011,2040,"SSP5-19","REMIND-MAGPIE","Mt CO2","1.5C"
