"Year","Source","Fuel","ModelYr","NH3","Nox","Total_PM10","Total_PM25","Brake_PM10","Tire_PM10","Brake_PM25","Tire_PM25","SO2","VOC"
2034,31,9,2021,0,0,0,0,246.492667287891,90.5244105821282,30.8115732118649,13.5785663955187,0,0
2035,31,9,2021,0,0,0,0,235.783771787511,86.5915627613701,29.4729678616936,12.988644842924,0,0
2036,31,9,2021,0,0,0,0,225.900778844933,82.9621195809974,28.2375741766001,12.4442267663513,0,0
2037,31,9,2021,0,0,0,0,216.581953972414,79.5396508474214,27.0726153363061,11.9308345187687,0,0
2038,31,9,2021,0,0,0,0,207.859786955228,76.3364339954484,25.9825181416527,11.4503415279097,0,0
2039,31,9,2021,0,0,0,0,200.020550034178,73.4573590121263,25.0025881624825,11.0185456271879,0,0
2040,31,9,2021,0,0,0,0,193.037506855047,70.8929706060365,24.1296830681415,10.6340048247866,0,0
2041,31,9,2021,0,0,0,0,186.631159541722,68.5403301324529,23.328935550613,10.2809915085855,0,0
2042,31,9,2021,0,0,0,0,180.948765869213,66.4532622701661,22.6186148939155,9.96788459774892,0,0
2043,31,9,2021,0,0,0,0,176.274003898099,64.7365298608125,22.0343140137399,9.71017737542879,0,0
2044,31,9,2021,0,0,0,0,172.742949042643,63.439835796422,21.5928315409711,9.51594273082713,0,0
2045,31,9,2021,0,0,0,0,170.376535221238,62.5708847349956,21.2970746373251,9.38562033477669,0,0
2046,31,9,2021,0,0,0,0,169.214270028856,62.1438558723373,21.1519369892395,9.3217590375963,0,0
2047,31,9,2021,0,0,0,0,169.720769470412,62.3299389309507,21.2149279934299,9.34943365491624,0,0
2048,31,9,2021,0,0,0,0,170.522930556645,62.6243107366215,21.3153575508597,9.39375534263259,0,0
2049,31,9,2021,0,0,0,0,171.418814358717,62.9533829435657,21.4272877919557,9.44280263230622,0,0
2050,31,9,2021,0,0,0,0,172.249797752601,63.2587404555544,21.5312342528858,9.48903987978887,0,0
2022,21,1,2022,261.909812859529,404.89911774504,28.8386647434912,25.5112342774099,326.399924600453,126.007092803431,40.7999813350206,18.9009657208414,22.4929433326925,444.082157861793
2023,21,1,2022,256.219726051988,395.500676869863,28.2199296046792,24.9639028596919,319.308621683145,123.269490183242,39.9135808230159,18.4903281922978,22.0046982959588,433.866593448376
2024,21,1,2022,249.513490701953,384.219284593937,27.52417713517,24.3484138510545,310.951234487971,120.043069423935,38.8688986126717,18.0063686705634,21.4311207965714,421.796391899329
2025,21,1,2022,242.210106311866,370.991631116373,26.7722630823306,23.6832509698453,301.84947330761,116.529339128106,37.7311696885472,17.4793157607188,20.8067827553562,408.001138413273
2026,21,1,2022,235.838681099455,392.292530267947,31.5450158470658,27.9053281483184,293.909194027597,113.464035858761,36.7386475653412,17.0195172515146,20.2569494466994,427.487567449046
2027,21,1,2022,229.749774930303,380.277753232277,30.6735876127261,27.1344386542631,286.32097519064,110.534570473163,35.7901269589162,16.5801006707057,19.7313513956145,414.125976643048
2028,21,1,2022,271.038089065031,386.86063047444,33.8408390927762,29.9362545712134,278.779083569749,107.622983021983,34.8473827556524,16.1433616021798,19.2082152757405,422.807857968117
2029,21,1,2022,263.219109953623,374.895242393156,32.7975382957044,29.0133290557664,270.736603959062,104.51822196583,33.8420691112909,15.677654110379,18.6513973183941,409.488844403378
2030,21,1,2022,255.506327768862,381.394469409108,36.1406768950183,31.9707317372697,262.803700679931,101.45568803132,32.8504479921103,15.2182759860966,18.0996976423895,411.102310479249
