Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Plant FIPS state code,Plant FIPS county code,Plant county name,Plant annual net generation (MWh)
WI,Dane County Airport Solar,64080,55,25,Dane,16693.00
NY,Blanchard Road 1 Community Solar,64084,36,45,Jefferson,7072.00
RI,North Providence,64085,44,7,Providence,3615.00
NY,Blanchard Road 2 Community Solar,64087,36,45,Jefferson,7461.00
NY,NYS Rte 12 Community Solar,64090,36,45,Jefferson,6555.00
NY,Moore Road Community Solar,64091,36,63,Niagara,5905.00
NY,Great Lakes Seaway Community Solar,64092,36,45,Jefferson,7841.00
VA,Montross Solar,64093,51,193,Westmoreland,38830.00
NJ,Samuel Mickle School,64096,34,15,Gloucester,1574.00
MI,Electric City Solar,64097,26,149,St Joseph,26378.00
NV,Tesla Reno GigaFactory,64098,32,29,Storey,1409.00
MN,Tweite Community Solar LLC,64099,27,109,Olmsted,2096.00
IL,"Morgan Solar 4, LLC CSG",64100,17,137,Morgan,4003.00
PA,"Mid-River PA, LLC (ABE4)",64101,42,95,Northampton,4537.00
NY,GE 19th Hole,64102,36,35,Fulton,10213.00
CA,Desert Harvest II LLC,64103,6,65,Riverside,185765.00
CA,"Maverick Solar 4, LLC",64104,6,65,Riverside,298931.00
CA,"Maverick Solar 6, LLC",64105,6,65,Riverside,113562.00
CA,"Maverick Solar 7, LLC",64106,6,65,Riverside,9225.00
MA,Canton,64107,25,21,Norfolk,6235.00
RI,Gold Meadow Farms,64108,44,3,Kent,27880.00
MA,Ravenbrook,64109,25,23,Plymouth,6984.00
MA,Hudson,64110,25,17,Middlesex,5794.00
RI,A Street 2,64111,44,7,Providence,2894.00
MA,Berkley,64112,25,5,Bristol,4167.00
RI,Kilvert,64113,44,3,Kent,8359.00
RI,A Street 1,64114,44,7,Providence,2000.00
MA,Carver,64115,25,23,Plymouth,2042.00
RI,Plainfield Pike,64116,44,7,Providence,3605.00
NC,Meadowlark Solar,64117,37,85,Harnett,9041.00
NC,Nash 97 Solar 2,64118,37,127,Nash,8623.00
NC,Nickelson Solar 2,64119,37,61,Duplin,9569.00
MA,Chicopee,64120,25,13,Hampden,2666.00
NC,Siler City Solar 2,64121,37,37,Chatham,9738.00
IL,"Marlow Solar, LLC CSG",64122,17,81,Jefferson,3996.00
CO,James W. Broderick Hydropower Plant,64123,8,101,Pueblo,17389.00
IL,IGS Stockton DG CSG,64124,17,85,Jo Daviess,3581.00
NY,Podunque Road CSG,64125,36,3,Allegany,6140.00
NY,County Road 16,64126,36,97,Schuyler,2803.00
NY,Townsend Road(CSG),64127,36,97,Schuyler,326.00
MA,Ware Palmer Road Solar LLC CSG,64128,25,15,Hampshire,1060.00
MA,East Brookfield Adams Road Solar LLC CSG,64129,25,27,Worcester,2035.00
MN,"REG Juhl Glenville Wind, LLC",64130,27,47,Freeborn,8070.00
MA,Kenmare - Mansfield Branch Street,64137,25,5,Bristol,2167.00
KS,Irish Creek Wind,64138,20,117,Marshall,104217.00
MA,"BWC Stony Brook, LLC Hybrid",64140,25,17,Middlesex,334.00
CA,Still Water Power,64141,6,31,Kings,3767.00
NJ,LabCorp Engine,64142,34,35,Somerset,727.00
NY,Bloom-Altice Fuel Cell,64143,36,59,Nassau,17567.00
NC,"Harts Mill Solar, LLC",64144,37,65,Edgecombe,171251.00
MA,ZPD-PT Solar Project 2017-038 Hybrid LLC,64147,25,27,Worcester,3585.00
GA,Lancaster Solar GA,64150,13,243,Randolph,8350.00
GA,SR Perry,64151,13,153,Houston,6730.00
CO,SR Rattlesnake,64152,8,123,Weld,16031.00
MN,Novel Novak Solar LLC CSG,64153,27,9,Benton,324.00
OH,Clyde Peaking Engine,64157,39,143,Sandusky,8289.00
VA,Mechanicsville Solar,64158,51,85,Hanover,57366.00
IL,"Morgan Solar 2, LLC CSG",64159,17,137,Morgan,3931.00
MA,Newton Rumford Landfill,64162,25,17,Middlesex,2607.00
NC,Albemarle Beach Solar,64169,37,187,Washington,208103.00
MA,"BWC Muddy Brook, LLC Hybrid",64170,25,27,Worcester,51.00
OK,"Rockhaven Wind Project, LLC",64172,40,49,Garvin,43003.00
NC,Lotus,64173,37,81,Guilford,7216.00
NC,Big Boy,64174,37,81,Guilford,4560.00
NC,Beth,64175,37,81,Guilford,8163.00
NC,Charlie,64176,37,81,Guilford,7406.00
IA,CED Centerville Wind,64178,19,7,Appanoose,1160.00
IA,IA - City of Ames - Airport Road,64179,19,169,Story,3133.00
MD,MD - CS - Potomac Edison Co - GA29 TPE,64180,24,23,Garrett,2716.00
MA,"BWC Lake Lashaway, LLC Hybrid",64182,25,27,Worcester,753.00
IA,Independence Wind Farm,64183,19,55,Delaware,20673.00
MA,ZPD-PT Solar Project 2017-044 LLC CSG,64184,25,27,Worcester,50.00
MA,ZPD-PT Solar Project 2017-023 LLC Hybrid CSG,64185,25,27,Worcester,2986.00
MA,ZPD-PT Solar Project 2017-021 LLC Hybrid CSG,64187,25,13,Hampden,1688.00
HI,Waipio Peninsula,64190,15,3,Honolulu,24826.00
GA,SR Lumpkin,64191,13,259,Stewart,5917.00
NC,Bo Biggs Solar,64192,37,155,Robeson,9087.00
NC,Moore Solar,64193,37,157,Rockingham,8767.00
NJ,510 Carnegie Center,64194,34,21,Mercer,1946.00
NJ,701 Carnegie Center,64195,34,21,Mercer,1531.00
WA,"Horn Rapids Solar, Storage and Training",64198,53,5,Benton,5584.00
CO,Jack's Solar Garden,64200,8,13,Boulder,1958.00
IL,"McDonough Solar 1, LLC CSG",64201,17,109,McDonough,4093.00
TX,Elara Solar,64204,48,163,Frio,38488.00
IN,Crane Battery Energy Storage System,64207,18,101,Martin,
GA,Baxley,64211,13,1,Appling,60741.00
CT,Blair Solar,64217,9,13,Tolland,1363.00
CT,Madison Solar,64218,9,13,Tolland,1289.00
CT,Few Solar,64219,9,13,Tolland,1363.00
CA,Wonderful Orchards - Westside,64220,6,29,Kern,5563.00
CA,Wonderful Orchards - Belridge,64221,6,29,Kern,8515.00
NE,Burt County Solar Hybrid,64222,31,21,Burt,1013.00
NE,Dodge County Solar Hybrid,64223,31,53,Dodge,1017.00
IL,"Dressor Plains Solar, LLC",64224,17,51,Fayette,71979.00
MO,Prosperity Solar Farm CSG,64225,29,97,Jasper,1253.00
GA,Curry Solar,64226,13,267,Tattnall,2247.00
TX,"Alexis Solar, LLC",64227,48,47,Brooks,8368.00
IL,Blue Goose Solar CSG,64228,17,195,Whiteside,3984.00
IL,Iroquois Solar 1B LLC CSG,64229,17,75,Iroquois,3977.00
IN,Indiana Crossroads Wind Farm LLC,64230,18,181,White,55429.00
MA,Hadley 3 Solar (North),64231,25,15,Hampshire,2350.00
MA,Hadley 3 Solar (South),64232,25,15,Hampshire,3174.00
NC,"Solar Lee, LLC",64237,37,191,Wayne,9749.00
NC,"Acme Solar, LLC",64238,37,47,Columbus,9313.00
MN,St. Cloud Hydro,64242,27,145,Stearns,38897.00
IL,Sullivan B Community Solar LLC,64243,17,109,McDonough,3664.00
IN,Anderson 3,64244,18,95,Madison,87.00
IN,Anderson 5,64245,18,95,Madison,1479.00
IN,Peru 2,64246,18,103,Miami,12924.00
IN,Richmond 5,64247,18,177,Wayne,9022.00
IN,Anderson 4,64248,18,95,Madison,4763.00
MI,Pickford Solar,64251,26,33,Chippewa,10108.00
IL,Kent School Road Solar 1,64254,17,177,Stephenson,4109.00
IL,Schulte 2 Community Solar,64257,17,123,Marshall,3613.00
AR,Forrest City- Prison Site,64261,5,123,St Francis,1117.00
AR,Forrest City- Eldridge Road,64262,5,123,St Francis,1272.00
AR,Hot Springs 2020,64263,5,51,Garland,1054.00
CA,Las Virgenes,64264,6,37,Los Angeles,6229.00
CO,Rock Creek 2 CSG,64265,8,3,Alamosa,3967.00
CO,Alamosa Solar South CSG,64266,8,3,Alamosa,4356.00
CA,Valencia 2,64267,6,25,Imperial,7355.00
VT,Lawrence Brook,64268,50,15,Lamoille,2951.00
IL,Kankakee Solar 4 LLC,64269,17,91,Kankakee,3752.00
CA,"ESCA-LL-COLTON, LLC",64270,6,71,San Bernardino,559.00
NC,"1051 Lucky Solar, LLC",64271,37,197,Yadkin,4633.00
NC,"Sweet Tea Solar, LLC",64273,37,49,Craven,5189.00
GA,Bulloch Neville Farms,64275,13,31,Bulloch,5852.00
GA,Franklin Milliken,64276,13,119,Franklin,6425.00
GA,Greene Durham,64277,13,133,Greene,6321.00
GA,Lowndes IDA,64278,13,185,Lowndes,2903.00
GA,Lowndes Tycor Farms,64279,13,185,Lowndes,4818.00
GA,Meriwether Jackson,64280,13,199,Meriwether,6283.00
GA,Murray Treadwell Farms,64281,13,213,Murray,6278.00
GA,Putnam Erickson,64282,13,237,Putnam,5472.00
GA,Terrell Riles Stovall,64283,13,273,Terrell,3502.00
GA,Troup RC50 II,64284,13,285,Troup,3056.00
GA,Ware Avra I,64285,13,299,Ware,5927.00
GA,Ware Avra II,64286,13,299,Ware,4073.00
MO,Renewable Energy Center at BJH,64288,29,510,St Louis City,1862.00
CA,"SE Athos II, LLC",64290,6,65,Riverside,33259.00
NY,Lincoln Medical and Mental Health Center,64291,36,5,Bronx,
TX,Alvin,64293,48,39,Brazoria,
TX,Odessa,64294,48,135,Ector,
TX,Angleton,64295,48,39,Brazoria,
TX,Brazoria,64296,48,39,Brazoria,
TX,Heights,64297,48,167,Galveston,
TX,Magnolia TX,64298,48,167,Galveston,
RI,Roger Williams - Melville at Portsmouth,64299,44,5,Newport,3766.00
FL,Fort Drum Energy Center,64300,12,93,Okeechobee,80728.00
FL,Willow Solar Energy Center,64301,12,81,Manatee,100242.00
IL,Lafayette 2 - McHenry Franks 1,64302,17,111,McHenry,4185.00
IL,Lafayette 2 - McHenry Franks 2,64303,17,111,McHenry,3616.00
IL,Lafayette 2 - Kankakee Yonke,64304,17,91,Kankakee,4090.00
LA,TCI France,64305,22,71,Orleans,1405.00
LA,TCI Alvar,64306,22,71,Orleans,639.00
LA,New Orleans Solar Station,64307,22,71,Orleans,32723.00
CA,"Dissigno Healdsburg FPV, LLC",64308,6,97,Sonoma,6159.00
KS,Soldier Creek Wind,64309,20,131,Nemaha,1038733.00
NY,Corning Riverview (CSG),64310,36,29,Erie,6100.00
NC,"Sun Farm VIII, LLC",64311,37,127,Nash,5929.00
TX,Bat Cave,64312,48,319,Mason,-127.00
TX,Dickinson,64314,48,167,Galveston,
TX,Loop 463,64315,48,469,Victoria,
TX,North Fork TX,64317,48,491,Williamson,934.00
TX,Ranchtown,64319,48,29,Bexar,
TX,Sweeny,64321,48,39,Brazoria,
CA,Coachella Hills Wind,64323,6,65,Riverside,159858.00
TX,Prospero Solar II,64325,48,3,Andrews,199041.00
CA,Summit Winds,64326,6,1,Alameda,81750.00
NJ,EDF Ph1 Toms River,64327,34,29,Ocean,23732.00
IL,"AES Griggs Solar, LLC",64328,17,91,Kankakee,3860.00
IL,"IGS East Central, LLC",64329,17,197,Will,3406.00
IL,SV CSG Lily Lake 2 LLC,64330,17,89,Kane,3857.00
IL,Cedarville Road,64331,17,177,Stephenson,3966.00
MT,Two Dot Wind Broadview East LLC,64332,30,111,Yellowstone,4912.00
RI,"WED Coventry Seven, LLC",64333,44,3,Kent,3496.00
RI,"GD Glocester White Oak I, LLC",64334,44,7,Providence,2722.00
GA,Quitman II Solar,64335,13,27,Brooks,92384.00
NE,"Little Blue Wind Project, LLC",64336,31,181,Webster,30039.00
ME,Farmington Solar,64337,23,7,Franklin,16251.00
MD,6685 Santa Barbara Ct,64343,24,27,Howard,1663.00
NY,Orbit Bloom Fuel Cell,64350,36,103,Suffolk,51360.00
NY,Amazon JFK8 Solar Project,64351,36,85,Richmond,2793.00
CO,"NSE Camber BH CSG 2, LLC",64355,8,25,Crowley,70.00
NJ,"American Goldfinch SCS ACY2 NJ, LLC",64360,34,5,Burlington,4298.00
IL,"SCS American Bottoms 009885 Sauget, LLC",64362,17,163,St Clair,2794.00
NC,"ESA Boston Solar, LLC",64363,37,145,Person,9697.00
IL,"SCS Beltway 011754 Rock Falls, LLC",64364,17,195,Whiteside,1648.00
NE,"Western Meadowlark Solar SCS NE 1, LLC",64365,31,157,Scotts Bluff,9227.00
NC,"Trojan Solar, LLC",64366,37,47,Columbus,9776.00
NC,"Zuma Solar, LLC",64367,37,33,Caswell,6688.00
CT,Plainfield Solar 1,64370,9,15,Windham,1243.00
NY,Cortlandville I Solar CSG,64371,36,23,Cortland,587.00
NY,Sangerfield Solar CSG,64372,36,65,Oneida,0.00
NY,Clay Solar CSG,64373,36,67,Onondaga,293.00
NY,Norwich Solar and Energy Storage CSG,64374,36,17,Chenango,1150.00
IA,Decorah Battery,64375,19,191,Winneshiek,
CA,Tranquillity ID,64376,6,19,Fresno,2931.00
NE,Milligan 1 Wind Farm,64377,31,151,Saline,770722.00
MA,Signature Breads Chelsea,64378,25,25,Suffolk,9.00
DC,Ridgecrest,64379,11,1,District of Columbia,1026.00
NJ,Cascades,64380,34,23,Middlesex,1583.00
IL,"Glacier Sands Wind Power, LLC",64381,17,125,Mason,101097.00
MA,IXYS - Beverly,64382,25,9,Essex,15.00
NC,Gliden (Op Zone),64385,37,41,Chowan,9615.00
CO,Gilcrest V CSG,64386,8,123,Weld,9466.00
CT,Quinebaug Solar,64387,9,15,Windham,842.00
CO,TruStile Doors - Denver,64388,8,1,Adams,599.00
TX,Niagara Bottling - Seguin,64389,48,187,Guadalupe,195.00
CA,Firestone Walker Brewery - Phase 1,64391,6,79,San Luis Obispo,2647.00
AR,Branch Solar Farm,64392,5,47,Franklin,168.00
MA,ZPD-PT Solar Project 2017-006 LLC Hybrid,64395,25,27,Worcester,195.00
CA,EMWD - Perris Valley RWRF,64396,6,65,Riverside,1610.00
CA,EMWD - San Jacinto RWRF NEM,64397,6,65,Riverside,489.00
CA,EMWD - Sun City RWRF,64398,6,65,Riverside,961.00
HI,BYU - Hawaii,64400,15,3,Honolulu,357.00
CA,CSU San Jose State University,64401,6,85,Santa Clara,0.00
CA,El Dorado County,64402,6,17,El Dorado,2280.00
CA,California State Univ at Channel Islands,64403,6,111,Ventura,0.00
AZ,Mesa Carport PV,64404,4,13,Maricopa,7842.00
CA,EMWD - Moreno Valley RWRF,64406,6,65,Riverside,890.00
KS,Flat Ridge 3,64407,20,95,Kingman,36756.00
ME,Georges River Energy,64408,23,27,Waldo,48319.00
SC,Anderson (SC),64409,45,7,Anderson,952.00
SC,Briarwood,64410,45,47,Greenwood,3929.00
NJ,Delanco,64411,34,5,Burlington,2406.00
SC,Gold Mine,64412,45,47,Greenwood,3001.00
MN,Schull CSG,64413,27,13,Blue Earth,2345.00
IL,Pontiac,64414,17,105,Livingston,3673.00
IL,Rockford CSG,64415,17,201,Winnebago,0.00
IL,Sandoval,64416,17,27,Clinton,3738.00
MA,Wilbraham,64417,25,13,Hampden,5366.00
CA,Big Bear,64418,6,37,Los Angeles,8514.00
MA,Elm Street,64419,25,5,Bristol,7509.00
NE,Scribner Diesel Generation Facility,64420,31,53,Dodge,14.00
NY,Sunvestment Energy Group NY 63 LLC,64421,36,67,Onondaga,3062.00
NJ,GSPP Onyx New Brunswick LLC,64422,34,23,Middlesex,1546.00
TX,TX7 Flat Top,64423,48,389,Reeves,
TX,TX8 Worsham,64424,48,371,Pecos,
TX,TX2 Port Lavaca,64425,48,57,Calhoun,
AZ,Wilmot Energy Center LLC,64426,4,19,Pima,196974.00
WI,Point Beach Solar,64431,55,71,Manitowoc,38481.00
MA,Breckenridge Solar,64432,25,13,Hampden,879.00
MA,Rounseville Solar,64434,25,23,Plymouth,5468.00
MA,Town of Ware - Canadian Tree(CSG),64435,25,15,Hampshire,2398.00
MA,Wilmarth Solar,64436,25,21,Norfolk,8664.00
MA,Dresser Hill CSG,64437,25,27,Worcester,4136.00
CA,Vallecitos Water District,64438,6,73,San Diego,808.00
IL,"Pine Road Solar, LLC CSG",64439,17,37,DeKalb,3280.00
NY,White Plains Hospital Medical Center,64440,36,119,Westchester,
CA,Valencia 3,64441,6,25,Imperial,5550.00
VT,Golden Solar,64443,50,5,Caledonia,332.00
AR,City of Paris Solar,64444,5,83,Logan,2784.00
NY,"County of Dutchess, NY (Airport)",64445,36,27,Dutchess,3031.00
WA,Arlington Microgrid,64446,53,61,Snohomish,546.00
NC,"Grissom Solar, LLC",64450,37,83,Halifax,13642.00
NY,Rosemond Solar Community Solar,64451,36,105,Sullivan,3076.00
NY,Volney II,64453,36,75,Oswego,276.00
NH,"Merrimack Solar Farm, LLC",64454,33,11,Hillsborough,3685.00
MI,"13 Mile Solar, LLC",64456,26,25,Calhoun,3926.00
MI,"Captain Solar, LLC",64457,26,49,Genesee,3945.00
MI,"Coldwater Solar, LLC",64458,26,49,Genesee,3625.00
MI,"Geddes 1 Solar, LLC",64459,26,145,Saginaw,4050.00
MI,"Jack Francis Solar, LLC",64460,26,49,Genesee,3881.00
MI,"May Shannon Solar, LLC",64461,26,49,Genesee,3950.00
MI,"Stoneheart Solar, LLC",64462,26,145,Saginaw,3927.00
MI,"Workman Road Solar Farm, LLC",64463,26,113,Missaukee,3698.00
IL,"Clendenin A Community Solar, LLC CSG",64464,17,199,Williamson,1285.00
IL,"Kern A Community Solar, LLC CSG",64465,17,55,Franklin,1656.00
IL,Lukuc B Community Solar LLC CSG,64466,17,199,Williamson,1265.00
IL,"CSG Mt. Morris 2, LLC",64467,17,141,Ogle,2989.00
IL,"Tower Road Solar, LLC CSG",64468,17,37,Dekalb,2634.00
MI,"Interchange Solar, LLC",64470,26,49,Genesee,3992.00
SC,Berry Road Solar,64472,45,45,Greenville,2488.00
OK,Norman Solar,64473,40,27,Cleveland,3823.00
NC,"Swansboro Solar, LLC",64476,37,133,Onslow,8298.00
NC,"Suncaster, LLC",64477,37,191,Wayne,4544.00
NC,"1034 Catherine Lake Solar, LLC",64478,37,133,Onslow,8695.00
MN,Rice Two Solar CSG,64480,27,131,Rice,
MN,Novel Stavem Solar LLC CSG,64482,27,121,Pope,373.00
MN,Novel Huneke Solar LLC CSG,64487,27,49,Goodhue,257.00
MI,"Hendershot Solar, LLC",64496,26,91,Lenawee,3819.00
MI,"Hazel Solar, LLC",64497,26,117,Montcalm,3634.00
MI,"Geddes 2 Solar, LLC",64498,26,145,Saginaw,3868.00
MI,"Bullhead Solar, LLC",64499,26,59,Hillsdale,3830.00
MI,"Angola Solar, LLC",64500,26,23,Branch,4008.00
MD,7448 Candlewood Road,64502,24,3,Anne Arundel,2460.00
MN,Palmer Community Solar LLC CSG,64503,27,25,Chisago,687.00
MN,Medin 2 Community Solar LLC CSG,64504,27,25,Chisago,711.00
MT,Flathead Landfill to Gas Energy Facility,64505,30,29,Flathead,11557.00
MN,Cokato CSG,64506,27,171,Wright,1554.00
CT,Stamford Health,64515,9,1,Fairfield,77.00
CA,Department of Justice,64517,6,67,Sacramento,4053.00
CA,CA Institute for Women,64518,6,71,San Bernardino,2614.00
CA,Centinela State Prison,64519,6,25,Imperial,17953.00
CA,Calipatria State Prison,64521,6,25,Imperial,17222.00
NC,Old Cedar Solar Energy Storage,64522,37,151,Randolph,903.00
CA,Atascadero State Hospital,64523,6,79,San Luis Obispo,2010.00
NM,SoCore Clovis 1,64524,35,9,Curry,946.00
NY,Troupsburg,64525,36,101,Steuben,7838.00
MA,Raboth - Marion Drive,64526,25,23,Plymouth,3405.00
NC,Flatwood Farm,64527,37,37,Chatham,9106.00
TX,Gambit Energy Storage - Angleton Storage,64528,48,39,Brazoria,-7201.00
NC,Camden Solar LLC,64535,37,29,Camden,2967.00
TX,Corazon Energy LLC,64538,48,479,Webb,170953.00
FL,Wynwood Energy Storage,64546,12,86,Miami Dade,
RI,"Smithfield Solar Farm, LLC",64549,44,7,Providence,4365.00
IA,Downtown Generation Plant,64552,19,1,Adair,75.00
IN,Riverstart Solar Park  LLC,64553,18,135,Randolph,31861.00
NY,Bright Field Solar LLC(CSG),64554,36,3,Allegany,85.00
NY,Bright Oak Solar LLC(CSG),64555,36,37,Genesee,117.00
NY,Bright Hill Solar LLC(CSG),64556,36,51,Livingston,50.00
NY,River Valley LLC (NY) (csg),64557,36,9,Cattaraugus,9.00
CT,Wallingford Solar,64559,9,9,New Haven,11987.00
NY,Tioga Solar South(CSG),64560,36,107,Tioga,335.00
NY,Tioga Solar North(CSG),64561,36,107,Tioga,193.00
NY,Washingtonville(CSG),64562,36,71,Orange,1560.00
GA,Apalachicola,64565,13,245,Richmond,4756.00
GA,Arnold Cochran,64569,13,23,Bleckley,2993.00
GA,Columbia Substation,64570,13,73,Columbia,4002.00
GA,Coody Cochran,64571,13,23,Bleckley,5634.00
MA,Dudley,64572,25,27,Worcester,4432.00
MA,Joe Jenny,64573,25,27,Worcester,2477.00
MA,Westport Community Solar Garden,64574,25,5,Bristol,3382.00
MA,Mendon,64575,25,27,Worcester,3849.00
NY,Minisink CSG,64577,36,71,Orange,268.00
NY,Slate Hill(CSG),64578,36,71,Orange,1799.00
CA,Broadway 2 - UC Riverside,64579,6,65,Riverside,5064.00
AZ,Broadway 2 - Tucson Phase II,64580,4,19,Pima,6912.00
GA,Shawnee - GA,64582,13,33,Burke,4119.00
GA,Westberry Jesup,64583,13,305,Wayne,5437.00
GA,Fountain Folkston,64584,13,49,Charlton,4065.00
GA,Harris Shiloh,64585,13,145,Harris,3483.00
GA,Polk Cedartown,64586,13,233,Polk,4303.00
MA,Dover,64587,25,21,Norfolk,1703.00
MA,Adirondack A+B Community Solar Garden,64588,25,5,Bristol,8497.00
MA,Westport B Community Solar Garden,64589,25,5,Bristol,7355.00
WI,O'Brien Solar Fields,64590,55,25,Dane,22728.00
CO,3 MW LLC,64592,8,51,Gunnison,6452.00
NY,Bellisario Solar 1,64593,36,23,Cortland,4444.00
NY,Bellisario Solar 2,64594,36,23,Cortland,418.00
NY,Bellisario Solar 3,64595,36,23,Cortland,3350.00
CA,Prologis L.P,64600,6,77,San Joaquin,3706.00
CA,County of San Diego COC Hybrid,64601,6,73,San Diego,2855.00
MD,"Kirby Road Solar, LLC",64602,24,33,Prince Georges,1502.00
MD,MNCPPC Randall Farm,64604,24,33,Prince Georges,2004.00
RI,"TPE Hopkins Solar Holdings1, LLC",64605,44,3,Kent,10293.00
MD,Burns Solar One LLC,64606,24,5,Baltimore,3875.00
ID,MC6 Hydro Facility,64607,16,1,Ada,5770.00
MD,"Hostetter Solar One, LLC",64608,24,43,Washington,3861.00
IL,Amazon MDW6 Solar Project,64610,17,197,Will,0.00
CA,SEPV Sierra,64611,6,37,Los Angeles,641.00
PR,Eaton Corp - Arecibo - Puerto Rico Hybrid,64613,72,13,Arecibo,
MA,Kearsarge William Way,64617,25,21,Norfolk,96.00
MA,Kearsarge Haverhill,64618,25,9,Essex,3541.00
MA,Kearsarge Montague BD(CSG),64620,25,11,Franklin,191.00
CA,Diamond H Dairy Power,64622,6,39,Madera,2518.00
MN,Freeborn Wind Farm,64623,27,47,Freeborn,388912.00
CA,Hudson - High Desert Hybrid,64624,6,71,San Bernardino,101976.00
MA,Blodgett Solar CSG,64627,25,17,Middlesex,2.00
IL,JM Huber at Quincy,64629,17,1,Adams,360.00
NM,"Borderlands Wind, LLC",64638,35,3,Catron,11170.00
MD,P52ES 1755 Henryton Rd Phase 1 LLC CSG,64642,24,27,Howard,1537.00
MD,P52ES 1755 Henryton Rd Phase 2 LLC,64643,24,27,Howard,1717.00
MD,P52ES Raphel Rd Community Solar LLC,64644,24,5,Baltimore,2710.00
MD,Mason Solar One LLC,64645,24,15,Cecil,2092.00
MD,Pittman Solar One LLC,64646,24,43,Washington,3731.00
MD,"Bulldog Solar One, LLC",64647,24,33,Prince Georges,3940.00
FL,Magnolia Solar,64657,12,105,Polk,4646.00
IA,"Sac County Wind, LLC",64662,19,161,Sac,13905.00
OR,WLWPCF Cogeneration Facility,64663,41,47,Marion,6732.00
MA,"Clark Road Solar 1, LLC",64664,25,27,Worcester,6038.00
ME,Acton,64673,23,31,York,11.00
NC,Van Buren,64674,37,163,Sampson,3819.00
ME,Naples,64675,23,5,Cumberland,75.00
CA,Lake Herman,64676,6,95,Solano,1193.00
NC,Ryland Road Solar,64677,37,41,Chowan,2282.00
NC,Windsor Hwy 17 Solar,64678,37,15,Bertie,1220.00
NY,"Hamlin Solar 1, LLC",64679,36,55,Monroe,9489.00
NY,"Clifton Park Solar 1, LLC",64680,36,91,Saratoga,8264.00
NY,"Clifton Park Solar 2, LLC",64681,36,91,Saratoga,3266.00
SC,Adams,64682,45,7,Anderson,474.00
CA,Van der Hoek Solar Array/ Dairy,64687,6,19,Fresno,279.00
MD,Todd Solar,64690,24,19,Dorchester,25526.00
NY,Fredonia Solar LLC,64692,36,13,Chautauqua,102.00
CA,Dos Palos,64693,6,47,Merced,241.00
MA,"Dunstable Solar 1, LLC",64696,25,17,Middlesex,4432.00
MN,Swan Garden,64697,27,121,Pope,366.00
WI,"Blue Prairie Solar, LLC",64698,55,53,Jackson,655.00
CA,"El Dorado Solar, LLC",64700,6,17,El Dorado,649.00
MA,Fairhaven MA 2,64705,25,5,Bristol,933.00
MN,Connexus Solar Baldwin 1BDN,64708,27,59,Isanti,4332.00
TX,White Mesa Wind,64710,48,105,Crockett,418865.00
CA,Sanborn BESS 1,64712,6,29,Kern,-3301.00
CA,Sanborn BESS 2,64713,6,29,Kern,-4174.00
WI,Rice Lake Solar Array,64714,55,5,Barron,3533.00
NY,Dusenberry,64715,36,83,Rensselaer,17.00
NY,Knapp East (CSG),64716,36,37,Genesee,0.00
NY,Glenmere Lake,64719,36,71,Orange,1106.00
NY,Knapp West(CSG),64720,36,37,Genesee,0.00
NY,Rowe (CSG),64721,36,9,Cattaraugus,0.00
RI,Alton Road Solar,64723,44,9,Washington,24326.00
NY,Williams Rd,64725,36,63,Niagara,33.00
MA,Maple(CSG),64731,25,21,Norfolk,100.00
IL,Segunda II (CSG),64732,17,99,LaSalle,122.00
IL,Woodlawn II (CSG),64733,17,197,Will,1782.00
IL,Dodds (CSG),64734,17,177,Stephenson,861.00
IL,Olmstead II CSG,64735,17,177,Stephenson,2094.00
IL,Wolfcastle,64736,17,37,DeKalb,148.00
IL,Morgan Solar 1 CSG,64741,17,137,Morgan,1340.00
IL,Morgan Solar 1b CSG,64742,17,137,Morgan,1380.00
NY,Goldman Sachs Carports Solar,64746,36,1,Albany,690.00
NY,Fuel Cell 18A Sneden Avenue,64748,36,85,Richmond,30997.00
NY,Fuel Cell 18B Sneden Avenue,64749,36,85,Richmond,35009.00
OK,Glass Sands Wind Facility,64750,40,99,Murray,56297.00
CA,Amazon PSP1,64751,6,65,Riverside,1521.00
CT,FDX010.0 FedEx Fuel Cell,64753,9,7,Middlesex,7823.00
CA,EQX005.0 Toyama Fuel Cell,64756,6,85,Santa Clara,7804.00
FL,Blue Springs,64757,12,63,Jackson,
ME,Rumford ESS,64763,23,17,Oxford,
ME,Madison BTM,64764,23,25,Somerset,
ME,Madison ESS,64765,23,25,Somerset,
CA,Redwood Coast Airport Microgrid,64766,6,23,Humboldt,19.00
TX,WAL194,64769,48,201,Harris,151.00
TX,WAL202,64770,48,85,Collin,50.00
TX,WAL266,64771,48,439,Tarrant,0.00
TX,WAL284,64772,48,439,Tarrant,11.00
