State,Year,Activity
47,2022,0.023902877
47,2023,0.023904582
47,2024,0.023906186
47,2025,0.02390765
47,2026,0.023908991
47,2027,0.023910203
47,2028,0.02391128
47,2029,0.023912184
47,2030,0.023912999
47,2031,0.023913647
47,2032,0.02391418
47,2033,0.023914617
47,2034,0.02391495
47,2035,0.023915237
47,2036,0.023915471
47,2037,0.023915675
47,2038,0.023915861
47,2039,0.023916096
47,2040,0.023916336
47,2041,0.023916513
47,2042,0.023916666
47,2043,0.023916785
47,2044,0.023916876
47,2045,0.023916994
47,2046,0.023916989
47,2047,0.023917072
47,2048,0.02391713
47,2049,0.023917229
47,2050,0.023917286
48,2022,0.09293554
48,2023,0.092928453
48,2024,0.092921782
48,2025,0.09291569
48,2026,0.092910142
48,2027,0.092905075
48,2028,0.092900634
48,2029,0.092896842
48,2030,0.092893449
48,2031,0.092890761
48,2032,0.092888552
48,2033,0.092886737
48,2034,0.092885346
48,2035,0.092884191
48,2036,0.092883187
48,2037,0.092882369
48,2038,0.09288157
48,2039,0.092880608
48,2040,0.092879629
48,2041,0.092878851
48,2042,0.092878218
48,2043,0.09287773
48,2044,0.092877327
48,2045,0.092876885
48,2046,0.092876873
48,2047,0.092876528
48,2048,0.092876259
48,2049,0.092875887
48,2050,0.092875661
49,2022,0.009368407
49,2023,0.009366988
49,2024,0.009365653
49,2025,0.009364432
49,2026,0.009363317
49,2027,0.009362305
49,2028,0.009361412
49,2029,0.009360653
49,2030,0.009359972
49,2031,0.009359434
49,2032,0.009358987
49,2033,0.009358624
49,2034,0.009358339
49,2035,0.009358112
49,2036,0.009357912
49,2037,0.009357745
49,2038,0.009357587
49,2039,0.009357391
49,2040,0.009357192
49,2041,0.009357035
49,2042,0.009356908
49,2043,0.00935681
49,2044,0.009356728
49,2045,0.009356635
49,2046,0.009356629
49,2047,0.009356565
49,2048,0.00935651
49,2049,0.009356435
49,2050,0.00935639
50,2022,0.002391173
50,2023,0.002395545
50,2024,0.00239966
50,2025,0.00240342
50,2026,0.002406851
50,2027,0.002409973
50,2028,0.002412726
50,2029,0.002415065
50,2030,0.002417153
50,2031,0.002418812
50,2032,0.002420187
50,2033,0.002421306
50,2034,0.002422183
50,2035,0.002422881
50,2036,0.0024235
50,2037,0.002424006
50,2038,0.002424496
50,2039,0.002425097
50,2040,0.002425707
50,2041,0.002426188
50,2042,0.002426579
50,2043,0.002426884
50,2044,0.002427132
50,2045,0.002427415
50,2046,0.002427428
50,2047,0.00242763
50,2048,0.0024278
50,2049,0.002428032
50,2050,0.002428167
51,2022,0.027925572
51,2023,0.027930879
51,2024,0.027935913
51,2025,0.027940498
51,2026,0.027944674
51,2027,0.027948475
51,2028,0.027951836
51,2029,0.027954682
51,2030,0.027957236
51,2031,0.027959266
51,2032,0.027960921
51,2033,0.027962285
51,2034,0.027963368
51,2035,0.027964207
51,2036,0.027964965
51,2037,0.027965583
51,2038,0.02796618
51,2039,0.027966909
51,2040,0.027967657
51,2041,0.027968237
51,2042,0.027968721
51,2043,0.027969074
51,2044,0.027969389
51,2045,0.02796972
51,2046,0.027969742
51,2047,0.027969991
51,2048,0.0279702
51,2049,0.02797048
51,2050,0.027970643
53,2022,0.019430191
53,2023,0.019427509
53,2024,0.019424995
53,2025,0.019422683
53,2026,0.019420583
53,2027,0.019418662
53,2028,0.019416982
53,2029,0.019415546
53,2030,0.019414269
53,2031,0.019413241
53,2032,0.019412402
53,2033,0.019411724
53,2034,0.019411188
53,2035,0.019410752
53,2036,0.019410366
53,2037,0.019410057
53,2038,0.019409746
53,2039,0.019409389
53,2040,0.019409015
53,2041,0.019408715
53,2042,0.019408488
53,2043,0.019408286
53,2044,0.019408138
53,2045,0.019407962
53,2046,0.019407957
53,2047,0.019407846
53,2048,0.019407728
53,2049,0.019407587
53,2050,0.019407497
54,2022,0.006434919
54,2023,0.006441345
54,2024,0.006447395
54,2025,0.006452925
54,2026,0.006457969
54,2027,0.006462561
54,2028,0.006466604
54,2029,0.006470044
54,2030,0.006473116
54,2031,0.006475554
54,2032,0.006477575
54,2033,0.006479222
54,2034,0.00648051
54,2035,0.006481534
54,2036,0.006482444
54,2037,0.006483185
54,2038,0.006483906
54,2039,0.006484787
54,2040,0.006485686
54,2041,0.006486393
54,2042,0.006486966
54,2043,0.006487412
54,2044,0.006487777
54,2045,0.006488191
54,2046,0.00648821
54,2047,0.006488508
54,2048,0.006488756
54,2049,0.006489097
54,2050,0.006489295
55,2022,0.0218683
55,2023,0.021889465
55,2024,0.021909396
55,2025,0.021927605
55,2026,0.021944233
55,2027,0.021959356
55,2028,0.021972684
55,2029,0.021984016
55,2030,0.021994117
55,2031,0.022002164
55,2032,0.022008827
55,2033,0.022014257
55,2034,0.022018493
55,2035,0.02202187
55,2036,0.022024877
55,2037,0.022027311
55,2038,0.022029703
55,2039,0.02203261
55,2040,0.022035571
55,2041,0.022037894
55,2042,0.022039793
55,2043,0.022041277
55,2044,0.022042469
55,2045,0.022043837
55,2046,0.022043911
55,2047,0.022044867
55,2048,0.022045709
55,2049,0.022046826
55,2050,0.022047492
56,2022,0.002924003
56,2023,0.002928847
56,2024,0.002933406
56,2025,0.002937573
56,2026,0.002941374
56,2027,0.002944835
56,2028,0.002947881
56,2029,0.002950473
56,2030,0.002952787
56,2031,0.002954625
56,2032,0.002956146
56,2033,0.002957388
56,2034,0.002958358
56,2035,0.00295913
56,2036,0.002959815
56,2037,0.002960374
56,2038,0.002960919
56,2039,0.002961581
56,2040,0.002962257
56,2041,0.00296279
56,2042,0.002963222
56,2043,0.002963556
56,2044,0.002963831
56,2045,0.002964145
56,2046,0.002964157
56,2047,0.00296438
56,2048,0.002964567
56,2049,0.002964826
56,2050,0.002964975
72,2022,0.006439051
72,2023,0.006431646
72,2024,0.006424682
72,2025,0.006418314
72,2026,0.006412504
72,2027,0.006407215
72,2028,0.006402558
72,2029,0.006398597
72,2030,0.00639506
72,2031,0.006392252
72,2032,0.006389923
72,2033,0.006388025
72,2034,0.006386542
72,2035,0.006385362
72,2036,0.006384312
72,2037,0.006383458
72,2038,0.006382628
72,2039,0.006381611
72,2040,0.006380577
72,2041,0.006379763
72,2042,0.006379102
72,2043,0.006378588
72,2044,0.006378167
72,2045,0.00637769
72,2046,0.006377666
72,2047,0.006377325
72,2048,0.006377036
72,2049,0.006376644
72,2050,0.006376415
78,2022,0.000122087
78,2023,0.000122366
78,2024,0.000122628
78,2025,0.000122867
78,2026,0.000123085
78,2027,0.000123284
78,2028,0.000123459
78,2029,0.000123608
78,2030,0.000123741
78,2031,0.000123847
78,2032,0.000123934
78,2033,0.000124006
78,2034,0.000124062
78,2035,0.000124106
78,2036,0.000124145
78,2037,0.000124178
78,2038,0.000124209
78,2039,0.000124247
78,2040,0.000124286
78,2041,0.000124317
78,2042,0.000124341
78,2043,0.000124361
78,2044,0.000124377
78,2045,0.000124395
78,2046,0.000124395
78,2047,0.000124408
78,2048,0.000124419
78,2049,0.000124434
78,2050,0.000124442
