State FIPS,County FIPS,County,State Abbr,State,ReEDS BA,Cambium GEA
36,73,Orleans,NY,New York,p127,NYSTc
48,501,Yoakum,TX,Texas,p48,SPSOc
29,213,Taney,MO,Missouri,p55,SPNOc
49,43,Summit,UT,Utah,p26,NWPPc
49,57,Weber,UT,Utah,p25,NWPPc
17,125,Mason,IL,Illinois,p81,SRMWc
56,3,Big Horn,WY,Wyoming,p21,NWPPc
37,11,Avery,NC,North Carolina,p97,SRVCc
36,67,Onondaga,NY,New York,p127,NYSTc
10,1,Kent,DE,Delaware,p125,RFCEc
28,147,Walthall,MS,Mississippi,p87,SRMVc
21,207,Russell,KY,Kentucky,p93,SRTVc
17,141,Ogle,IL,Illinois,p80,RFCWc
54,105,Wirt,WV,West Virginia,p116,RFCWc
18,115,Ohio,IN,Indiana,p107,RFCWc
21,117,Kenton,KY,Kentucky,p109,SRTVc
19,51,Davis,IA,Iowa,p70,MROWc
45,81,Saluda,SC,South Carolina,p96,SRVCc
51,87,Henrico,VA,Virginia,p99,SRVCc
21,179,Nelson,KY,Kentucky,p109,SRTVc
51,113,Madison,VA,Virginia,p100,SRVCc
47,105,Loudon,TN,Tennessee,p92,SRTVc
1,89,Madison,AL,Alabama,p89,SRSOc
21,25,Breathitt,KY,Kentucky,p110,RFCWc
19,39,Clarke,IA,Iowa,p70,MROWc
36,27,Dutchess,NY,New York,p127,NYSTc
17,61,Greene,IL,Illinois,p81,SRMWc
12,91,Okaloosa,FL,Florida,p91,SRSOc
48,225,Houston,TX,Texas,p63,ERCTc
21,35,Calloway,KY,Kentucky,p93,SRTVc
17,9,Brown,IL,Illinois,p81,SRMWc
18,29,Dearborn,IN,Indiana,p107,RFCWc
37,199,Yancey,NC,North Carolina,p97,SRVCc
13,251,Screven,GA,Georgia,p94,SRSOc
18,37,Dubois,IN,Indiana,p107,RFCWc
19,63,Emmet,IA,Iowa,p45,MROWc
48,25,Bee,TX,Texas,p65,ERCTc
4,12,La Paz,AZ,Arizona,p28,AZNMc
48,327,Menard,TX,Texas,p64,ERCTc
1,21,Chilton,AL,Alabama,p90,SRSOc
8,81,Moffat,CO,Colorado,p33,RMPAc
39,131,Pike,OH,Ohio,p112,RFCWc
18,15,Carroll,IN,Indiana,p105,RFCWc
28,65,Jefferson Davis,MS,Mississippi,p87,SRMVc
12,85,Martin,FL,Florida,p102,FRCCc
21,225,Union,KY,Kentucky,p108,SRTVc
6,103,Tehama,CA,California,p9,CAMXc
48,35,Bosque,TX,Texas,p63,ERCTc
39,157,Tuscarawas,OH,Ohio,p112,RFCWc
6,55,Napa,CA,California,p9,CAMXc
31,21,Burt,NE,Nebraska,p41,MROWc
41,21,Gilliam,OR,Oregon,p5,NWPPc
55,53,Jackson,WI,Wisconsin,p77,MROWc
18,5,Bartholomew,IN,Indiana,p107,RFCWc
54,89,Summers,WV,West Virginia,p116,RFCWc
29,65,Dent,MO,Missouri,p84,SRMWc
20,83,Hodgeman,KS,Kansas,p53,SPNOc
54,21,Gilmer,WV,West Virginia,p116,RFCWc
39,109,Miami,OH,Ohio,p113,RFCWc
30,33,Garfield,MT,Montana,p19,NWPPc
42,55,Franklin,PA,Pennsylvania,p120,RFCWc
8,107,Routt,CO,Colorado,p33,RMPAc
16,71,Oneida,ID,Idaho,p16,NWPPc
42,103,Pike,PA,Pennsylvania,p122,RFCEc
39,31,Coshocton,OH,Ohio,p112,RFCWc
13,113,Fayette,GA,Georgia,p94,SRSOc
8,79,Mineral,CO,Colorado,p34,RMPAc
17,77,Jackson,IL,Illinois,p81,SRMWc
53,51,Pend Oreille,WA,Washington,p3,NWPPc
12,123,Taylor,FL,Florida,p101,FRCCc
31,89,Holt,NE,Nebraska,p40,MROWc
53,39,Klickitat,WA,Washington,p2,NWPPc
38,69,Pierce,ND,North Dakota,p37,MROWc
13,87,Decatur,GA,Georgia,p94,SRSOc
26,99,Macomb,MI,Michigan,p103,RFCMc
29,147,Nodaway,MO,Missouri,p54,SPNOc
48,385,Real,TX,Texas,p64,ERCTc
47,21,Cheatham,TN,Tennessee,p92,SRTVc
9,1,Fairfield,CT,Connecticut,p132,NEWEc
48,335,Mitchell,TX,Texas,p60,ERCTc
27,7,Beltrami,MN,Minnesota,p42,MROWc
21,197,Powell,KY,Kentucky,p109,SRTVc
21,59,Daviess,KY,Kentucky,p108,SRTVc
30,47,Lake,MT,Montana,p17,NWPPc
19,167,Sioux,IA,Iowa,p45,MROWc
55,3,Ashland,WI,Wisconsin,p46,MROWc
53,63,Spokane,WA,Washington,p3,NWPPc
42,119,Union,PA,Pennsylvania,p122,RFCEc
13,311,White,GA,Georgia,p94,SRSOc
45,79,Richland,SC,South Carolina,p96,SRVCc
47,89,Jefferson,TN,Tennessee,p92,SRTVc
8,97,Pitkin,CO,Colorado,p33,RMPAc
48,399,Runnels,TX,Texas,p61,ERCTc
1,105,Perry,AL,Alabama,p89,SRSOc
48,197,Hardeman,TX,Texas,p60,ERCTc
48,59,Callahan,TX,Texas,p61,ERCTc
13,85,Dawson,GA,Georgia,p94,SRSOc
39,165,Warren,OH,Ohio,p114,RFCWc
35,31,McKinley,NM,New Mexico,p31,AZNMc
47,145,Roane,TN,Tennessee,p92,SRTVc
21,211,Shelby,KY,Kentucky,p109,SRTVc
46,57,Hamlin,SD,South Dakota,p38,MROWc
46,43,Douglas,SD,South Dakota,p38,MROWc
36,17,Chenango,NY,New York,p127,NYSTc
21,33,Caldwell,KY,Kentucky,p108,SRTVc
18,7,Benton,IN,Indiana,p105,RFCWc
19,143,Osceola,IA,Iowa,p45,MROWc
48,211,Hemphill,TX,Texas,p48,SPSOc
40,135,Sequoyah,OK,Oklahoma,p50,SPSOc
13,91,Dodge,GA,Georgia,p94,SRSOc
46,75,Jones,SD,South Dakota,p38,MROWc
26,65,Ingham,MI,Michigan,p103,RFCMc
48,245,Jefferson,TX,Texas,p66,SRMVc
48,33,Borden,TX,Texas,p60,ERCTc
38,11,Bowman,ND,North Dakota,p36,MROWc
51,790,Staunton,VA,Virginia,p99,SRVCc
46,135,Yankton,SD,South Dakota,p38,MROWc
36,13,Chautauqua,NY,New York,p127,NYSTc
48,47,Brooks,TX,Texas,p65,ERCTc
1,93,Marion,AL,Alabama,p89,SRSOc
31,145,Red Willow,NE,Nebraska,p40,MROWc
34,31,Passaic,NJ,New Jersey,p126,RFCEc
17,185,Wabash,IL,Illinois,p83,SRMWc
40,75,Kiowa,OK,Oklahoma,p50,SPSOc
27,5,Becker,MN,Minnesota,p42,MROWc
40,57,Harmon,OK,Oklahoma,p50,SPSOc
21,47,Christian,KY,Kentucky,p93,SRTVc
30,59,Meagher,MT,Montana,p18,NWPPc
40,43,Dewey,OK,Oklahoma,p50,SPSOc
26,147,St. Clair,MI,Michigan,p103,RFCMc
29,99,Jefferson,MO,Missouri,p72,SRMWc
20,45,Douglas,KS,Kansas,p53,SPNOc
13,233,Polk,GA,Georgia,p94,SRSOc
47,189,Wilson,TN,Tennessee,p92,SRTVc
29,175,Randolph,MO,Missouri,p72,SRMWc
55,137,Waushara,WI,Wisconsin,p76,MROEc
13,101,Echols,GA,Georgia,p94,SRSOc
29,159,Pettis,MO,Missouri,p54,SPNOc
54,59,Mingo,WV,West Virginia,p117,RFCWc
23,31,York,ME,Maine,p134,NEWEc
22,55,Lafayette,LA,Louisiana,p58,SRMVc
8,37,Eagle,CO,Colorado,p33,RMPAc
22,103,St. Tammany,LA,Louisiana,p58,SRMVc
27,41,Douglas,MN,Minnesota,p43,MROWc
46,11,Brookings,SD,South Dakota,p38,MROWc
13,177,Lee,GA,Georgia,p94,SRSOc
8,15,Chaffee,CO,Colorado,p34,RMPAc
48,263,Kent,TX,Texas,p60,ERCTc
48,337,Montague,TX,Texas,p63,ERCTc
36,65,Oneida,NY,New York,p127,NYSTc
18,81,Johnson,IN,Indiana,p107,RFCWc
31,59,Fillmore,NE,Nebraska,p40,MROWc
41,59,Umatilla,OR,Oregon,p5,NWPPc
28,27,Coahoma,MS,Mississippi,p87,SRMVc
26,17,Bay,MI,Michigan,p103,RFCMc
13,1,Appling,GA,Georgia,p94,SRSOc
51,45,Craig,VA,Virginia,p118,RFCWc
8,29,Delta,CO,Colorado,p34,RMPAc
1,117,Shelby,AL,Alabama,p89,SRSOc
19,3,Adams,IA,Iowa,p70,MROWc
38,57,Mercer,ND,North Dakota,p36,MROWc
1,25,Clarke,AL,Alabama,p90,SRSOc
38,43,Kidder,ND,North Dakota,p37,MROWc
21,89,Greenup,KY,Kentucky,p109,SRTVc
28,67,Jones,MS,Mississippi,p87,SRMVc
22,119,Webster,LA,Louisiana,p58,SRMVc
5,109,Pike,AR,Arkansas,p56,SPSOc
5,31,Craighead,AR,Arkansas,p85,SRMVc
13,19,Berrien,GA,Georgia,p94,SRSOc
45,37,Edgefield,SC,South Carolina,p96,SRVCc
12,83,Marion,FL,Florida,p101,FRCCc
1,35,Conecuh,AL,Alabama,p90,SRSOc
56,39,Teton,WY,Wyoming,p21,NWPPc
45,15,Berkeley,SC,South Carolina,p96,SRVCc
39,155,Trumbull,OH,Ohio,p111,RFCWc
8,115,Sedgwick,CO,Colorado,p33,RMPAc
48,21,Bastrop,TX,Texas,p64,ERCTc
13,133,Greene,GA,Georgia,p94,SRSOc
26,13,Baraga,MI,Michigan,p74,MROEc
27,173,Yellow Medicine,MN,Minnesota,p44,MROWc
48,89,Colorado,TX,Texas,p64,ERCTc
40,11,Blaine,OK,Oklahoma,p50,SPSOc
20,123,Mitchell,KS,Kansas,p53,SPNOc
47,59,Greene,TN,Tennessee,p92,SRTVc
45,29,Colleton,SC,South Carolina,p96,SRVCc
19,53,Decatur,IA,Iowa,p70,MROWc
28,73,Lamar,MS,Mississippi,p87,SRMVc
38,75,Renville,ND,North Dakota,p36,MROWc
21,21,Boyle,KY,Kentucky,p109,SRTVc
4,23,Santa Cruz,AZ,Arizona,p30,AZNMc
16,39,Elmore,ID,Idaho,p15,NWPPc
4,9,Graham,AZ,Arizona,p28,AZNMc
51,670,Hopewell,VA,Virginia,p99,SRVCc
46,69,Hyde,SD,South Dakota,p38,MROWc
48,145,Falls,TX,Texas,p63,ERCTc
29,17,Bollinger,MO,Missouri,p73,SRMWc
48,201,Harris,TX,Texas,p67,ERCTc
18,173,Warrick,IN,Indiana,p107,RFCWc
40,139,Texas,OK,Oklahoma,p49,SPSOc
41,47,Marion,OR,Oregon,p5,NWPPc
48,425,Somervell,TX,Texas,p63,ERCTc
31,47,Dawson,NE,Nebraska,p40,MROWc
19,137,Montgomery,IA,Iowa,p45,MROWc
17,183,Vermilion,IL,Illinois,p83,SRMWc
26,159,Van Buren,MI,Michigan,p104,RFCMc
16,63,Lincoln,ID,Idaho,p15,NWPPc
47,33,Crockett,TN,Tennessee,p92,SRTVc
6,31,Kings,CA,California,p9,CAMXc
21,145,McCracken,KY,Kentucky,p93,SRTVc
21,201,Robertson,KY,Kentucky,p109,SRTVc
12,45,Gulf,FL,Florida,p91,SRSOc
6,109,Tuolumne,CA,California,p9,CAMXc
48,249,Jim Wells,TX,Texas,p65,ERCTc
42,131,Wyoming,PA,Pennsylvania,p122,RFCEc
54,47,McDowell,WV,West Virginia,p117,RFCWc
29,13,Bates,MO,Missouri,p55,SPNOc
32,31,Washoe,NV,Nevada,p12,NWPPc
51,83,Halifax,VA,Virginia,p99,SRVCc
21,189,Owsley,KY,Kentucky,p109,SRTVc
30,21,Dawson,MT,Montana,p35,MROWc
54,33,Harrison,WV,West Virginia,p116,RFCWc
47,47,Fayette,TN,Tennessee,p92,SRTVc
48,189,Hale,TX,Texas,p48,SPSOc
40,69,Johnston,OK,Oklahoma,p50,SPSOc
41,33,Josephine,OR,Oregon,p6,NWPPc
31,33,Cheyenne,NE,Nebraska,p39,RMPAc
53,71,Walla Walla,WA,Washington,p2,NWPPc
27,81,Lincoln,MN,Minnesota,p44,MROWc
48,319,Mason,TX,Texas,p64,ERCTc
36,99,Seneca,NY,New York,p127,NYSTc
18,41,Fayette,IN,Indiana,p107,RFCWc
17,127,Massac,IL,Illinois,p81,SRMWc
16,51,Jefferson,ID,Idaho,p16,NWPPc
30,89,Sanders,MT,Montana,p17,NWPPc
33,9,Grafton,NH,New Hampshire,p130,NEWEc
48,181,Grayson,TX,Texas,p63,ERCTc
26,105,Mason,MI,Michigan,p103,RFCMc
28,145,Union,MS,Mississippi,p88,SRTVc
40,37,Creek,OK,Oklahoma,p51,SPSOc
49,7,Carbon,UT,Utah,p25,NWPPc
40,15,Caddo,OK,Oklahoma,p50,SPSOc
22,71,Orleans,LA,Louisiana,p58,SRMVc
29,93,Iron,MO,Missouri,p73,SRMWc
50,5,Caledonia,VT,Vermont,p129,NEWEc
21,181,Nicholas,KY,Kentucky,p109,SRTVc
30,27,Fergus,MT,Montana,p20,NWPPc
45,11,Barnwell,SC,South Carolina,p96,SRVCc
39,3,Allen,OH,Ohio,p112,RFCWc
17,133,Monroe,IL,Illinois,p81,SRMWc
20,49,Elk,KS,Kansas,p53,SPNOc
48,313,Madison,TX,Texas,p63,ERCTc
46,115,Spink,SD,South Dakota,p38,MROWc
20,151,Pratt,KS,Kansas,p53,SPNOc
37,81,Guilford,NC,North Carolina,p97,SRVCc
40,29,Coal,OK,Oklahoma,p50,SPSOc
1,99,Monroe,AL,Alabama,p90,SRSOc
17,19,Champaign,IL,Illinois,p83,SRMWc
20,191,Sumner,KS,Kansas,p53,SPNOc
21,187,Owen,KY,Kentucky,p109,SRTVc
17,1,Adams,IL,Illinois,p81,SRMWc
19,155,Pottawattamie,IA,Iowa,p45,MROWc
30,67,Park,MT,Montana,p18,NWPPc
22,121,West Baton Rouge,LA,Louisiana,p58,SRMVc
42,95,Northampton,PA,Pennsylvania,p122,RFCEc
55,31,Douglas,WI,Wisconsin,p46,MROWc
40,115,Ottawa,OK,Oklahoma,p51,SPSOc
55,109,St. Croix,WI,Wisconsin,p46,MROWc
46,29,Codington,SD,South Dakota,p38,MROWc
17,177,Stephenson,IL,Illinois,p80,RFCWc
48,187,Guadalupe,TX,Texas,p64,ERCTc
46,37,Day,SD,South Dakota,p38,MROWc
8,11,Bent,CO,Colorado,p34,RMPAc
39,53,Gallia,OH,Ohio,p112,RFCWc
30,73,Pondera,MT,Montana,p18,NWPPc
20,23,Cheyenne,KS,Kansas,p52,SPNOc
46,15,Brule,SD,South Dakota,p38,MROWc
20,111,Lyon,KS,Kansas,p53,SPNOc
39,137,Putnam,OH,Ohio,p112,RFCWc
48,275,Knox,TX,Texas,p60,ERCTc
20,9,Barton,KS,Kansas,p53,SPNOc
36,35,Fulton,NY,New York,p127,NYSTc
35,3,Catron,NM,New Mexico,p31,AZNMc
13,127,Glynn,GA,Georgia,p94,SRSOc
20,61,Geary,KS,Kansas,p53,SPNOc
38,79,Rolette,ND,North Dakota,p37,MROWc
42,39,Crawford,PA,Pennsylvania,p122,RFCEc
36,25,Delaware,NY,New York,p127,NYSTc
51,735,Poquoson,VA,Virginia,p99,SRVCc
21,27,Breckinridge,KY,Kentucky,p108,SRTVc
45,69,Marlboro,SC,South Carolina,p96,SRVCc
29,105,Laclede,MO,Missouri,p84,SRMWc
48,293,Limestone,TX,Texas,p63,ERCTc
50,7,Chittenden,VT,Vermont,p129,NEWEc
37,195,Wilson,NC,North Carolina,p98,SRVCc
26,93,Livingston,MI,Michigan,p103,RFCMc
49,5,Cache,UT,Utah,p25,NWPPc
42,63,Indiana,PA,Pennsylvania,p122,RFCEc
48,27,Bell,TX,Texas,p63,ERCTc
37,173,Swain,NC,North Carolina,p97,SRVCc
35,53,Socorro,NM,New Mexico,p31,AZNMc
48,349,Navarro,TX,Texas,p63,ERCTc
34,3,Bergen,NJ,New Jersey,p126,RFCEc
1,65,Hale,AL,Alabama,p89,SRSOc
21,73,Franklin,KY,Kentucky,p109,SRTVc
24,39,Somerset,MD,Maryland,p123,RFCEc
28,21,Claiborne,MS,Mississippi,p87,SRMVc
48,403,Sabine,TX,Texas,p66,SRMVc
37,41,Chowan,NC,North Carolina,p98,SRVCc
48,347,Nacogdoches,TX,Texas,p66,SRMVc
13,183,Long,GA,Georgia,p94,SRSOc
38,97,Traill,ND,North Dakota,p37,MROWc
48,67,Cass,TX,Texas,p57,SPSOc
5,143,Washington,AR,Arkansas,p56,SPSOc
36,117,Wayne,NY,New York,p127,NYSTc
8,69,Larimer,CO,Colorado,p33,RMPAc
42,51,Fayette,PA,Pennsylvania,p115,RFCWc
48,73,Cherokee,TX,Texas,p63,ERCTc
48,241,Jasper,TX,Texas,p66,SRMVc
51,510,Alexandria,VA,Virginia,p99,SRVCc
20,141,Osborne,KS,Kansas,p53,SPNOc
53,55,San Juan,WA,Washington,p1,NWPPc
21,67,Fayette,KY,Kentucky,p109,SRTVc
28,89,Madison,MS,Mississippi,p87,SRMVc
29,205,Shelby,MO,Missouri,p71,SRMWc
20,125,Montgomery,KS,Kansas,p53,SPNOc
23,3,Aroostook,ME,Maine,p134,NEWEc
46,129,Walworth,SD,South Dakota,p38,MROWc
5,53,Grant,AR,Arkansas,p85,SRMVc
47,181,Wayne,TN,Tennessee,p92,SRTVc
36,93,Schenectady,NY,New York,p127,NYSTc
1,13,Butler,AL,Alabama,p90,SRSOc
46,97,Miner,SD,South Dakota,p38,MROWc
12,23,Columbia,FL,Florida,p101,FRCCc
51,125,Nelson,VA,Virginia,p118,RFCWc
12,111,St. Lucie,FL,Florida,p102,FRCCc
37,193,Wilkes,NC,North Carolina,p97,SRVCc
28,33,DeSoto,MS,Mississippi,p87,SRMVc
26,35,Clare,MI,Michigan,p103,RFCMc
40,107,Okfuskee,OK,Oklahoma,p50,SPSOc
51,141,Patrick,VA,Virginia,p118,RFCWc
16,55,Kootenai,ID,Idaho,p14,NWPPc
19,31,Cedar,IA,Iowa,p70,MROWc
40,79,Le Flore,OK,Oklahoma,p50,SPSOc
48,467,Van Zandt,TX,Texas,p63,ERCTc
17,87,Johnson,IL,Illinois,p81,SRMWc
42,71,Lancaster,PA,Pennsylvania,p122,RFCEc
37,5,Alleghany,NC,North Carolina,p97,SRVCc
19,109,Kossuth,IA,Iowa,p45,MROWc
26,25,Calhoun,MI,Michigan,p103,RFCMc
5,3,Ashley,AR,Arkansas,p85,SRMVc
39,167,Washington,OH,Ohio,p112,RFCWc
26,117,Montcalm,MI,Michigan,p103,RFCMc
13,315,Wilcox,GA,Georgia,p94,SRSOc
17,113,McLean,IL,Illinois,p83,SRMWc
13,77,Coweta,GA,Georgia,p94,SRSOc
46,107,Potter,SD,South Dakota,p38,MROWc
1,17,Chambers,AL,Alabama,p90,SRSOc
51,61,Fauquier,VA,Virginia,p99,SRVCc
28,47,Harrison,MS,Mississippi,p87,SRMVc
48,495,Winkler,TX,Texas,p62,ERCTc
49,41,Sevier,UT,Utah,p25,NWPPc
51,9,Amherst,VA,Virginia,p118,RFCWc
31,181,Webster,NE,Nebraska,p40,MROWc
48,497,Wise,TX,Texas,p63,ERCTc
46,79,Lake,SD,South Dakota,p38,MROWc
42,121,Venango,PA,Pennsylvania,p122,RFCEc
40,129,Roger Mills,OK,Oklahoma,p50,SPSOc
22,95,St. John the Baptist,LA,Louisiana,p58,SRMVc
40,97,Mayes,OK,Oklahoma,p51,SPSOc
47,187,Williamson,TN,Tennessee,p92,SRTVc
12,49,Hardee,FL,Florida,p101,FRCCc
37,7,Anson,NC,North Carolina,p97,SRVCc
41,67,Washington,OR,Oregon,p5,NWPPc
51,678,Lexington,VA,Virginia,p99,SRVCc
17,101,Lawrence,IL,Illinois,p83,SRMWc
29,35,Carter,MO,Missouri,p84,SRMWc
25,1,Barnstable,MA,Massachusetts,p131,NEWEc
31,67,Gage,NE,Nebraska,p40,MROWc
38,29,Emmons,ND,North Dakota,p36,MROWc
54,73,Pleasants,WV,West Virginia,p116,RFCWc
45,75,Orangeburg,SC,South Carolina,p96,SRVCc
22,63,Livingston,LA,Louisiana,p58,SRMVc
29,25,Caldwell,MO,Missouri,p54,SPNOc
19,165,Shelby,IA,Iowa,p45,MROWc
45,43,Georgetown,SC,South Carolina,p96,SRVCc
13,185,Lowndes,GA,Georgia,p94,SRSOc
36,105,Sullivan,NY,New York,p127,NYSTc
45,57,Lancaster,SC,South Carolina,p95,SRVCc
51,111,Lunenburg,VA,Virginia,p99,SRVCc
38,37,Grant,ND,North Dakota,p36,MROWc
47,27,Clay,TN,Tennessee,p92,SRTVc
12,125,Union,FL,Florida,p101,FRCCc
54,67,Nicholas,WV,West Virginia,p116,RFCWc
29,225,Webster,MO,Missouri,p55,SPNOc
51,23,Botetourt,VA,Virginia,p118,RFCWc
48,269,King,TX,Texas,p60,ERCTc
38,15,Burleigh,ND,North Dakota,p36,MROWc
31,73,Gosper,NE,Nebraska,p40,MROWc
39,143,Sandusky,OH,Ohio,p111,RFCWc
22,39,Evangeline,LA,Louisiana,p58,SRMVc
6,3,Alpine,CA,California,p9,CAMXc
47,67,Hancock,TN,Tennessee,p92,SRTVc
54,27,Hampshire,WV,West Virginia,p116,RFCWc
22,51,Jefferson,LA,Louisiana,p58,SRMVc
32,3,Clark,NV,Nevada,p13,AZNMc
21,213,Simpson,KY,Kentucky,p93,SRTVc
12,9,Brevard,FL,Florida,p102,FRCCc
8,75,Logan,CO,Colorado,p33,RMPAc
17,91,Kankakee,IL,Illinois,p80,RFCWc
12,61,Indian River,FL,Florida,p102,FRCCc
41,27,Hood River,OR,Oregon,p5,NWPPc
51,191,Washington,VA,Virginia,p118,RFCWc
8,57,Jackson,CO,Colorado,p33,RMPAc
31,27,Cedar,NE,Nebraska,p40,MROWc
5,137,Stone,AR,Arkansas,p85,SRMVc
8,43,Fremont,CO,Colorado,p34,RMPAc
29,117,Livingston,MO,Missouri,p54,SPNOc
48,213,Henderson,TX,Texas,p63,ERCTc
29,179,Reynolds,MO,Missouri,p73,SRMWc
28,59,Jackson,MS,Mississippi,p87,SRMVc
17,85,Jo Daviess,IL,Illinois,p80,RFCWc
51,49,Cumberland,VA,Virginia,p99,SRVCc
6,53,Monterey,CA,California,p9,CAMXc
25,19,Nantucket,MA,Massachusetts,p131,NEWEc
47,73,Hawkins,TN,Tennessee,p92,SRTVc
29,207,Stoddard,MO,Missouri,p84,SRMWc
13,49,Charlton,GA,Georgia,p94,SRSOc
30,99,Teton,MT,Montana,p18,NWPPc
35,51,Sierra,NM,New Mexico,p31,AZNMc
28,117,Prentiss,MS,Mississippi,p88,SRTVc
18,69,Huntington,IN,Indiana,p105,RFCWc
29,197,Schuyler,MO,Missouri,p71,SRMWc
29,59,Dallas,MO,Missouri,p84,SRMWc
26,47,Emmet,MI,Michigan,p103,RFCMc
36,89,St. Lawrence,NY,New York,p127,NYSTc
40,41,Delaware,OK,Oklahoma,p51,SPSOc
13,191,McIntosh,GA,Georgia,p94,SRSOc
1,27,Clay,AL,Alabama,p90,SRSOc
4,1,Apache,AZ,Arizona,p29,AZNMc
5,71,Johnson,AR,Arkansas,p56,SPSOc
55,55,Jefferson,WI,Wisconsin,p79,RFCWc
39,95,Lucas,OH,Ohio,p111,RFCWc
33,19,Sullivan,NH,New Hampshire,p130,NEWEc
21,147,McCreary,KY,Kentucky,p93,SRTVc
13,223,Paulding,GA,Georgia,p94,SRSOc
55,103,Richland,WI,Wisconsin,p77,MROWc
13,151,Henry,GA,Georgia,p94,SRSOc
42,53,Forest,PA,Pennsylvania,p122,RFCEc
19,153,Polk,IA,Iowa,p70,MROWc
44,3,Kent,RI,Rhode Island,p133,NEWEc
36,21,Columbia,NY,New York,p127,NYSTc
31,159,Seward,NE,Nebraska,p40,MROWc
17,123,Marshall,IL,Illinois,p82,SRMWc
34,39,Union,NJ,New Jersey,p126,RFCEc
24,3,Anne Arundel,MD,Maryland,p123,RFCEc
48,271,Kinney,TX,Texas,p61,ERCTc
48,147,Fannin,TX,Texas,p63,ERCTc
12,77,Liberty,FL,Florida,p101,FRCCc
5,121,Randolph,AR,Arkansas,p85,SRMVc
1,73,Jefferson,AL,Alabama,p89,SRSOc
21,65,Estill,KY,Kentucky,p109,SRTVc
13,111,Fannin,GA,Georgia,p94,SRSOc
48,417,Shackelford,TX,Texas,p63,ERCTc
55,119,Taylor,WI,Wisconsin,p46,MROWc
48,389,Reeves,TX,Texas,p61,ERCTc
51,185,Tazewell,VA,Virginia,p118,RFCWc
38,5,Benson,ND,North Dakota,p37,MROWc
13,23,Bleckley,GA,Georgia,p94,SRSOc
33,1,Belknap,NH,New Hampshire,p130,NEWEc
47,159,Smith,TN,Tennessee,p92,SRTVc
19,149,Plymouth,IA,Iowa,p45,MROWc
48,471,Walker,TX,Texas,p64,ERCTc
26,33,Chippewa,MI,Michigan,p103,RFCMc
48,281,Lampasas,TX,Texas,p63,ERCTc
48,65,Carson,TX,Texas,p48,SPSOc
4,19,Pima,AZ,Arizona,p30,AZNMc
42,3,Allegheny,PA,Pennsylvania,p115,RFCWc
48,483,Wheeler,TX,Texas,p48,SPSOc
28,35,Forrest,MS,Mississippi,p87,SRMVc
18,139,Rush,IN,Indiana,p107,RFCWc
27,11,Big Stone,MN,Minnesota,p43,MROWc
35,39,Rio Arriba,NM,New Mexico,p31,AZNMc
46,41,Dewey,SD,South Dakota,p38,MROWc
1,67,Henry,AL,Alabama,p90,SRSOc
28,25,Clay,MS,Mississippi,p88,SRTVc
27,139,Scott,MN,Minnesota,p43,MROWc
48,175,Goliad,TX,Texas,p65,ERCTc
18,11,Boone,IN,Indiana,p105,RFCWc
48,345,Motley,TX,Texas,p60,ERCTc
37,115,Madison,NC,North Carolina,p97,SRVCc
54,17,Doddridge,WV,West Virginia,p116,RFCWc
46,81,Lawrence,SD,South Dakota,p32,RMPAc
48,99,Coryell,TX,Texas,p63,ERCTc
47,13,Campbell,TN,Tennessee,p92,SRTVc
13,61,Clay,GA,Georgia,p94,SRSOc
20,127,Morris,KS,Kansas,p53,SPNOc
13,9,Baldwin,GA,Georgia,p94,SRSOc
21,175,Morgan,KY,Kentucky,p109,SRTVc
39,51,Fulton,OH,Ohio,p111,RFCWc
26,59,Hillsdale,MI,Michigan,p103,RFCMc
29,47,Clay,MO,Missouri,p54,SPNOc
51,77,Grayson,VA,Virginia,p118,RFCWc
41,17,Deschutes,OR,Oregon,p5,NWPPc
53,31,Jefferson,WA,Washington,p2,NWPPc
21,99,Hart,KY,Kentucky,p109,SRTVc
31,17,Brown,NE,Nebraska,p40,MROWc
29,33,Carroll,MO,Missouri,p54,SPNOc
48,487,Wilbarger,TX,Texas,p60,ERCTc
37,37,Chatham,NC,North Carolina,p98,SRVCc
54,13,Calhoun,WV,West Virginia,p116,RFCWc
39,39,Defiance,OH,Ohio,p112,RFCWc
48,393,Roberts,TX,Texas,p48,SPSOc
37,15,Bertie,NC,North Carolina,p98,SRVCc
13,247,Rockdale,GA,Georgia,p94,SRSOc
13,125,Glascock,GA,Georgia,p94,SRSOc
48,435,Sutton,TX,Texas,p61,ERCTc
13,141,Hancock,GA,Georgia,p94,SRSOc
29,211,Sullivan,MO,Missouri,p54,SPNOc
19,157,Poweshiek,IA,Iowa,p70,MROWc
6,71,San Bernardino,CA,California,p10,CAMXc
19,131,Mitchell,IA,Iowa,p69,MROWc
41,13,Crook,OR,Oregon,p5,NWPPc
31,13,Box Butte,NE,Nebraska,p39,RMPAc
38,7,Billings,ND,North Dakota,p36,MROWc
30,65,Musselshell,MT,Montana,p20,NWPPc
47,17,Carroll,TN,Tennessee,p92,SRTVc
37,29,Camden,NC,North Carolina,p98,SRVCc
39,63,Hancock,OH,Ohio,p112,RFCWc
40,81,Lincoln,OK,Oklahoma,p50,SPSOc
20,183,Smith,KS,Kansas,p53,SPNOc
27,69,Kittson,MN,Minnesota,p42,MROWc
22,53,Jefferson Davis,LA,Louisiana,p58,SRMVc
