Year,Source,Fuel,ModelYr,TotalEnergy
2024,21,1,2003,7.91761E+16
2024,21,1,2004,9.28567E+16
2024,21,1,2005,1.1095E+17
2024,21,1,2006,1.22812E+17
2024,21,1,2007,1.47409E+17
2024,21,1,2008,1.43047E+17
2024,21,1,2009,1.17699E+17
2024,21,1,2010,1.52749E+17
2024,21,1,2011,2.02727E+17
2024,21,1,2012,2.30537E+17
2024,21,1,2013,2.53321E+17
2024,21,1,2014,2.98706E+17
2024,21,1,2015,2.74245E+17
2024,21,1,2016,3.46821E+17
2024,21,1,2017,3.37147E+17
2024,21,1,2018,3.40082E+17
2024,21,1,2019,3.10057E+17
2024,21,1,2020,2.16511E+17
2024,21,1,2021,2.98645E+17
2024,21,1,2022,3.08233E+17
2024,21,1,2023,3.12939E+17
2024,21,1,2024,3.2273E+17
2024,21,2,1994,1.07619E+13
2024,21,2,1995,1.14759E+14
2024,21,2,1996,3.20264E+13
2024,21,2,1997,3.16076E+13
2024,21,2,1998,5.13259E+13
2024,21,2,1999,8.63711E+13
2024,21,2,2000,1.51287E+14
2024,21,2,2001,1.15271E+14
2024,21,2,2002,2.71583E+14
2024,21,2,2003,2.91953E+14
2024,21,2,2004,2.42262E+14
2024,21,2,2005,3.65177E+14
2024,21,2,2006,5.72376E+14
2024,21,2,2007,1.12976E+14
2024,21,2,2008,1.14031E+14
2024,21,2,2009,2.99285E+15
2024,21,2,2010,2.29896E+15
2024,21,2,2011,1.57742E+15
2024,21,2,2012,2.92547E+15
2024,21,2,2013,3.11257E+15
2024,21,2,2014,5.6771E+15
2024,21,2,2015,4.75991E+15
2024,21,2,2016,3.1334E+14
2024,21,2,2017,6.52818E+13
2024,21,2,2018,2.66668E+14
2024,21,2,2019,7.04414E+13
2024,21,2,2020,3.91328E+12
2024,21,2,2021,4.95002E+12
2024,21,2,2022,4.74279E+12
2024,21,2,2023,4.60881E+12
2024,21,2,2024,4.66008E+12
2024,21,5,1995,1.57924E+11
2024,21,5,1996,1.94068E+11
2024,21,5,1997,7.65961E+11
2024,21,5,1998,2.74584E+12
2024,21,5,1999,7.42713E+12
2024,21,5,2000,9.83062E+12
2024,21,5,2001,1.35098E+13
2024,21,5,2002,1.56748E+13
2024,21,5,2003,1.66356E+13
2024,21,5,2004,2.28342E+13
2024,21,5,2005,3.25475E+13
2024,21,5,2006,4.51857E+13
2024,21,5,2007,9.93457E+13
2024,21,5,2008,1.74618E+14
2024,21,5,2009,1.31089E+14
2024,21,5,2010,9.69232E+13
2024,21,5,2011,2.33089E+14
2024,21,5,2012,1.96503E+14
2024,21,5,2013,2.23053E+14
2024,21,5,2014,2.2052E+14
2024,21,5,2015,1.98895E+14
2024,21,5,2016,3.18955E+14
2024,21,5,2017,1.81507E+14
2024,21,5,2018,1.73321E+14
2024,21,5,2019,1.01898E+14
2024,21,5,2020,7.16992E+13
2024,21,5,2021,9.82189E+13
2024,21,5,2022,1.01484E+14
2024,21,5,2023,1.03026E+14
2024,21,5,2024,1.06163E+14
2024,21,9,1998,3.26194E+12
2024,21,9,1999,3.47838E+12
2024,21,9,2000,3.26819E+12
2024,21,9,2001,2.01315E+12
2024,21,9,2002,6.85668E+11
2024,21,9,2003,6.46801E+11
2024,21,9,2004,2.97471E+11
2024,21,9,2005,1.4653E+11
2024,21,9,2006,3.58059E+11
2024,21,9,2007,1.02336E+12
2024,21,9,2008,8.9386E+11
2024,21,9,2009,1.92572E+12
2024,21,9,2010,1.3009E+13
2024,21,9,2011,1.9039E+14
2024,21,9,2012,3.27917E+14
2024,21,9,2013,3.88759E+14
2024,21,9,2014,2.53414E+15
2024,21,9,2015,3.52061E+15
2024,21,9,2016,1.74789E+15
2024,21,9,2017,3.71023E+15
2024,21,9,2018,7.2902E+15
2024,21,9,2019,9.03932E+15
2024,21,9,2020,5.20204E+15
2024,21,9,2021,6.16415E+15
2024,21,9,2022,6.33089E+15
2024,21,9,2023,6.55988E+15
2024,21,9,2024,7.04015E+15
2024,31,1,1994,5.15851E+16
2024,31,1,1995,5.78223E+16
2024,31,1,1996,6.37243E+16
2024,31,1,1997,7.51894E+16
2024,31,1,1998,9.52646E+16
2024,31,1,1999,9.20891E+16
2024,31,1,2000,1.1662E+17
2024,31,1,2001,1.29561E+17
2024,31,1,2002,1.4381E+17
2024,31,1,2003,1.70829E+17
2024,31,1,2004,2.01781E+17
2024,31,1,2005,2.23289E+17
2024,31,1,2006,2.5013E+17
2024,31,1,2007,2.60559E+17
2024,31,1,2008,2.0581E+17
2024,31,1,2009,1.81522E+17
2024,31,1,2010,2.23245E+17
2024,31,1,2011,2.48895E+17
2024,31,1,2012,2.87319E+17
2024,31,1,2013,3.23986E+17
2024,31,1,2014,3.40852E+17
2024,31,1,2015,4.67944E+17
2024,31,1,2016,4.14328E+17
2024,31,1,2017,4.55556E+17
2024,31,1,2018,4.57543E+17
2024,31,1,2019,5.47644E+17
2024,31,1,2020,4.95671E+17
2024,31,1,2021,7.16462E+17
2024,31,1,2022,7.07005E+17
2024,31,1,2023,7.18437E+17
2024,31,1,2024,7.43415E+17
2024,31,2,1994,2.35299E+15
2024,31,2,1995,2.40116E+15
2024,31,2,1996,2.1379E+15
2024,31,2,1997,2.97126E+15
2024,31,2,1998,1.20606E+15
2024,31,2,1999,3.75581E+15
2024,31,2,2000,3.36525E+15
2024,31,2,2001,4.42283E+15
2024,31,2,2002,3.82387E+15
2024,31,2,2003,4.60742E+15
2024,31,2,2004,4.21537E+15
2024,31,2,2005,3.6563E+15
2024,31,2,2006,2.10018E+15
2024,31,2,2007,9.79259E+12
2024,31,2,2008,4.12432E+12
2024,31,2,2009,7.47527E+14
2024,31,2,2010,1.11775E+15
2024,31,2,2011,2.11089E+15
2024,31,2,2012,1.67732E+15
2024,31,2,2013,2.16564E+15
2024,31,2,2014,4.91813E+15
2024,31,2,2015,3.31584E+15
2024,31,2,2016,1.88966E+15
2024,31,2,2017,3.03446E+15
2024,31,2,2018,5.67436E+15
2024,31,2,2019,5.86956E+15
2024,31,2,2020,4.1141E+15
2024,31,2,2021,9.52551E+15
2024,31,2,2022,1.2098E+16
2024,31,2,2023,1.1339E+16
2024,31,2,2024,1.11843E+16
2024,31,5,1995,8.89413E+12
2024,31,5,1996,1.98719E+13
2024,31,5,1997,3.26797E+13
2024,31,5,1998,5.77101E+13
2024,31,5,1999,9.86227E+13
2024,31,5,2000,1.41309E+14
2024,31,5,2001,1.45991E+14
2024,31,5,2002,1.4895E+14
2024,31,5,2003,2.24192E+14
2024,31,5,2004,3.12879E+14
2024,31,5,2005,2.80632E+14
2024,31,5,2006,3.87598E+14
2024,31,5,2007,6.87571E+14
2024,31,5,2008,5.97556E+14
2024,31,5,2009,4.65257E+14
2024,31,5,2010,6.73665E+14
2024,31,5,2011,1.08268E+15
2024,31,5,2012,1.1151E+15
2024,31,5,2013,1.28431E+15
2024,31,5,2014,1.44757E+15
2024,31,5,2015,1.71636E+15
2024,31,5,2016,9.79455E+14
2024,31,5,2017,7.69611E+14
2024,31,5,2018,7.58728E+14
2024,31,5,2019,8.77644E+14
2024,31,5,2020,7.91428E+14
2024,31,5,2021,1.05053E+15
2024,31,5,2022,1.03845E+15
2024,31,5,2023,1.05579E+15
2024,31,5,2024,1.09276E+15
2024,31,9,1997,7.2893E+11
2024,31,9,1998,3.75102E+12
2024,31,9,1999,3.3471E+12
2024,31,9,2000,3.62532E+12
2024,31,9,2001,3.14911E+12
2024,31,9,2002,4.17388E+12
2024,31,9,2003,1.01458E+12
2024,31,9,2004,9.70592E+11
2024,31,9,2005,9.87403E+11
2024,31,9,2006,1.25305E+12
2024,31,9,2007,1.06026E+12
2024,31,9,2008,7.29007E+11
2024,31,9,2009,4.81932E+12
2024,31,9,2010,1.22937E+13
2024,31,9,2011,8.25624E+12
2024,31,9,2012,8.83641E+12
2024,31,9,2013,7.16222E+12
2024,31,9,2014,8.87062E+12
2024,31,9,2015,7.48344E+13
2024,31,9,2016,3.8187E+13
2024,31,9,2017,2.665E+14
2024,31,9,2018,3.79223E+14
2024,31,9,2019,3.29085E+15
2024,31,9,2020,2.48436E+15
2024,31,9,2021,3.81794E+15
2024,31,9,2022,4.12012E+15
2024,31,9,2023,4.63473E+15
2024,31,9,2024,5.4297E+15
2025,21,1,1995,1.5936E+16
2025,21,1,1996,1.92174E+16
2025,21,1,1997,2.15233E+16
2025,21,1,1998,2.52246E+16
2025,21,1,1999,3.66483E+16
2025,21,1,2000,4.12915E+16
2025,21,1,2001,4.83691E+16
2025,21,1,2002,5.76366E+16
2025,21,1,2003,6.47989E+16
2025,21,1,2004,7.62173E+16
2025,21,1,2005,9.21263E+16
2025,21,1,2006,1.01914E+17
2025,21,1,2007,1.23612E+17
2025,21,1,2008,1.21238E+17
2025,21,1,2009,1.00834E+17
2025,21,1,2010,1.30962E+17
2025,21,1,2011,1.75765E+17
2025,21,1,2012,2.00906E+17
2025,21,1,2013,2.22605E+17
2025,21,1,2014,2.64445E+17
2025,21,1,2015,2.44848E+17
2025,21,1,2016,3.11964E+17
2025,21,1,2017,3.05544E+17
2025,21,1,2018,3.10266E+17
2025,21,1,2019,2.85001E+17
2025,21,1,2020,2.00442E+17
2025,21,1,2021,2.83607E+17
2025,21,1,2022,2.96535E+17
2025,21,1,2023,3.01583E+17
2025,21,1,2024,3.09986E+17
