gea,t,busbar_load_for_enduse,battery_charging,phs_charging,trans_losses,busbar_load,enduse_load,net_load_busbar,imports,exports,distloss_rate_avg,distloss_rate_marg,prm,capacity_shadow_price,planning_capacity_MW,cef_gen,cef_load,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,total_gen_co2_c,total_gen_ch4_c,total_gen_n2o_c,total_gen_co2_p,total_gen_ch4_p,total_gen_n2o_p,total_gen_co2e_c,total_gen_co2e_p,total_gen_co2e,co2_captured_ccs,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,battery_MWh,biomass_MWh,beccs_MWh,canada_MWh,coal_MWh,coal-ccs_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,re-ct_MWh,upv_MWh,wind-ons_MWh,wind-ofs_MWh,battery_MW,biomass_MW,beccs_MW,coal_MW,coal-ccs_MW,csp_MW,distpv_MW,gas-cc_MW,gas-cc-ccs_MW,gas-ct_MW,geothermal_MW,hydro_MW,nuclear_MW,o-g-s_MW,phs_MW,re-ct_MW,upv_MW,wind-ofs_MW,wind-ons_MW,battery_energy_cap_MWh,phs_energy_cap_MWh,csp_energy_cap_MWh,co2_shadow_price
RFCEc,2040,340668480,15003611,2270206.5,2184822.6,360127111.7,328419660.1,231958130,159949220,100195270,0.0359,0.054,0.146,143324.6,86550,0.84,0.85,15.1,0.9,0.09,9.7,248.7,0.09,15.2,17.2,32.4,10.8,0.9,0.09,9.8,253.5,0.09,10.8,17.4,28.2,0,0,0,0,0,0,0,0,0,263.8,5.3,0.53,33.7,1429.3,0.15,264.1,76.4,340.5,4415241.1,256.4,25.6,2893952.5,73739.9,26.7,4429884.1,5098688.6,9528572.7,9348570,59.6,29.57,0,89.17,64.83,33.58,0,98.41,300408220,128168984,12840702,2252351.8,10702745,0,0,0,0,16106638,47831630,0,94904,0,3951180.5,92722450,0,1825344.8,17925.5,35692100,30273804,46096436,9269.9,588.6,1453,0,0,0,12648.8,36003.9,0,2425,0,1431.9,12467.7,3,1992,3021.5,18232.6,14205.1,8194.8,45258.3,19920,0,187.6
RFCEc,2045,358293950,21897184,1985518.6,2206612.5,384383267,345411151.3,245928857.5,164687630,99011820,0.0359,0.054,0.146,144047.42,91850.5,0.84,0.85,16.7,0.9,0.09,9.5,247.7,0.09,16.7,16.9,33.6,11.6,0.9,0.09,9.5,249.7,0.08,11.6,17,28.6,0,0,0,0,0,0,0,0,0,259.6,5.8,0.61,33.6,1430,0.15,260,76.3,336.3,5171850.8,271.6,27.2,2986729.9,77933.4,27,5187358.1,5316514.7,10503872.7,9348570,59.91,29.57,0,89.48,65.46,34.12,0,99.58,318753820,138454420,18663910,2215160.2,10702745,0,0,0,0,15876738,50664836,0,80755,0,3916262.5,92432340,0,1601980.6,21435.6,34661900,42197388,45718384,15748.9,588.6,1453,0,0,0,12874.5,35557.4,0,2425,0,1431.9,12467.7,0,1992,3021.5,18151.4,14205.1,11523.8,69902.9,19920,0,198.6
RFCEc,2050,375389300,23790126,2225523.2,2201960.2,403606936.6,361891274.3,263406538.8,168740030,94090820,0.0359,0.054,0.146,159807.29,96174,0.83,0.84,21.4,0.9,0.09,9.8,267,0.09,21.4,17.8,39.2,16.2,0.9,0.09,9.8,268.2,0.08,16.3,17.8,34.1,0,0,0,0,0,0,0,0,0,270.4,5.2,0.53,34.1,1450,0.15,270.7,77.3,348.1,6872554.8,303.2,30.3,3188196.7,86708.7,27.8,6889866.3,5779706.7,12669573.1,9348570,78.03,32.84,0,110.87,85.39,38,0,123.39,328976000,140200400,20382060,2247548.2,10702745,0,0,0,0,15907110,56698870,0,68713.6,0,3947217.5,92879190,0,1810230.4,39008,36219716,42839500,45234070,17825.2,588.6,1453,0,0,0,13281.9,35473.8,0,1728.9,0,1431.9,12467.7,0,1992,3021.5,18994.1,14215.8,11809.4,73443.3,19920,0,268.9
RFCMc,2024,106842610,803.7,1935238.2,311097.1,109089749.5,103002138.6,96240039.7,20552572,25989800,0.0359,0.0539,0.1797,24540.64,26253.5,0.39,0.38,444.4,38.4,5.52,28.3,1342.2,0.29,447,68.4,515.4,476.1,41.7,5.99,29.8,1422.8,0.3,479,72.3,551.3,274.9,6.9,0.8,31.1,1371.4,0.13,275.3,72,347.3,796,63.6,9.19,52.2,2455.3,0.5,800.4,125.5,925.9,50609792.5,4375.6,628.2,3229158.7,152890.6,32.7,50911672.6,7794220.3,58705892.9,0,31.59,5.49,0,37.09,33.55,6.06,0,39.62,114583530,12849710,679,1918568.8,0,1680361.8,33196042,0,0,294164,32600320,0,1883731,0,629257.4,26501800,1710414.4,1612635.8,0,2450471,10105075,0,1,315.6,0,5982.5,0,0,216,6810.4,0,3906.5,0,161.3,3318,2374.4,2235,0,1165.5,0,3139.8,2,22350,0,0
RFCMc,2026,108705050,56510.6,2004967.8,300774.4,111067296.9,104797626.9,98032911.7,18305402,25896694,0.0359,0.0539,0.1797,46852.12,26804,0.37,0.36,360.8,24.7,3.47,29.2,1301.8,0.23,362.5,68.1,430.6,386.2,27,3.79,30.6,1377,0.24,388,71.7,459.7,245.3,5.8,0.65,28,1238.5,0.11,245.6,65,310.6,725,55.1,7.87,49.4,2380.7,0.41,728.7,120.5,849.2,42572074.2,2916.6,409.6,3447039.1,153642.1,27.4,42770816.2,8033048.8,50803865,0,31.57,10.5,0,42.07,33.56,11.6,0,45.15,118743464,13034385,47316.7,1918457.8,0,586537.4,20598582,0,0,567520.4,51668532,0,1000899.8,0,629084,26486676,1138452.8,1634539.2,0,2416285,10050580,0,70.7,315.6,0,4437,0,0,416.2,9690.8,0,3851.5,0,161.3,3318,2371.9,2235,0,1165.5,0,3139.8,141.3,22350,0,2.3
RFCMc,2028,111161140,215339.8,2358398,318820.9,114053701.1,107165448.7,100407995.6,17744084,27198822,0.0359,0.0539,0.1796,68867.55,27183.6,0.39,0.39,291.7,21.9,3.06,28.3,1248,0.22,293.2,65.6,358.8,312.2,23.5,3.3,29.4,1302.2,0.23,313.8,68.3,382.1,186.9,3.6,0.37,22,972.4,0.08,187.1,51,238,709.8,55.9,8,47.8,2314.5,0.41,713.7,116.9,830.6,35841610.9,2687.2,375.7,3480940.9,153253.8,26.8,36024249.1,8055207.9,44079457,11198996.3,27.78,15.37,0,43.14,29.6,17.03,0,46.63,123696300,13645706,185912.8,1913755.8,0,3221244.5,18578576,0,0,1122784.1,39223180,15759310,1002420.4,0,628651.1,26438914,1188299,1910337.6,0,2526536.5,9996385,0,162.8,315.6,0,4437,0,0,822.8,5516.9,4173.9,3825.5,0,161.3,3318,2371.9,2235,0,1230.3,0,3139.8,509.6,22350,0,0
RFCMc,2030,114025920,1208474.8,2462949.2,374273.2,118071617.8,109927268.5,101682537.6,24740276,26860656,0.0359,0.0539,0.1796,84472.52,28270.3,0.43,0.44,252.2,17.1,2.36,26.6,1152.3,0.19,253.4,61,314.3,259.7,17.7,2.44,26.9,1167.3,0.19,260.9,61.8,322.7,130.1,2.6,0.26,15.5,676.7,0.06,130.2,35.6,165.9,689.1,55.2,7.89,45,2234.9,0.38,692.9,111.7,804.6,30131464.4,2043.9,281.4,3178589.7,137655.2,22.6,30269197.2,7286898.9,37556096.1,11198996.3,27.06,18.03,0,45.1,28.99,20.13,0,49.13,120312050,16389080,1038183.2,1902854,0,3146410.2,13600166,0,0,2054073,40002484,13816178,940965.2,0,621590.9,26274054,611179.6,1968902.4,0,2825741.2,11509266,0,815.6,315.6,0,3167,0,0,1506.4,5921.4,4173.9,4588.8,0,161.3,3318,2063.1,2235,0,1377.8,0,3533.7,3016.1,22350,0,0
RFCMc,2035,121595060,6512083.5,2222679.8,488591.4,130818412.1,117224387.3,88897993.3,31781686,34921796,0.0359,0.0539,0.1798,180838.16,31244.2,0.7,0.72,-54,2,0.2,18.5,570.6,0.1,-53.9,35.5,-18.4,-54.3,2,0.2,18.1,552.6,0.1,-54.2,34.6,-19.7,0,0,0,0,0,0,0,0,0,217.1,5.2,0.55,29.4,1252.3,0.13,217.4,66.8,284.1,-7266849.4,268.7,26.9,2455829.4,75766.5,13.7,-7251502.6,4717416.1,-2534086.6,22358729.9,120.77,34.33,0,155.1,133.21,39.66,0,172.87,134165390,41920420,5551376,1457596.2,13887602,3542394,0,0,0,4387003,14190576,26334004,4979,0,559635.3,24917228,217.6,1751810.6,47544.8,3186493.2,34346924,0,3905.4,265.3,1885.4,41,0,0,3241.9,8658.8,4173.9,1340.2,0,162.3,3318,1875.6,2235,3225.1,1576.5,0,9490.4,31014.7,22350,0,428.8
RFCMc,2040,130096660,8564892,2663445.8,567562,141892553.8,125420432.7,95028148.5,42927404,33196134,0.0359,0.0539,0.1798,132618.53,34326.1,0.74,0.78,-54,1.7,0.17,16,474,0.09,-53.9,30.2,-23.7,-49.2,1.5,0.15,14.8,432.1,0.09,-49.1,27.7,-21.4,0,0,0,0,0,0,0,0,0,198.9,4.3,0.44,27.8,1177.5,0.13,199.1,62.9,262.1,-7177226.2,219.8,22.1,2100171.4,61934.8,12.2,-7164652.8,3949153.9,-3215498.9,14600653.1,46.22,24.59,0,70.81,51.39,28.76,0,80.16,132363880,46864404,7394775,813800.6,13887602,3067777.2,0,0,0,4865409.5,14699146,19372130,43694.5,0,442276.3,23609586,20299.8,2148088.5,290.7,3198014.8,38800980,0,4516.3,192.3,1885.4,41,0,0,3697.1,8658.8,4173.9,1334.2,0,162.3,3318,1872.6,2235,3225.1,1629.4,0,10707,33462.5,22350,0,187.6
RFCMc,2045,137354060,9031057,2733316.2,619275.8,149737718.9,132416959.8,98742526.5,47063212,35694864,0.0359,0.0539,0.1797,135489.52,36721.5,0.74,0.78,-44,1.7,0.17,15.6,469.9,0.09,-44,29.7,-14.3,-40.1,1.5,0.15,14.2,421.8,0.08,-40.1,26.8,-13.2,0,0,0,0,0,0,0,0,0,185.2,4.3,0.44,26,1096.5,0.12,185.4,58.7,244.1,-6149220.1,228.1,22.9,2142621.1,64240.7,12.3,-6136175.7,4060345.9,-2075829.8,14626137.1,44.63,25.37,0,70,49.69,29.65,0,79.34,138602530,50995190,7749601,789834,13887602,3029695.8,0,0,0,5385252,17916964,18226992,42354.6,0,416824.9,23313668,18086.7,2215556,154.6,5795840,39814100,0,4696.2,192.3,1885.4,41,0,0,4194.2,10496.8,4173.9,1334.2,0,162.3,3318,1872.6,2235,3225.1,2766.5,0,10707,34899.8,22350,0,198.6
RFCMc,2050,143949730,10930980,3479903.5,704195.6,159064808.1,138775450.6,96555654.9,51268972,45509496,0.0359,0.0539,0.1794,147414.36,38615.3,0.75,0.78,-42.2,1.6,0.16,14.7,446.2,0.08,-42.1,28,-14.1,-40.8,1.5,0.15,14,423,0.08,-40.7,26.7,-14.1,0,0,0,0,0,0,0,0,0,183.6,3.9,0.4,23.9,1014.4,0.11,183.8,54.2,238,-6522116.9,239.7,24,2228066,67601.4,12.5,-6508426.8,4246004.1,-2262422.8,14531871.4,52.34,27.12,0,79.46,59.11,32.1,0,91.21,153529570,62509150,9337439,752779.6,13887602,3000199,0,0,0,6013139,17780904,20137576,33922,0,381367.5,22892872,3128.1,2806914.5,5707.9,17532454,38963560,0,7443.5,192.3,1885.4,41,0,0,4784.1,10496.8,4173.9,1334.2,0,162.3,3318,1424,2235,3225.1,7694.9,0,10396.1,33760.3,22350,0,268.9
RFCWc,2024,506502850,287492.2,0,4476548.4,511266904.7,488292920.3,477409335.5,329256160,242942510,0.0359,0.054,0.1563,18049.58,111618.6,0.33,0.39,447.1,37.5,5.33,28.7,1421.2,0.26,449.6,71.2,520.8,412.4,33.8,4.8,27.5,1333.5,0.25,414.7,67.3,482,275.2,15.7,2.15,23.1,1097.2,0.13,276.3,55.9,332.2,785.7,62.6,9.04,51.7,2434.9,0.49,790.1,124.4,914.4,188444407.2,15777.6,2243.7,12125183.7,599376.6,111.2,189527102.8,30016972.4,219544075.1,0,31.48,3.77,0.01,35.26,33.33,4.09,0.01,37.43,424566080,33857570,244864.8,1419891.5,0,0,122820504,0,0,2249480.2,158931280,0,2775816.5,0,3054949,100920840,540352.4,0,0,8664841,22874458,68789.7,337.1,312,0,37949.2,0,0,1623.7,24301.4,0,20087.4,0,861.4,12640.4,2757.9,0,0,4139.2,21,7820,706,0,0,0
RFCWc,2026,514998270,1216599.5,0,4808179.5,521023038.5,496482858.3,484992783.1,372374270,243692800,0.0359,0.054,0.1563,46007.7,113967,0.36,0.46,405.4,32.5,4.61,27.7,1335.9,0.25,407.6,67.6,475.2,342.1,26.3,3.71,24.9,1164.2,0.22,343.9,59.6,403.5,245.5,11.6,1.55,22.7,1055.7,0.12,246.2,54.2,300.5,718.1,55.1,7.88,48.5,2344.9,0.41,721.8,118.5,840.4,157581136.2,12636.6,1789.8,10785409.7,519641.9,95.6,158446311.4,26296835.2,184743146.6,0,31.23,9.47,0.01,40.72,33.09,10.27,0.02,43.37,391785540,36030256,1028834.7,1411730.4,0,0,97487736,0,0,3699346,150760380,0,1436386,0,3053029.2,100312590,264591.6,0,0,9515334,22747156,68418.8,1377.3,312,0,37929.2,0,0,2662.8,24301.4,0,19959.7,0,861.4,12640.4,2757.9,0,0,4583.8,21,7820,2787.2,0,0,2.3
RFCWc,2028,526195260,9716161,0,6237091.7,542148515.3,507277322.8,501043639.1,479195600,301323620,0.0359,0.054,0.1562,67559.76,117543.5,0.42,0.55,314,25.1,3.52,26,1202.7,0.22,315.7,61.9,377.6,246,18.4,2.57,21.6,968,0.18,247.2,50.5,297.7,187,4.6,0.51,21.2,943.9,0.08,187.2,49.3,236.5,673.6,52.6,7.52,45.8,2214.7,0.39,677.2,111.9,789.1,113177878.1,9029.7,1267.9,9379345.5,433776.5,78.1,113793111.5,22327194.4,136120305.9,15093517.7,26.84,13.59,0.01,40.44,28.56,14.99,0.01,43.56,363529920,41104876,8340091,1343389.9,0,0,67348970,0,0,5853850,114259540,28940970,1213276,0,3122164.8,97709690,146952,0,0,12572897,22610080,68049.8,7278.2,312,0,32549.2,0,0,4209.3,19076.4,5625.4,19959.7,0,901.4,12640.4,2570.6,0,0,6016.3,21,7821.6,23435.1,0,0,0
RFCWc,2030,539220800,19016868,0,6873610.9,565111272.9,519834620.1,481579631,523601340,329837860,0.0359,0.054,0.1562,76250.45,121844.8,0.54,0.64,268.4,21.3,3,20.7,952.9,0.18,269.8,49.2,319,209.4,15.8,2.22,17.2,769.2,0.15,210.4,40.1,250.6,107.1,3,0.36,11.8,528,0.05,107.2,27.6,134.8,638.8,50.9,7.27,42.1,2075.2,0.36,642.3,104,746.3,98440794.8,7795.5,1098.8,7608687,349957.3,67.5,98973076,18055846,117028921.9,15093517.7,25.42,14.76,0.01,40.19,27.22,16.52,0.01,43.76,370429600,83531640,16218307,1260280.1,0,0,59216664,0,0,9040739,101309420,10408946,770755.4,0,3076560.2,94589460,47558.2,0,0,39934716,34488504,67682.8,12545.6,312,0,29350.4,0,0,6499.4,18975.4,5625.4,19829.5,0,901.4,12640.4,1636,0,0,17995.2,21,10950.3,48786.8,0,0,0
RFCWc,2035,573607940,57138810,0,8263006,639009766.8,552985737.4,398546757.1,550980900,422967740,0.0359,0.054,0.1562,180560,133633.2,0.79,0.82,16.8,1.3,0.13,10.7,359.8,0.07,16.9,21.4,38.3,12,1.1,0.11,9.7,315.2,0.07,12.1,19.1,31.2,0,0,0,0,0,0,0,0,0,204.6,4.8,0.51,27.2,1159.9,0.12,204.9,61.8,266.7,8290201.5,643.8,64.4,5389713.2,181286.9,35.7,8326966.8,10801817.2,19128784,25859101.3,112.63,31.62,0,144.26,124.96,37.5,0,162.45,510497380,240463000,48788972,1132095.4,14641030,0,0,0,0,14293123,69898640,38280650,38.2,0,2736207.5,90672000,0,0,3884756,180879410,45224544,65928.3,29985.4,312,1987.7,88.1,0,0,10505,44931,6060.6,1362,0,907.4,12640.4,446.8,0,19048.1,80255,21,13992,198898.5,0,0,428.8
RFCWc,2040,612946100,88694984,0,10786313.6,712427401.3,590909794.8,333112735.8,662222660,603875500,0.0359,0.054,0.1559,132447.03,146130.8,0.86,0.87,8.8,0.9,0.09,7.4,241.9,0.05,8.9,14.6,23.5,7.2,0.8,0.08,7.5,237.3,0.05,7.3,14.6,21.9,0,0,0,0,0,0,0,0,0,206.8,4.4,0.45,27.9,1179.3,0.13,207,63,270.1,5470229.9,551.9,55.2,4773599.7,155695.7,33,5501745.9,9422330.4,14924076.3,13919007.8,46.06,22.25,0,68.31,52.32,27.47,0,79.8,653719360,379314660,75950630,951330.4,14641030,0,0,0,0,16585275,60100670,32366348,27829.9,0,2489901.5,87859600,492.5,0,16839.4,243223600,119441070,64708.6,42098.5,304.8,1987.7,88.1,0,0,12739.9,47460.2,6060.6,1362,0,907.4,12640.4,446.8,0,19048.1,113783,21,33276.7,277152.2,0,0,187.6
RFCWc,2045,647368060,85284330,0,11493124.7,744145484.8,624094047.8,334333252.4,703777150,640759940,0.0359,0.054,0.156,134385.55,156049.5,0.86,0.88,8.7,0.8,0.08,7.1,231.1,0.05,8.8,14,22.7,6.4,0.8,0.08,7.1,220.7,0.05,6.5,13.6,20.1,0,0,0,0,0,0,0,0,0,193.4,4.8,0.52,26.7,1132.8,0.12,193.7,60.5,254.2,5604832.5,548.6,54.9,4748058,154769.8,32.8,5636160.8,9369139,15005299.8,13834972.8,45.87,22.98,0,68.85,51.74,28.08,0,79.82,680701060,409812220,72882120,917633.5,14641030,0,0,0,0,18202302,60841876,31939568,16522.8,0,2427700.5,87182216,499.3,0,39656.1,245082600,146463580,63759.5,38693.6,304.8,1987.7,88.1,0,0,14282.2,45181.9,6060.6,1026.3,0,907.4,12640.4,445.9,0,19048.1,117870.4,21,40865.5,268836.2,0,0,198.6
RFCWc,2050,678988600,67108020,0,11340812.8,757437453.6,654577278.1,332267358.7,706594500,630108800,0.0359,0.054,0.156,146379.06,164051.3,0.85,0.88,11.3,0.9,0.09,7.3,245.2,0.05,11.4,14.6,26,7.7,0.8,0.08,6.3,216.9,0.04,7.8,12.8,20.5,0,0,0,0,0,0,0,0,0,197.2,4.3,0.44,25.9,1099.4,0.12,197.4,58.7,256.1,7348980.6,582.8,58.3,4908293.4,164137.4,32.3,7382264,9808393.5,17190657.5,13912629.1,57.82,25.9,0,83.72,64.6,30.71,0,95.31,680405700,425170080,57426560,899509.1,14641030,0,0,0,0,19492406,67315400,31682182,8798.9,0,2402553.8,80739810,14.6,0,119738.9,245587250,160028050,62385.7,32129.3,304.8,1987.7,88.1,0,0,15912.5,47798.5,6060.6,856.9,0,907.4,11738.4,8.8,0,19048.1,124654.3,21,45034.2,193016.8,0,0,268.9
RMPAc,2024,80027190,2962.5,509494,851599.2,81391244.7,77149262,50068947.1,45740788,47532180,0.036,0.054,0.1439,334.45,14192.3,0.42,0.47,523.5,55.1,7.97,20.9,1305.9,0.26,527.3,59.9,587.2,496.1,52.1,7.54,19.9,1240,0.24,499.7,56.9,556.6,201.3,13,1.81,15.4,758.9,0.09,202.1,38.1,240.2,754.2,64.8,9.26,44.1,2311,0.39,758.7,113.1,871.7,43254362.8,4552.9,658.4,1727275.4,107868.6,21.2,43569791.8,4947550.5,48517342.4,0,27.47,0.06,0,27.53,29.17,0.06,0,29.23,83215170,31322298,2553.9,189294.5,0,0,37333364,0,0,1469627,11338119,0,1792.7,0,2621234.2,0,223.5,406288.6,0,4401668,25451002,0,4,28.7,0,6802.3,0,0,893.8,3315.6,0,1345,0,980.4,0,4.6,580.8,0,1723.6,0,7771.4,8,5808,0,0
RMPAc,2026,82103080,10106,679687.2,1148695.3,83941567.9,79150506.8,39766220.2,60006452,63323636,0.036,0.054,0.1439,37583.27,14632.4,0.54,0.61,395.6,41.1,5.94,16.3,1003.3,0.19,398.5,46.2,444.7,344.9,35.6,5.14,14.5,883.7,0.17,347.4,40.9,388.2,194.4,13.9,1.95,13.7,691.4,0.09,195.4,34.3,229.7,677.4,55.6,7.91,42.1,2165.4,0.35,681.2,106.7,787.9,34273868.2,3562.8,514.8,1410528.8,86893.8,16.8,34520582.5,4004547,38525129.5,0,27.09,6.44,0,33.53,28.81,7,0,35.81,87315730,44175348,8572,185560.5,0,0,29616486,0,0,1841719.6,10195629,0,284.4,0,2590881.8,0,46.4,542918,0,4341086,37992544,0,9.1,28.7,0,5930.1,0,0,1123.9,3315.6,0,1345,0,980.4,0,4.6,580.8,0,1723.9,0,10796.9,28.3,5808,0,2.3
RMPAc,2028,84587790,147923.4,994574.2,1942342.9,87672633,81545889.8,32288743.9,106842140,102953570,0.036,0.054,0.144,61569.35,15222.7,0.7,0.8,260.6,27.5,3.98,10.4,647.2,0.13,262.5,29.7,292.2,180.3,18.7,2.7,7.5,458.4,0.09,181.6,21.2,202.8,149.8,12.4,1.76,9.1,481.1,0.07,150.7,23.4,174.1,607.5,51.9,7.41,36,1884.2,0.31,611,92.2,703.3,21630295.6,2285.7,330.6,858615.9,53662.1,10.6,21788677.6,2460648.3,24249325.9,0,20.96,10.13,0,31.09,22.4,11.06,0,33.46,83814800,55383884,125009,178735.1,0,0,19169454,0,0,2315594.8,5685580,0,0,0,2457884.8,0,5,814246.8,0,6848731,46219564,0,121,28.7,0,4859,0,0,1416.5,3315.6,0,1345,0,980.4,0,4.6,580.8,0,2634.7,0,12880.4,455,5808,0,0
RMPAc,2030,87458930,302621.8,1251133.4,2201931.1,91214616.1,84313816.5,-445884.1,117535490,134138300,0.036,0.054,0.144,63944.09,15969,0.88,0.91,106.2,11.5,1.67,4,254.2,0.05,107,11.5,118.6,84.1,9,1.3,3.3,206.3,0.04,84.7,9.5,94.2,87.5,7.1,1,5.4,285.5,0.04,88,14,102,459.7,40.9,5.85,26.2,1377.7,0.24,462.5,67.3,529.8,11297996.5,1226.6,177.7,419362.8,26994.9,5.6,11383074.3,1225333.4,12608407.7,0,15.74,9.47,0,25.2,16.91,10.33,0,27.24,107926860,91660504,258600.4,116562.6,0,0,10493429,0,0,2870695.8,2091546.6,0,0,0,2290256.8,0,0,1015968.8,0,11117381,77672424,0,188.8,23.9,0,3923,0,0,1790.1,3315.6,0,1344,0,980.4,0,0.6,580.8,0,4308.9,0,20873,819.6,5808,0,0
RMPAc,2035,95403540,5541418,2006457,2242778.3,105194192.6,91972860.3,-33166662.7,94719180,137242750,0.0359,0.054,0.1439,178097.71,18213.1,1,1,-2.4,0,0,0.3,6.2,0,-2.4,0.5,-1.9,-4.3,0,0,0.5,8.2,0,-4.3,0.7,-3.6,0,0,0,0,0,0,0,0,0,116.3,4.3,0.53,15,654.2,0.07,116.6,34.5,151.1,-352011.6,3.1,0.3,45128.2,891.3,0.2,-351834.5,71740.9,-280093.6,523037.7,55.66,24.23,0,79.89,61.7,27.97,0,89.68,147925340,138360850,4769301.5,138605.9,598801.2,0,0,0,0,3678880,594076.1,0,0,0,1811098.8,0,0,1649760,2849.8,10494590,124187380,0,3592.8,23.9,81.3,31.2,0,0,2425.1,3685.8,0,0,0,980.4,0,0,1674,1344,4440.4,0,35798.4,16640,16740.3,0,428.8
RMPAc,2040,104843496,5774705,1950058.4,2505984.7,115074243.3,101073465.9,-30938271.2,110577816,151283460,0.0359,0.054,0.144,136800.17,20779.2,0.99,0.99,-1.8,0,0,0.3,8.2,0,-1.8,0.6,-1.2,-3.4,0,0,0.5,9.7,0,-3.4,0.8,-2.6,0,0,0,0,0,0,0,0,0,128.1,5.6,0.7,16.7,730.8,0.08,128.5,38.5,167,-292003.6,4.3,0.4,53195.4,1234.8,0.2,-291755.9,90051,-201704.9,523037.7,30.33,19.88,0,50.2,33.46,22.9,0,56.36,155968590,146012510,4943028,140724.2,598801.2,0,0,0,0,3991032.8,846210.2,0,0,0,1843737.2,0,0,1583569.1,0,11034643,130986840,0,3959.7,23.9,81.3,31.2,0,0,2644.9,4055.7,0,0,0,980.4,0,0,1674,1344,4671.2,0,36423.6,18227.9,16740.3,0,187.6
RMPAc,2045,114049860,6591198.5,2038158.6,2440032.1,125119247.5,109948796.6,-24416696.1,111172760,145572210,0.0359,0.054,0.144,140555.48,23034.5,1,1,-2.6,0,0,0.2,3.9,0,-2.6,0.4,-2.3,-4.7,0,0,0.4,4.6,0,-4.7,0.5,-4.2,0,0,0,0,0,0,0,0,0,98.5,4.3,0.54,13.1,557.5,0.07,98.8,29.7,128.5,-421542.4,2,0.2,37807.3,598.4,0.2,-421425.4,55682.4,-365743,523037.7,24.87,21.26,0,46.13,27.49,24.51,0,52,159673920,149535940,5631526,102048.6,598801.2,0,0,0,0,4284315,394368.5,0,0,0,1760783.6,0,0,1650441.2,0,11406891,133844740,0,4388.1,18.9,81.3,31.2,0,0,2892.8,3986.8,0,0,0,980.4,0,0,1674,1344,4893.1,0,37797.1,19114,16740.3,0,198.6
RMPAc,2050,123293580,4769433,2117765,2407688.5,132588466.6,118860043.6,-35236910.3,104946296,148285620,0.0359,0.054,0.144,148545.91,24515.6,1,1,-2.7,0,0,0.2,1.8,0,-2.7,0.2,-2.4,-4.7,0,0,0.3,2.5,0,-4.7,0.4,-4.3,0,0,0,0,0,0,0,0,0,77.8,3.4,0.43,10.4,448.3,0.05,78,23.8,101.8,-467588.2,1.1,0.1,31385.7,324.9,0.1,-467527.4,41106.2,-426421.1,523037.7,25.11,23.13,0,48.24,27.5,26.13,0,53.63,176184110,167825380,4056267.5,100448.3,598801.2,0,0,0,0,4571596.5,197584.9,0,0,0,1687145.2,0,0,1717775.6,712.5,11966399,151287380,0,3544.2,18.9,81.3,31.2,0,0,3171.5,3703.2,0,0,0,980.4,0,0,1674,1344,5044.4,0,45729.3,13459.1,16740.3,0,268.9
SPNOc,2024,78077760,1557.4,236584,1336051.3,79651954,75270689.7,39718161.9,69336776,70833760,0.0359,0.0539,0.16,6173.75,19862.1,0.61,0.68,371.3,40.6,5.89,14.4,880.2,0.21,374.1,40.7,414.8,315.1,34,4.92,12.7,762.9,0.18,317.4,35.5,353,171.5,13.4,1.91,11.3,562.7,0.09,172.5,28.1,200.5,705.1,59.1,8.57,43.9,2092.4,0.44,709.2,106.3,815.6,29870816.3,3267.2,473.7,1158472.4,70793.4,16.6,30097499.6,3272635.8,33370135.4,0,24.87,1.34,0,26.2,26.46,1.46,0,27.92,81243650,39933790,1335.6,52656.6,0,0,27042372,0,0,303220.8,4308134,0,31381.5,0,581223.1,9099755,392.8,192608.6,0,3624711.5,36005860,0,2.2,13.6,0,7400.3,0,0,199.4,1607.2,0,4113.6,0,291.5,1225,606.9,186,0,1382.9,0,9868.4,4.4,1860,0,0
