state,country,t,co2_gen_mmt,nuclear_MWh,coal_MWh,o-g-s_MWh,gas-cc_MWh,gas-ct_MWh,hydro_MWh,canada_MWh,geothermal_MWh,biomass_MWh,wind-ons_MWh,wind-ofs_MWh,csp_MWh,upv_MWh,distpv_MWh,battery_MWh,curtailment_MWh,nuclear_MW,coal_MW,o-g-s_MW,gas-cc_MW,gas-ct_MW,hydro_MW,geothermal_MW,biomass_MW,wind-ons_MW,wind-ofs_MW,csp_MW,upv_MW,distpv_MW,battery_MW,nuclear_gen_frac,canada_gen_frac,o-g-s_gen_frac,biomass_gen_frac,gas-ct_gen_frac,wind-ofs_gen_frac,upv_gen_frac,wind-ons_gen_frac,coal_gen_frac,geothermal_gen_frac,distpv_gen_frac,gas-cc_gen_frac,csp_gen_frac,hydro_gen_frac,water_consumption,water_withdrawal,generation_MWh
ID,usa,2044,0.005514116,0,0,0,15.19713038,0.170585953,10.59018394,0,0.089352936,0.169369978,3.246328378,0,0,6.119815024,0.05748502,0.003386223,-0.005728218,0,0,0,2.327276312,16.80262633,2.871055,0.012,0.02534154,0.76878,0,0,3.025723764,0.037183636,0.007718443,0,0,0,0.00475221,0.004786329,0,0.171710769,0.091086012,0,0.002507079,0.001612924,0.426403566,0,0.29714111,3.20422696,4.009905865,35.6402516
IL,usa,2044,0.054921671,45.01910853,49.80192256,0,7.153030216,0.694157162,0.13778811,0,0,0.566919606,20.98401224,0,0,4.652234325,1.079926492,0.000306021,-0.007455975,5.694999602,7.01209,0.271229,3.5518,10.16101827,0.0329,0,0.12866,4.913654769,0,0,2.671812947,0.793324545,0.000553561,0.34606365,0,0,0.004357933,0.005336013,0,0.035761907,0.161304924,0.382829329,0,0.008301437,0.054985623,0,0.001059183,55.67364324,727.2746411,130.0890992
IN,usa,2044,0.092962634,0,85.54354243,0,13.4721978,3.480238097,0.468146569,0,0,0.36110817,21.38772389,0,0,8.765773264,0.554385155,0.000210082,-0.028172513,0,11.6352,0.3894,3.756357863,9.362729025,0.089721,0,0.078712,4.97292,0,0,4.846155537,0.406002727,0.000287134,0,0,0,0.002694171,0.025965509,0,0.065400056,0.159570445,0.63822692,0,0.00413618,0.10051395,0,0.003492768,49.61831371,912.5398139,134.0331154
KS,usa,2044,0.012953232,9.2884032,11.45561305,0,0.725236597,0.542360429,0.034380079,0,0,0.0411939,39.38311643,0,0,3.595422338,1.962652856,0.173180341,-0.930078891,1.175,2.92879,0.221,0.243,2.847853657,0.00739,0,0.009,8.735697208,0,0,1.64138609,1.330164545,0.205962975,0.138574188,0,0,0.000614574,0.008091505,0,0.0536403,0.587558838,0.170906909,0,0.029280924,0.010819844,0,0.000512918,13.07031952,125.9276146,67.02837888
KY,usa,2044,0.078367985,0,69.8853528,0,15.46085681,4.533686901,3.910625012,0,0,0.09886536,0.028195047,0,0,8.182932335,0.109559025,3.07E-06,-0.003463618,0,9.43,0,2.455542238,28.35026778,1.100028,0,0.0216,0.00684,0,0,4.636939335,0.080178182,6.37E-06,0,0,0,0.000967276,0.044356557,0,0.08005994,0.000275854,0.683742322,0,0.0010719,0.15126549,0,0.038260661,49.23476959,70.2579642,102.2100733
LA,usa,2044,0.050347801,16.85983519,4.934014584,0,126.0560696,0.015173632,1.048636238,0,0,1.063689171,0,0,0,0.421188532,0.669958868,7.82E-05,-0.000123736,2.1328,0.6913,0.842662,21.54178601,1.989873,0.2112,0,0.14441,0,0,0,0.215173419,0.464050909,0.000389856,0.111603861,0,0,0.007041102,0.000100442,0,0.002788062,0,0.032660763,0,0.0044348,0.834429512,0,0.006941459,36.3051835,584.517328,151.0685658
MA,usa,2044,0.003419639,0,0,0,8.462811314,0.00032592,1.191705293,0,0,1.176346528,0.796680192,0,0,7.023329106,5.469343827,-0.049290057,0,0,0,0,5.603223,0.235088,0.2802044,0,0.246881,0.2049,0,0,4.168395431,4.421538182,1.6641,0,0,0,0.048769489,1.35E-05,0,0.291176254,0.033029116,0,0,0.226750451,0.350854937,0,0.04940624,1.490055806,1.874107277,24.12054218
MD,usa,2044,0.022596469,0,18.93853895,0,9.762063617,0.129053544,2.005835671,0,0,0.575098884,0.521118132,0,0,0.73159649,7.164066183,1.79E-05,-0.043583269,0,2.658,0.0226,2.78,1.756317766,0.6438,0,0.128647,0.124969667,0,0,0.434652016,5.344909091,2.69E-05,0,0,0,0.01443979,0.003240323,0,0.018369188,0.013084422,0.475515663,0,0.179877956,0.245109412,0,0.050363245,10.84551487,336.6202018,39.82737147
ME,usa,2044,0.001099417,0,0,0,2.792248469,0,4.262836061,-0.157,0,3.303597335,4.413285773,0,0,0.320930566,0.126916466,-0.002222492,-0.0107219,0,0,0,1.25,0.112896,0.677031,0,0.455107,1.032236759,0,0,0.186004343,0.104735455,0.004397183,0,-0.010423019,0,0.219321382,0,0,0.021306148,0.292992105,0,0,0.008425813,0.185373619,0,0.283003951,2.237612436,19.62264073,15.06281467
MI,usa,2044,0.051190945,25.92138915,39.27958501,0,29.38712569,0.616720772,1.631237685,1.317125459,0,1.958759616,11.51290845,0,0,8.669197066,0.175374698,-0.00064608,-0.000995362,3.279103156,5.300202,0.13356,7.397990343,3.827831775,0.2974646,0,0.374724,2.80584,0,0,5.267872872,0.134544545,1.872,0.215169861,0.010933276,0,0.016259392,0.005119314,0,0.071961804,0.095567058,0.326054395,0,0.001455761,0.24393846,0,0.013540678,27.08789848,2215.18633,120.4694236
MN,usa,2044,0.01351748,8.22122496,11.97678552,0,2.62942713,0.344088955,0.982999817,17.47414887,0,2.509614864,31.19141673,0,0,0.723384102,7.043512787,-0.014971215,-0.363109209,1.04,1.77841,0.19098,2.063921556,3.096363859,0.188404,0,0.403292874,6.944379958,0,0,0.445897216,5.272071818,0.058590614,0.098935752,0.210287161,0,0.030201173,0.004140831,0,0.008705339,0.375363316,0.144130867,0,0.084762944,0.031643016,0,0.011829603,11.61618496,423.3188964,83.09660373
MO,usa,2044,0.048526509,0,48.50356735,0,2.663966538,0.56391072,1.209199481,0,0,0.073055226,2.647313382,0,0,0.798809632,5.194460118,-0.012657963,-0.021061783,0,6.74295,0.1127,1.90067703,3.541489416,0.5915,0,0.0145,0.602916301,0,0,0.398829364,3.717221818,0.673877672,0,0,0,0.001184917,0.009146335,0,0.012956272,0.042938029,0.786702325,0,0.084251408,0.043208135,0,0.019612579,13.7323067,1511.884993,61.65428245
MS,usa,2044,0.009507845,11.13422785,7.843291677,0,15.1792223,0,0,0,0,0.478731898,0,0,0,3.342681817,0.051951053,0.001022072,-0.00499453,1.408500195,1.626,0,6.9631,1.195311,0,0,0.0656,0,0,0,1.739005636,0.034469091,0.001497246,0.292774037,0,0,0.012588234,0,0,0.087895673,0,0.206239014,0,0.001366051,0.399136991,0,0,16.43716813,23.81733885,38.03010659
MT,usa,2044,0.013979967,0,12.40365456,0,0.002745502,0.006718692,11.0859905,-0.29401585,0,0,25.82326575,0,0,0.082441358,0.158331148,0.001049151,-0.095287464,0,1.674,0.002,0.000543755,0.344249855,2.94185,0,0,5.753918474,0,0,0.042896636,0.111521818,0.001168145,0,-0.005967547,0,0,0.000136367,0,0.001673286,0.524126667,0.251753058,0,0.003213597,5.57E-05,0,0.225008847,8.10343819,11.75886571,49.26913166
NC,usa,2044,0.053420223,40.42199992,47.37085632,0,22.2477547,0.847125592,4.631389862,0,0,2.455321822,0.403306621,0,0,4.641798859,11.2877469,-0.002347902,-0.117058258,5.113456951,6.392,0.08905,4.490572255,7.925069595,1.878014,0,0.365295,0.10134,0,0,2.711765,8.032999091,0.133773683,0.300966513,0,0,0.018281373,0.006307368,0,0.034561032,0.003002864,0.352704999,0,0.08404418,0.165648141,0,0.03448353,39.24719895,2513.985392,134.3073006
ND,usa,2044,0.009002415,0,8.289738599,0,0,0.150297053,1.997677137,2.758851128,0,0,29.49519201,0,0,0.07693409,0.703303799,0.051621157,-0.27893006,0,1.83193,0.0092,0,2.545663242,0.55712,0,0,6.510016043,0,0,0.042471,0.514966364,0.061925889,0,0.063462724,0,0,0.003457331,0,0.001769739,0.678487215,0.190691474,0,0.016178319,0,0,0.045953198,5.122956365,50.35199224,43.47199382
NE,usa,2044,0.018398373,0,18.09630805,0,0.153846576,0.104475777,1.079838964,0,0,0.047628924,17.66758648,0,0,0.179587211,1.018200098,0.005742448,-0.281351276,0,2.9781,0.01815,0.320636693,0.826462283,0.2836,0,0.015203342,3.89702133,0,0,0.090165364,0.698765455,0.012292999,0,0,0,0.001242036,0.00272445,0,0.004683156,0.460723628,0.471903546,0,0.026551948,0.004011909,0,0.028159326,6.182369842,404.1477903,38.34747207
NH,usa,2044,0.001560413,9.851430629,0,0,3.860305438,0.048438912,1.509168509,0,0,0.815353211,0.861775036,0,0,0.26373421,0.705310207,0,-0.012730657,1.246224,0,0,1.184244,6.897945394,0.521906,0,0.210366,0.205188562,0,0,0.168412829,0.574347273,0,0.549882602,0,0,0.045511009,0.002703741,0,0.014720994,0.048102161,0,0,0.039368679,0.215472745,0,0.08423807,3.791995353,444.150315,17.91551615
NJ,usa,2044,0.018558876,9.282079181,3.43127448,0,37.90471638,0.172301098,0.022901998,0,0,0.638753288,0.023652,0,0,11.30664746,10.01796339,-0.023179264,0,1.1742,0.463,0.3937,8.1479,2.70504,0.0039,0,0.1281,0.007062787,0,0,6.927499512,7.724043636,0.4,0.127500581,0,0,0.008774049,0.002366764,0,0.155310474,0.000324889,0.047132704,0,0.13760884,0.520667112,0,0.000314587,15.85046212,87.27355601,72.80028927
NM,usa,2044,0.015234732,0,13.5793935,0,1.954533241,0,0.209693528,0,0,0.036665108,8.46012064,0,0.002160959,1.332654362,2.526935698,0.049388531,-0.14323832,0,1.864001,0.048,1.435951,0.9463,0.0829,0,0.004582713,1.845085228,0,0,0.552243727,1.407636364,0.067005996,0,0,0,0.001304708,0,0,0.047421782,0.3010488,0.483215345,0,0.089919635,0.069551004,7.69E-05,0.00746183,8.763179926,77.98413943,28.10215703
NV,usa,2044,0.012583989,0,1.618553664,0,28.6701764,0,2.179471363,0,4.262135027,0.01464672,0.625311059,0,0.575104843,4.102073288,0.77635866,-1.83E-07,-0.24435364,0,0.2184,0.0065,7.200955152,1.3176,0.831299,0.5724,0.0032,0.14388,0,0.174,1.825675444,0.454319091,2.19E-07,0,0,0,0.000342023,0,0,0.095789498,0.014601941,0.03779563,0.099527177,0.018129127,0.669491162,0.013429551,0.05089389,5.690649327,15.71709441,42.82383102
NY,usa,2044,0.031216034,9.131881002,3.712004049,0,74.64907055,0.247360563,28.74931906,1.571874541,0,2.512778602,22.18289748,0,0,12.96929148,4.510402016,-0.01115553,-0.009023616,1.155199656,0.6856,0.016755,15.73447505,6.466594313,4.859866,0,0.462686,5.724284327,0,0,7.890721635,3.48115,1.4066,0.056989883,0.009809693,0,0.01568165,0.001543718,0,0.080938243,0.138438152,0.023165729,0,0.028148339,0.465866977,0,0.179417617,22.27306099,205.1852759,160.2368793
OH,usa,2044,0.08095574,9.80222976,61.68887139,0,50.4144113,3.891601302,0.523396339,0,0,0.368891519,8.15359829,0,0,17.023375,5.374468028,0.002379539,-0.026815329,1.24,8.3795,0.1952,7.943042394,11.85230437,0.1132,0,0.10216,2.026749495,0,0,10.16940668,4.057674545,0.005711756,0.062338955,0,0,0.002346029,0.024749303,0,0.108263061,0.051854201,0.392320915,0,0.034179847,0.32061906,0,0.003328628,53.72294566,540.4581783,157.2408429
OK,usa,2044,0.017623834,0,12.83333577,0,8.627161394,0.108035728,2.254843329,0,0,0.01281588,31.40384128,0,0,7.101924635,0.707873586,0.134851683,-0.743077659,0,2.7283,0.0081,6.736,1.283108784,0.8552,0,0.0028,7.07830493,0,0,3.274194337,0.444745455,0.478414656,0,0,0,0.000203266,0.001713497,0,0.112639867,0.498079701,0.203542745,0,0.011227208,0.13683084,0,0.035762876,9.992589106,62.19136119,63.0498316
OR,usa,2044,0.017212596,0,0,0,46.73686335,0.008761721,30.14212925,0,1.173325415,0.647437039,14.67320541,0,0,3.315496214,1.428313525,0.026122402,-0.077129943,0,0,0.0028,7.047911802,0.465079177,7.126462,0.1575763,0.105045,3.552230542,0,0,1.655675455,1.081608182,0.096680527,0,0,0,0.006598049,8.93E-05,0,0.033788313,0.149535041,0,0.011957392,0.014555982,0.476296662,0,0.30717927,10.02372694,30.1690331,98.12553192
PA,usa,2044,0.097622199,56.31190646,60.84161801,0,94.50736428,4.267580156,2.705618081,0,0,1.921191954,1.153311756,0,0,0.249961065,9.024630865,-0.101848725,-0.009339061,7.123559202,8.3824,0.01,15.84743716,6.871076466,0.84187,0,0.42294,0.26934,0,0,0.152200571,6.779768182,1.491519113,0.243792236,0,0,0.008317454,0.018475718,0,0.001082161,0.004993055,0.263402804,0,0.039070511,0.409152576,0,0.011713485,87.24855815,1201.879546,230.9831826
RI,usa,2044,0.000675846,0,0,0,1.619217945,0,0.013151006,0,0,0.122977239,0.013987747,0,0,1.21478759,0.394217401,-0.000131879,-0.019067974,0,0,0,1.745051205,0,0.003782,0,0.025844,0.003847646,0,0,0.719512854,0.289911818,0.000467784,0,0,0,0.036401688,0,0,0.359581325,0.004140422,0,0,0.116689713,0.479294109,0,0.003892743,0.252362313,6.413464576,3.378338928
SC,usa,2044,0.034024241,55.68457006,28.92842486,0,9.621033442,1.849241095,2.070830237,0,0,1.433704699,0.057886938,0,0,23.75697259,3.033250041,-0.359519655,0,7.0442,4.06366,0.094,3.045701,15.86219991,1.33624,0,0.1965,0.0156,0,0,11.98398463,2.091409091,2.716,0.440417349,0,0,0.011339379,0.014625916,0,0.187897345,0.000457836,0.228799112,0,0.023990415,0.07609415,0,0.016378497,36.47522229,2155.571957,126.435914
SD,usa,2044,0.001956735,0,1.68473694,0,0.485141707,0.018163663,4.566176625,0,0,3.42E-05,15.52001176,0,0,1.148647721,0.385576409,-0.047966487,-0.126916009,0,0.43844,0.0113,0.293345048,5.018081329,1.721848,0,4.65E-06,3.363535265,0,0,0.596795217,0.260848182,0.056936325,0,0,0,1.43E-06,0.000762907,0,0.048245301,0.651868826,0.070762027,0,0.016194913,0.020376837,0,0.191787754,1.261859469,1.821874002,23.80848899
TN,usa,2044,0.030301529,35.75205204,13.85377291,0,43.0636338,1.969621729,8.85174111,0,0,0.058113945,0.250974631,0,0,3.941027335,1.25059055,-0.065847816,0,4.5227,2.47,0.0396,6.09605109,5.233845753,2.685818,0,0.0166,0.06336,0,0,2.128930703,0.879012727,1.6163,0.328025973,0,0,0.000533197,0.018071329,0,0.036159025,0.002302699,0.127108713,0,0.0114742,0.395109919,0,0.081214946,35.06996433,688.1255937,108.9915281
TX,usa,2044,0.188060275,39.37492454,94.78872366,0,248.6885198,1.358228491,0.88543253,0,0,1.497542691,127.4705078,0,0,44.01014169,10.66838105,0.206072808,-1.200393835,4.981,15.573909,1.034373,64.72232134,39.78558058,0.6851,0,0.2208,28.30575963,0,0,20.72335093,7.161400909,0.234219739,0.069231561,0,0,0.002633077,0.002388126,0,0.077381503,0.224126964,0.166663719,0,0.018757844,0.437260382,0,0.001556825,129.5946921,867.9637915,568.7424023
UT,usa,2044,0.037871821,0,33.9021466,0,8.860134396,0.002876101,0.753395471,0,0.944255762,0.090479149,0.519756748,0,0.003638144,3.580950454,2.180502809,0.004875716,-0.003788503,0,4.579001,0.014606,2.131,0.541155998,0.267537,0.1268125,0.01794,0.12174,0,0,1.543431909,1.459505455,0.015037042,0,0,0,0.00177975,5.66E-05,0,0.070438273,0.010223757,0.666864474,0.018573768,0.042891085,0.174281261,7.16E-05,0.014819494,24.94009477,36.10189848,50.83813563
VA,usa,2044,0.026369853,28.20512322,12.79359463,0,37.15889765,0.292201289,1.24992888,0,0,2.562303225,1.167418483,0,0,12.89088776,0.695622022,-0.056766846,-0.00088355,3.567999695,1.7268,0.149139,8.816907634,4.183336682,0.861465,0,0.43303958,0.27702,0,0,6.999426401,0.479231818,3.241006035,0.29072658,0,0,0.026411147,0.003011888,0,0.132873864,0.01203326,0.131871007,0,0.00717018,0.383018331,0,0.012883743,21.85027585,1308.921157,97.01597716
VT,usa,2044,0.001605782,0,0,0,4.352731673,0,1.519876221,25.115,0,0.616257435,2.790456892,0,0,2.155927858,0.242979594,0.0127637,-0.025620314,0,0,0.007216,0.663804362,0.001705,0.318977392,0,0.088380954,0.693,0,0,1.436131095,0.205662727,0.045267712,0,0.682598408,0,0.016749207,0,0,0.058595776,0.075841586,0,0,0.006603921,0.118302517,0,0.041308584,1.226912506,1.640150715,36.79322967
WA,usa,2044,0.006019582,0,0,0,15.26184351,0,90.48822175,-0.03998415,0,1.069085292,8.860296248,0,0,0.044160296,0.230921762,-0.000570329,-0.005510568,0,0,0.05221,3.41548125,0.2268,22.9211879,0,0.1696,2.168922418,0,0,0.023675459,0.1787,0.271488811,0,-0.000344945,0,0.009223047,0,0,0.000380973,0.076438175,0,0,0.001992172,0.131664612,0,0.780645966,3.001435146,3.856782689,115.9145447
WI,usa,2044,0.043050141,0,38.3803378,0,10.44908017,0.413902107,2.115213301,0,0,0.31670617,3.633028538,0,0,1.887192526,2.934516313,0.000470826,-0.016480352,0,5.376771,0.1225,3.576991217,3.271389953,0.3861243,0,0.074914,0.87932,0,0,1.185391026,2.153929091,0.000844608,0,0,0,0.005267026,0.006883457,0,0.03138522,0.06041959,0.638289581,0,0.048802884,0.173774891,0,0.035177351,21.78318189,357.1830915,60.12997693
WV,usa,2044,0.070774861,0,73.40938029,0,0,0.16642322,2.039580691,0,0,0.01464672,1.69533786,0,0,1.291523765,0.16409431,-8.77E-05,-0.003531583,0,10.30869,0,0,1.095503259,0.246912,0,0.0032,0.400605295,0,0,0.785454545,0.122498182,0.000373978,0,0,0,0.000185917,0.00211248,0,0.016393851,0.021519632,0.931815952,0,0.002082918,0,0,0.02588925,48.9438338,104.1783941,78.78098686
WY,usa,2044,0.023026675,0,20.17655057,0,0.497132997,0.001475568,0.891768119,0,0,0,37.9605309,0,0,0.620716768,0.186246965,0.004550062,-0.138603617,0,2.792,0,0.140384832,0.122433204,0.3079,0,0,8.23962,0,0,0.266440909,0.120097273,0.005461461,0,0,0,0,2.45E-05,0,0.010287938,0.629168718,0.334411932,0,0.003086911,0.008239625,0,0.01478042,11.94373359,17.10189413,60.33442189
AL,usa,2046,0.051915378,40.05001359,23.94783861,0,72.98234503,1.237836556,8.545373854,0,0,1.737749842,0.084935895,0,0,5.62028127,0.087136487,0.000687914,-0.007687795,5.0664,3.4306,0.0266,15.8775318,11.28319609,3.153172,0,0.29974,0.021442,0,0,2.969781818,0.057657273,0.016316772,0.259570304,0,0,0.011262624,0.008022609,0,0.036425908,0.000550483,0.155209629,0,0.000564745,0.473009814,0,0.055383884,46.25522513,1432.334401,154.2935111
AR,usa,2046,0.019311375,14.38398167,12.40642068,0,18.9353964,0.01393696,2.957050042,0,0,0.069741514,0.163945141,0,0,5.42614773,0.429968742,-0.001217953,-0.003246359,1.8196,1.807,0.0065,6.737461776,0.707,1.3821,0,0.0128,0.036986164,0,0,2.809728818,0.290456364,0.02830226,0.26254567,0,0,0.001272967,0.000254386,0,0.099041533,0.002992432,0.226449957,0,0.007848066,0.345621014,0,0.053973976,19.70343786,62.05093926,54.78658888
AZ,usa,2046,0.040660245,31.12207949,33.93319522,0,14.66751655,0.334070643,8.352068862,0,0,0.237006092,0.301565463,0,0.02007396,13.79564289,9.127304447,-0.072071999,-0.380887849,3.937,4.617,0.033,9.1599,10.46363092,2.589576,0,0.03844,0.073085856,0,0.0015,5.649224015,5.259368182,0.270671189,0.27814759,0,0,0.002118196,0.002985692,0,0.123295901,0.002695183,0.303271395,0,0.081573525,0.131088104,0.000179407,0.074645006,46.07731432,69.72021605,111.8905236
CA,usa,2046,0.015063799,0,0,0,38.11367223,0.148299031,34.60007186,0,43.8907619,5.533307017,48.7988102,0,3.39425034,89.90841877,24.88313227,-3.838382907,-3.72382118,0,0,0.06839,20.1063986,18.74951784,11.1637107,5.91570667,0.888274,13.00753548,0,0.41764,38.50456062,15.49252455,6.143783471,0,0,0,0.019128472,0.000512665,0,0.31081064,0.168695987,0,0.151729015,0.086020223,0.131757793,0.011733819,0.119611385,11.71385362,110.233835,289.2707236
CO,usa,2046,0.030240959,0,27.21625318,0,5.567784929,0.001552,1.685942021,0,0,0.051475512,14.39032135,0,0.073671852,5.614029034,3.369928183,-0.122837125,-0.249630297,0,3.687,0.0513,3.10724,2.6445,0.672325,0,0.0082,3.23918,0,0.001,2.489827545,2.002733636,0.610180115,0,0,0,0.000887953,2.68E-05,0,0.096842095,0.248233285,0.469480824,0,0.058131318,0.096044384,0.001270841,0.029082528,18.26342463,49.56307137,57.97095806
CT,usa,2046,0.005281994,0,0,0,13.16915883,0.043824678,0.513636314,0,0,1.032929901,0.011251994,0,0,3.254208114,2.265103106,-0.0036056,0,0,0,0.049005,2.329438,1.129502,0.133474,0,0.214331,0.00282,0,0,1.945683993,1.875307273,0.0294,0,0,0,0.050908041,0.002159903,0,0.160383933,0.000554556,0,0,0.111635806,0.649043151,0,0.025314611,2.368785933,2.987054877,20.29011293
DE,usa,2046,0.004172773,0,3.0384936,0,3.616341753,0.01008412,0,0,0,0.0366168,0.005256878,0,0,1.649678375,0.145284271,-1.16E-05,-0.008893737,0,0.41,0.0337,1.5012,0.2599,0,0,0.010102,0.001528171,0,0,0.986625564,0.098957273,4.12E-05,0,0,0,0.004306969,0.001186122,0,0.194039727,0.000618329,0.35739601,0,0.017088737,0.425364106,0,0,2.828987998,3.976046051,8.501755797
FL,usa,2046,0.109871793,28.23675344,54.34743533,0,144.2791935,1.722328278,0.214679215,0,0,3.746675687,0,0,0,33.11812727,16.91689098,0.040879116,-0.561656109,3.572000975,7.40426,0.667355,36.41083253,19.30208329,0.05798,0,0.68272,0,0,0,16.49004764,11.01173909,0.066136422,0.099924075,0,0,0.013258716,0.006094966,0,0.117198256,0,0.19232442,0,0.059865405,0.510574456,0,0.000759706,70.5297365,1848.050423,282.5820837
GA,usa,2046,0.069239497,35.58841805,55.1679607,0,36.10930777,0.660651653,3.435474509,0,0,2.163373449,0.323704671,0,0,20.79126581,2.133807793,-0.061656277,0,4.502,7.641,0,7.954,9.377225586,2.30898,0,0.302566,0.08436,0,0,10.60181136,1.482050909,1.861502,0.227585316,0,0,0.013834614,0.004224819,0,0.132958616,0.002070068,0.352795051,0,0.013645544,0.230916367,0,0.021969607,70.36166799,105.6462637,156.3739644
IA,usa,2046,0.033810845,0,32.50606282,0,3.481237099,0.227603027,1.192067199,0,0,0.080599358,146.5542328,0,0,1.02E-05,4.763589085,0.031536786,-2.235155109,0,4.860702,0.19417,1.6761,1.275940074,0.1949385,0,0.017,32.86009764,0,0,6.36E-06,3.454971818,0.074284159,0,0,0,0.000426891,0.00120549,0,5.40E-08,0.776218432,0.172167017,0,0.025230153,0.018438228,0,0.006313735,14.95027935,545.4763406,188.8054016
ID,usa,2046,0.005507145,0,0,0,15.19484305,0.156522874,10.59018394,0,0.089352936,0.169369978,3.29263082,0,0,6.099253785,0.064351261,0.004372706,-0.031297853,0,0,0,2.327276312,18.00271852,2.871055,0.012,0.02534154,0.76878,0,0,3.025723764,0.041298182,0.007718443,0,0,0,0.004750044,0.004389742,0,0.171055833,0.092343052,0,0.002505936,0.001804755,0.426145005,0,0.297005633,3.203751099,4.009315638,35.65650863
IL,usa,2046,0.051515849,35.81766059,45.6286588,0,7.867482959,1.230966855,0.13778811,0,0,0.559596246,32.3849207,0,0,4.604443864,1.171938113,0.003871803,-0.069354194,4.530999602,6.43609,0.271229,3.5518,11.10089138,0.0329,0,0.12706,7.5487895,0,0,2.670912947,0.866955455,0.004629863,0.276790602,0,0,0.00432443,0.009512627,0,0.035582078,0.250263182,0.352607729,0,0.009056467,0.06079809,0,0.001064795,47.38223883,664.9185972,129.4034562
IN,usa,2046,0.086746474,0,79.11843839,0,14.23802452,4.271892101,0.468146569,0,0,0.367662084,44.09941043,0,0,9.905816884,0.610014776,0.013544367,-0.173600668,0,10.8362,0.3894,3.756357863,10.44947918,0.089721,0,0.078712,10.3695528,0,0,5.503121557,0.449662727,0.023875251,0,0,0,0.002401774,0.02790638,0,0.064710317,0.288081929,0.516845738,0,0.003984957,0.093010712,0,0.003058194,47.90458695,700.8504519,153.0794058
KS,usa,2046,0.010527081,0,9.051171412,0,0.767535769,0.664550024,0.034380079,0,0,0.0411939,43.29841444,0,0,3.549807424,2.016131916,0.12108436,-0.590543198,0,2.24544,0.2075,0.243,2.955947109,0.00739,0,0.009,9.493461492,0,0,1.64138609,1.361119091,0.235065375,0,0,0,0.000693229,0.011183346,0,0.059737751,0.728645132,0.152317171,0,0.033928372,0.012916436,0,0.000578563,5.820563118,53.36162057,59.42318497
KY,usa,2046,0.066307843,0,57.47940576,0,15.82396522,5.608514759,3.910625012,0,0,0.09886536,0.028190323,0,0,9.552602693,0.130790369,2.99E-06,-0.008196597,0,7.756,0,2.455542238,34.04203867,1.100028,0,0.0216,0.00684,0,0,5.412393881,0.095385455,1.87E-05,0,0,0,0.001067281,0.060545564,0,0.103123151,0.000304323,0.620507064,0,0.00141192,0.170824351,0,0.042216345,40.78741729,57.88367615,92.63295949
LA,usa,2046,0.054075041,0,5.123196648,0,134.0264906,0.598165954,1.048636238,0,0,1.063689171,0.001765819,0,0,3.652258911,0.711631964,0.000181163,-0.003106247,0,0.6913,0.842662,21.54178601,3.361486964,0.2112,0,0.14441,0.00042,0,0,1.821419601,0.490229091,0.000389856,0,0,0,0.00727429,0.0040907,0,0.024976837,1.21E-05,0.035036193,0,0.004866664,0.916571892,0,0.007171347,30.2460743,202.9795507,146.2258353
MA,usa,2046,0.003382574,0,0,0,8.34350422,0.008015614,1.191705293,0,0,1.176346528,0.799236052,0,0,7.060310984,5.560734325,-0.058132267,0,0,0,0,5.185281,0.206588,0.2802044,0,0.246881,0.2049,0,0,4.198462757,4.431985455,1.6641,0,0,0,0.048730476,0.000332049,0,0.29247531,0.033108572,0,0,0.230354937,0.34563194,0,0.049366717,1.387543851,1.74638044,24.13985302
MD,usa,2046,0.015403869,0,10.7301059,0,10.10587348,0.585382372,2.005835671,0,0,0.575098884,0.622037059,0,0,0.77695842,7.310372676,-0.000333088,-0.050758018,0,1.453,0.0226,2.78,2.017448326,0.6438,0,0.128647,0.14934,0,0,0.441012016,5.442488182,0.001320318,0,0,0,0.017580851,0.017895218,0,0.023751724,0.019015757,0.328020786,0,0.22347908,0.308937917,0,0.061318667,9.179295564,12.81961082,32.71166446
ME,usa,2046,0.001340409,0,0,0,3.39440863,0,4.262836061,-0.157,0,3.30133932,4.413731554,0,0,0.317785391,0.133839188,-0.002258699,-0.010209645,0,0,0,1.25,0.112896,0.677031,0,0.455107,1.032236759,0,0,0.186004343,0.110090909,0.004397183,0,-0.010021102,0,0.210720108,0,0,0.02028382,0.281722628,0,0,0.008542778,0.216660599,0,0.272091169,2.318052855,19.64440942,15.66694014
MI,usa,2046,0.045792825,25.92138915,33.66207733,0,28.61877426,1.90000571,1.631237685,1.450557647,0,1.951436256,16.54471208,0,0,10.39287418,0.2167119,-0.028575426,-0.004859284,3.279103156,4.542202,0.12706,5.889190343,5.579142536,0.2974646,0,0.373124,3.94428,0,0,6.27439711,0.164744545,1.872089392,0.211966936,0.011861643,0,0.015957477,0.015536914,0,0.084985634,0.135291049,0.275264854,0,0.001772118,0.234024259,0,0.013339117,25.45341905,1998.76945,122.2897762
