Region,State,Plant,ORSPL,Unit,Full Name,County,ORSPL|Unit|Region,Generation,Heat Input,PM2.5,VOCs,NH3
Southwest,CA,Calpine Sutter Energy Center,55112,CT02,Calpine Sutter Energy Center CT02,Sutter County,55112|CT02|Southwest,781210.44,5239688.755,0.006393446,0.001721797,0.003800189
Southwest,NM,Four Corners Steam Elec Station,2442,4,Four Corners Steam Elec Station 4,San Juan County,2442|4|Southwest,3733323.34,36102645.29,0.006527783,0.00316,0.000922446
Southwest,NM,Four Corners Steam Elec Station,2442,5,Four Corners Steam Elec Station 5,San Juan County,2442|5|Southwest,4788043.08,47506051.21,0.006527783,0.00316,0.000922446
Southwest,NM,Rio Grande,2444,6,Rio Grande 6,Dona Ana County,2444|6|Southwest,27833.06,362404.459,0,0,0
Southwest,NM,Rio Grande,2444,7,Rio Grande 7,Dona Ana County,2444|7|Southwest,131252.02,1585401.747,0.001099607,0.00517889,0.00301348
Southwest,NM,Rio Grande,2444,8,Rio Grande 8,Dona Ana County,2444|8|Southwest,526495.71,5836822.243,0.007599937,0.005178795,0.003013214
Southwest,NM,Rio Grande,2444,9,Rio Grande 9,Dona Ana County,2444|9|Southwest,82746.35,775509.149,0.001400145,0.002100218,0.004000304
Southwest,NM,Reeves Generating Station,2450,1,Reeves Generating Station 1,Bernalillo County,2450|1|Southwest,27461.8,351927.94,0.007284977,0.005272015,0.003529999
Southwest,NM,Reeves Generating Station,2450,2,Reeves Generating Station 2,Bernalillo County,2450|2|Southwest,27240.44,341055.036,0.007280625,0.005268878,0.003529997
Southwest,NM,Reeves Generating Station,2450,3,Reeves Generating Station 3,Bernalillo County,2450|3|Southwest,80253.77,912448.174,0.007293563,0.005278241,0.003530001
Southwest,NM,San Juan,2451,1,San Juan 1,San Juan County,2451|1|Southwest,2131060.73,24100584.89,0.005000351,0.002902295,0.00233384
Southwest,NM,San Juan,2451,2,San Juan 2,San Juan County,2451|2|Southwest,0,0,0,0,0
Southwest,NM,San Juan,2451,3,San Juan 3,San Juan County,2451|3|Southwest,0,0,0,0,0
Southwest,NM,San Juan,2451,4,San Juan 4,San Juan County,2451|4|Southwest,3190383.83,35701233.16,0.003999908,0.002903263,0.000501089
Southwest,NM,Lordsburg Generating Station,7967,1,Lordsburg Generating Station 1,Hidalgo County,7967|1|Southwest,21447.12,223451.429,0.006595326,0.024131907,0.006576566
Southwest,NM,Lordsburg Generating Station,7967,2,Lordsburg Generating Station 2,Hidalgo County,7967|2|Southwest,13697.64,141678.994,0.00660303,0.02369598,0.006576566
Southwest,NM,Pyramid Generating Station,7975,1,Pyramid Generating Station 1,Hidalgo County,7975|1|Southwest,22712.79,238534.875,0.00666076,0.002103398,0.006576566
Southwest,NM,Pyramid Generating Station,7975,2,Pyramid Generating Station 2,Hidalgo County,7975|2|Southwest,16263.3,166048.497,0.006418506,0.001925552,0.006576566
Southwest,NM,Pyramid Generating Station,7975,3,Pyramid Generating Station 3,Hidalgo County,7975|3|Southwest,32303.52,312899.554,0.006504376,0.002295662,0.006576566
Southwest,NM,Pyramid Generating Station,7975,4,Pyramid Generating Station 4,Hidalgo County,7975|4|Southwest,14300.54,138199.849,0.006530723,0.002089831,0.006576566
Southwest,NM,Rio Bravo Generating Station,55039,GT-1,Rio Bravo Generating Station GT-1,Bernalillo County,55039|GT-1|Southwest,195317.51,2243327.653,0.007622007,0.002998507,0.006576566
Southwest,NM,Afton Generating Station,55210,1,Afton Generating Station 0001,Dona Ana County,55210|0001|Southwest,655254.44,5201137.553,0.007594856,0.000140645,0.013923902
Southwest,NM,Luna Energy Facility,55343,CTG1,Luna Energy Facility CTG1,Luna County,55343|CTG1|Southwest,1679219.54,11396870.15,0.003036066,0.001518033,0.00880216
Southwest,NM,Luna Energy Facility,55343,CTG2,Luna Energy Facility CTG2,Luna County,55343|CTG2|Southwest,1473369.37,10066056.84,0.003076122,0.00151958,0.008803294
Southwest,NM,Valencia Power Plant,55802,CTG1,Valencia Power Plant CTG1,Valencia County,55802|CTG1|Southwest,87506.76,975596.687,0.016480644,0.002198275,0.006576566
Southwest,NM,La Luz Energy Center,58284,1,La Luz Energy Center 1,Valencia County,58284|1|Southwest,16065.41,162317.13,0.002668287,0.002272986,0.005534226
Southwest,TX,Copper Station,9,CTG-1,Copper Station CTG-1,El Paso County,9|CTG-1|Southwest,31654.73,567476.404,0.006600024,0.002100124,0.006576566
Southwest,TX,Newman,3456,1,Newman 1,El Paso County,3456|1|Southwest,190340.69,2290480.527,0.000730615,0.005411597,0.006409998
Southwest,TX,Newman,3456,2,Newman 2,El Paso County,3456|2|Southwest,309155.13,3507498.507,0.001245979,0.005411411,0.006409998
Southwest,TX,Newman,3456,3,Newman 3,El Paso County,3456|3|Southwest,304957.71,3451773.214,0.001072995,0.005411465,0.006409999
Southwest,TX,Newman,3456,**4,Newman **4,El Paso County,3456|**4|Southwest,491112.71,5035358.8,0.001269984,0.014773008,0.006410002
Southwest,TX,Newman,3456,**5,Newman **5,El Paso County,3456|**5|Southwest,465332.39,4805157.672,0.001270013,0.014763533,0.006409999
Southwest,TX,Newman,3456,GT-6A,Newman GT-6A,El Paso County,3456|GT-6A|Southwest,643253.99,5322302.436,0.008124989,0.00451969,0.002411456
Southwest,TX,Newman,3456,GT-6B,Newman GT-6B,El Paso County,3456|GT-6B|Southwest,710409.18,5956516.726,0.008124983,0.006163087,0.002806718
Southwest,TX,Montana Power Station,58562,GT-1,Montana Power Station GT-1,El Paso County,58562|GT-1|Southwest,248477.75,2416576.336,0.006991244,0.003353654,0.003999968
Southwest,TX,Montana Power Station,58562,GT-2,Montana Power Station GT-2,El Paso County,58562|GT-2|Southwest,195882.7,1884645.029,0.006991191,0.003353698,0.004000026
Southwest,TX,Montana Power Station,58562,GT-3,Montana Power Station GT-3,El Paso County,58562|GT-3|Southwest,149482.8,1460078.334,0.006991249,0.003320175,0.004000047
Southwest,TX,Montana Power Station,58562,GT-4,Montana Power Station GT-4,El Paso County,58562|GT-4|Southwest,194535.13,1871009.245,0.006991215,0.003353651,0.003999997
Tennessee,AL,Colbert,47,CCT1,Colbert CCT1,Colbert County,47|CCT1|Tennessee,1357,18578.7,0.012333149,0.001738555,0.006576566
Tennessee,AL,Colbert,47,CCT2,Colbert CCT2,Colbert County,47|CCT2|Tennessee,1345,18289.9,0.012352815,0.001738386,0.006576566
Tennessee,AL,Colbert,47,CCT3,Colbert CCT3,Colbert County,47|CCT3|Tennessee,1952,26795.4,0,0,0
Tennessee,AL,Colbert,47,CCT4,Colbert CCT4,Colbert County,47|CCT4|Tennessee,1383,19398,0.012334699,0.001732007,0.006576566
Tennessee,AL,Colbert,47,CCT5,Colbert CCT5,Colbert County,47|CCT5|Tennessee,1739,23630.6,0.012335934,0.001743919,0.006576566
Tennessee,AL,Colbert,47,CCT6,Colbert CCT6,Colbert County,47|CCT6|Tennessee,4137,54598.2,0.012343241,0.001737928,0.006576566
Tennessee,AL,Colbert,47,CCT7,Colbert CCT7,Colbert County,47|CCT7|Tennessee,4099,55309.3,0,0,0
Tennessee,AL,Colbert,47,CCT8,Colbert CCT8,Colbert County,47|CCT8|Tennessee,3955,53156.3,0,0,0
Tennessee,AL,Decatur Energy Center,55292,CTG-1,Decatur Energy Center CTG-1,Morgan County,55292|CTG-1|Tennessee,587143.33,4181981.196,0.003122577,3.99E-05,0.003265743
Tennessee,AL,Decatur Energy Center,55292,CTG-2,Decatur Energy Center CTG-2,Morgan County,55292|CTG-2|Tennessee,610287.67,4364993.085,0.00312715,0.000999944,0.003238834
Tennessee,AL,Decatur Energy Center,55292,CTG-3,Decatur Energy Center CTG-3,Morgan County,55292|CTG-3|Tennessee,630019.3,4568218.604,0.003123911,0.001000015,0.003305534
Tennessee,AL,Morgan Energy Center,55293,CT-1,Morgan Energy Center CT-1,Morgan County,55293|CT-1|Tennessee,1428124.44,10719743.76,0.001470456,0.002040001,0.005742725
Tennessee,AL,Morgan Energy Center,55293,CT-2,Morgan Energy Center CT-2,Morgan County,55293|CT-2|Tennessee,1334575.02,10176577.22,0.001462488,0.000660172,0.005747323
Tennessee,AL,Morgan Energy Center,55293,CT-3,Morgan Energy Center CT-3,Morgan County,55293|CT-3|Tennessee,1397983.06,10552848.38,0.001468754,0.000662634,0.005762036
Tennessee,AL,Ascend (Decatur Plant),880041,X015,Ascend (Decatur Plant) X015,Morgan County,880041|X015|Tennessee,0,4389492.338,0,0,0
Tennessee,AL,Ascend (Decatur Plant),880041,Z005,Ascend (Decatur Plant) Z005,Morgan County,880041|Z005|Tennessee,0,0,0,0,0
Tennessee,AL,Ascend (Decatur Plant),880041,Z006,Ascend (Decatur Plant) Z006,Morgan County,880041|Z006|Tennessee,0,215696.197,0,0,0
Tennessee,AL,"Indorama Ventures Xylenes and PTA, LLC",880075,AB8301,"Indorama Ventures Xylenes and PTA, LLC AB8301",Morgan County,880075|AB8301|Tennessee,0,481600,0,0,0
Tennessee,KY,Paradise,1378,1,Paradise 1,Muhlenberg County,1378|1|Tennessee,0,0,0,0,0
Tennessee,KY,Paradise,1378,2,Paradise 2,Muhlenberg County,1378|2|Tennessee,0,0,0,0,0
Tennessee,KY,Paradise,1378,3,Paradise 3,Muhlenberg County,1378|3|Tennessee,0,0,0.005841037,0.00438497,3.87E-05
Tennessee,KY,Paradise,1378,AUX1,Paradise AUX1,Muhlenberg County,1378|AUX1|Tennessee,0,0,0,0,0
Tennessee,KY,Paradise,1378,AUX2,Paradise AUX2,Muhlenberg County,1378|AUX2|Tennessee,0,0,0,0,0
Tennessee,KY,Paradise,1378,AUX3,Paradise AUX3,Muhlenberg County,1378|AUX3|Tennessee,0,0,0,0,0
Tennessee,KY,Paradise,1378,PCC1,Paradise PCC1,Muhlenberg County,1378|PCC1|Tennessee,2232997.88,15291790.61,0.008563689,0.001068219,0.003800189
Tennessee,KY,Paradise,1378,PCC2,Paradise PCC2,Muhlenberg County,1378|PCC2|Tennessee,2248953.41,15304778.83,0.008495512,0.001063282,0.003800189
Tennessee,KY,Paradise,1378,PCC3,Paradise PCC3,Muhlenberg County,1378|PCC3|Tennessee,2238804.11,15272359.69,0.008503834,0.001067396,0.003800189
Tennessee,KY,Shawnee,1379,1,Shawnee 1,McCracken County,1379|1|Tennessee,804190.01,8749462.45,0.008654171,0.003222077,0.001283431
Tennessee,KY,Shawnee,1379,2,Shawnee 2,McCracken County,1379|2|Tennessee,752127,8188764.958,0.008571383,0.003191254,0.001283431
Tennessee,KY,Shawnee,1379,3,Shawnee 3,McCracken County,1379|3|Tennessee,600300.7,6485179.32,0.008721981,0.003247324,0.001283431
Tennessee,KY,Shawnee,1379,4,Shawnee 4,McCracken County,1379|4|Tennessee,648839.63,6982535.436,0.00869157,0.003236001,0.001283431
Tennessee,KY,Shawnee,1379,5,Shawnee 5,McCracken County,1379|5|Tennessee,822872.34,8918118.318,0.008728938,0.003249914,0.001283431
Tennessee,KY,Shawnee,1379,6,Shawnee 6,McCracken County,1379|6|Tennessee,667141.05,7229859.474,0.007206411,0.003306964,0.001283431
Tennessee,KY,Shawnee,1379,7,Shawnee 7,McCracken County,1379|7|Tennessee,714066,7716329.66,0.007192962,0.003300793,0.001283431
Tennessee,KY,Shawnee,1379,8,Shawnee 8,McCracken County,1379|8|Tennessee,785087.22,8511478.775,0.007323058,0.003360492,0.001283431
Tennessee,KY,Shawnee,1379,9,Shawnee 9,McCracken County,1379|9|Tennessee,803427.53,8714036.064,0.007197494,0.003302872,0.001283431
Tennessee,KY,Marshall County,55232,CT1,Marshall County CT1,Marshall County,55232|CT1|Tennessee,8609.87,105407.73,0.083306466,0.010075624,0.006576566
Tennessee,KY,Marshall County,55232,CT2,Marshall County CT2,Marshall County,55232|CT2|Tennessee,9182.29,111957.187,0.080815088,0.009774606,0.006576566
Tennessee,KY,Marshall County,55232,CT3,Marshall County CT3,Marshall County,55232|CT3|Tennessee,7866.66,93703.137,0.063895173,0.007728172,0.006576566
Tennessee,KY,Marshall County,55232,CT4,Marshall County CT4,Marshall County,55232|CT4|Tennessee,5156.89,63340.36,0.071837095,0.008688821,0.006576566
Tennessee,KY,Marshall County,55232,CT5,Marshall County CT5,Marshall County,55232|CT5|Tennessee,3945.43,47573.483,0.080495132,0.009735859,0.006576566
Tennessee,KY,Marshall County,55232,CT6,Marshall County CT6,Marshall County,55232|CT6|Tennessee,5590.98,68638.235,0.070804434,0.008564313,0.006576566
Tennessee,KY,Marshall County,55232,CT7,Marshall County CT7,Marshall County,55232|CT7|Tennessee,4878.04,60320.815,0.058520074,0.007078363,0.006576566
Tennessee,KY,Marshall County,55232,CT8,Marshall County CT8,Marshall County,55232|CT8|Tennessee,4092.61,51400.612,0.073545932,0.008895159,0.006576566
Tennessee,KY,"DTE Calvert City, LLC",55308,A,"DTE Calvert City, LLC A",Marshall County,55308|A|Tennessee,0,317145.4,0,0,0
Tennessee,KY,"DTE Calvert City, LLC",55308,B,"DTE Calvert City, LLC B",Marshall County,55308|B|Tennessee,0,316798.8,0,0,0
Tennessee,KY,"DTE Calvert City, LLC",55308,C,"DTE Calvert City, LLC C",Marshall County,55308|C|Tennessee,81637.15,879272.926,0.001202819,0.001507081,0.006576566
Tennessee,KY,Wickliffe Paper Company,880065,1,Wickliffe Paper Company 01,Ballard County,880065|01|Tennessee,0,0,0,0,0
Tennessee,KY,Wickliffe Paper Company,880065,2,Wickliffe Paper Company 02,Ballard County,880065|02|Tennessee,0,0,0,0,0
Tennessee,MS,Kemper County,7960,KCT1,Kemper County KCT1,Kemper County,7960|KCT1|Tennessee,76456.67,948530.322,0.008983894,0.005159669,0.027503907
Tennessee,MS,Kemper County,7960,KCT2,Kemper County KCT2,Kemper County,7960|KCT2|Tennessee,75436.77,920000.031,0.01317458,0.007588784,0.027503907
Tennessee,MS,Kemper County,7960,KCT3,Kemper County KCT3,Kemper County,7960|KCT3|Tennessee,70782.97,874432.015,0.008768561,0.005053925,0.027503907
Tennessee,MS,Kemper County,7960,KCT4,Kemper County KCT4,Kemper County,7960|KCT4|Tennessee,57288.01,702532.621,0.011494281,0.006620903,0.027503907
Tennessee,MS,Batesville Generation Facility,55063,1,Batesville Generation Facility 1,Panola County,55063|1|Tennessee,1286703.38,10275464.88,0.006393446,0.00205,0.006419999
Tennessee,MS,Batesville Generation Facility,55063,2,Batesville Generation Facility 2,Panola County,55063|2|Tennessee,1470729.05,11694162.7,0.006393446,0.002050001,0.006419999
Tennessee,MS,Batesville Generation Facility,55063,3,Batesville Generation Facility 3,Panola County,55063|3|Tennessee,343112.78,2662598.59,0.006393446,0.002050001,0.006420001
Tennessee,MS,Red Hills Generation Facility,55076,AA001,Red Hills Generation Facility AA001,Choctaw County,55076|AA001|Tennessee,0,15539941.78,0,0,0
Tennessee,MS,Red Hills Generation Facility,55076,AA002,Red Hills Generation Facility AA002,Choctaw County,55076|AA002|Tennessee,0,16887101.18,0,0,0
Tennessee,MS,Caledonia,55197,AA-001,Caledonia AA-001,Lowndes County,55197|AA-001|Tennessee,1462129.29,9919568.741,0.006393446,0.002050001,0.003800189
Tennessee,MS,Caledonia,55197,AA-002,Caledonia AA-002,Lowndes County,55197|AA-002|Tennessee,1494978.55,10392083.85,0.006393446,0.00205,0.003800189
Tennessee,MS,Caledonia,55197,AA-003,Caledonia AA-003,Lowndes County,55197|AA-003|Tennessee,1500582.06,10295816.57,0.006393446,0.00205,0.003800189
Tennessee,MS,Southaven Combined Cycle Plant,55269,AA-001,Southaven Combined Cycle Plant AA-001,De Soto County,55269|AA-001|Tennessee,1566958.98,10658677.96,0.006393446,0.00205,0.003800189
Tennessee,MS,Southaven Combined Cycle Plant,55269,AA-002,Southaven Combined Cycle Plant AA-002,De Soto County,55269|AA-002|Tennessee,1510138.83,10382798.6,0.006393446,0.00205,0.003800189
Tennessee,MS,Southaven Combined Cycle Plant,55269,AA-003,Southaven Combined Cycle Plant AA-003,De Soto County,55269|AA-003|Tennessee,1625967.77,10694209.43,0.006393446,0.002050734,0.003800189
Tennessee,MS,Magnolia Combined Cycle Plant,55451,CTG-1,Magnolia Combined Cycle Plant CTG-1,Benton County,55451|CTG-1|Tennessee,1856628.4,13698257.57,0.006393446,0.00205,0.003800189
Tennessee,MS,Magnolia Combined Cycle Plant,55451,CTG-2,Magnolia Combined Cycle Plant CTG-2,Benton County,55451|CTG-2|Tennessee,1028050.19,7587104.218,0.006393446,0.00205,0.003800189
Tennessee,MS,Magnolia Combined Cycle Plant,55451,CTG-3,Magnolia Combined Cycle Plant CTG-3,Benton County,55451|CTG-3|Tennessee,1372829.59,10238859.64,0.006393446,0.00205,0.003800189
Tennessee,MS,Ackerman Combined Cycle Plant,55694,AA-001,Ackerman Combined Cycle Plant AA-001,Choctaw County,55694|AA-001|Tennessee,1591592.24,11337163.09,0.006393446,0.002049999,0.003800189
Tennessee,MS,Ackerman Combined Cycle Plant,55694,AA-002,Ackerman Combined Cycle Plant AA-002,Choctaw County,55694|AA-002|Tennessee,1816539.31,13246313.49,0.006393446,0.00205,0.003800189
Tennessee,MS,Choctaw County Gen,55706,CTG1,Choctaw County Gen CTG1,Choctaw County,55706|CTG1|Tennessee,856735.33,9141940.553,0.000242401,7.72E-05,0.003800189
Tennessee,MS,Choctaw County Gen,55706,CTG2,Choctaw County Gen CTG2,Choctaw County,55706|CTG2|Tennessee,860244.56,9388393.01,0.007118372,0.001107101,0.003800189
Tennessee,MS,Choctaw County Gen,55706,CTG3,Choctaw County Gen CTG3,Choctaw County,55706|CTG3|Tennessee,883603.95,9400609.105,0.004539957,0.001141639,0.003800189
Tennessee,TN,Allen,3393,1,Allen 1,Shelby County,3393|1|Tennessee,0,0,0,0,0
Tennessee,TN,Allen,3393,2,Allen 2,Shelby County,3393|2|Tennessee,0,0,0,0,0
Tennessee,TN,Allen,3393,3,Allen 3,Shelby County,3393|3|Tennessee,0,0,0,0,0
Tennessee,TN,Allen,3393,ACC1,Allen ACC1,Shelby County,3393|ACC1|Tennessee,1905131.32,12523888.97,0.006393446,0.001721797,0.003800189
Tennessee,TN,Allen,3393,ACC2,Allen ACC2,Shelby County,3393|ACC2|Tennessee,2335053.86,14940617.29,0.006393446,0.001721797,0.003800189
Tennessee,TN,Allen,3393,ACT17,Allen ACT17,Shelby County,3393|ACT17|Tennessee,0,0,0.015914474,0.002021527,0.006576566
Tennessee,TN,Allen,3393,ACT18,Allen ACT18,Shelby County,3393|ACT18|Tennessee,0,0,0.023056705,0.002843839,0.006576566
Tennessee,TN,Allen,3393,ACT19,Allen ACT19,Shelby County,3393|ACT19|Tennessee,106,1701,0.019352769,0.002417391,0.006576566
Tennessee,TN,Allen,3393,ACT20,Allen ACT20,Shelby County,3393|ACT20|Tennessee,55,486,0.029225105,0.003554034,0.006576566
Tennessee,TN,Bull Run,3396,1,Bull Run 1,Anderson County,3396|1|Tennessee,953085.19,9608556.401,0.01113497,0.00259616,1.96E-08
Tennessee,TN,Cumberland,3399,1,Cumberland 1,Stewart County,3399|1|Tennessee,4561573.12,46415225.27,0.024524651,0.002468242,2.20E-08
Tennessee,TN,Cumberland,3399,2,Cumberland 2,Stewart County,3399|2|Tennessee,6556508.39,67713747.36,0.024753845,0.002515643,2.39E-08
Tennessee,TN,Cumberland,3399,A1,Cumberland A1,Stewart County,3399|A1|Tennessee,0,65415.8,0,0,0
Tennessee,TN,Cumberland,3399,B1,Cumberland B1,Stewart County,3399|B1|Tennessee,0,89046,0,0,0
Tennessee,TN,Gallatin,3403,1,Gallatin 1,Sumner County,3403|1|Tennessee,1039747.23,10106762.03,0.007944939,0.003481638,0.000422491
Tennessee,TN,Gallatin,3403,2,Gallatin 2,Sumner County,3403|2|Tennessee,959723.59,9496596.917,0.006262832,0.003500628,0.000421094
Tennessee,TN,Gallatin,3403,3,Gallatin 3,Sumner County,3403|3|Tennessee,1371764.71,13846212.8,0.004627739,0.003229691,0.000388624
Tennessee,TN,Gallatin,3403,4,Gallatin 4,Sumner County,3403|4|Tennessee,1068611.93,10650363.27,0.007141621,0.003309248,0.000393899
Tennessee,TN,Gallatin,3403,GCT1,Gallatin GCT1,Sumner County,3403|GCT1|Tennessee,308,4908.9,0,0,0
Tennessee,TN,Gallatin,3403,GCT2,Gallatin GCT2,Sumner County,3403|GCT2|Tennessee,0,0,0.018701161,0.005950369,0.006576566
