Region,State,Plant,ORSPL,Unit,Full Name,County,ORSPL|Unit|Region,Generation,Heat Input,PM2.5,VOCs,NH3
Central,MO,Lake Road,2098,GT5,Lake Road GT5,Buchanan County,2098|GT5|Central,7503.83,246915.149,0.006747443,0.001942749,0.005871931
Central,MO,Chillicothe,2122,GT1A,Chillicothe GT1A,Livingston County,2122|GT1A|Central,0,0,0.007622007,0.002998507,0.006576566
Central,MO,Chillicothe,2122,GT1B,Chillicothe GT1B,Livingston County,2122|GT1B|Central,0,0,0.007622007,0.002998507,0.006576566
Central,MO,Chillicothe,2122,GT2A,Chillicothe GT2A,Livingston County,2122|GT2A|Central,1534,23099.1,0.007622007,0.002998507,0.006576566
Central,MO,Chillicothe,2122,GT2B,Chillicothe GT2B,Livingston County,2122|GT2B|Central,1540,23185.9,0.007622007,0.002998507,0.006576566
Central,MO,Higginsville Municipal Power Plant,2131,4A,Higginsville Municipal Power Plant 4A,Lafayette County,2131|4A|Central,6971.05,102674.6,0.005655392,0.001799443,0.002737248
Central,MO,Higginsville Municipal Power Plant,2131,4B,Higginsville Municipal Power Plant 4B,Lafayette County,2131|4B|Central,6958.18,102688.7,0.005662874,0.001799418,0.002737617
Central,MO,Blue Valley,2132,3,Blue Valley 3,Jackson County,2132|3|Central,0,0,0.007790623,0.005638238,0.003280183
Central,MO,James River,2161,3,James River 3,Greene County,2161|3|Central,0,0,0,0,0
Central,MO,James River,2161,4,James River 4,Greene County,2161|4|Central,0,0,0,0,0
Central,MO,James River,2161,5,James River 5,Greene County,2161|5|Central,0,0,0,0,0
Central,MO,James River,2161,**GT1,James River **GT1,Greene County,2161|**GT1|Central,60206.51,819574.644,0.007903535,0.001067112,0.006576566
Central,MO,James River,2161,**GT2,James River **GT2,Greene County,2161|**GT2|Central,43109.94,574373.093,0.007770343,0.004390373,0.00643
Central,MO,Iatan,6065,1,Iatan 1,Platte County,6065|1|Central,3386878.36,29590163.82,0.007027694,0.001840642,4.21E-07
Central,MO,Iatan,6065,2,Iatan 2,Platte County,6065|2|Central,5097223.07,43963562.64,0.004978879,0.000115166,2.68E-07
Central,MO,Greenwood Energy Center,6074,1,Greenwood Energy Center 1,Jackson County,6074|1|Central,14668.25,267072.6,0.006800536,0.00203268,0.00643001
Central,MO,Greenwood Energy Center,6074,2,Greenwood Energy Center 2,Jackson County,6074|2|Central,8151.38,167432.8,0.006652951,0.002082349,0.006430043
Central,MO,Greenwood Energy Center,6074,3,Greenwood Energy Center 3,Jackson County,6074|3|Central,8222.95,192607.7,0.006781003,0.002040457,0.006430023
Central,MO,Greenwood Energy Center,6074,4,Greenwood Energy Center 4,Jackson County,6074|4|Central,8729.55,151041.6,0.006775119,0.002040675,0.006429993
Central,MO,John Twitty Energy Center,6195,1,John Twitty Energy Center 1,Greene County,6195|1|Central,810314.43,7992841.233,0.013154918,0.003412556,0.000636224
Central,MO,John Twitty Energy Center,6195,2,John Twitty Energy Center 2,Greene County,6195|2|Central,1868258.42,16740468.01,0.016727197,0.000819208,0.000759781
Central,MO,John Twitty Energy Center,6195,CT1A,John Twitty Energy Center CT1A,Greene County,6195|CT1A|Central,12042.71,191301.431,0.00905798,0.012315479,0.006576566
Central,MO,John Twitty Energy Center,6195,CT1B,John Twitty Energy Center CT1B,Greene County,6195|CT1B|Central,11530.08,165764.126,0.012676233,0.012313794,0.006576566
Central,MO,John Twitty Energy Center,6195,CT2A,John Twitty Energy Center CT2A,Greene County,6195|CT2A|Central,12672.34,207085.285,0.009644444,0.012213838,0.006576566
Central,MO,John Twitty Energy Center,6195,CT2B,John Twitty Energy Center CT2B,Greene County,6195|CT2B|Central,12555.31,195502.152,0.012614223,0.012221026,0.006576566
Central,MO,Empire District Elec Co Energy Ctr,6223,1,Empire District Elec Co Energy Ctr 1,Jasper County,6223|1|Central,46468.85,711227.633,0.010626986,0.000880882,0.006430001
Central,MO,Empire District Elec Co Energy Ctr,6223,2,Empire District Elec Co Energy Ctr 2,Jasper County,6223|2|Central,46454.14,712818.161,0.010928041,0.001306016,0.006430026
Central,MO,Empire District Elec Co Energy Ctr,6223,3A,Empire District Elec Co Energy Ctr 3A,Jasper County,6223|3A|Central,37132.7,438090.906,0.007184718,0.002261932,0.006429996
Central,MO,Empire District Elec Co Energy Ctr,6223,3B,Empire District Elec Co Energy Ctr 3B,Jasper County,6223|3B|Central,36867.73,435358.306,0.007206464,0.002255721,0.006429995
Central,MO,Empire District Elec Co Energy Ctr,6223,4A,Empire District Elec Co Energy Ctr 4A,Jasper County,6223|4A|Central,33509.19,388882.079,0.007360259,0.002315061,0.006430005
Central,MO,Empire District Elec Co Energy Ctr,6223,4B,Empire District Elec Co Energy Ctr 4B,Jasper County,6223|4B|Central,34947.77,407851.499,0.007400728,0.002323597,0.006429993
Central,MO,Sikeston,6768,1,Sikeston 1,Scott County,6768|1|Central,1861268.57,18969940.32,0.044597372,0.003596765,4.20E-05
Central,MO,State Line (MO),7296,1,State Line (MO) 1,Jasper County,7296|1|Central,133538.8,958082.965,0.011674128,0.003660892,0.006429997
Central,MO,State Line (MO),7296,1-Feb,State Line (MO) 2-1,Jasper County,7296|2-1|Central,936534.59,6282020.364,0.006579637,0.007332218,0.008894037
Central,MO,State Line (MO),7296,2-Feb,State Line (MO) 2-2,Jasper County,7296|2-2|Central,1038290.26,6938126.49,0.006585352,0.008730866,0.0089018
Central,MO,McCartney Generating Station,7903,MGS1A,McCartney Generating Station MGS1A,Greene County,7903|MGS1A|Central,10190.07,122733.328,0.003842374,0.004373613,0.006576566
Central,MO,McCartney Generating Station,7903,MGS1B,McCartney Generating Station MGS1B,Greene County,7903|MGS1B|Central,11301.83,131983.238,0.003898286,0.004388537,0.006576566
Central,MO,McCartney Generating Station,7903,MGS2A,McCartney Generating Station MGS2A,Greene County,7903|MGS2A|Central,10064.6,118326.047,0.004330973,0.002437495,0.006576566
Central,MO,McCartney Generating Station,7903,MGS2B,McCartney Generating Station MGS2B,Greene County,7903|MGS2B|Central,10522.56,122803.71,0.004536619,0.002139207,0.006576566
Central,MO,Dogwood Energy Facility,55178,CT-1,Dogwood Energy Facility CT-1,Cass County,55178|CT-1|Central,837196.06,6049625.95,0.006710721,0.001299159,0.002083918
Central,MO,Dogwood Energy Facility,55178,CT-2,Dogwood Energy Facility CT-2,Cass County,55178|CT-2|Central,977252.13,7004491.119,0.006793503,0.00130952,0.002101615
Central,MO,South Harper Peaking Facility,56151,1,South Harper Peaking Facility 1,Cass County,56151|1|Central,27063.21,337011.444,0.006600125,0.0021002,0.006576566
Central,MO,South Harper Peaking Facility,56151,2,South Harper Peaking Facility 2,Cass County,56151|2|Central,21375.05,259762.684,0.006599984,0.00209971,0.006576566
Central,MO,South Harper Peaking Facility,56151,3,South Harper Peaking Facility 3,Cass County,56151|3|Central,21690.11,282621.465,0.006599904,0.002100062,0.006576566
Central,MT,Culbertson Station,56606,CT01,Culbertson Station CT01,Roosevelt County,56606|CT01|Central,122415.57,961526.227,0.013580108,0.002919764,0.006576566
Central,ND,Leland Olds,2817,1,Leland Olds 1,Mercer County,2817|1|Central,1179588.78,11794436.87,0.020787773,0.003084054,0.002313033
Central,ND,Leland Olds,2817,2,Leland Olds 2,Mercer County,2817|2|Central,1745116.26,18248445.59,0.020810336,0.005177381,0.002218878
Central,ND,Antelope Valley,6469,B1,Antelope Valley B1,Mercer County,6469|B1|Central,2504514.29,25227810.6,0.008314573,0.003236658,0.002427496
Central,ND,Antelope Valley,6469,B2,Antelope Valley B2,Mercer County,6469|B2|Central,3097804.18,34125494.22,0.00831704,0.002919055,0.002189287
Central,ND,Pioneer Generating Station,57881,CT1,Pioneer Generating Station CT1,Williams County,57881|CT1|Central,96129.94,1020329.446,0.007622007,0.002998507,0.006576566
Central,ND,Pioneer Generating Station,57881,CT2,Pioneer Generating Station CT2,Williams County,57881|CT2|Central,99432.06,1068830.809,0.007622007,0.002998507,0.006576566
Central,ND,Pioneer Generating Station,57881,CT3,Pioneer Generating Station CT3,Williams County,57881|CT3|Central,102259.07,1077159.864,0.007622007,0.002998507,0.006576566
Central,ND,Lonesome Creek Station,57943,CT1,Lonesome Creek Station CT1,McKenzie County,57943|CT1|Central,139708.14,1331709.486,0.006477605,0.001899384,0.006576566
Central,ND,Lonesome Creek Station,57943,CT2,Lonesome Creek Station CT2,McKenzie County,57943|CT2|Central,179729.05,1717007.192,0.002947453,0.001917532,0.006576566
Central,ND,Lonesome Creek Station,57943,CT3,Lonesome Creek Station CT3,McKenzie County,57943|CT3|Central,154395.49,1459818.235,0.006737677,0.001925164,0.006576566
Central,ND,Lonesome Creek Station,57943,CT4,Lonesome Creek Station CT4,McKenzie County,57943|CT4|Central,140381.51,1374315.08,0.004939272,0.001846541,0.006576566
Central,ND,Lonesome Creek Station,57943,CT5,Lonesome Creek Station CT5,McKenzie County,57943|CT5|Central,175023.9,1693970.598,0.003168518,0.001849502,0.006576566
Central,ND,Lonesome Creek Station,57943,CT6,Lonesome Creek Station CT6,McKenzie County,57943|CT6|Central,11615.84,104504.734,0.006393446,0.001721797,0.003800189
Central,NE,Platte,59,1,Platte 1,Hall County,59|1|Central,472222.72,5739037.752,3.60E-06,0.003351365,3.64E-05
Central,NE,Gerald Whelan Energy Center,60,1,Gerald Whelan Energy Center 1,Adams County,60|1|Central,453687.7,5002508.642,0.004637427,0.00394808,0
Central,NE,Gerald Whelan Energy Center,60,2,Gerald Whelan Energy Center 2,Adams County,60|2|Central,989074.61,9158932.742,0.000682847,0.003949345,0
Central,NE,Canaday,2226,1,Canaday 1,Gosper County,2226|1|Central,6691.21,90486,0.007115563,0.005149421,0.003281659
Central,NE,Lon D Wright Power Plant,2240,8,Lon D Wright Power Plant 8,Dodge County,2240|8|Central,417905.62,4396539.972,0.010662997,0.00348353,0.00011257
Central,NE,Lon D Wright Power Plant,2240,50T,Lon D Wright Power Plant 50T,Dodge County,2240|50T|Central,4445.02,74433.2,0.003686969,0.001386448,0.006576566
Central,NE,C W Burdick,2241,B-3,C W Burdick B-3,Hall County,2241|B-3|Central,0,0,0,0,0
Central,NE,C W Burdick,2241,GT-2,C W Burdick GT-2,Hall County,2241|GT-2|Central,2242.96,34693.28,0,0,0.006576566
Central,NE,C W Burdick,2241,GT-3,C W Burdick GT-3,Hall County,2241|GT-3|Central,4679.84,73947.993,0.007622007,0.002998507,0.006576566
Central,NE,J Street,2250,1,J Street 1,Lancaster County,2250|1|Central,2925.01,52569.3,0.007622007,0.002998507,0.006576566
Central,NE,Hallam Peaking,2265,1A,Hallam Peaking 1A,Lancaster County,2265|1A|Central,1279.09,17162,0.007622007,0.002998507,0.006576566
Central,NE,Hallam Peaking,2265,1B,Hallam Peaking 1B,Lancaster County,2265|1B|Central,1209.62,18711.9,0.007622007,0.002998507,0.006576566
Central,NE,Hebron Peaking,2266,1A,Hebron Peaking 1A,Thayer County,2266|1A|Central,1249.78,18937.9,0.004629789,0.000410423,0.027503907
Central,NE,Hebron Peaking,2266,1B,Hebron Peaking 1B,Thayer County,2266|1B|Central,1337.25,19769,0.004734565,0.000419711,0.027503907
Central,NE,McCook Peaking,2271,1A,McCook Peaking 1A,Red Willow County,2271|1A|Central,884.6,11833.3,0.004637462,0.000411104,0.027503907
Central,NE,McCook Peaking,2271,1B,McCook Peaking 1B,Red Willow County,2271|1B|Central,917.7,14358.5,0.000999423,8.86E-05,0.027503907
Central,NE,Sheldon,2277,1,Sheldon 1,Lancaster County,2277|1|Central,486012.49,4912175.439,0.00023938,0.006408233,0.000185121
Central,NE,Sheldon,2277,2,Sheldon 2,Lancaster County,2277|2|Central,469015.41,4864947.923,0.000241956,0.006557158,0.000182948
Central,NE,Jones Street,2290,1,Jones Street 1,Douglas County,2290|1|Central,4868.46,130134.7,0.005395392,0.000359693,0.027503907
Central,NE,Jones Street,2290,2,Jones Street 2,Douglas County,2290|2|Central,5043.71,135048,0.005173517,0.00027229,0.027503907
Central,NE,North Omaha Station,2291,1,North Omaha Station 1,Douglas County,2291|1|Central,1140.25,18167.236,0.00595616,0.004388749,0.002507857
Central,NE,North Omaha Station,2291,2,North Omaha Station 2,Douglas County,2291|2|Central,1998.49,30428.683,0.00770804,0.005605848,0.003240881
Central,NE,North Omaha Station,2291,3,North Omaha Station 3,Douglas County,2291|3|Central,17606.81,255620.76,0.006235549,0.004519727,0.002636507
Central,NE,North Omaha Station,2291,4,North Omaha Station 4,Douglas County,2291|4|Central,705833.38,7839134.438,0.006526533,0.003183501,4.14E-05
Central,NE,North Omaha Station,2291,5,North Omaha Station 5,Douglas County,2291|5|Central,1070937.93,10726330.3,0.006705585,0.003225796,3.83E-05
Central,NE,Sarpy County Station,2292,1,Sarpy County Station 1,Sarpy County,2292|1|Central,15105.1,255705.857,0.003467764,0.00208596,0.006576566
Central,NE,Sarpy County Station,2292,2,Sarpy County Station 2,Sarpy County,2292|2|Central,23573.27,380225.475,0.003508651,0.002026634,0.006576566
Central,NE,Sarpy County Station,2292,CT3,Sarpy County Station CT3,Sarpy County,2292|CT3|Central,38428.61,506104.928,0.007622007,0.002998507,0.006576566
Central,NE,Sarpy County Station,2292,CT4A,Sarpy County Station CT4A,Sarpy County,2292|CT4A|Central,13791.41,151677.358,0.007622007,0.002998507,0.006576566
Central,NE,Sarpy County Station,2292,CT4B,Sarpy County Station CT4B,Sarpy County,2292|CT4B|Central,13252.31,144828.346,0.007622007,0.002998507,0.006576566
Central,NE,Sarpy County Station,2292,CT5A,Sarpy County Station CT5A,Sarpy County,2292|CT5A|Central,10020.88,112323.813,0.007622007,0.002998507,0.006576566
Central,NE,Sarpy County Station,2292,CT5B,Sarpy County Station CT5B,Sarpy County,2292|CT5B|Central,11479.8,126158.311,0.007622007,0.002998507,0.006576566
Central,NE,Gerald Gentleman Station,6077,1,Gerald Gentleman Station 1,Lincoln County,6077|1|Central,4061963.5,37043912.08,0.002035356,0.00362905,4.45E-05
Central,NE,Gerald Gentleman Station,6077,2,Gerald Gentleman Station 2,Lincoln County,6077|2|Central,3492728.75,32628263.1,0.002098529,0.003508927,4.37E-05
Central,NE,Nebraska City Station,6096,1,Nebraska City Station 1,Otoe County,6096|1|Central,3350715.89,31039701.88,0.003475898,0.003559998,3.35E-05
Central,NE,Nebraska City Station,6096,2,Nebraska City Station 2,Otoe County,6096|2|Central,4228610.91,40728364.49,0.004405902,0.001099999,0.017640009
Central,NE,Rokeby,6373,1,Rokeby 1,Lancaster County,6373|1|Central,29209.73,322045.3,0,0.001822417,0.017349481
Central,NE,Rokeby,6373,2,Rokeby 2,Lancaster County,6373|2|Central,16124.33,225241.123,0,0,0
Central,NE,Rokeby,6373,3,Rokeby 3,Lancaster County,6373|3|Central,15016.19,190819.948,0,0,0
Central,NE,Terry Bundy Generating Station,7887,SVGS2,Terry Bundy Generating Station SVGS2,Lancaster County,7887|SVGS2|Central,68863.51,637993.859,0.006393446,0.001721797,0.003800189
Central,NE,Terry Bundy Generating Station,7887,SVGS3,Terry Bundy Generating Station SVGS3,Lancaster County,7887|SVGS3|Central,73223.44,661698.882,0.006393446,0.001721797,0.003800189
Central,NE,Terry Bundy Generating Station,7887,SVGS4,Terry Bundy Generating Station SVGS4,Lancaster County,7887|SVGS4|Central,56354.98,588761.295,0.007622007,0.002998507,0.006576566
Central,NE,Beatrice,8000,1,Beatrice 1,Gage County,8000|1|Central,256687.97,2290340.821,0.002491905,0.001460455,0.003800189
Central,NE,Beatrice,8000,2,Beatrice 2,Gage County,8000|2|Central,255463.05,2246053.016,0.002502329,0.001466572,0.003800189
Central,NE,Cass County Station,55972,CT1,Cass County Station CT1,Cass County,55972|CT1|Central,114008.33,1307589.293,0.006297188,0.0021,0.006576566
Central,NE,Cass County Station,55972,CT2,Cass County Station CT2,Cass County,55972|CT2|Central,85744.09,980333.942,0.0052052,0.0021,0.006576566
Central,NM,Maddox,2446,051B,Maddox 051B,Lea County,2446|051B|Central,335311.53,3666977.504,0.00740816,0.005371962,0.00353
Central,NM,Cunningham,2454,121B,Cunningham 121B,Lea County,2454|121B|Central,57348.14,648898.917,0.00740074,0.001353464,0.003529999
Central,NM,Cunningham,2454,122B,Cunningham 122B,Lea County,2454|122B|Central,488220.32,4953066.187,0.007400139,0.001373657,0.00353
Central,NM,Cunningham,2454,123T,Cunningham 123T,Lea County,2454|123T|Central,177543.35,2100469.28,0.004808535,0.002100127,0.007230001
Central,NM,Cunningham,2454,124T,Cunningham 124T,Lea County,2454|124T|Central,185051.91,2206237.836,0.004840965,0.002099806,0.00723
Central,NM,Hobbs Generating Station,56458,HOBB1,Hobbs Generating Station HOBB1,Lea County,56458|HOBB1|Central,1757167.01,12864833.28,0.004455822,0.001170216,0.003510648
Central,NM,Hobbs Generating Station,56458,HOBB2,Hobbs Generating Station HOBB2,Lea County,56458|HOBB2|Central,1725672.47,12423571.6,0.004459904,0.001868912,0.002902477
Central,OK,Grand River Dam Authority,165,1,Grand River Dam Authority 1,Mayes County,165|1|Central,0,0,0,0,0
Central,OK,Grand River Dam Authority,165,2,Grand River Dam Authority 2,Mayes County,165|2|Central,1359929.59,16826710.63,0.005540609,0.003618051,0.001283431
Central,OK,Grand River Dam Authority,165,3,Grand River Dam Authority 3,Mayes County,165|3|Central,1853486.85,12194254.02,0.014040169,0.004011477,0.003800189
Central,OK,Ponca,762,2,Ponca 2,Kay County,762|2|Central,0,0,0,0,0
Central,OK,Ponca,762,3,Ponca 3,Kay County,762|3|Central,13211.17,118049.098,0.005938501,0.001889727,0.003800189
Central,OK,Ponca,762,4,Ponca 4,Kay County,762|4|Central,8872.17,93210.491,0.006865274,0.002180441,0.006576566
Central,OK,Horseshoe Lake,2951,6,Horseshoe Lake 6,Oklahoma County,2951|6|Central,154444.17,1929611.758,0.007060056,0.005109247,0.0031
Central,OK,Horseshoe Lake,2951,7,Horseshoe Lake 7,Oklahoma County,2951|7|Central,117369.72,1346122.247,0.007067943,0.005114963,0.006359999
Central,OK,Horseshoe Lake,2951,8,Horseshoe Lake 8,Oklahoma County,2951|8|Central,327693.45,3946815.314,0.007127356,0.005157955,0.003099999
Central,OK,Horseshoe Lake,2951,9,Horseshoe Lake 9,Oklahoma County,2951|9|Central,113460.29,1124195.399,0.007000413,0.009999682,0.006576566
Central,OK,Horseshoe Lake,2951,10,Horseshoe Lake 10,Oklahoma County,2951|10|Central,79569.07,795335.42,0.006999299,0.009999898,0.006576566
Central,OK,Muskogee,2952,4,Muskogee 4,Muskogee County,2952|4|Central,321509.85,3543683.083,0.007232014,0.005233648,0.003281659
Central,OK,Muskogee,2952,5,Muskogee 5,Muskogee County,2952|5|Central,252872.36,3038884.095,0.007261146,0.00525487,0.003281659
Central,OK,Muskogee,2952,6,Muskogee 6,Muskogee County,2952|6|Central,2934012.08,31136356.07,0.026339138,0.003522759,0.000144756
Central,OK,Mustang,2953,3,Mustang 3,Canadian County,2953|3|Central,0,0,0,0,0
Central,OK,Mustang,2953,4,Mustang 4,Canadian County,2953|4|Central,0,0,0,0,0
Central,OK,Mustang,2953,5A-1,Mustang 5A-1,Canadian County,2953|5A-1|Central,0,0,0.007622007,0.002998507,0.006576566
Central,OK,Mustang,2953,5A-2,Mustang 5A-2,Canadian County,2953|5A-2|Central,0,0,0.007622007,0.002998507,0.006576566
Central,OK,Mustang,2953,5B-1,Mustang 5B-1,Canadian County,2953|5B-1|Central,0,0,0.007622007,0.002998507,0.006576566
Central,OK,Mustang,2953,5B-2,Mustang 5B-2,Canadian County,2953|5B-2|Central,0,0,0.007622007,0.002998507,0.006576566
Central,OK,Mustang,2953,T10,Mustang T10,Canadian County,2953|T10|Central,176365.44,1705326.152,0.007622007,0.002998507,0.006576566
Central,OK,Mustang,2953,T11,Mustang T11,Canadian County,2953|T11|Central,171796.71,1662390.738,0.007622007,0.002998507,0.006576566
Central,OK,Mustang,2953,T12,Mustang T12,Canadian County,2953|T12|Central,171383.53,1665417.501,0.007622007,0.002998507,0.006576566
Central,OK,Mustang,2953,T6,Mustang T6,Canadian County,2953|T6|Central,169237.31,1637224.05,0.007622007,0.002998507,0.006576566
Central,OK,Mustang,2953,T7,Mustang T7,Canadian County,2953|T7|Central,150362.2,1469699.82,0.007622007,0.002998507,0.006576566
Central,OK,Mustang,2953,T8,Mustang T8,Canadian County,2953|T8|Central,171832.26,1670290.682,0.007622007,0.002998507,0.006576566
Central,OK,Mustang,2953,T9,Mustang T9,Canadian County,2953|T9|Central,175929.28,1704534.675,0.007622007,0.002998507,0.006576566
Central,OK,Seminole (2956),2956,1,Seminole (2956) 1,Seminole County,2956|1|Central,377870.22,4099794.447,0.007174878,0.005192355,0.003100002
Central,OK,Seminole (2956),2956,2,Seminole (2956) 2,Seminole County,2956|2|Central,473014.9,5015536.734,0.007166907,0.005186585,0.0031
Central,OK,Seminole (2956),2956,3,Seminole (2956) 3,Seminole County,2956|3|Central,570030.36,6202452.881,0.001437265,0.005200622,0.0031
Central,OK,Northeastern,2963,3302,Northeastern 3302,Rogers County,2963|3302|Central,285829.07,3549330.459,0.007774023,0.005625933,0.0031
Central,OK,Northeastern,2963,3313,Northeastern 3313,Rogers County,2963|3313|Central,2483076.06,26816608.2,0.002511643,0.003514442,0.000144756
Central,OK,Northeastern,2963,3301A,Northeastern 3301A,Rogers County,2963|3301A|Central,739044.69,9301396.77,0.006600004,0.000143017,0.006359999
Central,OK,Northeastern,2963,3301B,Northeastern 3301B,Rogers County,2963|3301B|Central,731850.77,9001457.063,0.0066,0.000143017,0.006360001
Central,OK,Southwestern,2964,8002,Southwestern 8002,Caddo County,2964|8002|Central,76446.43,970516.804,0.007449978,0.005400014,0.00308022
Central,OK,Southwestern,2964,8003,Southwestern 8003,Caddo County,2964|8003|Central,480358.14,5424873.32,0.007449985,0.0054,0.0031
Central,OK,Southwestern,2964,8004,Southwestern 8004,Caddo County,2964|8004|Central,68314.19,867592.7,0.006000012,0.000399999,0.006576566
Central,OK,Southwestern,2964,8005,Southwestern 8005,Caddo County,2964|8005|Central,70700.92,887089.3,0.007000012,0.001,0.006576566
Central,OK,Southwestern,2964,801N,Southwestern 801N,Caddo County,2964|801N|Central,10197.66,133952.694,0.007449998,0.005399999,0.00308022
Central,OK,Southwestern,2964,801S,Southwestern 801S,Caddo County,2964|801S|Central,10203.21,134017.593,0.00745,0.005399996,0.00308022
Central,OK,Tulsa,2965,1402,Tulsa 1402,Tulsa County,2965|1402|Central,98657.76,1163842.566,0.007350092,0.005319145,0.0031
Central,OK,Tulsa,2965,1404,Tulsa 1404,Tulsa County,2965|1404|Central,104011.43,1279118.425,0.007357211,0.0053243,0.003099999
Central,OK,Weleetka,2966,4,Weleetka 4,Okfuskee County,2966|4|Central,0,10974.9,0,0,0
Central,OK,Weleetka,2966,5,Weleetka 5,Okfuskee County,2966|5|Central,0,10616.7,0,0,0
Central,OK,Weleetka,2966,6,Weleetka 6,Okfuskee County,2966|6|Central,0,0,0,0,0
Central,OK,Anadarko,3006,3,Anadarko 3,Caddo County,3006|3|Central,190.6,1247.65,0.00745098,0.005392157,0.00308022
Central,OK,Anadarko,3006,4,Anadarko 4,Caddo County,3006|4|Central,28589.59,243123.658,0.0026,0.002100002,0.003800189
Central,OK,Anadarko,3006,5,Anadarko 5,Caddo County,3006|5|Central,82666.05,723776.735,0.0013,0.002099999,0.003800189
Central,OK,Anadarko,3006,6,Anadarko 6,Caddo County,3006|6|Central,38799.21,360375.656,0.004100004,0.002099999,0.003800189
Central,OK,Anadarko,3006,7,Anadarko 7,Caddo County,3006|7|Central,53482.12,585511.148,0.008838703,0.00103731,0.006576566
Central,OK,Anadarko,3006,8,Anadarko 8,Caddo County,3006|8|Central,82756.51,925280.816,0.009167211,0.00110185,0.006576566
Central,OK,Anadarko,3006,9,Anadarko 9,Caddo County,3006|9|Central,51069.93,615000.159,0.001342812,0.001301983,0.006576566
Central,OK,Anadarko,3006,10,Anadarko 10,Caddo County,3006|10|Central,53299.32,602106.955,0.002357053,0.001308527,0.006576566
Central,OK,Anadarko,3006,11,Anadarko 11,Caddo County,3006|11|Central,63380.58,704012.693,0.001341739,0.001305959,0.006576566
Central,OK,Mooreland,3008,1,Mooreland 1,Woodward County,3008|1|Central,4624.7,50597.311,0.007446114,0.005388635,0.003099907
Central,OK,Mooreland,3008,2,Mooreland 2,Woodward County,3008|2|Central,21121.35,222176.837,0.007450925,0.005392111,0.003099999
Central,OK,Mooreland,3008,3,Mooreland 3,Woodward County,3008|3|Central,41018.1,446820.982,0.007450964,0.005392167,0.003100001
Central,OK,Riverside (4940),4940,1501,Riverside (4940) 1501,Tulsa County,4940|1501|Central,53047.01,649237.591,0.007244988,0.005243084,0.003099999
Central,OK,Riverside (4940),4940,1502,Riverside (4940) 1502,Tulsa County,4940|1502|Central,173217.99,2223099.016,0.00727274,0.005263172,0.0031
Central,OK,Riverside (4940),4940,1503,Riverside (4940) 1503,Tulsa County,4940|1503|Central,36065.9,462030.6,0.005200008,0.001989998,0.006576566
Central,OK,Riverside (4940),4940,1504,Riverside (4940) 1504,Tulsa County,4940|1504|Central,31292.73,400966.7,0.005800002,0.00048,0.006576566
Central,OK,Sooner,6095,1,Sooner 1,Noble County,6095|1|Central,1443173.29,14523007.36,0.017572995,0.003422805,0.000144756
Central,OK,Sooner,6095,2,Sooner 2,Noble County,6095|2|Central,1984259.34,18945271.94,0.036017708,0.003421832,0.000144756
Central,OK,Hugo,6772,1,Hugo 1,Choctaw County,6772|1|Central,891412.1,10853708.11,0.005976399,0.007443444,0.001283431
Central,OK,Comanche (8059),8059,7251,Comanche (8059) 7251,Comanche County,8059|7251|Central,63989.57,1010082.034,0.006393446,0.002029999,0.006359999
Central,OK,Comanche (8059),8059,7252,Comanche (8059) 7252,Comanche County,8059|7252|Central,67290.21,1070309.352,0.006393446,0.002029999,0.006359998
Central,OK,River Valley,10671,1A,River Valley 1A,Le Flore County,10671|1A|Central,0,2222653.721,0,0,0
Central,OK,River Valley,10671,1B,River Valley 1B,Le Flore County,10671|1B|Central,0,2325157.864,0,0,0
Central,OK,River Valley,10671,2A,River Valley 2A,Le Flore County,10671|2A|Central,0,4308156.988,0,0,0
Central,OK,River Valley,10671,2B,River Valley 2B,Le Flore County,10671|2B|Central,0,4265896.643,0,0,0
Central,OK,Frontier Generating Station,50558,CC01,Frontier Generating Station CC01,Oklahoma County,50558|CC01|Central,380333.01,3128773.338,0.005315509,0.001022213,0.003800189
Central,OK,"Green Country Energy, LLC",55146,CTGEN1,"Green Country Energy, LLC CTGEN1",Tulsa County,55146|CTGEN1|Central,1220829.78,8779663.399,0.002104261,0.000413252,0.000348865
Central,OK,"Green Country Energy, LLC",55146,CTGEN2,"Green Country Energy, LLC CTGEN2",Tulsa County,55146|CTGEN2|Central,1088953.8,7870827.088,0.000803443,0.00041803,0.000258249
Central,OK,"Green Country Energy, LLC",55146,CTGEN3,"Green Country Energy, LLC CTGEN3",Tulsa County,55146|CTGEN3|Central,1086542.8,7751756.317,0.003177725,0.000416074,0.000219154
Central,OK,Oneta Energy Center,55225,CTG-1,Oneta Energy Center CTG-1,Wagoner County,55225|CTG-1|Central,990285.34,7363136.308,0.006393446,0.00203,0.00636
Central,OK,Oneta Energy Center,55225,CTG-2,Oneta Energy Center CTG-2,Wagoner County,55225|CTG-2|Central,979969.08,7158880.773,0.006393446,0.00203,0.00636
Central,OK,Oneta Energy Center,55225,CTG-3,Oneta Energy Center CTG-3,Wagoner County,55225|CTG-3|Central,1030114.96,7488245.391,0.006393446,0.00203,0.00636
Central,OK,Oneta Energy Center,55225,CTG-4,Oneta Energy Center CTG-4,Wagoner County,55225|CTG-4|Central,1019418.03,7473604.279,0.006393446,0.002030001,0.006359999
