state,t,battery_2_MW,battery_4_MW,battery_6_MW,battery_8_MW,battery_10_MW,bio_MW,bio-ccs_MW,coal_ccs_MW,coal_MW,csp_MW,dac_MW,distpv_MW,gas_cc_ccs_MW,gas_cc_MW,gas_ct_MW,geo_MW,hydro_MW,nuclear_MW,nuclear_smr_MW,o-g-s_MW,pumped-hydro_MW,pvb_MW,re_ct_MW,upv_MW,wind_offshore_MW,wind_onshore_MW,battery_2_MWh,battery_4_MWh,battery_6_MWh,battery_8_MWh,battery_10_MWh,biomass_MWh,biomass-ccs_MWh,canada_MWh,coal_ccs_MWh,coal_MWh,csp_MWh,distpv_MWh,gas_cc_ccs_MWh,gas_cc_MWh,gas_ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,nuclear_smr_MWh,o-g-s_MWh,phs_MWh,battery_pv_MWh,biomass_re_ct_MWh,upv_MWh,wind_offshore_MWh,wind_onshore_MWh,generation,co2_c_mt,co2e_c_mt,ch4_c_mt,n2o_c_mt,so2_c_mt,nox_c_mt,co2_p_mt,co2e_p_mt,ch4_p_mt,n2o_p_mt,dac_co2_capture_mt,co2_c_kg_per_mwh,co2e_c_kg_per_mwh,ch4_c_g_per_mwh,n2o_c_g_per_mwh,so2_c_g_per_mwh,nox_c_g_per_mwh,co2_p_kg_per_mwh,co2e_p_kg_per_mwh,ch4_p_g_per_mwh,n2o_p_g_per_mwh
MT,2032,200,4.5,0,0,0,3.2,0,0,633.1,0,0,184.1,0,40,114.1,0,2968.4,0,0,0,0,0,0,327,0,3444.2,134537,7630,0,0,0,13317,0,70080,0,0,0,255342,0,0,316297,0,13178323,0,0,0,0,0,0,617364,0,13280627,27873517,195692.8,195903.5,3.7,0.4,11.1,976.1,23473.5,54002.4,1023.7,0.1,0,7.02,7.03,0.13,0.01,0.4,35.02,0.84,1.94,36.73,0
MT,2034,200,4.5,0,0,0,3.2,0,0,633.1,0,0,240.6,0,40,114.1,0,2968.4,0,0,0,0,0,0,327,0,3449.2,122567,5293,0,0,0,13680,0,70080,0,0,0,339675,0,0,62903,0,13203106,0,0,0,0,0,0,482361,0,13248653,27548318,38918.1,38959.9,0.7,0.1,6.6,194.1,4966.8,11049.2,203.9,0,0,1.41,1.41,0.03,0,0.24,7.05,0.18,0.4,7.4,0
MT,2036,200,4.5,0,0,0,3.2,0,0,633.1,0,0,252.6,0,40,114.1,0,2968.4,0,0,0,0,0,0,327,0,3449.2,121078,5376,0,0,0,11685,0,70080,0,0,0,367805,0,0,62903,0,13203815,0,0,0,0,0,0,579874,0,13267735,27690351,38918.1,38959.9,0.7,0.1,5.8,194.1,4912.9,10993.3,203.9,0,0,1.41,1.41,0.03,0,0.21,7.01,0.18,0.4,7.36,0
MT,2038,0,4.5,0,0,0,3.2,0,538.1,95,0,0,265.4,0,40,114.1,0,2968.4,0,0,0,0,0,0,327,0,3440.2,0,5301,0,0,0,11617,0,70080,3816273,0,0,389182,0,0,0,0,12503168,0,0,0,0,0,0,613584,0,13051605,30460810,368270.4,397770.5,424.4,61.7,4.6,1333.2,113856,353813.8,8035.5,1.8,0,12.09,13.06,13.93,2.03,0.15,43.77,3.74,11.62,263.8,0.06
MT,2040,0,4.5,0,0,0,3.2,0,538.1,95,0,0,278.1,0,40,114.1,0,2968.4,0,0,0,0,0,0,327,0,3243.5,0,6256,0,0,0,12924,0,70080,3816273,0,0,407834,0,0,0,0,13205104,0,0,0,0,0,0,605029,0,12484674,30608174,368270.4,397770.5,424.4,61.7,5.1,1333.2,113884.5,353843.4,8035.6,1.8,0,12.03,13,13.87,2.02,0.17,43.56,3.72,11.56,262.53,0.06
MT,2042,0,6,0,0,0,3.2,0,538.1,95,0,0,289.1,0,40,114.1,0,2968.4,0,0,0,0,0,0,329.8,0,3090.7,0,7414,0,0,0,11806,0,70080,3816273,0,0,423948,0,0,0,0,13205104,0,0,0,0,0,0,602760,0,11775764,29913149,368270.4,397770.5,424.4,61.7,4.7,1333.2,113861.1,353819.1,8035.5,1.8,0,12.31,13.3,14.19,2.06,0.16,44.57,3.81,11.83,268.63,0.06
MT,2044,0,7.3,0,0,0,3.2,0,538.1,95,0,0,301.9,0,40,114.1,0,2968.4,0,0,0,0,0,0,329.8,0,3080.6,0,9949,0,0,0,11617,0,70080,3816273,0,0,442742,0,0,62903,0,11832293,0,0,0,0,0,0,594356,0,11465368,28305581,407188.4,436730.4,425.1,61.8,5.8,1527.3,118453.2,364479.7,8239,1.8,0,14.39,15.43,15.02,2.18,0.2,53.96,4.18,12.88,291.07,0.07
MT,2046,0,5.2,0,0,0,3.2,0,538.1,95,0,0,313.6,0,40,114.1,0,2968.4,0,0,0,0,0,0,329.8,0,3239.5,0,5769,0,0,0,11617,0,70080,3816273,0,0,459921,0,0,62903,0,12407322,0,0,0,0,0,0,586086,0,11777954,29197925,407188.4,436730.4,425.1,61.8,5.8,1527.3,118453.2,364479.7,8239,1.8,0,13.95,14.96,14.56,2.12,0.2,52.31,4.06,12.48,282.18,0.06
MT,2048,0,3.9,0,0,0,3.2,0,538.1,95,0,0,328.2,0,40,114.1,0,2968.4,0,0,0,0,0,0,312.8,0,3151.6,0,5019,0,0,0,11617,0,70080,3816273,0,0,481249,0,0,62903,0,12185999,0,0,0,0,0,0,550922,0,11945920,29129982,407188.4,436730.4,425.1,61.8,5.8,1527.3,118453.2,364479.7,8239,1.8,0,13.98,14.99,14.59,2.12,0.2,52.43,4.07,12.51,282.84,0.06
MT,2050,0,3.9,0,0,0,3.2,0,538.1,95,0,0,345.9,0,40,114.1,0,2968.4,0,0,0,0,0,0,312.8,0,3577.7,0,4929,0,0,0,11806,0,70080,519743,0,0,507214,0,0,62903,0,12605006,0,0,0,0,0,0,543208,0,12304423,26629312,89073.3,93132.8,58.5,8.5,5.9,375.7,20379.6,59138.7,1298.2,0.3,0,3.34,3.5,2.2,0.32,0.22,14.11,0.77,2.22,48.75,0.01
NC,2022,9.8,0,0,0,0,135.8,0,0,10096,0,0,582.7,0,5719,5939.3,0,2088.3,5149.6,0,273.7,86,0,0,6581.5,0,208,790,0,0,0,0,410946,0,0,0,46343066,0,808086,0,38230409,4679765,0,5516781,41572850,0,21463,52595,0,0,12760218,0,597175,150994143,62441645.8,62823201.6,5546.6,792.2,21209.4,36696.8,3793210.7,9441012.2,189171.6,38.4,0,413.54,416.06,36.73,5.25,140.47,243.03,25.12,62.53,1252.84,0.25
NC,2024,9.8,0,0,0,0,135.8,0,0,9514,0,0,863.1,0,5719,6456.3,0,2088.3,5149.6,0,273.7,86,0,0,6681.5,0,208,684,0,0,0,0,381711,0,0,0,24527055,0,1298602,0,39598954,3221950,0,5517084,41572850,0,0,61768,0,0,13653790,0,593958,130428406,40517812.2,40727466.9,3071.9,432.6,11312.7,20866,3068671.1,7240673.1,139747.8,27.5,0,310.65,312.26,23.55,3.32,86.73,159.98,23.53,55.51,1071.45,0.21
NC,2026,11.9,0.8,0,0,0,135.8,0,0,8970,0,0,1188.9,0,5719,6456.3,0,2088.3,5149.6,0,273.7,86,0,0,7073.1,800,208,4874,2075,0,0,0,380895,0,0,0,18190745,0,1755830,0,39290841,3822434,0,5516779,41572850,0,0,139576,0,0,14074677,1446614,590741,126788932,34462873.6,34622469.1,2352.5,327.8,8419.7,16331.5,2901565.6,6699446,127221.1,24.5,0,271.81,273.07,18.55,2.59,66.41,128.81,22.89,52.84,1003.41,0.19
NC,2028,11.9,1220.1,0,0,0,135.8,0,0,8454,0,0,1619.4,0,5719,6456.3,0,2110.8,5149.6,0,273.7,86,0,0,10423.6,1600,208,3137,2566964,0,0,0,373844,0,0,0,3864031,0,1850397,0,32917326,5352983,0,5573373,41572850,0,0,117524,0,0,20055919,4825182,117330,119190860,19045137,19091222.6,714.6,90.8,1960.8,5841.4,2301103.2,4964789.3,89230.2,17,0,159.79,160.17,6,0.76,16.45,49.01,19.31,41.65,748.63,0.14
NC,2030,11.9,2649.2,397.5,0,0,135.8,0,0,8454,0,0,2258,0,5719,6456.3,0,2115.3,5149.6,0,97.7,86,0,0,15650.9,3837,208,7645,5143527,1094257,0,0,371573,0,0,0,2858864,0,1753091,0,28411932,6670822,0,5592975,41572850,0,0,132879,0,0,32517610,10781895,20503,136930424,17206268.7,17243591.2,585.7,72.8,1501.3,4951.3,2169345.7,4635264.4,82601.5,16.1,0,125.66,125.93,4.28,0.53,10.96,36.16,15.84,33.85,603.24,0.12
NC,2032,12.4,2738.9,642.9,0,0,135.8,0,0,8454,0,0,2956.4,0,5659,6416.3,0,2119.8,5149.6,0,97.7,86,0,0,16720.6,3837,208.1,10308,4022173,1241017,0,0,366173,0,0,0,1065537,0,4350203,0,25477176,3317298,0,5608811,41572850,0,0,156340,0,0,35806126,13474295,581594,137049901,12255638.2,12275707.2,326.6,37.9,678.2,3034.1,1734698.6,3584998.5,61963.9,13.8,0,89.42,89.57,2.38,0.28,4.95,22.14,12.66,26.16,452.13,0.1
NC,2034,713.7,2739.7,644,0,0,135.8,0,0,7714,0,0,3761.9,0,5619,8027.8,0,2124.3,5149.6,0,97.7,86,0,0,16724.8,3837,208.1,393330,3659015,1148507,0,0,365192,0,0,0,485374,0,5660476,0,23003643,4451389,0,5624407,41572850,0,0,116076,0,0,35662158,13401471,578546,136122433,11440461.2,11455833.5,258.1,28.1,421.5,2578.2,1686608,3459990.3,59386.3,13.4,0,84.05,84.16,1.9,0.21,3.1,18.94,12.39,25.42,436.27,0.1
NC,2036,1098.1,2881.6,644,0,0,88.8,0,0,7714,0,0,4502.7,0,5599,10200.8,0,2128.8,5149.6,0,97.7,86,0,0,16724.8,3837,714,806562,4437081,983538,0,0,363591,0,0,0,357181,0,6775235,0,21505576,5548491,0,5639851,41572850,0,0,95609,0,0,35166153,13264018,1944845,138460580,11387823.6,11402266.7,245,26.2,363.3,2501.5,1691419.5,3468141.7,59498.7,13.4,0,82.25,82.35,1.77,0.19,2.62,18.07,12.22,25.05,429.72,0.1
NC,2038,1479.6,2881.6,644,0,0,88.8,0,0,7714,0,0,4872.7,0,5599,11720,0,2133.3,5149.6,0,96.5,86,0,0,16724.8,3837,714,831328,4257887,936346,0,0,363413,0,0,0,357181,0,7331818,0,22975217,7282207,0,5655371,41572850,0,0,95609,0,0,34676493,13257657,2310164,141903540,12944913,12961032.1,274.4,29.1,376.5,2821,1875365.5,3894926.5,67641.4,14.1,0,91.22,91.34,1.93,0.21,2.65,19.88,13.22,27.45,476.67,0.1
NC,2040,1479.8,3468.8,644,0,0,88.8,0,0,7714,0,0,5258.9,0,5599,11720,0,2133.3,5149.6,0,96.5,86,0,0,17261.4,3837,1319,1019144,5511636,1103432,0,0,378593,0,0,0,0,0,7912726,0,36000393,0,0,5654543,41572850,0,0,57631,0,0,35378739,12948999,3897069,151435754,13175037.6,13189210.9,248.2,24.8,243,2701.9,1930142.9,4013650.6,69786.5,14.2,0,87,87.09,1.64,0.16,1.6,17.84,12.75,26.5,460.83,0.09
NC,2042,1538.3,3735.2,644,497,0,88.8,0,0,7335,0,0,5645.2,0,5948.8,11720,0,2133.3,5149.6,0,78.5,86,0,0,19392,3837,1889,1073915,5625628,1141601,1552533,0,376716,0,0,0,0,0,8493563,0,36184836,0,0,5654678,41572850,0,0,81515,0,0,39206991,13054112,6043856,160062794,13206451.8,13220659.5,248.8,24.9,242.4,2708.5,1933854,4022340.7,69953.5,14.2,0,82.51,82.6,1.55,0.16,1.51,16.92,12.08,25.13,437.04,0.09
NC,2044,2140.5,3885.3,644,526.8,0,88.8,0,0,6009,0,0,6055.6,0,5883.8,13374.1,0,2133.3,5149.6,0,78.5,86,0,0,22107.1,3837,1897.3,1193031,6306704,1208808,1284813,0,366377,0,0,0,0,0,9110768,0,33339125,1792023,0,5655447,41572850,0,0,95609,0,0,44945708,13042924,6321473,166235660,13206470.6,13220679.3,248.8,24.9,237.3,2708.7,1933622.4,4022243.2,69958,14.2,0,79.44,79.53,1.5,0.15,1.43,16.29,11.63,24.2,420.84,0.09
NC,2046,3840.3,3033.1,1280.5,526.8,0,88.8,0,0,5349,0,0,6439.7,0,5718.8,15252.3,0,2133.3,5149.6,0,78.5,86,0,0,23952.1,3837,2214.6,1839335,4366625,3380796,1269094,0,375915,0,0,0,0,0,9688314,0,31395625,912841,0,5655447,41572850,0,0,96862,0,0,50430298,12949972,7089573,171023547,11966229.2,11979103.2,225.4,22.5,231.4,2454.2,1787440.1,3682676.6,63473.5,13.6,0,69.97,70.04,1.32,0.13,1.35,14.35,10.45,21.53,371.14,0.08
NC,2048,4042.7,5836.7,1121.6,1597.2,0,88.8,0,0,4655,0,0,6805.8,0,6137.2,16114.5,0,2133.3,4204.6,0,78.5,86,0,0,29524.4,3837,2701.3,2519128,8994690,2159535,4520444,0,372129,0,0,0,0,0,10239097,0,38754991,3742096,0,5655447,33936900,0,0,119910,0,0,63329232,12543387,8623947,195510933,16324887,16342451.9,307.6,30.8,266.8,3348.5,2235016.1,4804507.2,86096.3,14,0,83.5,83.59,1.57,0.16,1.36,17.13,11.43,24.57,440.37,0.07
NC,2050,5182.5,5835.9,2776.5,1885,0,88.8,0,0,2435,0,0,7253.2,0,6137.2,15243.5,0,2133.3,3591.5,0,76.5,86,0,0,33799.1,3837,2701.3,2905892,8077809,6700873,5342336,0,377700,0,0,0,78396,0,10912231,0,37414225,741998,0,5655447,28983667,0,0,104349,0,0,74750897,12718487,8351967,203116272,14115701.5,14131368.8,272.6,27.6,282,2931.5,1924578.3,4139705.6,74222.8,12,0,69.5,69.57,1.34,0.14,1.39,14.43,9.48,20.38,365.42,0.06
ND,2022,0,0,0,0,0,0,0,0,2679,0,0,64.8,0,5.3,560.8,0,510,0,0,152.8,0,0,0,0,0,4577.9,0,0,0,0,0,0,0,7345155,0,17887457,0,89881,0,5659,665257,0,1960193,0,0,47819,0,0,0,0,0,15350454,43351876,21504670.5,21673947.9,2436.3,354.1,25606.6,22474.1,702661.7,2140196.7,48141.2,10.7,0,496.05,499.95,56.2,8.17,590.67,518.41,16.21,49.37,1110.47,0.25
ND,2024,0,0,0,0,0,0,0,0,2679,0,0,81,0,5.3,453.1,0,510,0,0,148.8,0,0,0,0,0,4727.9,0,0,0,0,0,0,0,7329720,0,8607021,0,113049,0,5659,409194,0,1960193,0,0,0,0,0,0,0,0,16874820,35299655,10359059.9,10440296.3,1169.5,169.9,12227.1,10668.3,340840.6,1037975.2,23346.8,5.1,0,293.46,295.76,33.13,4.81,346.38,302.22,9.66,29.4,661.39,0.15
ND,2026,0,0,0,0,0,0,0,0,2679,0,0,102.8,0,5.3,453.1,0,559,0,0,128.3,0,0,0,0,0,6383.8,0,0,0,0,0,0,0,6816700,0,4082561,0,143404,0,0,409194,0,2148525,0,0,0,0,0,0,0,0,23755193,37355577,5026484.8,5065040.8,555.5,80.6,5783.6,5060,176242,525802.8,11707.5,2.5,0,134.56,135.59,14.87,2.16,154.83,135.46,4.72,14.08,313.41,0.07
ND,2028,0,0.2,0,0,0,0,0,0,2679,0,0,133.7,0,5.3,453.1,0,559,0,0,107.1,0,0,0,13.3,0,7447.8,0,557,0,0,0,0,0,8546105,0,1318484,0,186489,0,0,310184,0,2147194,0,0,0,0,0,0,27745,0,28381069,40917827,1730071.1,1742641.2,181.5,26.2,1869.3,1646.9,69478.7,198964.4,4337.4,0.8,0,42.28,42.59,4.43,0.64,45.69,40.25,1.7,4.86,106,0.02
ND,2030,0,112.5,0,0,0,0,0,0,2679,0,0,180.8,0,5.3,453.1,0,559,0,0,103.1,0,0,0,453.8,0,8069.3,0,311282,0,0,0,0,0,10187965,0,1781029,0,252047,0,0,129234,0,2148525,0,0,0,0,0,0,964967,0,29957329,45732378,2148582.2,2165251.9,240.1,34.9,2504.9,2188.4,72953.7,219896.7,4921.3,1.1,0,46.98,47.35,5.25,0.76,54.77,47.85,1.6,4.81,107.61,0.02
ND,2032,0,112.5,24.3,0,0,0,0,0,2679,0,0,221.8,0,5.3,453.1,0,559,0,0,103.1,0,0,0,453.8,0,8119.5,0,170864,80884,0,0,0,0,10186675,0,1672871,0,309126,0,0,0,0,2148525,0,0,0,0,0,0,951460,0,30097922,45618328,1947608.9,1963203.8,224.4,32.6,2354.5,2049.2,60022.7,186867.5,4247.7,1,0,42.69,43.04,4.92,0.72,51.61,44.92,1.32,4.1,93.11,0.02
ND,2034,0,112.5,62.8,0,0,0,0,0,2679,0,0,249.5,0,5.3,453.1,0,559,0,0,103.1,0,0,0,453.8,0,8140.8,0,181288,150098,0,0,0,0,10183915,0,1469970,0,347612,0,0,0,0,2148470,0,0,0,0,0,0,938238,0,30930724,46350315,1707345,1721016,196.7,28.6,2064.1,1796.4,52618.1,163814.9,3723.7,0.8,0,36.84,37.13,4.24,0.62,44.53,38.76,1.14,3.53,80.34,0.02
ND,2036,0,112.5,564.8,0,0,0,0,0,2679,0,0,251.4,0,5.3,453.1,0,559,0,0,103.1,0,0,0,1937.1,0,8691.1,0,155388,1699730,0,0,0,0,10508075,0,1427901,0,257318,0,0,0,0,2143624,0,0,0,0,0,0,4146269,0,31312617,51650922,1661144.4,1674445.5,191.4,27.8,2008.2,1747.8,51194.4,159382.5,3622.9,0.8,0,32.16,32.42,3.7,0.54,38.88,33.84,0.99,3.09,70.14,0.02
ND,2038,0,238,564.8,0,0,0,0,0,2679,0,0,253.6,0,5.3,453.1,0,559,0,0,103.1,0,0,0,2018.7,0,8961.1,0,566538,1081628,0,0,0,0,10311300,0,1232113,0,353370,0,0,0,0,2139080,0,0,0,0,0,0,4271290,0,33047355,53002674,1432975.6,1444449.8,165.1,24,1732.4,1507.7,44162.8,137491,3125.3,0.7,0,27.04,27.25,3.11,0.45,32.68,28.45,0.83,2.59,58.97,0.01
ND,2040,0,393.7,564.8,0,0,0,0,0,2679,0,0,256.1,0,5.3,453.1,0,559,0,0,103.1,0,0,0,3430.2,0,10506.6,0,780108,1063357,0,0,0,0,10478050,0,919053,0,330285,0,0,0,0,2147194,0,0,0,0,0,0,7147350,0,40269625,63135023,1069861.8,1078428.3,123.2,17.9,1293.4,1125.7,32971.3,102649,2333.3,0.5,0,16.95,17.08,1.95,0.28,20.49,17.83,0.52,1.63,36.96,0.01
ND,2042,0,393.7,882.9,0,0,0,0,0,2458,0,0,258.8,0,5.3,453.1,0,559,0,0,103.1,0,0,0,4040.7,0,11458.2,0,387725,2121044,0,0,0,0,10478050,0,442948,0,298362,0,0,0,0,2146555,0,0,0,0,0,0,8346032,0,44731135,68951851,512269,516370.4,59,8.6,619.2,538.9,15785.7,49145.2,1117.1,0.3,0,7.43,7.49,0.86,0.12,8.98,7.82,0.23,0.71,16.2,0
ND,2044,0,393.5,882.9,0,0,0,0,0,2458,0,0,261.8,0,5.3,453.1,0,559,0,0,103.1,0,0,0,4040.7,0,12544.6,0,360078,1251348,0,0,0,0,10478050,0,1184786,0,301635,0,0,0,0,1659794,0,0,0,0,0,0,8255164,0,46686465,70177319,1372845.6,1383838.3,158.1,23,1659.7,1444.5,42309.5,131721.2,2994.2,0.7,0,19.56,19.72,2.25,0.33,23.65,20.58,0.6,1.88,42.67,0.01
ND,2046,0,281.2,882.9,0,0,0,0,0,2178.1,0,0,265.1,0,5.3,453.1,0,559,0,0,103.1,0,0,0,4872.7,0,13679.6,0,338939,1297875,0,0,0,0,10478050,0,883551,0,311820,0,0,0,0,1659794,0,0,0,0,0,0,9069251,0,54871288,78910568,1023290.3,1031483.8,117.9,17.1,1237.1,1076.6,31535.6,98179.3,2231.7,0.5,0,12.97,13.07,1.49,0.22,15.68,13.64,0.4,1.24,28.28,0.01
ND,2048,0,281.2,858.6,0,0,0,0,0,2178.1,0,0,270.9,0,5.3,453.1,0,559,0,0,103.1,0,0,0,5283.2,0,15180.4,0,272840,1364765,0,0,0,0,9378965,0,520000,0,311972,0,0,0,0,1751730,0,0,0,0,0,0,9850971,0,60050520,83501763,601380,606194.9,69.3,10.1,726.9,632.7,18531.6,57694.2,1311.4,0.3,0,7.2,7.26,0.83,0.12,8.71,7.58,0.22,0.69,15.71,0
ND,2050,0,281.2,820.1,0,0,0,0,0,1733.1,0,0,277.2,0,5.3,453.1,0,559,0,0,103.1,0,0,0,6165,0,16125.7,0,268573,1158603,0,0,0,0,10478050,0,241482,0,319168,0,0,0,0,1753694,0,0,0,0,0,0,11368146,0,64233397,89821112,279273.9,281509.9,32.2,4.7,337.6,293.8,8605.9,26792.5,609,0.1,0,3.11,3.13,0.36,0.05,3.76,3.27,0.1,0.3,6.78,0
NE,2022,0.2,0,0,0,0,11,0,0,3777.6,0,0,61.3,0,338.5,1259.8,0,280.9,770,0,707.8,0,0,0,100.7,0,3707.9,567,0,0,0,0,50438,0,0,0,20352990,0,27907,0,379913,727939,0,1186917,6150340,0,503992,0,0,0,156334,0,12406348,41943684,22032330,22202162.4,2441.5,355.6,41068.2,21883.9,849909.4,2358172.2,50493.4,13,0,525.28,529.33,58.21,8.48,979.13,521.74,20.26,56.22,1203.84,0.31
NE,2024,0.2,0,0,0,0,11,0,0,3777.6,0,0,74,0,338.5,1835.7,0,280.9,770,0,18,0,0,0,3768,0,10034.1,8,0,0,0,0,50438,0,0,0,8177390,0,102976,0,298206,741209,0,1186917,6150340,0,6469,0,0,0,9284748,0,40920882,66919583,8914233.6,8981430.8,968.7,140.4,16173.7,7458.7,383377.1,1023033.1,21413.2,5.6,0,133.21,134.21,14.48,2.1,241.69,111.46,5.73,15.29,319.98,0.08
NE,2026,0.2,0,0,0,0,11,0,0,3777.6,0,0,92.7,0,338.5,1825.2,0,280.9,770,0,18,0,0,0,4049.1,0,11291.6,38,0,0,0,0,48932,0,0,0,7147825,0,113125,0,177716,1298416,0,1186878,6150340,0,4783,0,0,0,9847570,0,46328609,72304231,8138892.6,8198105.6,854.7,123.6,14170.8,6772.6,381676.5,994117.3,20503.7,5.2,0,112.56,113.38,11.82,1.71,195.99,93.67,5.28,13.75,283.58,0.07
NE,2028,0.2,249.1,0,0,0,11,0,0,3756.6,0,0,127.4,0,338.5,1641.4,0,280.9,770,0,18,0,0,0,4058.1,0,11343.9,39,183995,0,0,0,44206,0,0,0,4670598,0,173857,0,36249,978341,0,1186917,5998652,0,1285,0,0,0,9737765,0,45319364,68331266,5366681.3,5405500,560.5,81,9285.5,4449.3,271783.3,680009.4,13663.6,3.8,0,78.54,79.11,8.2,1.19,135.89,65.11,3.98,9.95,199.96,0.06
NE,2030,181.6,249.1,0,0,0,11,0,0,3756.6,0,0,186.4,0,338.5,1509,0,280.9,770,0,13,0,0,0,4064.9,0,11343.9,168679,172439,0,0,0,40592,0,0,0,3904527,0,224296,0,0,835543,0,1186795,5249691,0,0,0,0,0,9612532,0,43275227,64670320,4487133,4519627.7,469.2,67.8,7775.7,3713.1,228858.2,569887.1,11414,3.3,0,69.38,69.89,7.25,1.05,120.24,57.42,3.54,8.81,176.5,0.05
NE,2032,181.6,249.1,37.1,0,0,11,0,0,3756.6,0,0,249.5,0,338.5,1508.2,0,280.9,770,0,12,0,0,0,4065.1,0,11343.9,170408,240909,54758,0,0,42111,0,0,0,4011313,0,316243,0,0,0,0,1186669,5249691,0,0,0,0,0,9481625,0,41833115,62586843,4101289.9,4134128.9,472.4,68.7,7985.2,3438.5,173736.5,444613,9061.4,3.1,0,65.53,66.05,7.55,1.1,127.59,54.94,2.78,7.1,144.78,0.05
NE,2034,181.6,267.7,43.8,0,0,11,0,0,3756.6,0,0,313.9,0,338.5,1502.4,0,280.9,0,0,12,0,0,0,4065.1,0,11343.9,225567,230413,21063,0,0,42193,0,0,0,4178988,0,479311,0,0,0,0,1186834,0,0,0,0,0,0,9360353,0,40215436,55940157,4270735.9,4304931.8,492,71.6,8314.5,3580.6,132787.4,410971.1,9315.6,2.1,0,76.34,76.96,8.79,1.28,148.63,64.01,2.37,7.35,166.53,0.04
NE,2036,181.6,466.3,43.8,0,0,11,0,0,3652.6,0,0,364.2,0,338.5,1502.4,0,280.9,0,0,12,0,0,0,4317.8,0,11711.9,226166,387560,21426,0,0,39868,0,0,0,3903500,0,555923,0,0,0,0,1186830,0,0,0,0,0,0,9880494,0,41420851,57622618,3994133.1,4026114.3,460.1,66.9,7776,3348.7,124186.4,384353.8,8712.3,2,0,69.32,69.87,7.98,1.16,134.95,58.11,2.16,6.67,151.19,0.03
NE,2038,181.4,468.5,73.1,0,0,11,0,0,3532.5,0,0,415.5,0,338.5,1494.2,0,280.9,0,0,12,0,0,0,4401.2,0,11771.3,179920,460726,82772,0,0,39437,0,0,0,3107392,0,634085,0,0,0,0,1186669,0,0,0,0,0,0,9957952,0,41531798,57180750,3175735.5,3201164,365.8,53.2,6185.9,2662.5,98956.7,305825.4,6927.4,1.6,0,55.54,55.98,6.4,0.93,108.18,46.56,1.73,5.35,121.15,0.03
NE,2040,181.4,475.2,73.1,0,0,11,0,0,3417.5,0,0,468.5,0,338.5,1494.2,0,280.9,0,0,12,0,0,0,4462.7,0,11799.3,182440,480282,56454,0,0,41867,0,0,0,2831452,0,714688,0,0,0,0,1186834,0,0,0,0,0,0,9980147,0,41885554,57359718,2893577.4,2916746.8,333.3,48.5,5638.9,2426,90337.2,278833.9,6312.2,1.4,0,50.45,50.85,5.81,0.85,98.31,42.29,1.57,4.86,110.05,0.03
NE,2042,364.4,738.7,73.1,0,0,11,0,0,3335.5,0,0,522.1,0,338.5,1489,0,280.9,0,0,12,0,0,0,4791.1,0,11616.1,161014,859096,51335,0,0,41333,0,0,0,2834601,0,769732,0,0,0,0,1186834,0,0,0,0,0,0,10635852,0,40267666,56807462,2897402.5,2920602.6,333.8,48.5,5646.1,2429.2,90439.7,279185.6,6320.5,1.4,0,51,51.41,5.88,0.85,99.39,42.76,1.59,4.91,111.26,0.03
NE,2044,486.7,687.7,73.1,0,0,11,0,0,3119.3,0,0,583.1,0,338.5,1656.9,0,280.9,0,0,12,0,0,0,5004.4,0,11503.1,293613,825419,46060,0,0,33209,0,0,0,2806645,0,888722,0,0,0,0,1185938,0,0,0,0,0,0,11171051,0,40002555,57253212,2869993.9,2892974.7,330.6,48.1,5589,2406.3,89329.2,276281.3,6260.5,1.4,0,50.13,50.53,5.77,0.84,97.62,42.03,1.56,4.83,109.35,0.02
NE,2046,307.5,687.7,74.2,0,0,11,0,0,3042.3,0,0,627.3,0,338.5,1720.5,0,280.9,0,0,8.6,0,0,0,5001.3,0,11341.7,338794,721715,64162,0,0,32523,0,0,0,2652281,0,955750,0,0,0,0,1186214,0,0,0,0,0,0,11011818,0,39683421,56646677,2710899.5,2732606.4,312.3,45.4,5279.5,2272.9,84403.4,260993.1,5913.5,1.3,0,47.86,48.24,5.51,0.8,93.2,40.12,1.49,4.61,104.39,0.02
NE,2048,404.5,687.7,37.1,0,0,11,0,0,3042.3,0,0,702.9,0,338.5,1734.7,0,280.9,0,0,8.6,0,0,0,4989.6,0,11471.5,407548,658312,43243,0,0,32000,0,0,0,2490983,0,1070639,0,0,0,0,1186214,0,0,0,0,0,0,10836050,0,38376438,55101426,2544279.4,2564652,293.1,42.6,4955.6,2133.2,79255.3,244992.1,5550,1.3,0,46.17,46.54,5.32,0.77,89.94,38.71,1.44,4.45,100.72,0.02
NE,2050,504.1,877.9,30.4,158.1,0,11,0,0,3042.3,0,0,766.1,0,338.5,1884.6,0,280.9,0,0,8.6,0,0,0,5470,0,10953.8,382906,1140327,33669,389536,0,31664,0,0,0,2669046,0,1113766,0,0,0,0,1186917,0,0,0,0,0,0,11963993,0,36907758,55819582,2728387.5,2750234.3,314.3,45.7,5313.1,2287.5,84918.4,262646,5951.6,1.4,0,48.88,49.27,5.63,0.82,95.18,40.98,1.52,4.71,106.62,0.02
