Fuel,st_id,cnt_id,Annual_generation,Nox_emissions,SO2_emissions,Latitude,Longitude
WIND,27,081,5308,,,44.24,-96.23
GAS,27,007,110461,85.19,0.34,47.54,-95.13
WIND,27,063,38230,,,43.59,-95.38
OIL,27,127,427,6.79,0.59,44.53,-95.11
GAS,27,053,914,0.37,0.51,44.98,-93.25
COAL,27,129,16862,9.9,25.64,44.8,-95.18
WIND,27,081,5308,,,44.24,-96.24
SOLAR,27,067,3525,,,44.94,-94.85
OIL,27,045,371,5.89,0.5,43.69,-92.39
OIL,27,015,0,,,44.24,-94.98
BIOMASS,27,085,15854,0,3.36,44.82,-94.25
OIL,27,165,101,1.33,0.13,43.99,-94.62
BIOMASS,27,123,154204,61.5,10.46,44.94,-93.1
OIL,27,019,1994,39.52,2.1,44.91,-93.82
OIL,27,169,101,1.45,0.13,43.97,-92.06
SOLAR,27,169,3491,,,43.98,-92.03
HYDRO,27,145,38897,,,45.55,-94.15
SOLAR,27,145,9261,,,45.48,-94.12
OIL,27,131,319,12.29,1.12,44.46,-93.18
WIND,27,131,2479,,,44.46,-93.19
SOLAR,27,053,3093,,,44.88,-93.21
SOLAR,27,037,1298,,,44.89,-93.03
WIND,27,117,4810,,,44.03,-96.43
SOLAR,27,121,1812,,,45.65,-95.53
SOLAR,27,145,1486,,,45.62,-94.49
SOLAR,27,145,2285,,,45.65,-94.56
OIL,27,149,20,0.53,0.05,45.59,-95.9
SOLAR,27,009,2065,,,45.66,-93.94
SOLAR,27,085,970,,,44.73,-94.5
SOLAR,27,169,266,,,44.04,-91.77
WIND,27,117,351601,,,44.1,-96.13
SOLAR,27,131,1817,,,44.25,-93.27
SOLAR,27,121,1824,,,45.66,-95.53
SOLAR,27,009,1446,,,45.63,-94.05
WIND,27,081,4476,,,44.43,-96.44
SOLAR,27,037,8719,,,44.66,-93.11
SOLAR,27,131,5426,,,44.17,-93.35
SOLAR,27,025,8120,,,45.47,-92.89
WIND,27,105,2587,,,43.58,-95.78
SOLAR,27,009,1604,,,45.68,-93.92
SOLAR,27,121,366,,,45.72,-95.27
HYDRO,27,021,8943,,,46.31,-94.38
SOLAR,27,023,1940,,,44.96,-95.36
SOLAR,27,039,1904,,,44.04,-92.88
SOLAR,27,067,1860,,,44.93,-95.19
SOLAR,27,049,505,,,44.28,-92.68
COAL,27,031,0,,,47.53,-90.91
WIND,27,137,55178,,,47.57,-92.59
SOLAR,27,171,12666,,,45.21,-93.88
SOLAR,27,023,5087,,,44.95,-95.69
SOLAR,27,025,8543,,,45.39,-92.68
WIND,27,117,3317,,,43.99,-96.22
HYDRO,27,113,1193,0.15,0.01,48.11,-96.18
HYDRO,27,017,184660,,,46.66,-92.33
OIL,27,037,625,8.19,0.75,44.82,-93.12
OIL,27,037,28,0.37,0.03,44.82,-93.11
OIL,27,037,168,2.57,0.24,44.83,-93.12
SOLAR,27,141,9358,,,45.44,-94.04
WIND,27,117,3317,,,43.98,-96.22
WIND,27,091,352434,,,43.79,-94.85
OIL,27,091,15,0.21,0.02,43.83,-94.44
WIND,27,081,4476,,,44.42,-96.43
SOLAR,27,109,2096,,,44.03,-92.67
HYDRO,27,123,76606,,,44.92,-93.2
WIND,27,081,5308,,,44.23,-96.28
WIND,27,117,11823,,,43.98,-96.43
WIND,27,149,5009,,,45.59,-95.88
SOLAR,27,131,1517,,,44.47,-93.14
GAS,27,053,174490,283.22,3.08,44.98,-93.24
SOLAR,27,037,8380,,,44.67,-93.08
SOLAR,27,047,1960,,,43.84,-93.39
SOLAR,27,127,1805,,,44.41,-95.01
SOLAR,27,141,2185,,,45.32,-93.76
SOLAR,27,169,2114,,,44.11,-91.84
SOLAR,27,145,2108,,,45.68,-94.21
SOLAR,27,027,1980,,,46.98,-96.5
SOLAR,27,147,2282,,,44.12,-93.27
SOLAR,27,131,1943,,,44.53,-93.35
SOLAR,27,129,2147,,,44.79,-95.1
SOLAR,27,025,1993,,,45.35,-92.92
SOLAR,27,023,1954,,,44.99,-95.77
SOLAR,27,127,2099,,,44.45,-94.93
SOLAR,27,129,72,,,44.8,-95.1
SOLAR,27,127,1798,,,44.42,-94.93
SOLAR,27,025,2041,,,45.49,-92.9
SOLAR,27,019,1979,,,44.82,-93.79
SOLAR,27,019,2202,,,44.72,-93.79
SOLAR,27,103,2023,,,44.27,-94.21
SOLAR,27,025,2001,,,45.44,-92.94
SOLAR,27,049,1131,,,44.24,-92.67
SOLAR,27,019,2161,,,44.7,-93.79
SOLAR,27,141,2139,,,45.52,-94.11
SOLAR,27,027,2066,,,47.02,-96.48
SOLAR,27,027,2145,,,47,-96.5
SOLAR,27,131,1984,,,44.46,-93.12
SOLAR,27,027,2128,,,47.03,-96.5
SOLAR,27,009,2159,,,45.64,-94.05
SOLAR,27,009,2194,,,45.62,-94.06
SOLAR,27,083,2065,,,44.22,-95.69
SOLAR,27,019,2205,,,44.85,-93.85
SOLAR,27,025,1986,,,45.47,-92.87
SOLAR,27,027,2155,,,46.98,-96.5
SOLAR,27,019,2247,,,44.84,-93.89
SOLAR,27,009,2104,,,45.63,-94.05
SOLAR,27,145,2025,,,45.67,-94.75
SOLAR,27,145,1929,,,45.44,-94.64
SOLAR,27,121,1896,,,45.5,-95.14
SOLAR,27,025,2042,,,45.46,-92.9
SOLAR,27,025,2091,,,45.47,-92.89
SOLAR,27,023,2262,,,44.93,-95.25
SOLAR,27,009,2209,,,45.64,-94.04
SOLAR,27,025,2021,,,45.44,-92.92
SOLAR,27,025,2077,,,45.49,-92.84
SOLAR,27,009,2107,,,45.59,-94.14
SOLAR,27,163,1833,,,45.23,-92.89
SOLAR,27,047,2202,,,43.83,-93.43
SOLAR,27,127,1523,,,44.41,-94.99
SOLAR,27,025,1907,,,45.49,-92.81
SOLAR,27,093,2101,,,45.14,-94.74
SOLAR,27,127,1875,,,44.43,-94.93
SOLAR,27,121,2003,,,45.5,-95.16
SOLAR,27,079,206,,,44.22,-93.58
SOLAR,27,079,162,,,44.2,-93.58
SOLAR,27,131,2163,,,44.53,-93.4
SOLAR,27,019,1775,,,44.68,-93.77
SOLAR,27,141,2086,,,45.52,-94.13
SOLAR,27,049,63,,,44.39,-92.61
WIND,27,101,24604,,,43.9,-96.02
SOLAR,27,121,9057,,,45.38,-95.2
SOLAR,27,037,4886,,,44.6,-93.14
SOLAR,27,131,1636,,,44.53,-93.37
WIND,27,101,30036,,,43.98,-96.01
COAL,27,137,0,68.09,98.74,47.52,-92.54
SOLAR,27,157,4937,,,44.37,-92.02
SOLAR,27,157,1459,,,44.36,-92.02
SOLAR,27,145,5338,,,45.47,-94.41
SOLAR,27,131,8935,,,44.24,-93.28
WIND,27,099,262114,,,43.8,-92.68
SOLAR,27,131,4303,,,44.23,-93.4
SOLAR,27,161,15952,,,44.09,-93.53
SOLAR,27,161,9780,,,44.05,-93.39
BIOMASS,27,109,2684,37.37,0.06,44.06,-92.47
SOLAR,27,131,5251,,,44.48,-93.2
SOLAR,27,079,6563,,,44.2,-93.57
SOLAR,27,171,9313,,,45.06,-93.98
WIND,27,149,4336,,,45.59,-95.88
SOLAR,27,131,8708,,,44.53,-93.41
WIND,27,091,4587,,,43.68,-94.59
GAS,27,043,435,4.22,0.01,43.74,-93.72
SOLAR,27,131,9818,,,44.27,-93.31
OIL,27,037,273,3.85,0.35,44.83,-93.11
OIL,27,037,314,4.89,0.45,44.83,-93.12
SOLAR,27,019,14545,,,44.79,-93.9
OIL,27,033,18,0.3,0.03,44.04,-95.44
SOLAR,27,067,2080,,,44.94,-94.9
WIND,27,117,1658,,,43.99,-96.22
GAS,27,109,55548,603.63,0.76,44.04,-92.55
WIND,27,067,5832,,,45.12,-95.05
OIL,27,067,52,1.05,0.1,45.13,-95.03
OIL,27,067,48,0.95,0.09,45.11,-95.08
BIOMASS,27,013,96200,380.94,13.62,44.2,-94
WIND,27,117,4043,,,44.02,-96.08
OIL,27,033,69,0.63,0.06,43.87,-95.11
WIND,27,033,28763,,,43.96,-95.13
SOLAR,27,161,2076,,,44.11,-93.51
SOLAR,27,169,1706,,,43.86,-91.32
WIND,27,169,,,,44.11,-91.92
SOLAR,27,169,1160,,,44.12,-91.9
WIND,27,081,5308,,,44.21,-96.2
HYDRO,27,075,9598,,,47.93,-91.76
WIND,27,105,2587,,,43.58,-95.78
SOLAR,27,121,1715,,,45.64,-95.53
SOLAR,27,163,4396,,,44.88,-92.97
WIND,27,117,33983,,,43.99,-96.08
WIND,27,105,10896,2.62,0.24,43.63,-95.61
SOLAR,27,171,6009,,,45.18,-93.73
SOLAR,27,171,8783,,,45.26,-93.79
SOLAR,27,171,7864,,,45.22,-93.72
SOLAR,27,025,8383,,,45.35,-92.95
SOLAR,27,049,1684,,,44.32,-92.67
SOLAR,27,039,1683,,,44.05,-92.76
BIOMASS,29,051,22422,0,3.86,38.55,-92.04
GAS,29,510,43680.62,18.34,0.36,38.6,-90.21
WIND,29,005,651137,,,40.53,-95.35
GAS,29,007,42141,6.29,0.15,39.31,-91.54
BIOMASS,29,229,15164,0,1.92,37.23,-92.45
WIND,29,075,104601,,,40.1,-94.49
OIL,29,013,296,1.56,0.15,38.26,-94.34
SOLAR,29,013,4196,,,38.27,-94.35
NUCLEAR,29,027,4292433,,,38.76,-91.78
GAS,29,033,0,,,39.35,-93.5
OIL,29,097,3016,54.57,4.92,37.18,-94.3
GAS,29,117,3233,22.07,5.88,39.78,-93.56
SOLAR,29,117,4253,,,39.79,-93.54
GAS,29,091,2466,0,0,36.75,-91.87
HYDRO,29,173,182416,,,39.52,-91.64
WIND,29,147,748161,,,40.37,-94.89
GAS,29,019,41647,0,0,38.96,-92.32
GAS,29,019,23492,8.05,0.09,39.02,-92.26
WIND,29,147,96097,,,40.26,-94.67
WIND,29,005,89884,,,40.45,-95.47
OTHF,29,077,2,,,37.14,-93.32
GAS,29,037,1780648,105.68,3.92,38.79,-94.3
SOLAR,29,039,4455,,,37.86,-94
OIL,29,187,58,0.96,0.09,37.78,-90.42
GAS,29,097,230947,281.97,2.79,37.14,-94.1
GAS,29,207,35810,20.36,0.12,36.87,-89.84
OIL,29,051,3243,29.2,12.17,38.59,-92.22
WIND,29,005,204009,,,40.58,-95.52
SOLAR,29,187,4011,,,37.76,-90.43
OIL,29,089,,,,39.14,-92.68
GAS,29,123,11738,16.85,0.17,37.57,-90.32
GAS,29,027,291,0.95,0.01,38.87,-91.95
OIL,29,061,0,,,39.92,-93.95
GAS,29,095,35308,16.52,0.32,39.11,-94.58
GAS,29,095,42918,233.34,74.31,38.86,-94.3
OIL,29,127,15,0.11,0.01,39.68,-91.4
OIL,29,127,0,,,39.7,-91.37
OIL,29,127,1,0.01,0,39.72,-91.37
HYDRO,29,015,-3692,,,38.26,-93.41
COAL,29,095,2852596,967.12,1221.77,39.13,-94.48
GAS,29,107,13065,71.86,0.07,39.07,-93.71
SOLAR,29,107,4249,,,39,-93.73
WIND,29,197,801244,,,40.4,-92.52
GAS,29,101,94365,22.85,0.39,38.75,-94
COAL,29,165,7851566,1978.03,653.18,39.45,-94.98
SOLAR,29,510,397,,,38.63,-90.25
SOLAR,29,095,14704,,,39.04,-94.27
SOLAR,29,095,4863,,,39.12,-94.29
OIL,29,031,140,10.22,0.92,37.38,-89.66
OIL,29,095,1879,20.02,6.93,39.09,-94.41
GAS,29,077,104206,116.76,0.62,37.11,-93.26
COAL,29,077,2478117,1111.26,2497.96,37.15,-93.39
GAS,29,045,17,0.3,0.03,40.42,-91.72
OTHF,29,095,0,,,39.04,-94.57
GAS,29,069,1898,29.36,0.03,36.23,-90.05
WIND,29,109,361852,,,37.27,-94.05
OIL,29,121,9,0.14,0.01,40.02,-92.49
COAL,29,071,16608055,7935.08,41927.82,38.56,-90.84
GAS,29,021,9549,1.44,0.02,39.72,-94.88
SOLAR,29,105,4092,,,37.67,-92.67
WIND,29,005,6758,,,40.41,-95.54
WIND,29,063,387840,,,39.98,-94.52
OIL,29,121,0,,,39.74,-92.47
GAS,29,121,89078,70.81,0.78,39.75,-92.38
SOLAR,29,121,3834,,,39.76,-92.46
OIL,29,069,264,4.3,0.39,36.55,-89.97
OIL,29,115,6,0.1,0.01,39.72,-92.95
GAS,29,195,9925,25.12,0.39,39.12,-93.21
SOLAR,29,195,4066,,,39.09,-93.21
OIL,29,019,0,,,38.96,-92.38
GAS,29,077,42997,27.29,0.15,37.25,-93.17
OIL,29,199,,,,40.46,-92.18
COAL,29,189,544834.21,496.2,1539.09,38.4,-90.34
OIL,29,007,1501,21.72,9.05,39.15,-91.83
GAS,29,007,66838,52.6,0.54,39.25,-91.64
OIL,29,175,2103,28.27,11.78,39.42,-92.48
OIL,29,051,4407,42.15,17.56,38.56,-92.1
BIOMASS,29,019,194096.17,101.99,207.26,38.95,-92.33
OIL,29,217,1300,16.73,5.81,37.85,-94.34
COAL,29,143,5649269,15989.44,10485.59,36.51,-89.56
HYDRO,29,029,2714,,,37.94,-92.85
SOLAR,29,043,14419,,,37.04,-93.34
BIOMASS,29,077,12573,0,2.14,37.38,-93.35
GAS,29,147,12718,6.5,0.05,40.29,-94.79
WIND,29,011,497342,,,37.39,-94.51
OIL,29,095,22130,271.43,6.79,39.12,-94.56
SOLAR,29,183,6088,,,38.83,-90.68
HYDRO,29,131,861599,,,38.2,-92.62
WIND,29,063,720179,,,39.75,-94.47
OIL,29,187,54,0.96,0.09,37.76,-90.45
HYDRO,29,213,50484,,,36.66,-93.12
GAS,29,163,31592,16.69,0.09,39.35,-91.23
GAS,29,023,2317,53.44,2.84,36.76,-90.39
SOLAR,29,097,1253,,,37.13,-94.43
GAS,29,037,6719,14.33,0.05,38.79,-94.28
SOLAR,29,510,1862,,,38.64,-90.26
WIND,29,005,1072587,,,40.4,-95.2
SOLAR,29,161,4132,,,37.99,-91.72
COAL,29,099,8203992,3261.22,19528.65,38.13,-90.26
OIL,29,041,0,,,39.42,-92.8
OIL,29,205,89,1.49,0.13,39.69,-92.05
OIL,29,205,295,4.78,0.43,39.69,-92.05
OIL,29,205,16,0.34,0.03,39.7,-92.05
COAL,29,201,1713027,1084.38,4799.25,36.88,-89.62
COAL,29,183,3886900,5017.34,1972.73,38.92,-90.29
GAS,29,037,67410,23.89,0.26,38.68,-94.48
OIL,29,510,40,0.74,0.07,38.63,-90.19
SOLAR,29,077,7738,,,37.25,-93.17
BIOMASS,29,021,11088,0,1.99,39.67,-94.78
GAS,29,069,848197,36.02,1.96,36.59,-90.18
GAS,29,075,0,,,40.21,-94.54
GAS,29,097,1946512,139.56,7.52,37.07,-94.61
GAS,29,095,5329,21.42,0.22,39.11,-94.38
OIL,29,095,3747,40.22,13.92,39.06,-94.39
HYDRO,29,039,71045,,,37.69,-93.77
OIL,29,121,0,,,39.75,-92.5
OIL,29,121,0,,,39.76,-92.45
HYDRO,29,213,620430,,,36.6,-93.31
HYDRO,29,179,-86065,,,37.52,-90.83
COAL,29,175,8568259,11882.15,16193.22,39.55,-92.64
OIL,29,079,482,8.47,0.77,40.08,-93.64
SOLAR,29,079,4210,,,40.12,-93.61
OIL,29,079,47,0.95,0.09,40.07,-93.6
GAS,29,189,0,0,0,38.64,-90.18
SOLAR,29,019,14551,,,38.96,-92.24
OIL,29,171,,,,40.46,-93.02
OIL,29,171,7,0.21,0.02,40.48,-93.01
OIL,29,187,6,0.11,0.01,37.79,-90.43
SOLAR,29,169,4165,,,37.8,-92.25
WIND,29,005,792654,,,40.44,-95.38
GAS,28,019,3304355,140.34,7.38,33.38,-89.21
GAS,28,007,2492523,101.21,5.31,33.01,-89.68
GAS,28,107,3200004,319.83,7.39,34.34,-89.93
GAS,28,149,751206,900.09,2.34,32.28,-90.93
GAS,28,039,57748,616.23,0.71,30.89,-88.81
GAS,28,087,4359957,168,9.18,33.65,-88.27
GAS,28,163,151622,125.43,1.38,32.9,-90.38
GAS,28,059,1065412,140.52,1.52,30.34,-88.49
GAS,28,019,3876148,124.88,8.38,33.29,-89.42
BIOMASS,28,087,542404,274.56,616.03,33.36,-88.46
GAS,28,027,74846,14.65,0.3,34.18,-90.56
COAL,28,059,11285588,4581.4,168.78,30.53,-88.56
GAS,28,069,3990988,141.57,8.41,32.65,-88.76
OTHF,28,147,,,,31.25,-90.2
GAS,28,149,38224,31.68,0.32,32.39,-90.91
GAS,28,077,442213,156.86,325.87,31.63,-90.08
GAS,28,129,52456,90.41,0.9,31.84,-89.46
GAS,28,151,175101,263.2,0.68,33.35,-91.12
NUCLEAR,28,021,11772058,,,32.01,-91.05
SOLAR,28,047,0,,,30.38,-89.12
SOLAR,28,035,88465,,,31.28,-89.3
GAS,28,049,3488639,125.57,7.27,32.38,-90.22
BIOMASS,28,149,234725,75.33,231.02,32.53,-90.77
GAS,28,069,160109,51.97,1.06,32.8,-88.61
GAS,28,027,105,0.17,0,34.18,-90.56
BIOMASS,28,111,436475.55,154.54,574.69,31.24,-89.05
SOLAR,28,121,0,,,32.25,-90.16
GAS,28,009,4180909,197.31,9.46,34.84,-89.2
OIL,28,075,43,2.23,0.2,32.55,-88.61
SOLAR,28,075,7128,,,32.55,-88.58
SOLAR,28,075,119283,,,32.45,-88.55
GAS,28,049,0,,,32.31,-90.18
GAS,28,067,1314518,85.24,3.55,31.53,-89.3
BIOMASS,28,017,10767,0,1.87,33.95,-88.99
COAL,28,019,2760090,1740.1,2843.28,33.38,-89.22
GAS,28,065,75302,12.52,0.28,31.6,-89.95
GAS,28,033,4589289,187.54,9.52,34.99,-90.04
SOLAR,28,017,3511,,,33.93,-89
SOLAR,28,073,104287,,,31.4,-89.5
SOLAR,28,073,102257,,,31.4,-89.49
GAS,28,075,1826,16,0.01,32.29,-88.75
GAS,28,129,257422,114.34,0.79,31.98,-89.41
GAS,28,047,2155493,2664.95,6.75,30.44,-89.03
,28,163,0,0,0,32.85,-90.42
GAS,30,093,119812,1484.05,1.78,45.93,-112.52
HYDRO,30,029,28399,,,48.06,-114.07
WIND,30,097,78868,,,45.86,-109.65
HYDRO,30,013,99810,,,47.52,-111.26
SOLAR,30,013,5665,,,47.55,-111.25
HYDRO,30,007,21280,,,46.12,-111.41
HYDRO,30,049,247061,,,46.65,-111.73
HYDRO,30,013,221468,,,47.54,-111.19
COAL,30,087,10010332,7811.51,4402.96,45.88,-106.61
COAL,30,087,322000,478.12,4817.89,45.98,-106.65
GAS,30,085,117554,41.16,0.29,48.21,-104.39
GAS,30,023,263656,23.68,0.96,46.1,-112.88
WIND,30,025,92522,,,46.28,-104.18
WIND,30,099,27531,,,47.72,-111.97
BIOMASS,30,029,11557,0,1.92,48.31,-114.34
HYDRO,30,039,10975,,,46.23,-113.29
HYDRO,30,055,920418,,,48.01,-106.41
GAS,30,021,14863,5,0.06,47.05,-104.74
WIND,30,059,68976,,,46.41,-110.34
SOLAR,30,049,6202,,,46.81,-112.25
SOLAR,30,049,5839,,,46.69,-112.06
WIND,30,099,85334,,,47.72,-111.96
COAL,30,003,481674,244.65,304.06,45.76,-107.6
HYDRO,30,049,116008,,,46.77,-111.89
HYDRO,30,013,200665,,,46.99,-112
WIND,30,013,26730,,,47.5,-111.44
HYDRO,30,029,953331,,,48.34,-114.01
WIND,30,107,460098,,,46.57,-109.75
COAL,30,083,66931,168.6,5.84,47.68,-104.16
HYDRO,30,053,1845254,,,48.41,-115.31
HYDRO,30,057,1136,,,45.49,-111.63
SOLAR,30,037,5528,,,46.29,-108.94
GAS,30,017,2880,6.5,0.07,46.41,-105.8
HYDRO,30,013,231237,,,47.58,-111.06
WIND,30,107,23956,,,46.28,-109.48
WIND,30,107,28769,,,46.28,-109.48
HYDRO,30,095,52949,,,45.23,-109.76
WIND,30,101,266107,,,48.51,-112.11
WIND,30,101,283544,,,48.53,-112.18
WIND,30,101,644950,,,48.82,-112.1
HYDRO,30,089,1568975,,,47.96,-115.73
OTHF,30,085,156298,,,48.21,-104.4
OTHF,30,085,126380,,,48.21,-104.4
OTHF,30,111,1418.14,13.02,0.03,45.78,-108.49
WIND,30,009,675062,,,45.17,-108.69
HYDRO,30,013,308369,,,47.53,-111.2
SOLAR,30,095,3814,,,45.7,-109.57
HYDRO,30,013,384498,,,47.57,-111.12
HYDRO,30,047,987458,,,47.68,-114.23
GAS,30,083,7678,7.23,15.24,47.72,-104.14
HYDRO,30,009,2781,,,45.21,-109.17
SOLAR,30,003,6388,,,45.73,-107.63
WIND,30,045,293533,,,47.33,-110.61
WIND,30,045,118040,,,47.33,-110.64
WIND,30,095,260107,,,45.87,-109.48
BIOMASS,30,029,20725,17.84,1.9,48.39,-114.24
HYDRO,30,089,469371,,,47.59,-115.36
HYDRO,30,051,50327,,,48.32,-111.1
HYDRO,30,099,24416,,,47.61,-112.1
WIND,30,111,4912,,,46.1,-108.81
WIND,30,107,33607,,,46.45,-110.09
COAL,30,111,5436,4.07,19.39,45.77,-108.5
OIL,30,111,454274,315.27,3800.87,45.81,-108.43
HYDRO,30,003,512187,,,45.31,-107.96
SOLAR,37,171,6747,,,36.28,-80.84
SOLAR,37,171,6612,,,36.22,-80.55
SOLAR,37,197,8526,,,36.15,-80.66
SOLAR,37,105,9616,,,35.43,-79.13
SOLAR,37,133,8695,,,34.78,-77.5
SOLAR,37,097,3962,,,35.92,-80.84
SOLAR,37,197,6018,,,36.2,-80.81
SOLAR,37,197,4633,,,36.15,-80.82
SOLAR,37,133,6633,,,34.77,-77.19
SOLAR,37,045,3976,,,35.24,-81.43
SOLAR,37,045,2477,,,35.23,-81.56
SOLAR,37,101,4451,,,35.63,-78.39
SOLAR,37,101,8398,,,35.43,-78.41
SOLAR,37,131,1469,,,36.5,-77.61
SOLAR,37,151,9433,,,35.73,-79.75
SOLAR,37,123,10076,,,35.36,-79.91
SOLAR,37,047,9313,,,34.32,-79
SOLAR,37,019,3936,,,34.27,-78.06
SOLAR,37,091,7313,,,36.31,-76.99
SOLAR,37,155,3901,,,34.83,-79.12
SOLAR,37,187,208103,,,35.93,-76.62
OIL,37,167,70,1.55,0.15,35.36,-80.19
OIL,37,167,99,2.74,0.26,35.41,-80.15
SOLAR,37,107,8845,,,35.29,-77.56
SOLAR,37,061,7746,,,35.09,-77.81
SOLAR,37,143,9066,,,36.16,-76.49
SOLAR,37,191,8752,,,35.42,-77.99
SOLAR,37,083,27319,,,36.42,-77.66
SOLAR,37,161,5826,,,35.32,-81.93
SOLAR,37,163,3923,,,34.98,-78.52
SOLAR,37,049,9173,,,35.16,-77.11
SOLAR,37,035,8469,,,35.65,-81.21
SOLAR,37,085,7558,,,35.52,-78.75
BIOMASS,37,035,54773,,,35.59,-81.27
SOLAR,37,035,37601,,,35.74,-81.21
SOLAR,37,035,39366,,,35.59,-81.25
SOLAR,37,035,35328,,,35.72,-81.15
SOLAR,37,035,9251,,,35.63,-81.16
SOLAR,37,171,6042,,,36.46,-80.6
SOLAR,37,079,2396,,,35.4,-77.7
SOLAR,37,037,9441,,,35.72,-79.12
GAS,37,019,0,,,33.94,-77.99
SOLAR,37,035,5518,,,35.78,-81.18
SOLAR,37,047,9398,,,34.16,-78.85
GAS,37,021,3791743,475.47,8,35.47,-82.54
OTHF,37,021,-205,,,35.54,-82.52
SOLAR,37,197,7137,,,36.13,-80.8
SOLAR,37,061,8934,,,34.79,-78.01
SOLAR,37,061,9033,,,34.9,-77.8
SOLAR,37,061,3483,,,34.9,-77.79
SOLAR,37,019,8296,,,34.28,-78.06
SOLAR,37,045,5609,,,35.33,-81.62
SOLAR,37,147,9478,,,35.6,-77.64
SOLAR,37,091,198328,,,36.29,-77.07
SOLAR,37,091,9360,,,36.25,-77.09
SOLAR,37,071,9427,,,35.3,-81.14
HYDRO,37,157,5815,,,36.42,-79.95
SOLAR,37,045,36252,,,35.28,-81.62
SOLAR,37,103,10478,,,34.84,-77.23
SOLAR,37,127,8508,,,35.79,-78.14
SOLAR,37,001,7946,,,36.07,-79.35
SOLAR,37,091,8928,,,36.27,-77.06
SOLAR,37,105,8564,,,35.46,-79.17
SOLAR,37,155,7630,,,34.47,-79.15
SOLAR,37,155,9412,,,34.64,-78.93
SOLAR,37,139,5136,,,36.27,-76.3
SOLAR,37,127,8982,,,36.06,-77.76
SOLAR,37,045,5352,,,35.22,-81.33
SOLAR,37,013,10662,,,35.47,-77.12
SOLAR,37,017,1741,,,34.7,-78.39
SOLAR,37,137,8977,,,35.15,-76.81
SOLAR,37,147,,,,35.6,-77.61
HYDRO,37,099,32732,,,35.24,-83.07
SOLAR,37,037,4076,,,35.54,-79.45
SOLAR,37,141,9223,,,34.61,-77.92
SOLAR,37,141,9469,,,34.61,-77.93
SOLAR,37,181,9101,,,36.28,-78.38
SOLAR,37,013,28448,,,35.46,-77.13
SOLAR,37,045,6457,,,35.18,-81.67
SOLAR,37,061,,,,35.16,-78.09
COAL,37,169,9010016,5993.4,2386.79,36.28,-80.06
SOLAR,37,045,6739,,,35.47,-81.51
SOLAR,37,101,8016,,,35.4,-78.56
SOLAR,37,091,9822,,,36.42,-77.1
SOLAR,37,027,1695,,,35.85,-81.54
SOLAR,37,081,8163,,,35.98,-79.62
SOLAR,37,147,6512,,,35.79,-77.38
SOLAR,37,147,7905,,,35.79,-77.38
SOLAR,37,061,3218,,,34.9,-77.78
SOLAR,37,179,8707,,,34.97,-80.39
SOLAR,37,081,4560,,,36.08,-79.63
SOLAR,37,021,1586,,,35.56,-82.59
SOLAR,37,123,8844,,,35.38,-79.77
SOLAR,37,101,9386,,,35.55,-78.18
SOLAR,37,101,9330,,,35.54,-78.18
BIOMASS,37,035,12297,0,1.09,35.61,-81.3
SOLAR,37,017,101307,,,34.82,-78.62
SOLAR,37,017,8371,,,34.54,-78.81
SOLAR,37,017,8511,,,34.54,-78.8
SOLAR,37,017,9449,,,34.55,-78.82
HYDRO,37,007,105332,3.63,1.51,34.98,-79.88
BIOMASS,37,087,319851,278.36,1555.93,35.54,-82.84
SOLAR,37,191,8986,,,35.31,-78.15
SOLAR,37,155,9087,,,34.58,-78.95
SOLAR,37,105,9481,,,35.47,-79.13
SOLAR,37,185,8162,,,36.42,-78.13
SOLAR,37,103,9714,,,35.13,-77.54
SOLAR,37,127,9164,,,36.01,-77.81
OIL,37,161,-13,0.02,0,35.36,-81.83
SOLAR,37,051,35367,,,35.11,-78.75
SOLAR,37,091,7854,,,36.26,-77.08
SOLAR,37,127,104144,,,35.89,-78.16
SOLAR,37,077,8593,,,36.37,-78.6
SOLAR,37,077,0,,,36.38,-78.61
HYDRO,37,023,56322,,,35.74,-81.84
SOLAR,37,045,0,,,35.19,-81.75
SOLAR,37,155,9437,,,34.52,-78.96
SOLAR,37,105,0,,,34.46,-79.1
SOLAR,37,047,8349,,,34.31,-78.83
NUCLEAR,37,019,15468860,,,33.96,-78.01
GAS,37,159,4535375,132.79,9.44,35.71,-80.38
SOLAR,37,107,102263,,,35.38,-77.41
SOLAR,37,159,6191,,,35.54,-80.36
SOLAR,37,181,105453,,,36.48,-78.32
SOLAR,37,085,9428,,,35.31,-78.77
SOLAR,37,141,9400,,,34.54,-77.91
GAS,37,051,-1884,8.48,0.02,35.1,-78.83
SOLAR,37,061,10953,,,34.82,-77.97
OIL,37,055,228,9.83,0.89,35.27,-75.53
SOLAR,37,029,11005,,,36.31,-76.13
SOLAR,37,029,2967,,,36.31,-76.14
SOLAR,37,133,18193,,,34.73,-77.35
SOLAR,37,101,8843,,,35.49,-78.19
SOLAR,37,083,9087,,,36.35,-77.63
SOLAR,37,169,7069,,,36.32,-80.14
SOLAR,37,059,6796,,,35.96,-80.44
BIOMASS,37,147,3560,1.18,0.28,35.59,-77.61
SOLAR,37,051,9398,,,35.02,-78.79
SOLAR,37,127,11034,,,36.03,-77.92
SOLAR,37,127,3600,,,36.09,-77.78
OIL,37,023,4,0.97,0.09,35.78,-81.66
SOLAR,37,159,3517,,,35.61,-80.53
