Fuel,st_id,cnt_id,Annual_generation,Nox_emissions,SO2_emissions,Latitude,Longitude
GAS,26,117,734868,209.37,2.5,43.19,-84.84
GAS,26,139,457,9.54,0.01,42.83,-86.01
OTHF,26,163,22114,33.37,115.03,42.27,-83.11
BIOMASS,26,163,43382,0,13.38,42.17,-83.21
HYDRO,26,107,26010,,,43.61,-85.48
HYDRO,26,033,146382,,,46.51,-84.35
WIND,26,063,244509,,,43.85,-82.78
OIL,26,139,-95,0.45,0.15,42.79,-86.1
OIL,26,163,25,7.78,0.71,42.12,-83.19
BIOMASS,26,021,38979,0,4.53,41.81,-86.32
SOLAR,26,065,13583,,,42.72,-84.48
HYDRO,26,057,432,0.14,0.01,43.4,-84.6
COAL,26,147,3220442,4156.12,13141.47,42.76,-82.47
SOLAR,26,145,3927,,,43.51,-84
WIND,26,113,122048,,,44.19,-85.3
GAS,26,149,444,6.42,0.01,41.8,-85.43
BIOMASS,26,163,71630.01,0,10.96,42.11,-83.5
GAS,26,163,263890,53.99,1.03,42.17,-83.53
OIL,26,161,2613,18.48,6.42,42.26,-83.64
HYDRO,26,053,7542,,,46.56,-90.42
GAS,26,065,292279.39,298.68,2.4,42.72,-84.48
SOLAR,26,089,1263,,,44.78,-85.69
SOLAR,26,115,38570,,,41.75,-83.52
COAL,26,101,488833,883.04,147.03,44.22,-86.29
GAS,26,025,61977.26,39.65,0.55,42.26,-84.79
OIL,26,031,245,1.58,0.55,45.36,-84.29
COAL,26,163,1102055,1070.75,3445.3,42.12,-83.18
SOLAR,26,087,26747,,,43.03,-83.31
WIND,26,157,347524,,,43.53,-83.65
WIND,26,157,278689,,,43.53,-83.57
OIL,26,063,17.64,0.21,0.02,43.72,-82.94
GAS,26,161,145443,67.59,1.35,42.28,-83.73
BIOMASS,26,155,13300,0,2.76,42.99,-83.98
BIOMASS,26,043,332826.54,172.79,432.61,45.8,-87.96
GAS,26,117,2905,7.06,0.07,43.4,-84.91
HYDRO,26,131,46629,,,46.7,-89.21
BIOMASS,26,001,132791,384.73,17.06,44.68,-83.42
BIOMASS,26,113,,,,44.2,-85.22
GAS,26,161,19564,15.79,0.19,42.3,-83.71
BIOMASS,26,035,1483,0,0.3,43.99,-84.8
GAS,26,017,903,11.1,0.01,43.58,-83.9
BIOMASS,26,021,27259,0,5.09,42.18,-86.28
SOLAR,26,021,5617,,,42.19,-86.23
HYDRO,26,071,4858,,,46.16,-88.24
HYDRO,26,067,13019,,,42.95,-84.9
SOLAR,26,077,1486,,,42.25,-85.64
GAS,26,077,57978,71.02,0.5,42.28,-85.61
HYDRO,26,109,31787,,,45.48,-87.8
OIL,26,125,0,,,42.52,-83.19
OIL,26,157,926,22.79,2.06,43.46,-83.19
BIOMASS,26,037,33534,0,6.34,42.77,-84.52
SOLAR,26,113,3698,,,44.27,-85.21
GAS,26,163,29975,14.47,0.15,42.21,-83.15
GAS,26,139,16,6.4,0.01,42.81,-86.06
BIOMASS,26,139,12797,172.78,0.38,42.81,-85.99
GAS,26,139,3292690,223.88,8.06,42.82,-86
OIL,27,109,44,0.79,0.07,44.07,-92.52
SOLAR,27,079,1883,,,44.28,-93.95
WIND,27,099,40776,,,43.55,-92.72
WIND,27,093,53245,,,44.92,-94.74
OIL,27,105,17,0.23,0.02,43.64,-95.93
WIND,27,027,5305,,,47.01,-96.44
SOLAR,27,145,21026,,,45.64,-94.6
OIL,27,041,39,0.55,0.05,45.89,-95.38
COAL,27,163,1297884,702.43,796.75,45.03,-92.78
SOLAR,27,145,2136,,,45.4,-94.72
SOLAR,27,161,1883,,,43.92,-93.49
COAL,27,119,31767.5,23.99,62.12,47.76,-96.63
COAL,27,119,41600,31.3,81.07,47.93,-97.01
COAL,27,027,,,,46.9,-96.76
SOLAR,27,085,8286,,,44.9,-94.03
SOLAR,27,171,11306,,,45.25,-94.11
OTHF,27,003,-398,,,45.32,-93.48
SOLAR,27,003,5871,,,45.23,-93.48
SOLAR,27,083,5125,,,44.23,-95.62
SOLAR,27,117,3630,,,43.91,-96.14
SOLAR,27,083,2038,,,44.23,-95.62
SOLAR,27,121,2001,,,45.65,-95.34
COAL,27,013,21156,17.57,45.5,44.19,-93.99
SOLAR,27,163,4437,,,45.26,-92.77
SOLAR,27,039,6736,,,44.04,-92.99
SOLAR,27,121,5306,,,45.64,-95.36
SOLAR,27,067,1443,,,45.01,-95.23
OTHF,27,059,-173,,,45.46,-93.27
OTHF,27,059,-367,,,45.45,-93.24
SOLAR,27,059,11116,,,45.46,-93.27
SOLAR,27,067,7962,,,45.14,-94.77
SOLAR,27,101,1984,,,43.98,-95.77
WIND,27,081,4476,,,44.41,-96.43
WIND,27,063,1081,,,43.65,-95.38
SOLAR,27,053,8578,,,45.07,-93.64
SOLAR,27,145,4759,,,45.67,-94.23
SOLAR,27,009,8589,,,45.62,-94.08
SOLAR,27,085,2103,,,44.94,-94.07
SOLAR,27,145,,,,45.27,-94.23
SOLAR,27,171,1464,,,45.17,-93.68
SOLAR,27,171,1445,,,45.17,-93.68
SOLAR,27,171,1508,,,45.18,-93.68
SOLAR,27,171,1525,,,45.18,-93.68
SOLAR,27,171,1451,,,45.18,-93.68
SOLAR,27,145,1849,,,45.51,-95.13
OIL,27,151,95,1.48,0.13,45.31,-95.6
WIND,27,047,309561,,,43.72,-93.45
SOLAR,27,019,8899,,,44.77,-93.86
SOLAR,27,049,1541,,,44.39,-92.6
SOLAR,27,049,1753,,,44.39,-92.6
WIND,27,043,69637,,,43.61,-94.19
SOLAR,27,141,5001,,,45.33,-93.78
SOLAR,27,141,8683,,,45.33,-93.79
WIND,27,117,3317,,,43.98,-96.22
GAS,27,037,1910457,141.15,4.67,44.81,-93.25
WIND,27,145,288765,,,45.66,-95.01
HYDRO,27,097,65590,,,45.86,-94.36
WIND,27,081,739612,,,44.45,-96.35
WIND,27,081,805636,,,44.54,-96.37
OIL,27,147,287,4.58,0.41,43.87,-93.05
WIND,27,043,0,,,43.66,-94.16
WIND,27,043,0,,,43.66,-94.15
OIL,27,043,29,0.61,0.05,43.64,-94.1
GAS,27,139,145239,94.12,2.69,44.79,-93.43
SOLAR,27,139,4573,,,44.8,-93.43
WIND,27,117,4970,,,44.05,-96.09
BIOMASS,27,071,317133,112.69,335.25,48.61,-93.41
SOLAR,27,161,3389,,,43.91,-93.49
COAL,27,061,5046585,2429.61,551.39,47.26,-93.65
HYDRO,27,035,12983,,,46.38,-94.18
SOLAR,27,049,1660,,,44.29,-92.73
SOLAR,27,121,977,,,45.5,-95.16
SOLAR,27,161,1747,,,44,-93.5
SOLAR,27,129,998,,,44.73,-94.62
HYDRO,27,037,337,,,44.51,-92.94
SOLAR,27,009,3247,,,45.66,-93.94
GAS,27,059,95839,42.73,0.36,45.6,-93.21
SOLAR,27,121,2277,,,45.64,-95.35
SOLAR,27,097,17200,,,46.09,-94.34
GAS,27,049,379024,105.85,2.29,44.54,-92.92
SOLAR,27,131,1721,,,44.24,-93.27
SOLAR,27,145,1892,,,45.43,-94.82
SOLAR,27,117,8617,,,44.09,-96.16
SOLAR,27,145,2003,,,45.4,-94.72
SOLAR,27,157,6731,,,44.16,-92.24
WIND,27,131,6860,0.75,0.07,44.46,-93.16
SOLAR,27,025,1620,,,45.48,-92.82
WIND,27,117,3706,,,44.02,-96.44
SOLAR,27,019,4537,,,44.81,-93.87
GAS,27,109,35103,38.01,1.31,44.03,-92.49
SOLAR,27,121,1961,,,45.65,-95.33
SOLAR,27,023,3599,,,44.95,-95.51
OIL,27,027,645,12.31,1.11,46.87,-96.75
SOLAR,27,013,4929,,,44.24,-93.96
SOLAR,27,147,6204,,,44.09,-93.4
SOLAR,27,141,4981,,,45.43,-94.02
SOLAR,27,043,3379,,,43.85,-93.84
WIND,27,117,1658,,,43.99,-96.22
SOLAR,27,163,7059,,,44.85,-92.87
WIND,27,101,0,,,43.9,-95.95
WIND,27,101,222046,,,44.01,-96.04
SOLAR,27,025,6417,,,45.41,-92.68
SOLAR,27,025,5268,,,45.39,-92.8
SOLAR,27,025,11202,,,45.45,-92.9
SOLAR,27,037,1814,,,44.49,-93.21
WIND,27,063,17925,,,43.63,-95.37
SOLAR,27,023,2265,,,44.95,-95.35
SOLAR,27,161,1768,,,44.04,-93.49
SOLAR,27,171,1554,,,45.09,-94.22
WIND,27,081,106070,,,44.25,-96.41
WIND,27,105,75322,,,43.71,-95.8
SOLAR,27,059,4332,,,45.55,-93.59
SOLAR,27,003,8125,,,45.42,-93.39
SOLAR,27,025,2184,,,45.47,-92.89
SOLAR,27,053,6928,,,45.1,-93.65
SOLAR,27,025,3048,,,45.46,-92.9
SOLAR,27,025,1653,,,45.46,-92.89
SOLAR,27,025,17,,,45.46,-92.9
SOLAR,27,013,8580,,,44.19,-93.94
GAS,27,163,790440,31.88,2.09,44.8,-92.91
SOLAR,27,163,8518,,,44.84,-92.87
SOLAR,27,163,6364,,,44.79,-92.87
BIOMASS,27,053,220114,405.11,310.28,44.98,-93.28
SOLAR,27,023,5088,,,44.8,-95.51
SOLAR,27,039,1852,,,44.04,-92.69
SOLAR,27,037,1871,,,44.66,-93.11
WIND,27,093,54983,,,45.07,-94.75
OIL,27,171,77,1.44,0.13,45.04,-93.79
SOLAR,27,009,2753,,,45.62,-94.09
SOLAR,27,067,1797,,,45.4,-94.83
OIL,27,005,0,,,46.82,-95.84
SOLAR,27,171,3010,,,45.11,-93.81
WIND,27,063,1081,,,43.65,-95.37
SOLAR,27,039,12940,,,44.03,-92.88
SOLAR,27,039,7698,,,44.02,-92.76
SOLAR,27,039,9620,,,44.04,-92.69
SOLAR,27,041,1929,,,45.84,-95.15
SOLAR,27,131,8405,,,44.44,-93.2
SOLAR,27,141,1621,,,45.46,-94.09
WIND,27,101,18971,,,43.94,-95.92
SOLAR,27,013,10576,,,44.15,-93.92
SOLAR,27,025,7319,,,45.38,-92.77
SOLAR,27,025,1869,,,45.4,-92.78
BIOMASS,27,037,0,,,44.78,-93.31
GAS,27,141,75781,19.85,0.29,45.3,-93.56
OIL,27,141,21984,0,5.11,45.32,-93.58
WIND,27,091,252749,,,43.68,-94.88
WIND,27,063,156218,,,43.75,-94.95
SOLAR,27,037,8490,,,44.66,-93.11
SOLAR,27,161,0,,,44.14,-93.71
WIND,27,037,2945,,,44.73,-93.05
SOLAR,27,037,7578,,,44.73,-93.02
SOLAR,27,143,1836,,,44.68,-94.01
WIND,27,063,4924,,,43.62,-95.42
OIL,27,129,8,0.08,0.01,44.53,-94.72
GAS,27,091,15553,219.8,0.74,43.66,-94.46
WIND,27,091,13831,,,43.58,-94.45
SOLAR,27,131,1774,,,44.18,-93.14
GAS,27,131,732358,58.87,1.69,44.34,-93.29
SOLAR,27,037,8343,,,44.62,-93.13
SOLAR,27,093,1775,,,45.07,-94.31
SOLAR,27,049,1750,,,44.29,-92.72
SOLAR,27,049,1603,,,44.3,-92.74
SOLAR,27,041,1943,,,45.84,-95.15
SOLAR,27,013,1993,,,44.18,-93.87
SOLAR,27,169,1514,,,43.87,-91.33
SOLAR,27,037,1705,,,44.66,-93.11
SOLAR,27,037,1800,,,44.53,-92.98
SOLAR,27,141,1112,,,45.5,-94.11
SOLAR,27,145,1521,,,45.62,-94.49
SOLAR,27,163,827,,,45.19,-92.96
SOLAR,27,169,1709,,,43.86,-91.32
SOLAR,27,085,1803,,,44.72,-94.49
SOLAR,27,103,2049,,,44.26,-94.29
SOLAR,27,049,1562,,,44.3,-92.7
SOLAR,27,131,1023,,,44.22,-93.46
SOLAR,27,037,8058,,,44.54,-92.97
WIND,27,101,308670,,,43.85,-96.02
WIND,27,117,4570,,,44.04,-96.07
GAS,27,037,,,,44.45,-93.02
SOLAR,27,025,757,,,45.49,-92.86
WIND,27,081,5308,,,44.23,-96.23
HYDRO,27,137,28275,,,46.67,-92.29
SOLAR,27,049,8874,,,44.55,-92.64
SOLAR,27,163,7994,,,45.25,-92.89
SOLAR,27,045,327,,,43.75,-92.13
SOLAR,27,025,7520,,,45.39,-92.68
GAS,27,109,72123.36,32.24,0.9,44.02,-92.47
WIND,27,047,388912,,,43.51,-93.19
SOLAR,27,049,9591,,,44.5,-92.36
WIND,27,105,2587,,,43.59,-95.78
WIND,27,039,88113,,,43.98,-92.85
SOLAR,27,163,4962,,,45.3,-92.8
SOLAR,27,067,2158,,,44.96,-95.23
SOLAR,27,143,5648,,,44.52,-94.52
WIND,27,169,9161,,,43.99,-91.88
OIL,27,085,430,6.62,0.6,44.77,-94.16
SOLAR,27,141,1746,,,45.44,-94.04
SOLAR,27,049,1625,,,44.3,-92.64
SOLAR,27,049,1542,,,44.3,-92.75
SOLAR,27,049,1672,,,44.29,-92.72
SOLAR,27,047,2979,,,43.67,-93.29
SOLAR,27,025,8661,,,45.4,-92.68
OIL,27,031,375,5.46,0.49,47.75,-90.36
WIND,27,099,215117,,,43.72,-92.71
HYDRO,27,023,1873,,,44.81,-95.53
OIL,27,173,-78,0.67,0.06,44.8,-95.56
WIND,27,051,47453,,,45.8,-95.88
SOLAR,27,037,1562,,,44.69,-92.82
WIND,27,105,2587,,,43.59,-95.78
WIND,27,117,4086,,,44.02,-96.43
SOLAR,27,129,1994,,,44.73,-94.61
SOLAR,27,145,5117,,,45.53,-94.28
SOLAR,27,145,1877,,,45.56,-94.16
SOLAR,27,145,8934,,,45.53,-94.3
SOLAR,27,161,1713,,,44.09,-93.71
WIND,27,081,5308,,,44.23,-96.24
OIL,27,107,23,0.43,0.04,47.35,-96.83
SOLAR,27,141,2092,,,45.41,-94.01
SOLAR,27,141,7764,,,45.42,-94.01
SOLAR,27,037,3671,,,44.55,-93.02
SOLAR,27,141,1652,,,45.49,-94.11
HYDRO,27,037,24667,,,44.76,-92.87
SOLAR,27,037,7687,,,44.76,-92.82
SOLAR,27,141,5009,,,45.52,-94.12
SOLAR,27,039,1766,,,43.89,-92.87
SOLAR,27,039,1717,,,43.92,-92.86
SOLAR,27,045,401,,,43.78,-91.95
SOLAR,27,145,8937,,,45.52,-94.27
SOLAR,27,085,161,,,44.79,-94.05
SOLAR,27,085,9312,,,44.79,-94.06
HYDRO,27,053,49803,,,44.98,-93.25
SOLAR,27,145,2047,,,45.41,-94.7
SOLAR,27,131,1864,,,44.23,-93.42
BIOMASS,27,137,111239,105.63,28.37,46.74,-92.15
GAS,27,137,13424.04,5.47,0.33,47.43,-92.94
GAS,27,123,3168927,158.06,7.08,44.93,-93.11
WIND,27,117,4121,,,43.91,-96.19
SOLAR,27,141,2138,,,45.42,-94.01
BIOMASS,27,079,25930,687.69,0.87,44.44,-93.91
SOLAR,27,085,2086,,,44.91,-94.03
COAL,27,111,127749,228.6,495.21,46.29,-96.04
WIND,27,081,5308,,,44.23,-96.22
SOLAR,27,055,1757,,,43.87,-91.32
SOLAR,27,049,1829,,,44.3,-92.74
SOLAR,27,049,1909,,,44.26,-92.67
SOLAR,27,049,1568,,,44.73,-92.67
SOLAR,27,049,1344,,,44.3,-92.74
GAS,27,085,13904,7.07,0.04,44.89,-94.35
GAS,27,085,34364,373.35,0.47,44.9,-94.37
SOLAR,27,109,8372,,,44.02,-92.59
SOLAR,27,037,2063,,,44.47,-93.2
SOLAR,27,131,1738,,,44.42,-93.22
OIL,27,109,29,0.51,0.05,44.06,-92.51
HYDRO,27,071,38065,,,48.61,-93.4
GAS,27,037,89160,541.19,81.4,44.78,-93.04
SOLAR,27,103,2172,,,44.25,-94.21
WIND,27,081,4476,,,44.42,-96.44
OIL,27,161,26.46,3.82,0.35,44.12,-93.71
WIND,27,033,173302,,,44.06,-95.25
WIND,27,081,4476,,,44.43,-96.43
SOLAR,27,025,1830,,,45.48,-92.82
SOLAR,27,025,49,,,45.49,-92.82
SOLAR,27,025,1630,,,45.49,-92.85
SOLAR,27,117,9438,,,43.91,-96.19
WIND,27,081,4476,,,44.42,-96.45
WIND,27,117,3862,,,44.01,-96.11
SOLAR,27,039,1931,,,44.05,-92.96
WIND,27,117,4328,,,44.02,-96.12
OIL,27,049,17,0.35,0.03,44.27,-92.98
SOLAR,27,129,2129,,,44.8,-95.2
HYDRO,27,017,7991,,,46.73,-92.45
BIOMASS,27,139,48134,25.78,3.47,44.8,-93.54
SOLAR,27,013,9420,,,44.18,-93.88
SOLAR,27,129,2899,,,44.75,-94.71
SOLAR,27,129,1877,,,44.8,-95.21
SOLAR,27,049,5430,,,44.55,-92.66
SOLAR,27,145,9313,,,45.43,-94.43
WIND,27,081,237212,,,44.29,-96.38
WIND,27,117,440862,,,44.13,-96.12
OIL,27,013,9,0.11,0.01,44.11,-94.22
SOLAR,27,103,8603,,,44.32,-93.9
SOLAR,27,171,12767,,,45.2,-93.81
WIND,27,111,8258,,,46.51,-96.16
SOLAR,27,019,1653,,,44.87,-93.82
SOLAR,27,019,1653,,,44.87,-93.82
GAS,27,091,121108,28.24,0.51,43.8,-94.84
OIL,27,063,24,1.18,0.11,43.67,-95.17
WIND,27,063,300445,,,43.68,-95.16
WIND,27,027,156380,,,46.72,-96.21
WIND,27,081,16412,,,44.4,-96.43
HYDRO,27,045,190.78,0.25,0.02,43.72,-91.98
SOLAR,27,109,2061,,,44.03,-92.64
SOLAR,27,127,2209,,,44.65,-95.36
GAS,27,137,90166,75.32,1.09,47.53,-92.16
SOLAR,27,171,1314,,,45.08,-94.18
SOLAR,27,025,6149,,,45.4,-92.69
SOLAR,27,147,9469,,,44.08,-93.29
SOLAR,27,101,2085,,,43.98,-95.85
SOLAR,27,079,9024,,,44.21,-93.55
SOLAR,27,121,1756,,,45.72,-95.26
SOLAR,27,121,1796,,,45.67,-95.39
WIND,27,081,11633,,,44.29,-96.43
WIND,27,081,9513,,,44.32,-96.33
SOLAR,27,019,1999,,,44.8,-93.91
SOLAR,27,139,1862,,,44.59,-93.85
SOLAR,27,139,1853,,,44.59,-93.85
SOLAR,27,139,1839,,,44.59,-93.84
SOLAR,27,025,5683,,,45.32,-92.8
OIL,27,093,409,7.71,0.7,45.13,-94.54
HYDRO,27,097,26955,,,45.98,-94.37
SOLAR,27,161,1838,,,44.09,-93.56
SOLAR,27,121,2166,,,45.67,-95.51
WIND,27,117,4346,,,44.02,-96.44
OIL,27,133,314,5.67,0.55,43.65,-96.2
SOLAR,27,037,1684,,,44.48,-93.15
SOLAR,27,079,4734,,,44.24,-93.59
OIL,27,165,-200,0.3,0.03,44.05,-94.42
SOLAR,27,121,1797,,,45.66,-95.52
GAS,27,013,2876419,85.28,6.53,44.2,-94
OIL,27,171,1222,14.18,0.02,45.23,-94.01
SOLAR,27,013,4174,,,43.93,-93.96
SOLAR,27,079,1452,,,44.2,-93.62
SOLAR,27,131,1850,,,44.25,-93.27
SOLAR,27,141,7184,,,45.56,-94.12
OIL,27,083,117,0.85,0.32,44.45,-95.79
SOLAR,27,083,97314,,,44.48,-95.67
WIND,27,083,2321,,,44.33,-95.81
WIND,27,083,4643,,,44.32,-95.82
WIND,27,083,4643,,,44.32,-95.79
WIND,27,083,4643,,,44.34,-95.82
WIND,27,083,2321,,,44.33,-95.83
WIND,27,083,2321,,,44.33,-95.83
SOLAR,27,039,1356,,,44.04,-92.69
SOLAR,27,085,1905,,,44.72,-94.49
SOLAR,27,025,711,,,45.48,-92.78
SOLAR,27,025,27,,,45.49,-92.78
SOLAR,27,093,1909,,,45.07,-94.31
OIL,27,145,119,2.05,0.19,45.68,-94.82
OIL,27,145,10,0.19,0.02,45.68,-94.8
SOLAR,27,145,7629,,,45.67,-94.71
WIND,27,081,295380,,,44.27,-96.34
WIND,27,105,2587,,,43.58,-95.78
GAS,27,019,2193,1.4,0.01,44.8,-93.58
WIND,27,133,5762,,,43.56,-96.3
WIND,27,133,0,,,43.64,-96.39
OIL,27,123,21,0.35,0.03,44.95,-93.11
SOLAR,27,173,6204,,,44.9,-95.69
SOLAR,27,085,5030,,,44.95,-94.06
NUCLEAR,27,171,5022858,,,45.33,-93.85
SOLAR,27,171,6613,,,45.27,-93.83
SOLAR,27,171,6505,,,45.06,-93.92
SOLAR,27,171,9167,,,45.06,-93.9
WIND,27,027,1383,,,46.9,-96.73
GAS,27,017,503,7.88,0.51,46.45,-92.76
OIL,27,065,588,16.65,1.44,45.88,-93.3
WIND,27,117,93953,,,44.12,-96.08
WIND,27,117,71344,,,44.07,-96.07
SOLAR,27,127,4957,,,44.41,-94.91
WIND,27,101,0,,,43.92,-95.96
WIND,27,033,2737,0.46,0.04,43.94,-94.94
WIND,27,099,27072,,,43.61,-92.6
SOLAR,27,025,1943,,,45.49,-92.79
SOLAR,27,025,1713,,,45.49,-92.78
SOLAR,27,037,1661,,,44.67,-93.12
SOLAR,27,163,1625,,,44.8,-93
SOLAR,27,131,1954,,,44.24,-93.39
SOLAR,27,163,1788,,,45.29,-92.88
SOLAR,27,139,1656,,,44.67,-93.5
SOLAR,27,143,1853,,,44.54,-94.22
SOLAR,27,025,3582,,,45.34,-92.81
SOLAR,27,141,8743,,,45.5,-94.12
SOLAR,27,085,5747,,,44.95,-94.09
SOLAR,27,019,9002,,,44.94,-93.83
SOLAR,27,019,1860,,,44.91,-94
SOLAR,27,145,2213,,,45.65,-94.76
GAS,27,079,-66,14.05,0.02,44.54,-93.57
OIL,27,015,7176,0.3,0.08,44.32,-94.46
SOLAR,27,103,1953,,,44.26,-94.29
SOLAR,27,103,1832,,,44.25,-94.27
WIND,27,105,841,,,43.75,-95.85
WIND,27,105,936638,,,43.79,-95.85
WIND,27,105,343970,,,43.7,-95.71
OIL,27,025,567,8.27,0.74,45.51,-92.98
SOLAR,27,025,204527,,,45.47,-92.91
WIND,27,117,4523,,,44.02,-96.44
SOLAR,27,037,8006,,,44.48,-93.2
SOLAR,27,131,10511,,,44.46,-93.12
SOLAR,27,131,9752,,,44.42,-93.15
COAL,27,075,0,,,47.29,-91.26
SOLAR,27,013,4835,,,43.93,-93.96
SOLAR,27,109,1772,,,44.04,-92.68
SOLAR,27,039,1965,,,44.11,-92.75
SOLAR,27,145,1777,,,45.51,-95.11
SOLAR,27,109,1538,,,44.01,-92.62
SOLAR,27,039,1815,,,44.09,-92.75
SOLAR,27,109,1872,,,44.01,-92.63
SOLAR,27,161,1886,,,44.09,-93.54
SOLAR,27,169,1956,,,44.11,-91.89
SOLAR,27,041,2029,,,45.85,-95.15
SOLAR,27,129,1608,,,44.79,-95.36
SOLAR,27,049,257,,,44.27,-92.66
SOLAR,27,161,1021,,,44.21,-93.66
SOLAR,27,161,1825,,,44.05,-93.5
SOLAR,27,085,1730,,,44.9,-94.03
SOLAR,27,163,1892,,,44.95,-92.81
SOLAR,27,009,324,,,45.66,-93.93
SOLAR,27,041,8412,,,45.85,-95.15
SOLAR,27,009,1825,,,45.61,-94.06
SOLAR,27,079,254,,,44.2,-93.61
SOLAR,27,145,1956,,,45.61,-94.58
SOLAR,27,039,1808,,,43.97,-92.86
SOLAR,27,121,373,,,45.67,-95.4
SOLAR,27,039,1947,,,44.1,-92.75
SOLAR,27,161,1487,,,44.09,-93.55
WIND,27,147,83457,,,43.92,-93.14
WIND,27,033,720395,,,43.85,-94.93
WIND,27,033,50998,,,43.9,-94.91
SOLAR,27,025,2148,,,45.32,-92.8
BIOMASS,27,109,35873.58,50.38,17.13,44.03,-92.43
OTHF,27,091,39209,,,43.76,-94.75
SOLAR,27,145,4041,,,45.59,-94.4
GAS,27,147,271,0.62,0.01,44.08,-93.23
GAS,27,147,32424,404.04,0.51,44.09,-93.26
SOLAR,27,025,687,,,45.49,-92.79
WIND,27,023,129347,,,44.86,-95.57
SOLAR,27,079,1720,,,44.34,-93.92
SOLAR,27,145,8551,,,45.4,-94.72
SOLAR,27,145,2315,,,45.4,-94.72
SOLAR,27,145,21234,,,45.39,-94.72
SOLAR,27,145,2986,,,45.5,-95.12
HYDRO,27,021,5917,,,46.32,-94.48
SOLAR,27,049,7920,,,44.21,-92.66
SOLAR,27,109,6219,,,44.22,-92.65
SOLAR,27,117,490,,,44.02,-96.32
SOLAR,27,085,2097,,,44.79,-94.08
GAS,27,099,126705,80.73,0.46,43.8,-92.68
WIND,27,099,707870,,,43.81,-92.77
GAS,27,013,8011,4.12,0.1,44.09,-94.28
SOLAR,27,121,8546,,,45.64,-95.53
SOLAR,27,157,,,,44.28,-92.39
SOLAR,27,019,4961,,,44.85,-93.78
NUCLEAR,27,049,9099913,,,44.62,-92.63
HYDRO,27,061,1387,,,47.29,-93.5
WIND,27,133,631523,,,43.83,-96.32
WIND,27,099,244613,,,43.69,-92.63
SOLAR,27,141,1860,,,45.46,-94.05
GAS,27,045,256,3.36,0.17,43.67,-92.08
SOLAR,27,013,1866,,,44.21,-93.98
OIL,27,095,699,14.92,1.34,45.57,-93.59
SOLAR,27,037,7965,,,44.53,-92.97
HYDRO,27,013,,,,44.09,-94.11
GAS,27,061,46434,3.68,0.41,47.23,-93.54
SOLAR,27,125,17426,,,47.87,-96.32
SOLAR,27,079,5750,,,44.32,-93.9
WIND,27,081,724264,,,44.48,-96.15
BIOMASS,27,049,132086,505.28,48.54,44.57,-92.52
SOLAR,27,049,8699,,,44.54,-92.52
HYDRO,27,127,1535,8.11,0.38,44.54,-95.12
WIND,27,127,9438,,,44.5,-95.18
WIND,27,047,8070,,,43.58,-93.31
SOLAR,27,103,9692,,,44.26,-94.29
SOLAR,27,131,,,,44.22,-93.46
SOLAR,27,145,9596,,,45.46,-94.51
WIND,27,117,80511,,,44.02,-96.07
GAS,27,053,1369337,91.13,2.96,45.02,-93.28
SOLAR,27,147,1056,,,44.13,-93.28
SOLAR,27,147,1931,,,44.13,-93.28
SOLAR,27,147,1930,,,44.14,-93.26
SOLAR,27,131,1762,,,44.3,-93.24
HYDRO,27,157,8945,,,44.21,-92.48
WIND,27,133,19401,,,43.64,-96.26
OIL,27,115,1221,14.38,0.02,45.81,-92.97
SOLAR,27,169,329,,,44.11,-91.79
SOLAR,27,037,8423,,,44.72,-93.02
SOLAR,27,045,131,,,43.81,-91.79
WIND,27,081,5308,,,44.21,-96.21
WIND,27,063,1081,,,43.65,-95.38
SOLAR,27,129,874,,,44.78,-95.36
HYDRO,27,053,35639.01,,,44.98,-93.25
SOLAR,27,023,1787,,,44.95,-95.39
GAS,27,109,53771.8,35.04,0.62,44.1,-92.48
BIOMASS,27,017,506742.31,188.14,613.57,46.72,-92.43
HYDRO,27,009,22188,,,45.62,-94.2
SOLAR,27,145,9649,,,45.36,-94.12
SOLAR,27,163,3384,,,45.29,-92.81
SOLAR,27,163,9318,,,45.25,-92.88
HYDRO,27,017,4709,,,46.71,-92.42
SOLAR,27,013,1750,,,44.18,-93.97
SOLAR,27,171,1843,,,45.31,-94.09
SOLAR,27,013,2345,,,43.92,-93.93
SOLAR,27,139,3125,,,44.56,-93.38
SOLAR,27,145,1885,,,45.63,-94.6
SOLAR,27,161,1774,,,44,-93.5
GAS,27,139,46013,502.98,0.62,44.78,-93.48
SOLAR,27,139,1629,,,44.8,-93.44
WIND,27,117,6169,,,44.15,-96.14
WIND,27,081,30671,,,44.42,-96.43
SOLAR,27,141,9400,,,45.44,-94.04
SOLAR,27,141,1886,,,45.53,-94.14
COAL,27,141,9201847,6302.37,3884.34,45.38,-93.89
SOLAR,27,141,7196,,,45.5,-94.11
SOLAR,27,049,2007,,,44.27,-92.56
SOLAR,27,161,1775,,,44.01,-93.5
SOLAR,27,101,2814,,,43.98,-95.77
OIL,27,015,97,1.61,0.14,44.3,-94.73
BIOMASS,27,065,7264,0,1.22,45.85,-93.35
SOLAR,27,141,2049,,,45.42,-94.02
SOLAR,27,171,,,,45.27,-93.83
SOLAR,27,141,,,,45.43,-94.03
SOLAR,27,157,,,,44.37,-92.03
SOLAR,27,055,,,,43.87,-91.32
SOLAR,27,013,,,,44.54,-94.23
SOLAR,27,013,,,,44.1,-94.08
