Plant FIPS state code,Plant FIPS county code,Plant primary fuel category,Plant annual net generation (MWh),Plant annual NOx emissions (tons),Plant annual SO2 emissions (tons),Plant annual CO2 emissions (tons),Plant annual CH4 emissions (lbs),Plant annual N2O emissions (lbs)
18.00,95.00,SOLAR,1288.00,,,,,
18.00,37.00,SOLAR,2572.00,,,,,
18.00,95.00,SOLAR,1409.00,,,,,
18.00,103.00,SOLAR,1649.00,,,,,
18.00,73.00,SOLAR,1481.00,,,,,
18.00,177.00,SOLAR,1372.00,,,,,
18.00,123.00,SOLAR,1573.00,,,,,
18.00,27.00,SOLAR,4872.00,,,,,
18.00,97.00,SOLAR,14794.00,,,,,
18.00,97.00,SOLAR,0.00,,,,,
18.00,181.00,WIND,55429.00,,,,,
18.00,89.00,OFSL,497881.00,183.00,7.00,731703.00,734.00,583.00
18.00,89.00,OFSL,225367.00,183.00,3.00,269769.00,1045.00,278.00
18.00,97.00,SOLAR,12253.00,,,,,
18.00,97.00,SOLAR,0.00,,,,,
18.00,97.00,SOLAR,0.00,,,,,
18.00,97.00,SOLAR,15036.00,,,,,
18.00,97.00,SOLAR,14495.00,,,,,
18.00,97.00,SOLAR,11131.00,,,,,
18.00,109.00,GAS,1444990.00,40.00,3.00,567430.00,22960.00,2296.00
18.00,97.00,GAS,1537977.00,609.00,6.00,1096188.00,42341.00,4244.00
18.00,125.00,COAL,8305555.00,5772.00,6005.00,9176391.00,2161198.00,314418.00
18.00,71.00,SOLAR,1811.00,,,,,
18.00,75.00,BIOMASS,19921.00,0.00,4.00,0.00,0.00,0.00
18.00,81.00,SOLAR,1689.00,,,,,
18.00,171.00,WIND,1258419.00,,,,,
18.00,67.00,SOLAR,7796.00,,,,,
18.00,61.00,SOLAR,943.00,,,,,
18.00,29.00,GAS,7955751.00,281.00,18.00,3503257.00,126212.00,12621.00
18.00,97.00,SOLAR,4251.00,,,,,
18.00,181.00,BIOMASS,88914.00,0.00,17.00,0.00,0.00,0.00
18.00,97.00,OIL,0.00,,,,,
18.00,89.00,SOLAR,2097.00,,,,,
18.00,17.00,SOLAR,670.00,,,,,
18.00,97.00,SOLAR,916.00,,,,,
18.00,97.00,SOLAR,2227.00,,,,,
18.00,155.00,HYDRO,320326.00,,,,,
18.00,97.00,SOLAR,9617.00,,,,,
18.00,167.00,SOLAR,8682.00,,,,,
18.00,181.00,WIND,219655.00,,,,,
18.00,181.00,WIND,233781.00,,,,,
18.00,181.00,WIND,168130.00,,,,,
18.00,181.00,WIND,413434.00,,,,,
18.00,181.00,WIND,324254.00,,,,,
18.00,7.00,WIND,598936.00,,,,,
18.00,153.00,COAL,5271798.00,1737.00,3867.00,5948531.00,1332676.00,193864.00
18.00,91.00,COAL,1485359.00,740.00,659.00,1628726.00,384748.00,55939.00
18.00,39.00,SOLAR,2093.00,,,,,
18.00,179.00,GAS,369398.00,373.00,11.00,231062.00,9195.00,942.00
18.00,89.00,BIOMASS,3296.00,0.00,1.00,0.00,0.00,0.00
18.00,19.00,OTHF,,,,,,
18.00,65.00,SOLAR,1409.00,,,,,
18.00,147.00,SOLAR,1844.00,,,,,
18.00,57.00,GAS,1273956.00,83.00,3.00,570835.00,23161.00,2316.00
18.00,181.00,HYDRO,17899.00,,,,,
18.00,163.00,SOLAR,3491.00,,,,,
18.00,17.00,BIOMASS,23367.00,0.00,5.00,0.00,0.00,0.00
18.00,15.00,HYDRO,21183.00,,,,,
18.00,141.00,SOLAR,8267.00,,,,,
18.00,153.00,OFSL,,,,,,
18.00,21.00,SOLAR,8922.00,,,,,
18.00,103.00,OIL,0.00,,,,,
18.00,103.00,SOLAR,12924.00,,,,,
18.00,169.00,GAS,20439.00,10.00,0.00,7473.00,282.00,28.00
18.00,75.00,GAS,22754.00,12.00,0.00,8392.00,317.00,32.00
18.00,145.00,GAS,,,,,,
18.00,95.00,GAS,16607.00,8.00,0.00,5904.00,223.00,22.00
18.00,127.00,SOLAR,2321.00,,,,,
18.00,127.00,GAS,274458.00,159.00,1.00,81126.00,3155.00,315.00
18.00,141.00,BIOMASS,32074.00,0.00,7.00,0.00,0.00,0.00
18.00,73.00,GAS,0.00,,,,,
18.00,157.00,GAS,135303.00,50.00,405.00,70112.00,5940.00,799.00
18.00,43.00,COAL,25590.00,69.00,117.00,35369.00,7886.00,1175.00
18.00,73.00,COAL,3678911.00,3842.00,1018.00,5044996.00,1083120.00,157491.00
18.00,135.00,WIND,0.00,,,,,
18.00,73.00,OIL,0.00,,,,,
18.00,73.00,SOLAR,7362.00,,,,,
18.00,177.00,GAS,9560.00,9.00,0.00,7991.00,318.00,35.00
18.00,177.00,SOLAR,9022.00,,,,,
18.00,177.00,SOLAR,11870.00,,,,,
18.00,177.00,SOLAR,13166.00,,,,,
18.00,177.00,SOLAR,13661.00,,,,,
18.00,135.00,SOLAR,31861.00,,,,,
18.00,147.00,COAL,4802163.00,1862.00,2884.00,5602079.00,1236693.00,180047.00
18.00,97.00,SOLAR,3656.00,,,,,
18.00,97.00,SOLAR,3285.00,,,,,
18.00,181.00,WIND,316786.00,,,,,
18.00,129.00,GAS,515099.00,898.00,9.00,336439.00,12691.00,1269.00
18.00,157.00,GAS,6890.00,4.00,0.00,2521.00,95.00,10.00
18.00,55.00,SOLAR,848.00,,,,,
18.00,143.00,SOLAR,13128.00,,,,,
18.00,57.00,SOLAR,2042.00,,,,,
18.00,93.00,SOLAR,1621.00,,,,,
18.00,141.00,GAS,4449837.00,102.00,9.00,1797633.00,68072.00,6807.00
18.00,141.00,SOLAR,21221.00,,,,,
18.00,21.00,SOLAR,6818.00,,,,,
18.00,167.00,GAS,2879354.00,107.00,6.00,1228892.00,44742.00,4474.00
18.00,153.00,SOLAR,8984.00,,,,,
18.00,157.00,GAS,131673.00,11.00,0.00,22482.00,3121.00,312.00
18.00,123.00,SOLAR,5881.00,,,,,
18.00,157.00,SOLAR,2830.00,,,,,
18.00,159.00,SOLAR,9265.00,,,,,
18.00,147.00,SOLAR,85028.00,,,,,
18.00,141.00,HYDRO,24874.00,,,,,
18.00,141.00,SOLAR,3963.00,,,,,
18.00,63.00,BIOMASS,76228.00,0.00,15.00,0.00,0.00,0.00
18.00,135.00,WIND,0.00,,,,,
18.00,141.00,GAS,72976.00,29.00,1.00,24164.00,917.00,93.00
18.00,89.00,OTHF,1253327.00,1108.00,12.00,435335.00,7464.00,1582.00
18.00,127.00,SOLAR,1376.00,,,,,
18.00,125.00,BIOMASS,10284.00,0.00,2.00,0.00,0.00,0.00
18.00,165.00,GAS,259929.00,59.00,1.00,196421.00,7491.00,749.00
18.00,163.00,SOLAR,3411.00,,,,,
18.00,167.00,GAS,53578.00,15.00,0.00,36718.00,1364.00,136.00
18.00,33.00,SOLAR,1382.00,,,,,
18.00,83.00,GAS,184107.00,207.00,1.00,148666.00,5101.00,510.00
18.00,177.00,COAL,27965.00,69.00,510.00,40828.00,9591.00,1398.00
18.00,89.00,GAS,2716288.00,84.00,6.00,1247943.00,45725.00,4572.00
18.00,159.00,WIND,640092.00,,,,,
18.00,55.00,GAS,189841.00,90.00,1.00,119355.00,4487.00,449.00
18.00,99.00,BIOMASS,59115.00,0.00,12.00,0.00,0.00,0.00
20.00,165.00,WIND,210826.00,,,,,
20.00,77.00,OIL,234.00,3.00,0.00,257.00,16.00,3.00
20.00,175.00,GAS,12424.00,5.00,0.00,3651.00,138.00,14.00
20.00,25.00,OIL,307.00,5.00,0.00,225.00,20.00,4.00
20.00,15.00,GAS,21.00,0.00,0.00,16.00,2.00,0.00
20.00,15.00,GAS,2899.00,33.00,0.00,2118.00,133.00,21.00
20.00,45.00,OIL,28.00,0.00,0.00,25.00,2.00,0.00
20.00,45.00,OIL,449.00,6.00,1.00,367.00,26.00,5.00
20.00,157.00,GAS,277.00,5.00,0.00,194.00,19.00,4.00
20.00,123.00,OIL,744.00,7.00,1.00,582.00,36.00,7.00
20.00,23.00,OIL,141.00,3.00,0.00,160.00,13.00,3.00
20.00,57.00,WIND,621354.00,,,,,
20.00,55.00,GAS,5383.00,2.00,0.00,1783.00,67.00,7.00
20.00,209.00,SOLAR,1736.00,,,,,
20.00,51.00,WIND,748607.00,,,,,
20.00,81.00,WIND,908331.00,,,,,
20.00,139.00,GAS,90.00,0.00,0.00,39.00,4.00,1.00
20.00,31.00,GAS,487.00,7.00,1.00,276.00,25.00,5.00
20.00,49.00,WIND,672562.00,,,,,
20.00,135.00,WIND,820208.00,,,,,
20.00,203.00,WIND,151059.00,,,,,
20.00,133.00,GAS,191647.00,106.00,1.00,147500.00,5283.00,528.00
20.00,133.00,GAS,4202.00,184.00,17.00,8142.00,795.00,158.00
20.00,25.00,WIND,807765.00,,,,,
20.00,25.00,WIND,802196.00,,,,,
20.00,25.00,WIND,805460.00,,,,,
20.00,175.00,GAS,554.00,1.00,0.00,425.00,14.00,1.00
20.00,69.00,WIND,635848.00,,,,,
20.00,69.00,WIND,548741.00,,,,,
20.00,151.00,SOLAR,11467.00,,,,,
20.00,27.00,GAS,787.00,18.00,0.00,1128.00,75.00,12.00
20.00,201.00,GAS,11182.00,31.00,0.00,17061.00,642.00,64.00
20.00,29.00,WIND,331785.00,,,,,
20.00,125.00,GAS,57225.00,760.00,1.00,32718.00,1234.00,123.00
20.00,125.00,GAS,534.00,0.00,0.00,209.00,37.00,7.00
20.00,193.00,GAS,54.00,0.00,0.00,113.00,4.00,0.00
20.00,193.00,OIL,528.00,13.00,1.00,706.00,54.00,11.00
20.00,115.00,WIND,1184013.00,,,,,
20.00,35.00,GAS,1466.00,3.00,0.00,1165.00,41.00,4.00
20.00,193.00,WIND,723301.00,,,,,
20.00,3.00,OTHF,4978.00,,,,,
20.00,15.00,GAS,204413.00,185.00,2.00,69518.00,2622.00,262.00
20.00,15.00,WIND,298842.00,,,,,
20.00,9.00,OIL,244.00,3.00,0.00,196.00,14.00,3.00
20.00,111.00,GAS,311844.00,115.00,1.00,236270.00,8040.00,804.00
20.00,69.00,WIND,373823.00,,,,,
20.00,133.00,OIL,10.00,0.00,0.00,11.00,1.00,0.00
20.00,133.00,OIL,1534.00,64.00,6.00,3294.00,267.00,53.00
20.00,95.00,WIND,1719670.00,,,,,
20.00,95.00,WIND,36756.00,,,,,
20.00,7.00,WIND,184449.00,,,,,
20.00,7.00,WIND,47580.00,,,,,
20.00,57.00,GAS,910.00,3.00,0.00,2454.00,93.00,9.00
20.00,51.00,WIND,15740.00,,,,,
20.00,55.00,GAS,11441.00,22.00,0.00,13213.00,497.00,50.00
20.00,91.00,GAS,14.00,0.00,0.00,17.00,1.00,0.00
20.00,3.00,OIL,0.00,,,,,
20.00,37.00,OIL,636.00,10.00,1.00,575.00,41.00,8.00
20.00,181.00,GAS,-3770.00,15.00,1.00,630.00,52.00,9.00
20.00,51.00,GAS,88301.00,1053.00,1.00,47230.00,1782.00,178.00
20.00,173.00,GAS,144770.00,33.00,2.00,104235.00,3952.00,440.00
20.00,69.00,WIND,328930.00,,,,,
20.00,9.00,GAS,-1045.00,1.00,0.00,623.00,21.00,2.00
20.00,97.00,WIND,14043.00,,,,,
20.00,41.00,OIL,0.00,,,,,
20.00,65.00,OIL,4.00,0.00,0.00,1.00,0.00,0.00
20.00,9.00,GAS,386.00,6.00,1.00,231.00,25.00,5.00
20.00,55.00,COAL,1599571.00,1570.00,1176.00,1772209.00,415144.00,60368.00
20.00,85.00,OIL,1439.00,40.00,1.00,2329.00,94.00,13.00
20.00,189.00,OIL,307.00,12.00,1.00,667.00,38.00,7.00
20.00,155.00,GAS,32959.00,364.00,122.00,42045.00,2448.00,433.00
20.00,1.00,GAS,1668.00,24.00,1.00,1339.00,60.00,9.00
20.00,117.00,WIND,104217.00,,,,,
20.00,57.00,WIND,33110.00,,,,,
20.00,57.00,WIND,609919.00,,,,,
20.00,55.00,GAS,1049.00,17.00,0.00,706.00,27.00,3.00
20.00,37.00,WIND,,,,,,
20.00,149.00,COAL,8340406.00,4248.00,664.00,9604513.00,2338824.00,340270.00
20.00,83.00,OIL,219.00,4.00,0.00,182.00,15.00,3.00
20.00,187.00,OIL,189.00,3.00,0.00,160.00,13.00,3.00
20.00,187.00,SOLAR,42653.00,,,,,
20.00,159.00,GAS,,,,,,
20.00,45.00,HYDRO,29947.00,,,,,
20.00,209.00,GAS,,,,,,
20.00,95.00,GAS,6583.00,95.00,0.00,4678.00,218.00,28.00
20.00,151.00,WIND,841522.00,,,,,
20.00,165.00,OIL,79.00,1.00,0.00,46.00,4.00,1.00
20.00,107.00,COAL,6390767.00,2908.00,744.00,7017655.00,1680080.00,244503.00
20.00,145.00,OIL,-272.00,3.00,0.00,162.00,13.00,3.00
20.00,45.00,COAL,1888956.00,1277.00,273.00,2084921.00,510440.00,74218.00
20.00,105.00,OIL,133.00,2.00,0.00,114.00,8.00,2.00
20.00,117.00,WIND,227516.00,,,,,
20.00,113.00,GAS,39671.00,272.00,0.00,38915.00,2736.00,498.00
20.00,113.00,GAS,22853.00,24.00,0.00,20084.00,1291.00,225.00
20.00,119.00,GAS,246.00,4.00,0.00,172.00,14.00,3.00
20.00,193.00,SOLAR,1112.00,,,,,
20.00,143.00,GAS,375.00,3.00,0.00,121.00,6.00,1.00
20.00,173.00,OIL,255.00,4.00,0.00,214.00,17.00,3.00
20.00,209.00,COAL,1326102.00,1709.00,1328.00,1718399.00,345140.00,50212.00
20.00,133.00,WIND,659210.00,,,,,
20.00,151.00,WIND,831715.00,,,,,
20.00,37.00,BIOMASS,11818.00,0.00,2.00,0.00,0.00,0.00
20.00,39.00,OIL,114.00,2.00,0.00,95.00,8.00,2.00
20.00,139.00,GAS,312.00,9.00,0.00,378.00,27.00,5.00
20.00,121.00,OIL,182.00,5.00,0.00,233.00,19.00,4.00
20.00,121.00,GAS,37771.00,6.00,0.00,25874.00,1117.00,112.00
20.00,121.00,OIL,134.00,2.00,0.00,119.00,10.00,2.00
20.00,121.00,OIL,20.00,0.00,0.00,18.00,1.00,0.00
20.00,141.00,OIL,101.00,1.00,0.00,65.00,5.00,1.00
20.00,59.00,GAS,2003.00,27.00,0.00,1911.00,129.00,22.00
20.00,191.00,OIL,9.00,0.00,0.00,18.00,1.00,0.00
20.00,53.00,WIND,762413.00,,,,,
20.00,147.00,GAS,3983.00,2.00,0.00,1382.00,52.00,5.00
20.00,1.00,WIND,610395.00,,,,,
20.00,15.00,SOLAR,1875.00,,,,,
20.00,151.00,GAS,518.00,1.00,0.00,465.00,18.00,2.00
20.00,151.00,GAS,206.00,3.00,0.00,166.00,8.00,1.00
20.00,151.00,WIND,1022389.00,,,,,
20.00,209.00,OIL,10602.00,136.00,0.00,18457.00,1135.00,227.00
20.00,111.00,WIND,668226.00,,,,,
20.00,21.00,GAS,1332336.00,124.00,3.00,572193.00,21496.00,2150.00
20.00,67.00,GAS,51776.00,713.00,1.00,30893.00,1165.00,117.00
20.00,167.00,GAS,536.00,9.00,1.00,369.00,36.00,7.00
20.00,167.00,GAS,576.00,1.00,0.00,412.00,16.00,2.00
20.00,131.00,GAS,-634.00,4.00,0.00,214.00,17.00,3.00
20.00,199.00,GAS,46.00,2.00,0.00,136.00,7.00,1.00
20.00,31.00,OIL,2744.00,54.00,5.00,2793.00,226.00,45.00
20.00,97.00,WIND,429859.00,,,,,
20.00,191.00,WIND,614656.00,,,,,
20.00,105.00,WIND,301009.00,,,,,
20.00,105.00,WIND,455044.00,,,,,
20.00,131.00,WIND,1038733.00,,,,,
20.00,193.00,WIND,1059484.00,,,,,
20.00,57.00,WIND,208800.00,,,,,
20.00,57.00,WIND,328386.00,,,,,
20.00,23.00,OIL,0.00,,,,,
20.00,185.00,OIL,79.00,1.00,0.00,70.00,6.00,1.00
20.00,185.00,OIL,,,,,,
20.00,159.00,OIL,319.00,4.00,0.00,268.00,18.00,3.00
20.00,163.00,OIL,4.00,2.00,0.00,123.00,9.00,2.00
20.00,111.00,OIL,90.00,1.00,0.00,72.00,6.00,1.00
20.00,149.00,GAS,-236.00,6.00,0.00,375.00,24.00,4.00
20.00,201.00,OIL,108.00,2.00,0.00,90.00,7.00,1.00
20.00,177.00,BIOMASS,46897.00,0.00,9.00,0.00,0.00,0.00
20.00,35.00,OIL,5.00,0.00,0.00,4.00,0.00,0.00
20.00,31.00,WIND,735181.00,,,,,
20.00,191.00,GAS,482.00,1.00,0.00,508.00,20.00,2.00
20.00,191.00,GAS,2019.00,5.00,0.00,1828.00,69.00,7.00
20.00,35.00,GAS,797.00,4.00,0.00,1300.00,49.00,5.00
20.00,91.00,GAS,55524.00,11.00,0.00,41489.00,1658.00,166.00
20.00,155.00,SOLAR,2215.00,,,,,
20.00,109.00,WIND,2507.00,,,,,
20.00,57.00,WIND,1099871.00,,,,,
20.00,173.00,GAS,0.00,,,,,
20.00,31.00,NUCLEAR,8574732.00,,,,,
20.00,31.00,OIL,143.00,1.00,0.00,65.00,5.00,1.00
21.00,143.00,HYDRO,619075.00,,,,,
21.00,15.00,BIOMASS,31066.00,0.00,6.00,0.00,0.00,0.00
21.00,127.00,GAS,550541.00,439.00,15.00,337737.00,12497.00,1250.00
21.00,65.00,BIOMASS,4980.00,0.00,1.00,0.00,0.00,0.00
21.00,185.00,GAS,179416.00,75.00,1.00,123182.00,4497.00,453.00
21.00,111.00,GAS,4751590.00,495.00,10.00,1949859.00,71895.00,7190.00
21.00,91.00,HYDRO,522331.00,,,,,
21.00,49.00,SOLAR,13204.00,,,,,
21.00,217.00,BIOMASS,1360.00,1.00,0.00,0.00,576.00,76.00
21.00,81.00,SOLAR,4667.00,,,,,
21.00,183.00,COAL,3053599.00,1762.00,7157.00,3553884.00,803326.00,116894.00
21.00,167.00,HYDRO,88976.00,,,,,
21.00,157.00,GAS,210474.00,141.00,1.00,64983.00,2423.00,242.00
21.00,167.00,COAL,1113574.00,332.00,331.00,1321281.00,275660.00,39900.00
21.00,15.00,COAL,2542673.00,1466.00,1756.00,2961446.00,678664.00,98757.00
21.00,41.00,COAL,10582328.00,6584.00,11060.00,11356337.00,2748678.00,399815.00
21.00,9.00,BIOMASS,5639.00,0.00,1.00,0.00,0.00,0.00
21.00,209.00,BIOMASS,3812.00,0.00,1.00,0.00,0.00,0.00
21.00,89.00,BIOMASS,15675.00,0.00,3.00,0.00,0.00,0.00
21.00,161.00,COAL,8428929.00,2930.00,3589.00,7889578.00,1979760.00,287354.00
21.00,67.00,GAS,-19.00,0.00,0.00,125.00,5.00,0.00
21.00,93.00,BIOMASS,10341.00,0.00,2.00,0.00,0.00,0.00
21.00,199.00,COAL,478612.00,349.00,165.00,527588.00,128079.00,18641.00
21.00,157.00,HYDRO,1325393.00,,,,,
21.00,91.00,BIOMASS,341146.00,109.00,495.00,13703.00,12003.00,7709.00
21.00,125.00,HYDRO,91146.00,,,,,
21.00,125.00,BIOMASS,13290.00,0.00,3.00,0.00,0.00,0.00
21.00,211.00,SOLAR,,,,,,
21.00,15.00,SOLAR,1300.00,,,,,
21.00,157.00,GAS,45402.00,10.00,1.00,36315.00,1433.00,160.00
21.00,65.00,HYDRO,4705.00,,,,,
21.00,23.00,HYDRO,628352.00,,,,,
21.00,111.00,COAL,7403799.00,4861.00,3205.00,7866168.00,1879526.00,273326.00
21.00,205.00,BIOMASS,6402.00,0.00,1.00,0.00,0.00,0.00
21.00,167.00,HYDRO,11032.00,,,,,
21.00,111.00,HYDRO,262720.00,,,,,
21.00,111.00,GAS,27080.00,23.00,0.00,25649.00,990.00,99.00
21.00,145.00,GAS,21107.00,24.00,0.00,29629.00,594.00,59.00
21.00,177.00,GAS,6567652.00,544.00,14.00,2725922.00,98076.00,9808.00
21.00,17.00,OIL,43.00,1.00,0.00,42.00,3.00,1.00
21.00,191.00,BIOMASS,23967.00,0.00,5.00,0.00,0.00,0.00
21.00,233.00,COAL,2386964.00,2559.00,2732.00,2820235.00,652238.00,94911.00
21.00,127.00,GAS,561639.00,163.00,2.00,385682.00,16022.00,1602.00
21.00,233.00,OFSL,-9824.00,27.00,2.00,4582.00,197.00,23.00
21.00,145.00,COAL,6003761.00,6986.00,14696.00,7498469.00,1660354.00,241550.00
21.00,49.00,GAS,584332.00,127.00,3.00,416952.00,16353.00,1659.00
21.00,139.00,HYDRO,454016.00,,,,,
21.00,223.00,COAL,9061142.00,2036.00,2901.00,8456469.00,1945257.00,281972.00
21.00,117.00,SOLAR,3418.00,,,,,
21.00,117.00,SOLAR,3276.00,,,,,
21.00,207.00,HYDRO,868711.00,,,,,
21.00,111.00,GAS,,,,,,
22.00,1.00,GAS,4244316.00,182.00,11.00,2176843.00,76060.00,7606.00
22.00,81.00,OTHF,113845.00,,,,0.00,0.00
22.00,19.00,BIOMASS,84139.00,67.00,17.00,502.00,97141.00,12749.00
22.00,75.00,OTHF,12319.00,4.00,0.00,10637.00,401.00,40.00
22.00,17.00,GAS,2813263.00,131.00,6.00,1228465.00,45093.00,4509.00
22.00,47.00,GAS,1489471.00,1182.00,12.00,454915.00,17160.00,1716.00
22.00,1.00,GAS,98589.00,29.00,0.00,74426.00,2756.00,276.00
22.00,77.00,GAS,72157.00,38.00,0.00,55196.00,2045.00,205.00
22.00,77.00,COAL,2693461.00,1909.00,7946.00,3228880.00,714605.00,103592.00
22.00,79.00,COAL,6039660.00,3867.00,5570.00,6794975.00,974037.00,150383.00
22.00,19.00,GAS,76186.00,41.00,0.00,49945.00,1867.00,187.00
22.00,47.00,GAS,2744341.00,283.00,5.00,1020011.00,38350.00,3835.00
22.00,87.00,OTHF,13274.00,51.00,217.00,,,
22.00,87.00,OTHF,40457.00,,,,0.00,0.00
22.00,19.00,OTHF,213953.00,22.00,0.00,69391.00,2618.00,261.00
22.00,39.00,GAS,2618812.00,377.00,6.00,1176227.00,44392.00,4439.00
22.00,79.00,GAS,103206.00,1291.00,1.00,54718.00,2064.00,206.00
22.00,11.00,BIOMASS,376051.00,282.00,298.00,35440.00,43401.00,9344.00
22.00,31.00,COAL,1077152.00,1970.00,5103.00,1408050.00,296420.00,42941.00
22.00,87.00,GAS,38279.00,18.00,0.00,12506.00,472.00,47.00
22.00,89.00,GAS,1682666.00,1284.00,14.00,523485.00,19747.00,1974.00
22.00,45.00,BIOMASS,0.00,,,,,
22.00,33.00,GAS,651507.00,503.00,5.00,190905.00,7201.00,720.00
22.00,33.00,GAS,353944.00,298.00,3.00,126981.00,4790.00,479.00
22.00,117.00,BIOMASS,380347.00,167.00,390.00,10650.00,61392.00,12627.00
22.00,5.00,GAS,562375.00,299.00,4.00,180958.00,6826.00,682.00
22.00,5.00,GAS,445862.00,359.00,4.00,136369.00,5144.00,514.00
22.00,33.00,GAS,204820.00,25.00,2.00,68568.00,2587.00,259.00
22.00,93.00,GAS,266463.00,160.00,3.00,95047.00,3585.00,359.00
22.00,51.00,GAS,0.00,,,,,
22.00,55.00,GAS,30.00,17.00,0.00,22036.00,820.00,82.00
22.00,109.00,GAS,19330.00,30.00,0.00,16180.00,597.00,60.00
22.00,69.00,BIOMASS,,,,,,
22.00,121.00,SOLAR,111405.00,,,,,
22.00,19.00,OTHF,184345.00,,,,0.00,0.00
22.00,19.00,GAS,196115.00,1291.00,3.00,121483.00,4583.00,458.00
22.00,19.00,GAS,5535193.00,126.00,11.00,2227965.00,83798.00,8380.00
22.00,47.00,GAS,1740469.00,1479.00,15.00,619922.00,23385.00,2338.00
22.00,101.00,GAS,375966.00,31.00,1.00,179990.00,6757.00,676.00
22.00,17.00,GAS,70828.00,71.00,0.00,49791.00,1800.00,180.00
22.00,89.00,GAS,604429.00,785.00,2.00,443056.00,16845.00,1685.00
22.00,33.00,OTHF,2835740.00,626.00,9.00,868640.00,32851.00,3282.00
22.00,33.00,GAS,,,,,,
22.00,93.00,GAS,17270.00,8.00,0.00,5667.00,214.00,21.00
22.00,61.00,GAS,45451.00,37.00,0.00,13884.00,524.00,52.00
22.00,33.00,GAS,138148.00,111.00,1.00,41746.00,1575.00,157.00
22.00,31.00,GAS,860683.00,431.00,453.00,150943.00,58400.00,12786.00
22.00,93.00,OTHF,-79891.00,,,,0.00,0.00
22.00,19.00,OIL,2862058.00,965.00,14462.00,1941270.00,522795.00,82268.00
22.00,101.00,OTHF,14348.00,28.00,118.00,,0.00,0.00
22.00,71.00,GAS,166060.00,306.00,3.00,113998.00,4300.00,430.00
22.00,71.00,SOLAR,221.00,,,,,
22.00,71.00,SOLAR,32723.00,,,,,
22.00,77.00,OIL,10.00,0.00,0.00,13.00,1.00,0.00
22.00,51.00,GAS,7971042.00,5861.00,22.00,4324457.00,160301.00,16051.00
22.00,75.00,GAS,94573.00,76.00,1.00,29415.00,1110.00,111.00
22.00,73.00,GAS,2739761.00,160.00,6.00,1234992.00,44192.00,4419.00
22.00,47.00,OIL,0.00,,,,,
22.00,73.00,GAS,2297841.00,124.00,5.00,955397.00,35537.00,3554.00
22.00,73.00,BIOMASS,546072.00,227.00,590.00,50410.00,88002.00,18735.00
22.00,47.00,GAS,4996202.00,260.00,8.00,1884102.00,75985.00,7596.00
22.00,121.00,GAS,41075.00,35.00,0.00,12026.00,454.00,45.00
22.00,19.00,GAS,1950.00,1.00,0.00,414.00,16.00,2.00
22.00,19.00,OTHF,,,,,,
22.00,19.00,GAS,1809854.00,1359.00,4.00,549834.00,20741.00,2074.00
22.00,19.00,OTHF,40658.00,,,,,
22.00,19.00,GAS,2134282.00,426.00,4.00,814207.00,29818.00,2982.00
22.00,1.00,OIL,,,,,,
22.00,125.00,NUCLEAR,7441875.00,,,,,
22.00,5.00,GAS,538350.00,447.00,5.00,167655.00,6324.00,632.00
22.00,29.00,HYDRO,1109178.00,,,,,
22.00,125.00,BIOMASS,113853.00,41.00,127.00,14010.00,3400.00,1967.00
22.00,89.00,GAS,5011299.00,122.00,11.00,2107636.00,75362.00,7536.00
22.00,101.00,OTHF,206060.00,,,,,
22.00,73.00,GAS,14890.00,23.00,0.00,5979.00,475.00,48.00
22.00,55.00,GAS,22.00,13.00,0.00,16434.00,632.00,63.00
22.00,89.00,GAS,3922424.00,358.00,7.00,1482306.00,56221.00,5622.00
22.00,71.00,SOLAR,639.00,,,,,
22.00,71.00,SOLAR,1405.00,,,,,
22.00,101.00,GAS,242879.00,297.00,1.00,163543.00,7027.00,703.00
22.00,117.00,GAS,184680.00,22.00,1.00,101494.00,4365.00,437.00
22.00,89.00,GAS,257721.00,207.00,2.00,169404.00,6847.00,723.00
22.00,89.00,NUCLEAR,9806799.00,,,,,
22.00,49.00,BIOMASS,400565.00,174.00,361.00,47958.00,28271.00,8066.00
25.00,23.00,OTHF,0.00,,,,,
25.00,23.00,SOLAR,289.00,,,,,
25.00,21.00,SOLAR,2203.00,,,,,
25.00,23.00,SOLAR,298.00,,,,,
25.00,23.00,SOLAR,68.00,,,,,
25.00,23.00,OTHF,0.00,,,,,
25.00,13.00,SOLAR,2604.00,,,,,
25.00,13.00,SOLAR,3819.00,,,,,
25.00,27.00,SOLAR,1353.00,,,,,
25.00,23.00,SOLAR,1.00,,,,,
25.00,27.00,SOLAR,7377.00,,,,,
25.00,23.00,SOLAR,1.00,,,,,
25.00,13.00,SOLAR,2360.00,,,,,
25.00,5.00,SOLAR,3816.00,,,,,
25.00,27.00,SOLAR,4507.00,,,,,
25.00,23.00,SOLAR,1.00,,,,,
25.00,5.00,WIND,54.00,,,,,
25.00,27.00,SOLAR,3942.00,,,,,
25.00,23.00,SOLAR,0.00,,,,,
25.00,23.00,SOLAR,0.00,,,,,
25.00,17.00,SOLAR,1808.00,,,,,
25.00,23.00,SOLAR,6045.00,,,,,
25.00,5.00,OTHF,-1.00,,,,,
25.00,5.00,SOLAR,1751.00,,,,,
25.00,5.00,SOLAR,4234.00,,,,,
25.00,5.00,SOLAR,2517.00,,,,,
25.00,27.00,SOLAR,3748.00,,,,,
25.00,5.00,SOLAR,8497.00,,,,,
