Plant FIPS state code,Plant FIPS county code,Plant primary fuel category,Plant annual net generation (MWh),Plant annual NOx emissions (tons),Plant annual SO2 emissions (tons),Plant annual CO2 emissions (tons),Plant annual CH4 emissions (lbs),Plant annual N2O emissions (lbs)
16.00,83.00,WIND,18982.00,,,,,
16.00,43.00,HYDRO,6197.00,,,,,
16.00,19.00,HYDRO,40101.00,,,,,
16.00,47.00,HYDRO,17030.00,,,,,
16.00,69.00,BIOMASS,398671.00,210.00,440.00,18020.00,42295.00,10987.00
16.00,83.00,SOLAR,2600.00,,,,,
16.00,39.00,WIND,52699.00,,,,,
16.00,83.00,HYDRO,9442.00,,,,,
16.00,39.00,WIND,60714.00,,,,,
16.00,63.00,HYDRO,14224.00,,,,,
16.00,23.00,HYDRO,3335.00,,,,,
16.00,35.00,HYDRO,1482062.00,,,,,
16.00,49.00,HYDRO,2545.00,,,,,
16.00,39.00,GAS,484314.00,112.00,2.00,317648.00,11689.00,1169.00
16.00,43.00,HYDRO,37295.00,,,,,
16.00,27.00,HYDRO,3040.00,,,,,
16.00,81.00,HYDRO,22418.00,,,,,
16.00,55.00,BIOMASS,13736.00,0.00,3.00,0.00,0.00,0.00
16.00,35.00,HYDRO,3276.00,,,,,
16.00,47.00,WIND,26569.00,,,,,
16.00,19.00,HYDRO,110764.00,,,,,
16.00,31.00,WIND,35057.00,,,,,
16.00,19.00,WIND,371528.00,,,,,
16.00,29.00,HYDRO,63239.00,,,,,
16.00,39.00,SOLAR,189660.00,,,,,
16.00,39.00,WIND,59701.00,,,,,
16.00,53.00,HYDRO,24136.00,,,,,
16.00,53.00,HYDRO,4460.00,,,,,
16.00,1.00,BIOMASS,25314.00,0.00,4.00,0.00,0.00,0.00
16.00,83.00,WIND,93650.00,,,,,
16.00,19.00,WIND,175122.00,,,,,
16.00,15.00,HYDRO,37741.00,,,,,
16.00,1.00,SOLAR,94415.00,,,,,
16.00,43.00,HYDRO,12372.00,,,,,
16.00,51.00,BIOMASS,0.00,,,,,
16.00,47.00,HYDRO,2936.00,,,,,
16.00,75.00,GAS,1927107.00,45.00,4.00,795241.00,30040.00,3004.00
16.00,29.00,HYDRO,3992.00,,,,,
16.00,83.00,HYDRO,4967.00,,,,,
16.00,83.00,HYDRO,4972.00,,,,,
16.00,13.00,HYDRO,125.00,,,,,
16.00,83.00,HYDRO,3065.00,,,,,
16.00,47.00,HYDRO,92940.00,,,,,
16.00,19.00,HYDRO,30058.00,,,,,
16.00,19.00,HYDRO,10326.00,,,,,
16.00,47.00,HYDRO,200329.00,,,,,
16.00,1.00,HYDRO,221668.00,,,,,
16.00,13.00,HYDRO,0.00,,,,,
16.00,39.00,WIND,58038.00,,,,,
16.00,53.00,HYDRO,2570.00,,,,,
16.00,5.00,HYDRO,3981.00,,,,,
16.00,1.00,HYDRO,5770.00,,,,,
16.00,19.00,WIND,305296.00,,,,,
16.00,53.00,HYDRO,5388.00,,,,,
16.00,31.00,BIOMASS,18334.00,0.00,3.00,0.00,0.00,0.00
16.00,31.00,WIND,58962.00,,,,,
16.00,31.00,HYDRO,34722.00,,,,,
16.00,67.00,HYDRO,92641.00,,,,,
16.00,41.00,HYDRO,5630.00,,,,,
16.00,1.00,HYDRO,3966.00,,,,,
16.00,39.00,WIND,34615.00,,,,,
16.00,21.00,HYDRO,24612.00,,,,,
16.00,39.00,SOLAR,47447.00,,,,,
16.00,73.00,SOLAR,43897.00,,,,,
16.00,47.00,HYDRO,4016.00,,,,,
16.00,63.00,HYDRO,2989.00,,,,,
16.00,41.00,HYDRO,27399.00,,,,,
16.00,1.00,SOLAR,46297.00,,,,,
16.00,83.00,WIND,41189.00,,,,,
16.00,19.00,HYDRO,595897.00,,,,,
16.00,83.00,WIND,67718.00,,,,,
16.00,83.00,WIND,35397.00,,,,,
16.00,9.00,BIOMASS,35127.00,12.00,2.00,0.00,13900.00,1824.00
16.00,55.00,HYDRO,65021.00,,,,,
16.00,77.00,WIND,66127.00,,,,,
16.00,77.00,WIND,60838.00,,,,,
16.00,31.00,GEOTHERMAL,92941.00,0.00,0.00,0.00,,
16.00,55.00,GAS,182100.00,44.00,1.00,113576.00,4890.00,489.00
16.00,55.00,GAS,1822638.00,76.00,4.00,764869.00,28296.00,2830.00
16.00,83.00,BIOMASS,9614.00,256.00,0.00,0.00,268.00,27.00
16.00,83.00,HYDRO,9136.00,,,,,
16.00,83.00,HYDRO,2346.00,,,,,
16.00,77.00,WIND,276092.00,,,,,
16.00,39.00,WIND,54992.00,,,,,
16.00,53.00,HYDRO,24908.00,,,,,
16.00,59.00,OIL,26.00,0.00,0.00,25.00,2.00,0.00
16.00,83.00,WIND,66230.00,,,,,
16.00,39.00,WIND,54175.00,,,,,
16.00,53.00,HYDRO,53470.00,,,,,
16.00,39.00,SOLAR,48375.00,,,,,
16.00,5.00,OTHF,61911.00,,,,0.00,0.00
16.00,21.00,HYDRO,86367.00,,,,,
16.00,29.00,HYDRO,15498.00,,,,,
16.00,83.00,HYDRO,26273.00,,,,,
16.00,1.00,HYDRO,107811.00,,,,,
16.00,3.00,BIOMASS,13510.00,9.00,1.00,0.00,5575.00,732.00
16.00,47.00,HYDRO,53195.00,,,,,
16.00,83.00,WIND,34327.00,,,,,
16.00,83.00,WIND,32392.00,,,,,
16.00,83.00,WIND,33159.00,,,,,
16.00,83.00,HYDRO,43071.00,,,,,
16.00,39.00,WIND,61349.00,,,,,
16.00,47.00,HYDRO,54057.00,,,,,
16.00,19.00,HYDRO,42194.00,,,,,
16.00,83.00,HYDRO,78586.00,,,,,
16.00,83.00,HYDRO,64880.00,,,,,
16.00,53.00,HYDRO,26835.00,,,,,
16.00,19.00,WIND,168800.00,,,,,
16.00,83.00,WIND,58529.00,,,,,
17.00,141.00,GAS,203.00,1.00,0.00,226.00,9.00,1.00
17.00,177.00,SOLAR,3811.00,,,,,
17.00,177.00,GAS,39185.00,26.00,0.00,12091.00,456.00,46.00
17.00,163.00,SOLAR,0.00,,,,,
17.00,91.00,SOLAR,3860.00,,,,,
17.00,11.00,WIND,14008.00,,,,,
17.00,31.00,SOLAR,162.00,,,,,
17.00,111.00,SOLAR,,,,,,
17.00,171.00,GAS,55749.00,30.00,0.00,28273.00,1484.00,163.00
17.00,49.00,OIL,235.00,4.00,0.00,193.00,16.00,3.00
17.00,197.00,SOLAR,0.00,,,,,
17.00,183.00,SOLAR,0.00,,,,,
17.00,85.00,SOLAR,3350.00,,,,,
17.00,115.00,COAL,1085111.00,299.00,16200.00,540406.00,150723.00,21909.00
17.00,43.00,GAS,32051.00,55.00,1.00,21265.00,802.00,80.00
17.00,43.00,GAS,774176.00,221.00,2.00,464463.00,17355.00,1736.00
17.00,195.00,OIL,215.00,4.00,0.00,177.00,14.00,3.00
17.00,157.00,COAL,6885339.00,2557.00,2227.00,7449410.00,1769076.00,257358.00
17.00,197.00,BIOMASS,5515.00,0.00,2.00,0.00,0.00,0.00
17.00,123.00,WIND,64008.00,,,,,
17.00,11.00,WIND,309392.00,,,,,
17.00,143.00,GAS,50554.00,4.00,1.00,19754.00,585.00,59.00
17.00,73.00,WIND,611289.00,,,,,
17.00,73.00,WIND,283161.00,,,,,
17.00,73.00,WIND,434331.00,,,,,
17.00,105.00,WIND,522403.00,,,,,
17.00,105.00,WIND,247226.00,,,,,
17.00,105.00,WIND,910809.00,,,,,
17.00,195.00,SOLAR,3984.00,,,,,
17.00,197.00,NUCLEAR,19474347.00,,,,,
17.00,27.00,OIL,791.00,14.00,1.00,774.00,63.00,13.00
17.00,113.00,WIND,702191.00,,,,,
17.00,9.00,WIND,2871.00,,,,,
17.00,109.00,OIL,41.00,1.00,0.00,33.00,3.00,1.00
17.00,141.00,NUCLEAR,19969652.00,,,,,
17.00,183.00,WIND,781336.00,,,,,
17.00,31.00,GAS,19348.00,16.00,0.00,22682.00,366.00,37.00
17.00,175.00,WIND,408648.00,,,,,
17.00,109.00,WIND,580725.00,,,,,
17.00,27.00,OIL,504.00,8.00,1.00,422.00,34.00,7.00
17.00,193.00,OIL,196.00,3.00,0.00,154.00,13.00,3.00
17.00,23.00,OIL,251.00,4.00,0.00,190.00,15.00,3.00
17.00,197.00,SOLAR,,,,,,
17.00,19.00,SOLAR,2977.00,,,,,
17.00,201.00,SOLAR,,,,,,
17.00,143.00,SOLAR,2435.00,,,,,
17.00,91.00,SOLAR,,,,,,
17.00,177.00,SOLAR,3966.00,,,,,
17.00,111.00,GAS,5584.00,117.00,0.00,7065.00,267.00,27.00
17.00,111.00,SOLAR,3976.00,,,,,
17.00,31.00,GAS,0.00,,,,,
17.00,31.00,BIOMASS,19059.00,0.00,6.00,0.00,0.00,0.00
17.00,199.00,SOLAR,1285.00,,,,,
17.00,39.00,BIOMASS,17166.00,0.00,3.00,0.00,0.00,0.00
17.00,39.00,NUCLEAR,8348706.00,,,,,
17.00,27.00,SOLAR,3689.00,,,,,
17.00,103.00,WIND,7640.00,,,,,
17.00,51.00,SOLAR,3100.00,,,,,
17.00,161.00,GAS,2230323.00,97.00,5.00,906090.00,33932.00,3393.00
17.00,37.00,SOLAR,2531.00,,,,,
17.00,11.00,WIND,86899.00,,,,,
17.00,197.00,GAS,27150.00,6.00,0.00,23972.00,1882.00,188.00
17.00,141.00,SOLAR,2989.00,,,,,
17.00,91.00,GAS,26658.00,57.00,1.00,21946.00,828.00,83.00
17.00,167.00,COAL,1225024.00,447.00,718.00,1422868.00,326738.00,47515.00
17.00,99.00,HYDRO,10588.00,,,,,
17.00,103.00,HYDRO,13468.00,,,,,
17.00,177.00,SOLAR,861.00,,,,,
17.00,63.00,NUCLEAR,14956680.00,,,,,
17.00,51.00,SOLAR,71979.00,,,,,
17.00,143.00,COAL,2713868.00,2373.00,5982.00,2925879.00,722418.00,105096.00
17.00,177.00,WIND,241427.00,,,,,
17.00,119.00,SOLAR,1413.00,,,,,
17.00,31.00,GAS,496717.00,164.00,2.00,342239.00,12655.00,1265.00
17.00,197.00,GAS,836575.00,163.00,3.00,557575.00,21600.00,2160.00
17.00,43.00,OTHF,-869.00,,,,,
17.00,31.00,SOLAR,1528.00,,,,,
17.00,31.00,SOLAR,2288.00,,,,,
17.00,31.00,GAS,0.00,,,,,
17.00,31.00,SOLAR,13176.00,,,,,
17.00,197.00,OTHF,186182.00,13.00,1.00,48730.00,2597.00,259.00
17.00,167.00,OIL,110.00,1.00,1.00,196.00,16.00,3.00
17.00,39.00,GAS,46.00,1.00,0.00,23.00,2.00,0.00
17.00,31.00,SOLAR,1910.00,,,,,
17.00,31.00,OIL,-590.00,13.00,6.00,1816.00,99.00,20.00
17.00,21.00,BIOMASS,21044.00,0.00,4.00,0.00,0.00,0.00
17.00,25.00,OIL,117.00,2.00,0.00,108.00,9.00,2.00
17.00,25.00,OIL,120.00,2.00,0.00,111.00,9.00,2.00
17.00,37.00,WIND,672017.00,,,,,
17.00,163.00,OIL,586.00,9.00,1.00,460.00,37.00,7.00
17.00,51.00,GAS,1695.00,1.00,0.00,1047.00,39.00,4.00
17.00,115.00,OIL,0.00,,,,,
17.00,177.00,SOLAR,1585.00,,,,,
17.00,71.00,SOLAR,2870.00,,,,,
17.00,63.00,SOLAR,,,,,,
17.00,73.00,WIND,8796.00,9.00,1.00,344.00,36.00,7.00
17.00,89.00,GAS,4355.00,53.00,0.00,2190.00,83.00,8.00
17.00,53.00,GAS,153845.00,68.00,1.00,116063.00,4380.00,438.00
17.00,125.00,WIND,101097.00,,,,,
17.00,147.00,GAS,42904.00,6.00,0.00,35785.00,1442.00,144.00
17.00,99.00,OTHF,-6751.00,,,,,
17.00,99.00,SOLAR,29658.00,,,,,
17.00,99.00,WIND,492263.00,,,,,
17.00,77.00,GAS,0.00,,,,,
17.00,119.00,OFSL,528017.00,51.00,6.00,444055.00,2169.00,494.00
17.00,103.00,WIND,543835.00,,,,,
17.00,43.00,BIOMASS,29868.00,0.00,10.00,0.00,0.00,0.00
17.00,103.00,WIND,102214.00,,,,,
17.00,111.00,SOLAR,3051.00,,,,,
17.00,41.00,WIND,693353.00,,,,,
17.00,113.00,WIND,4653.00,,,,,
17.00,113.00,WIND,540612.00,,,,,
17.00,119.00,OIL,708.00,11.00,1.00,568.00,46.00,9.00
17.00,107.00,WIND,559814.00,,,,,
17.00,89.00,GAS,7549.00,124.00,0.00,5252.00,198.00,20.00
17.00,173.00,GAS,1682994.00,87.00,4.00,757970.00,27064.00,2706.00
17.00,183.00,WIND,325287.00,,,,,
17.00,199.00,SOLAR,1560.00,,,,,
17.00,197.00,SOLAR,3406.00,,,,,
17.00,31.00,SOLAR,1538.00,,,,,
17.00,85.00,SOLAR,3581.00,,,,,
17.00,197.00,SOLAR,0.00,,,,,
17.00,57.00,SOLAR,3809.00,,,,,
17.00,25.00,OIL,156.00,2.00,0.00,125.00,10.00,2.00
17.00,119.00,OIL,0.00,,,,,
17.00,195.00,OIL,721.00,12.00,1.00,587.00,48.00,10.00
17.00,43.00,GAS,75370.00,63.00,1.00,23976.00,904.00,90.00
17.00,31.00,GAS,253819.00,43.00,2.00,101934.00,7256.00,901.00
17.00,167.00,GAS,1152.00,1.00,0.00,931.00,68.00,13.00
17.00,75.00,SOLAR,3977.00,,,,,
17.00,31.00,GAS,134.00,0.00,0.00,115.00,4.00,0.00
17.00,197.00,OTHF,-293.00,,,,,
17.00,1.00,SOLAR,360.00,,,,,
17.00,199.00,SOLAR,2512.00,,,,,
17.00,197.00,GAS,701799.00,352.00,2.00,449311.00,16878.00,1688.00
17.00,197.00,GAS,-78000.00,2.00,0.00,4491.00,90.00,9.00
17.00,127.00,COAL,5066616.00,3341.00,13231.00,5892538.00,1390581.00,202167.00
17.00,91.00,HYDRO,822.00,,,,,
17.00,91.00,SOLAR,3752.00,,,,,
17.00,197.00,SOLAR,1327.00,,,,,
17.00,53.00,WIND,620199.00,,,,,
17.00,93.00,GAS,5966561.00,342.00,14.00,2721900.00,99228.00,9923.00
17.00,177.00,SOLAR,4109.00,,,,,
17.00,55.00,SOLAR,1656.00,,,,,
17.00,21.00,COAL,3933111.00,812.00,1891.00,4263606.00,1099318.00,159868.00
17.00,121.00,GAS,17656.00,8.00,0.00,13774.00,548.00,55.00
17.00,7.00,SOLAR,1231.00,,,,,
17.00,201.00,BIOMASS,5090.00,58.00,0.00,85.00,61.00,6.00
17.00,91.00,SOLAR,4090.00,,,,,
17.00,111.00,SOLAR,4185.00,,,,,
17.00,111.00,SOLAR,3616.00,,,,,
17.00,97.00,GAS,367.00,6.00,0.00,242.00,9.00,1.00
17.00,31.00,BIOMASS,14154.00,0.00,5.00,0.00,0.00,0.00
17.00,167.00,OIL,0.00,,,,,
17.00,99.00,NUCLEAR,18504745.00,,,,,
17.00,103.00,GAS,328567.00,72.00,1.00,266114.00,9826.00,983.00
17.00,177.00,SOLAR,2468.00,,,,,
17.00,197.00,GAS,16637.00,3.00,0.00,14319.00,486.00,49.00
17.00,167.00,WIND,212114.00,,,,,
17.00,197.00,SOLAR,2581.00,,,,,
17.00,105.00,BIOMASS,64532.00,0.00,20.00,0.00,0.00,0.00
17.00,197.00,HYDRO,32470.00,,,,,
17.00,11.00,WIND,307894.00,,,,,
17.00,37.00,SOLAR,2101.00,,,,,
17.00,31.00,GAS,2660.00,4.00,0.00,1371.00,52.00,5.00
17.00,197.00,GAS,841111.00,73.00,3.00,517025.00,22540.00,2254.00
17.00,199.00,SOLAR,1265.00,,,,,
17.00,111.00,OTHF,-4423.00,,,,,
17.00,111.00,SOLAR,3492.00,,,,,
17.00,199.00,COAL,669385.00,502.00,1658.00,1092490.00,203238.00,29516.00
17.00,81.00,SOLAR,3996.00,,,,,
17.00,31.00,GAS,,,,,,
17.00,23.00,OIL,485.00,7.00,1.00,377.00,31.00,6.00
17.00,109.00,SOLAR,4093.00,,,,,
17.00,111.00,OTHF,0.00,,,,,
17.00,65.00,OIL,32.00,1.00,0.00,28.00,2.00,0.00
17.00,99.00,SOLAR,3020.00,,,,,
17.00,103.00,WIND,268967.00,,,,,
17.00,127.00,GAS,61403.00,53.00,0.00,57476.00,1958.00,196.00
17.00,163.00,GAS,19565.00,290.00,0.00,12266.00,463.00,46.00
17.00,203.00,WIND,622030.00,,,,,
17.00,161.00,HYDRO,18309.00,3.00,0.00,1199.00,45.00,5.00
17.00,201.00,GAS,,,,,,
17.00,89.00,GAS,0.00,,,,,
17.00,89.00,SOLAR,3394.00,,,,,
17.00,113.00,SOLAR,154.00,,,,,
17.00,137.00,SOLAR,1340.00,,,,,
17.00,137.00,SOLAR,1380.00,,,,,
17.00,137.00,SOLAR,3931.00,,,,,
17.00,137.00,SOLAR,4003.00,,,,,
17.00,63.00,GAS,615510.00,79.00,1.00,235209.00,8679.00,868.00
17.00,31.00,OIL,13.00,0.00,0.00,13.00,1.00,0.00
17.00,141.00,SOLAR,3319.00,,,,,
17.00,31.00,GAS,0.00,,,,,
17.00,31.00,GAS,0.00,,,,,
17.00,43.00,GAS,14065.00,12.00,0.00,4543.00,171.00,17.00
17.00,103.00,GAS,2235299.00,152.00,5.00,942036.00,37165.00,3716.00
17.00,79.00,COAL,3254366.00,2455.00,6453.00,4038279.00,856224.00,124542.00
17.00,97.00,GAS,36284.00,33.00,0.00,12030.00,454.00,45.00
17.00,141.00,GAS,2831.00,46.00,1.00,2078.00,98.00,13.00
17.00,31.00,GAS,10.00,0.00,0.00,2.00,0.00,0.00
17.00,19.00,SOLAR,17640.00,,,,,
17.00,31.00,SOLAR,1408.00,,,,,
17.00,31.00,GAS,1196.00,17.00,0.00,708.00,27.00,3.00
17.00,91.00,SOLAR,1580.00,,,,,
17.00,113.00,WIND,559823.00,,,,,
17.00,177.00,SOLAR,2094.00,,,,,
17.00,159.00,SOLAR,1641.00,,,,,
17.00,141.00,BIOMASS,77789.00,0.00,14.00,0.00,0.00,0.00
17.00,99.00,WIND,467565.00,,,,,
17.00,149.00,OIL,1216.00,9.00,3.00,1612.00,131.00,26.00
17.00,99.00,HYDRO,40210.00,20.00,2.00,1278.00,104.00,21.00
17.00,91.00,SOLAR,1912.00,,,,,
17.00,19.00,SOLAR,7211.00,,,,,
17.00,149.00,WIND,2081.00,,,,,
17.00,91.00,WIND,605348.00,,,,,
17.00,145.00,GAS,110537.00,52.00,0.00,70047.00,2695.00,270.00
17.00,37.00,SOLAR,3280.00,,,,,
17.00,75.00,WIND,447598.00,,,,,
17.00,105.00,SOLAR,3673.00,,,,,
17.00,179.00,COAL,2701322.00,1709.00,1832.00,3548135.00,805320.00,117134.00
17.00,163.00,COAL,12685744.00,4122.00,10537.00,13591665.00,2940236.00,427648.00
17.00,145.00,SOLAR,94871.00,,,,,
17.00,197.00,BIOMASS,36375.00,0.00,7.00,0.00,0.00,0.00
17.00,29.00,SOLAR,31360.00,,,,,
17.00,31.00,OIL,10.00,0.00,0.00,22.00,2.00,0.00
17.00,11.00,GAS,1357.00,2866.00,3.00,127702.00,4863.00,493.00
17.00,195.00,SOLAR,1597.00,,,,,
17.00,11.00,WIND,173526.00,,,,,
17.00,161.00,NUCLEAR,15740328.00,,,,,
17.00,25.00,GAS,20566.00,3.00,0.00,15029.00,609.00,61.00
17.00,39.00,WIND,1075083.00,,,,,
17.00,179.00,WIND,272535.00,,,,,
17.00,19.00,OIL,842.00,13.00,1.00,669.00,54.00,11.00
17.00,19.00,SOLAR,2444.00,,,,,
17.00,157.00,OIL,943.00,17.00,2.00,865.00,70.00,14.00
17.00,111.00,SOLAR,2043.00,,,,,
17.00,167.00,OIL,238.00,2.00,1.00,398.00,32.00,6.00
17.00,183.00,SOLAR,3906.00,,,,,
17.00,141.00,BIOMASS,18026.00,0.00,3.00,0.00,0.00,0.00
17.00,201.00,SOLAR,2540.00,,,,,
17.00,201.00,SOLAR,2582.00,,,,,
17.00,201.00,SOLAR,0.00,,,,,
17.00,201.00,GAS,264296.00,63.00,1.00,170422.00,6093.00,609.00
17.00,201.00,GAS,167822.00,49.00,1.00,101663.00,3869.00,387.00
17.00,201.00,SOLAR,2720.00,,,,,
17.00,201.00,HYDRO,4546.00,,,,,
17.00,89.00,GAS,140188.00,78.00,1.00,99351.00,3694.00,369.00
17.00,7.00,SOLAR,4001.00,,,,,
17.00,31.00,GAS,,,,,,
17.00,27.00,SOLAR,3738.00,,,,,
17.00,39.00,WIND,0.00,,,,,
17.00,123.00,SOLAR,3613.00,,,,,
17.00,163.00,SOLAR,2794.00,,,,,
17.00,195.00,SOLAR,1648.00,,,,,
17.00,19.00,SOLAR,869.00,,,,,
17.00,143.00,SOLAR,63.00,,,,,
17.00,43.00,SOLAR,1471.00,,,,,
17.00,183.00,SOLAR,1294.00,,,,,
17.00,161.00,HYDRO,0.00,,,,,
17.00,99.00,SOLAR,122.00,,,,,
17.00,89.00,BIOMASS,27797.00,0.00,10.00,0.00,0.00,0.00
17.00,75.00,WIND,371025.00,,,,,
17.00,103.00,WIND,319311.00,,,,,
17.00,173.00,GAS,316248.00,198.00,1.00,190581.00,7065.00,707.00
17.00,77.00,COAL,7259.00,12.00,131.00,4351.00,1025.00,149.00
17.00,37.00,SOLAR,3365.00,,,,,
17.00,141.00,GAS,1335.00,21.00,2.00,978.00,87.00,17.00
17.00,31.00,GAS,,,,,,
17.00,111.00,SOLAR,2022.00,,,,,
17.00,113.00,OIL,21.00,1.00,0.00,33.00,3.00,1.00
17.00,105.00,WIND,739038.00,,,,,
17.00,107.00,WIND,426349.00,,,,,
17.00,139.00,OIL,150.00,2.00,0.00,118.00,10.00,2.00
17.00,109.00,SOLAR,3664.00,,,,,
17.00,89.00,SOLAR,3857.00,,,,,
17.00,63.00,SOLAR,447.00,,,,,
17.00,19.00,SOLAR,394.00,1.00,0.00,46.00,2.00,0.00
17.00,115.00,COAL,327541.00,37.00,2627.00,81888.00,21822.00,3079.00
17.00,179.00,BIOMASS,15994.00,0.00,3.00,0.00,0.00,0.00
17.00,21.00,SOLAR,1836.00,,,,,
17.00,31.00,GAS,0.00,,,,,
17.00,31.00,GAS,0.00,,,,,
17.00,183.00,GAS,145954.00,86.00,0.00,93579.00,3467.00,347.00
17.00,37.00,SOLAR,2634.00,,,,,
17.00,31.00,GAS,75.00,0.00,0.00,17.00,1.00,0.00
17.00,41.00,GAS,28665.00,7.00,0.00,9382.00,354.00,35.00
17.00,19.00,GAS,236256.00,140.00,19.00,79845.00,3388.00,359.00
17.00,31.00,GAS,123684.00,236.00,1.00,38799.00,1471.00,148.00
17.00,197.00,GAS,226635.00,285.00,1.00,147989.00,6456.00,646.00
17.00,195.00,HYDRO,9891.00,,,,,
17.00,117.00,SOLAR,2223.00,,,,,
17.00,119.00,GAS,106894.00,24.00,0.00,63588.00,2748.00,275.00
17.00,183.00,SOLAR,3808.00,,,,,
17.00,117.00,SOLAR,1716.00,,,,,
17.00,91.00,SOLAR,2152.00,,,,,
17.00,11.00,WIND,773256.00,,,,,
17.00,133.00,GAS,1088.00,8.00,1.00,671.00,42.00,7.00
17.00,97.00,COAL,2083299.00,1437.00,1264.00,2593775.00,538072.00,78250.00
17.00,89.00,GAS,18.00,0.00,0.00,11.00,0.00,0.00
17.00,113.00,WIND,410549.00,,,,,
17.00,195.00,SOLAR,4152.00,,,,,
17.00,107.00,WIND,204931.00,,,,,
17.00,197.00,COAL,694080.00,397.00,482.00,882901.00,186529.00,27163.00
17.00,31.00,GAS,3889.00,10.00,1.00,4000.00,167.00,19.00
17.00,37.00,SOLAR,148.00,,,,,
17.00,89.00,BIOMASS,12315.00,0.00,2.00,0.00,0.00,0.00
17.00,197.00,SOLAR,1782.00,,,,,
17.00,197.00,SOLAR,1782.00,,,,,
17.00,97.00,GAS,638453.00,122.00,3.00,422265.00,16163.00,1690.00
17.00,97.00,BIOMASS,0.00,,,,,
18.00,129.00,COAL,2751582.00,2025.00,3904.00,3365062.00,730278.00,106133.00
18.00,183.00,OTHF,0.00,,,,,
18.00,173.00,COAL,4722229.00,7651.00,4250.00,5213955.00,1183920.00,172176.00
18.00,95.00,GAS,18031.00,9.00,0.00,14852.00,590.00,67.00
18.00,95.00,SOLAR,87.00,,,,,
18.00,95.00,SOLAR,4763.00,,,,,
18.00,95.00,SOLAR,1479.00,,,,,
18.00,127.00,COAL,939207.00,182.00,2.00,727489.00,8573.00,1215.00
18.00,97.00,SOLAR,5850.00,,,,,
18.00,7.00,WIND,333521.00,,,,,
18.00,181.00,BIOMASS,34272.00,771.00,1.00,0.00,840.00,84.00
18.00,75.00,WIND,376854.00,,,,,
18.00,75.00,WIND,380584.00,,,,,
18.00,73.00,GAS,7668.00,126.00,0.00,5306.00,200.00,20.00
18.00,89.00,OTHF,409413.00,341.00,5.00,195413.00,5118.00,511.00
18.00,1.00,GAS,13411.00,6.00,0.00,4346.00,164.00,16.00
18.00,97.00,GAS,15187.00,7.00,0.00,4626.00,203.00,22.00
18.00,81.00,SOLAR,2727.00,,,,,
18.00,157.00,GAS,23328.00,302.00,1.00,15263.00,523.00,55.00
18.00,165.00,COAL,4584763.00,4106.00,2232.00,4898730.00,1122109.00,163223.00
18.00,177.00,SOLAR,2049.00,,,,,
18.00,77.00,COAL,5034223.00,4299.00,2907.00,5685636.00,1321448.00,192246.00
18.00,183.00,SOLAR,5696.00,,,,,
18.00,97.00,BIOMASS,41938.00,56.00,19.00,13339.00,16838.00,2210.00
18.00,101.00,OTHF,,,,,,
18.00,101.00,SOLAR,22143.00,,,,,
18.00,107.00,SOLAR,12514.00,,,,,
18.00,107.00,SOLAR,8326.00,,,,,
18.00,107.00,SOLAR,18859.00,,,,,
18.00,107.00,COAL,0.00,0.00,0.00,0.00,0.00,0.00
18.00,107.00,SOLAR,4231.00,,,,,
18.00,31.00,SOLAR,1638.00,,,,,
18.00,53.00,SOLAR,3497.00,,,,,
18.00,91.00,BIOMASS,15335.00,0.00,3.00,0.00,0.00,0.00
18.00,97.00,SOLAR,4558.00,,,,,
18.00,97.00,SOLAR,2704.00,,,,,
18.00,97.00,SOLAR,3695.00,,,,,
18.00,39.00,BIOMASS,21923.00,0.00,5.00,0.00,0.00,0.00
18.00,89.00,SOLAR,3174.00,,,,,
18.00,83.00,COAL,3840179.00,773.00,67.00,3557348.00,270594.00,38088.00
18.00,39.00,HYDRO,2748.00,,,,,
18.00,105.00,SOLAR,1313.00,,,,,
18.00,157.00,OIL,7.00,0.00,0.00,4.00,0.00,0.00
18.00,89.00,OFSL,34691.00,,,0.00,0.00,0.00
18.00,173.00,COAL,2118170.00,1585.00,1519.00,2665568.00,545139.00,79239.00
18.00,7.00,WIND,395989.00,,,,,
18.00,7.00,WIND,1095499.00,,,,,
18.00,53.00,SOLAR,4572.00,,,,,
18.00,97.00,GAS,317533.00,54.00,1.00,237729.00,9039.00,904.00
18.00,51.00,COAL,9230440.00,4770.00,9110.00,9824728.00,2454180.00,357129.00
18.00,39.00,BIOMASS,23805.00,607.00,1.00,0.00,661.00,66.00
18.00,59.00,SOLAR,4920.00,,,,,
18.00,89.00,SOLAR,3084.00,,,,,
18.00,135.00,WIND,249404.00,,,,,
18.00,135.00,WIND,541831.00,,,,,
18.00,89.00,OTHF,465030.00,,,,,
18.00,63.00,OIL,12.00,1.00,0.00,26.00,2.00,0.00
18.00,65.00,GAS,162127.00,79.00,1.00,106697.00,4456.00,446.00
18.00,19.00,SOLAR,1741.00,,,,,
18.00,73.00,BIOMASS,1760.00,64.00,0.00,0.00,67.00,7.00
18.00,89.00,SOLAR,1293.00,,,,,
18.00,93.00,GAS,113791.00,54.00,0.00,74168.00,2829.00,283.00
18.00,7.00,WIND,216319.00,,,,,
18.00,81.00,OIL,143.00,2.00,0.00,101.00,8.00,2.00
18.00,95.00,SOLAR,5144.00,,,,,
18.00,95.00,SOLAR,13536.00,,,,,
18.00,107.00,SOLAR,1473.00,,,,,
