Unit,Country,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Mt CO2,Bolivia,2.183165,2.397195,2.529484,2.737852,3.224491,3.526201,3.751803,4.066274,4.075837,4.20838,4.532787,4.876068,4.938973,4.587414,4.313546,4.156148,4.34763,4.265293,4.72565,5.153022,5.173094,5.411787,5.632634,6.101759,6.893805,6.468066,6.493556,6.939738,6.546289,7.106598,6.813227,7.151502,7.825964,8.526656,8.975809,9.785122,10.713718,11.669457,12.324391,13.637623,14.853897,16.646845,16.81135,18.204941,18.099998,20.126218,21.89918
Mt CO2,Brazil,87.482762,95.121976,112.08633,121.847281,129.628181,143.116898,146.985048,160.15253,169.699513,167.799186,156.339116,156.30513,148.368501,148.508181,156.328184,174.904076,179.534651,182.642212,184.774314,184.461974,191.37839,195.938311,203.156294,210.660745,228.000209,246.282829,263.33976,270.965359,280.07303,292.849662,299.568987,299.010083,293.298182,310.810549,311.623799,315.152972,330.759555,349.288692,325.497578,372.003618,391.086606,424.086627,453.474508,477.793116,453.633529,418.523728,427.632717
Mt CO2,Colombia,26.678965,27.327007,28.665865,30.819718,28.297258,30.023444,31.030867,33.015425,33.376454,34.805299,34.936088,35.495666,37.36616,37.800241,39.473328,40.162345,42.61389,43.088248,44.830874,45.78911,47.522121,49.452516,52.131643,52.17323,54.457808,54.364366,58.929854,59.350936,52.017325,54.1763,54.643268,52.521934,51.850611,51.982775,53.5853,53.658699,54.768847,55.630794,59.043569,60.224103,65.410075,65.23079,75.092369,77.827713,77.609792,87.720859,75.291911
Mt CO2,Costa Rica,1.273221,1.424178,1.629287,1.576507,1.738003,1.80165,2.280722,2.444064,2.430977,2.158296,2.017838,1.684629,1.72967,1.845311,1.948536,2.056879,2.203897,2.309376,2.628473,2.603601,2.759831,3.847132,3.811091,4.44677,4.438795,4.173394,4.091782,4.551688,4.56463,4.499209,4.912859,5.025841,5.340754,5.335754,5.463059,6.000466,6.700225,6.706057,6.388951,6.622054,6.910338,6.927642,7.236279,7.275832,6.94023,7.488019,7.584411
Mt CO2,Cuba,20.813546,20.234647,21.702838,23.557074,24.184624,25.137717,27.472378,29.714283,29.685228,30.492048,30.381753,30.518624,33.202575,34.643657,32.178767,32.761965,34.603885,36.520609,37.747625,34.116558,26.562558,21.231716,19.635145,21.148496,22.448802,24.405487,26.397965,26.051732,26.900297,27.343782,26.465535,25.240962,24.50273,24.223932,25.051431,25.442477,26.31291,25.468898,26.296927,29.508746,27.812486,28.089417,26.648096,26.207599,26.84168,27.791025,26.215665
Mt CO2,Curaçao,14.514366,14.112515,15.607217,14.122548,10.195285,10.847666,10.981704,9.270318,9.180926,8.676232,8.040503,7.294269,6.827286,6.689144,4.497631,4.295493,3.963707,3.457732,2.955082,2.664753,2.764218,2.860177,2.324581,2.627618,2.633531,2.660956,5.261618,5.43361,5.400826,5.620901,5.657879,5.412247,5.428458,5.669472,5.977663,5.883453,6.392661,6.327339,5.930754,4.378255,5.496684,4.461795,4.304512,4.623429,4.691214,4.150776,3.748132
Mt CO2,Dominican Republic,3.485648,4.572649,4.636073,4.998163,5.213329,5.347045,5.677994,5.829988,6.150973,6.329212,6.000195,5.794147,6.754477,7.079087,6.234306,7.069608,8.082915,8.133109,8.668528,7.403191,7.697152,9.032718,8.973932,10.590285,11.221463,12.025153,13.717811,15.806193,16.812945,17.595221,17.8108,19.588636,17.503658,16.154859,17.522139,18.786072,18.937533,18.866365,18.105931,19.021523,19.309773,20.035774,19.589982,19.456968,21.519849,22.534306,21.43038
Mt CO2,Ecuador,3.494978,3.521572,3.967888,5.235338,5.935604,6.862997,8.096243,9.238904,9.699261,10.407166,11.801047,11.823018,11.093483,11.188183,11.665556,11.915399,11.624474,12.291645,12.022618,13.321492,13.914198,14.826013,14.044413,14.908078,16.691131,19.21079,20.43657,20.406811,16.520823,18.138334,19.290923,19.808711,19.595365,22.214212,23.926725,25.42396,26.681382,26.658121,29.358456,32.749762,32.855193,34.088693,35.754795,38.543228,37.357272,35.393138,34.299317
Mt CO2,El Salvador,1.304512,1.532042,1.688563,1.698276,1.929707,1.952711,2.015362,2.024939,1.937137,1.595942,1.500302,1.484624,1.48992,1.5179,1.640679,1.621674,2.000047,2.088096,2.037808,2.106603,2.773216,3.173513,3.552944,4.09419,4.573345,3.983594,4.873315,5.207947,5.165933,5.174894,5.511765,5.534952,5.911064,5.931363,6.252815,6.523559,6.92343,6.143442,6.035602,5.826204,6.013437,6.013939,5.727543,5.852064,6.389271,6.372143,5.735668
Mt CO2,Guatemala,2.26419,2.49315,2.630933,2.714006,3.015686,2.897052,3.342738,3.75494,4.21527,4.213934,3.635699,3.189331,2.746414,3.094064,3.183813,2.319766,2.719942,2.905737,3.037567,3.206929,3.410717,4.225832,4.627181,4.917245,5.85899,5.719038,6.002673,7.645175,7.516597,8.582302,8.989809,9.653078,9.642004,10.237483,10.621597,10.630962,11.475939,10.252402,11.231544,10.272703,10.567827,10.962022,11.834616,12.705648,15.164376,16.261135,15.703161
Mt CO2,Haiti,0.378568,0.355967,0.365385,0.408776,0.412844,0.569452,0.595034,0.645046,0.651935,0.62034,0.521503,0.668709,0.749612,0.779134,0.796137,0.740572,0.812901,0.886395,0.934805,0.934148,0.893794,0.814937,0.651536,0.189015,0.902323,1.058212,1.274188,1.300996,1.354859,1.383769,1.514221,1.732307,1.641555,1.89039,1.980992,2.025273,2.3168,2.3168,2.23913,2.095144,2.140475,2.081918,2.165803,2.762665,3.208933,3.250079,3.293125
Mt CO2,Honduras,1.123192,1.158467,1.266173,1.249289,1.327971,1.421382,1.578267,1.584455,1.684669,1.695725,1.611652,1.595442,1.762725,1.864606,1.671582,1.70131,1.900198,2.095412,2.318728,2.177192,2.163136,2.463117,2.601679,2.999878,3.575392,3.520901,3.620726,4.324058,4.360525,4.487715,5.290766,5.620189,6.24616,7.035836,7.192737,6.430913,8.150109,7.919782,7.557156,7.535444,8.245027,8.563247,8.779541,8.48056,9.558552,9.132171,9.42674
Mt CO2,Jamaica,5.535338,6.084397,8.067099,7.415011,7.448304,6.205195,6.843942,7.000483,7.00646,6.543542,6.523275,5.568441,5.535744,5.217229,4.669488,4.421217,4.690494,4.876168,6.300463,7.24573,7.213088,7.907485,8.098002,8.155319,8.417,8.773247,8.960265,9.461793,9.738746,9.79041,9.817042,9.971391,10.281151,10.256827,10.281648,11.745439,11.752897,9.539431,7.393225,6.93089,7.207868,6.88073,7.322934,7.129118,6.992686,7.524926,6.971666
Mt CO2,Nicaragua,1.48648,1.526743,1.6687,1.837817,1.849605,2.122074,2.614402,2.353727,1.53856,1.8074,1.889557,1.87333,1.956443,1.790694,1.805723,2.131563,2.163662,1.922372,1.708569,1.83922,1.816071,2.116121,2.089146,2.392728,2.513712,2.66239,2.85883,3.358084,3.392318,3.542102,3.711189,3.832414,3.953137,4.105781,4.032083,4.245508,4.363378,4.190988,4.166694,4.27715,4.468531,4.436338,4.227338,4.516523,5.054947,5.112604,5.106281
Mt CO2,Panama,2.486548,2.660544,2.917585,2.978268,3.096657,3.092588,3.070677,2.902162,3.059528,2.91099,2.522492,2.961885,3.394105,2.813344,2.666133,2.749261,3.053915,2.390267,2.495059,2.56342,2.995382,3.527763,3.549679,3.772839,4.091661,4.129179,4.337951,5.401175,4.68859,4.87777,5.869649,5.099018,5.202886,5.290719,6.776118,7.159286,7.056916,6.550758,8.034771,8.878513,9.527086,9.783195,9.899352,10.636012,10.102101,10.191378,9.612198
Mt CO2,Paraguay,0.571145,0.630896,0.703103,0.666169,0.703543,0.779567,1.117867,1.401695,1.346566,1.347049,1.308657,1.311697,1.249112,1.395992,1.422914,1.467409,1.611565,1.844501,1.830604,1.929829,1.884365,2.254322,2.6075,3.070872,3.489665,3.44839,3.833791,4.019593,4.026969,3.281664,3.414675,3.589508,3.712996,3.763342,3.472665,3.604743,3.736907,3.951832,4.100728,4.791954,5.016166,5.189054,5.082017,5.334488,5.849183,6.803062,7.654689
Mt CO2,Peru,15.390068,15.402703,16.252576,17.490844,18.240381,18.513808,18.18615,18.361593,19.198236,20.402545,21.248448,21.068801,17.775324,18.601187,18.051923,19.331321,20.901602,21.265196,19.307941,19.151453,18.540999,19.360974,20.031106,20.549576,23.310638,25.680164,25.412637,24.421357,26.85635,26.402615,24.337209,25.525392,24.875713,28.768292,28.632888,28.03185,30.924403,35.209581,37.747353,41.544007,44.92097,44.070715,45.182415,48.111009,49.724806,52.186698,49.693643
Mt CO2,Suriname,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.453535,1.484431,1.080105,1.199083,1.358607,1.652793,1.494424,1.375903,1.420054,1.418218,1.695676,1.787672,2.002733,1.965031,1.992602,2.063356,1.90988,1.928134
Mt CO2,Trinidad and Tobago,5.368951,5.472722,5.667528,5.194405,4.57518,5.183822,5.939647,5.878389,5.917776,6.370101,7.205662,7.02123,6.636807,6.753663,6.654053,6.827376,7.17804,7.722959,7.594772,7.90116,7.809563,8.168049,7.870406,8.062188,8.163496,8.497382,9.111626,9.478864,9.479932,9.775159,11.346343,12.710333,14.973121,15.428803,17.175823,19.152553,21.352888,21.170093,19.832649,21.849145,21.79456,21.623042,22.248269,23.063719,21.280034,17.457045,18.007573
Mt CO2,Uruguay,5.099037,5.567495,5.218391,5.036873,5.333968,5.46368,5.37865,5.466872,5.94873,5.338523,4.793541,4.458356,3.579293,3.211307,3.010832,2.962161,3.321117,4.27567,4.619508,3.599819,4.127402,4.508031,4.240986,3.933633,4.391965,5.133205,5.190128,5.347509,6.403026,5.090653,4.545794,4.14956,4.075859,5.20232,5.151871,6.082907,5.571623,7.46823,7.452967,5.959638,7.223777,8.187316,7.114949,6.267575,6.374932,6.325631,5.872957
Mt CO2,Venezuela,45.912843,47.404034,55.039786,56.264607,56.070364,59.47076,61.603139,67.006458,76.362663,83.370083,84.542933,85.40718,84.912646,85.039963,85.139411,84.895519,83.990595,84.910738,91.603222,93.587092,92.35801,94.550942,100.207953,100.803445,106.098113,114.098435,118.811648,119.70028,109.3453,116.210493,123.343698,122.717161,122.556535,127.77562,137.701548,133.589038,129.850593,159.40226,160.509339,171.468892,145.718946,164.035587,152.193276,151.608047,140.538724,127.366139,113.717543
Mt CO2,Other Non-OECD Americas,8.186185,9.484772,10.402494,8.575003,10.868678,9.589035,10.612284,11.011304,10.337614,10.263183,10.657118,9.612718,8.603936,9.308795,9.236559,9.907606,11.10602,11.522045,12.0274,12.419919,12.70742,12.349361,12.493944,12.799442,13.384143,13.456891,13.624184,14.128915,14.421164,14.087344,14.908768,14.421437,14.92215,15.280776,14.719585,14.688888,15.5708,15.547434,15.970803,16.655304,11.965219,14.814208,15.791347,15.280428,14.928571,15.486952,9.816308
Mt CO2,Bahrain,2.89375,3.301257,4.267854,5.049697,5.229829,5.684432,6.297152,6.677345,7.137318,7.239605,7.76238,8.140446,8.467067,8.662289,9.099749,9.775501,9.618885,10.124097,10.266868,10.67977,10.285376,12.17994,12.97847,13.282185,13.457588,14.093192,14.349014,15.419684,15.394167,15.843119,16.353671,17.19747,17.90741,17.789201,20.564912,22.35459,22.866845,24.615976,24.478322,25.551566,25.5737,26.100963,28.292683,29.695139,30.072802,29.638922,29.813834
Mt CO2,Islamic Rep. of Iran,38.90385,43.018533,51.987425,58.70695,68.032544,77.827619,87.472493,86.548198,95.753766,88.499924,90.517705,102.307231,122.994057,133.200507,145.047521,134.59878,143.967531,147.478527,162.747139,171.245614,191.270402,206.421681,208.881739,238.343622,244.569989,251.257752,263.606035,266.084309,298.55502,312.265373,327.350672,343.057362,357.393759,385.876048,417.780642,449.259945,480.064819,487.344413,504.28744,498.60787,507.801752,512.345211,535.980432,556.684117,553.300897,554.410488,567.123294
Mt CO2,Iraq,10.317717,11.495864,11.807706,12.827445,15.538682,19.28221,20.178715,22.717821,26.533044,26.233201,25.257805,27.165118,31.392922,33.788173,37.97435,42.46069,44.010257,49.327634,54.456713,52.412387,43.382301,66.405681,87.844062,98.808003,95.14489,97.47167,114.188746,79.193675,60.907129,70.503445,80.279409,75.127374,69.585234,72.87342,73.175677,68.981641,62.715441,72.787954,92.306772,103.576749,110.423394,126.55095,135.718179,140.885462,130.762392,140.33713,139.877659
Mt CO2,Jordan,1.351478,1.502173,1.721909,1.829317,2.151025,2.641021,2.798023,3.364461,3.464197,4.311927,5.259262,5.988904,6.531471,7.079123,7.474582,8.238996,8.68386,8.411899,8.510955,9.174481,9.216634,10.636273,10.769786,11.374282,12.194147,12.467323,13.086609,13.574961,13.583796,14.246473,14.121049,15.005345,14.819555,16.697456,17.922443,18.310115,19.215726,18.505856,19.284146,18.801144,19.815357,22.670995,22.343731,24.000633,23.785053,23.834961,25.55014
Mt CO2,Kuwait,14.037319,15.457532,16.255438,15.712203,15.107406,16.472991,18.111186,20.002096,25.61693,26.431549,26.776632,30.313671,32.413589,33.072186,36.749463,40.198101,43.150541,52.354568,60.855491,27.80199,7.761026,22.108794,28.307517,32.650258,32.351708,31.444025,32.594859,38.846598,42.756229,46.30185,50.225549,52.231015,53.393456,56.238261,64.750023,67.309013,67.504013,71.594639,78.438724,77.004456,78.273888,77.43431,86.090085,82.22322,91.638915,93.178766,89.420615
Mt CO2,Lebanon,4.581587,4.984535,6.387461,6.488247,5.709367,5.247473,4.612881,5.803474,6.29975,6.652979,6.333573,4.678657,5.194783,5.456357,6.61405,7.061642,7.231645,5.473164,5.514276,5.514276,6.948884,6.897845,10.13527,11.11941,12.829853,13.341125,15.281784,14.921432,15.700992,14.041815,15.202855,15.153892,15.106757,15.25803,14.523599,13.725843,12.012641,15.848255,19.360746,18.2933,18.597083,21.08113,20.705495,22.538012,24.61915,25.46051,26.931044
Mt CO2,Oman,0.256418,0.262776,0.290807,0.448978,0.72224,1.117322,1.310465,1.545424,1.889158,2.248345,2.507352,2.943549,3.894997,4.982019,5.636288,6.23097,6.309489,6.627584,6.846781,10.162419,14.104387,13.356609,12.581988,12.505456,14.691666,14.93329,14.987858,15.278254,17.488387,20.419105,23.015884,24.672962,25.285976,25.111495,25.181794,33.669938,37.090219,36.118058,38.513827,42.36774,48.765169,54.341128,56.491107,59.642819,63.636288,63.137552,65.49856
Mt CO2,Qatar,2.240474,2.469786,3.456428,2.998563,4.927527,3.47853,4.047407,3.831656,6.210288,6.982121,8.478926,9.21632,9.559386,10.655332,10.685735,11.397005,11.634748,12.044357,12.829697,12.431991,13.731547,14.453934,15.269861,16.055832,16.831699,17.632731,19.179641,20.426688,22.554592,21.257766,22.477361,26.559287,27.85915,30.866828,33.211677,38.463634,43.99655,46.921888,48.040842,55.503424,62.494971,69.561812,71.288579,76.627172,77.645489,79.084102,80.116551
Mt CO2,Saudi Arabia,12.678676,14.409906,17.566038,20.205112,22.518895,25.906123,34.43907,52.850383,73.640004,99.437037,112.982914,125.405467,134.862509,117.292676,117.802204,118.481562,130.196758,138.383257,138.045279,151.113969,157.30643,170.657295,180.822518,193.006547,191.6531,203.527024,205.71737,220.203405,226.146605,234.61663,238.287581,255.31861,266.341912,282.109078,298.036626,316.647414,333.178922,364.251378,379.467718,419.163541,434.637466,463.416498,471.131152,506.685656,531.554326,526.887374,532.181611
Mt CO2,Syrian Arab Republic ,5.43466,5.143147,4.930734,6.984725,8.260522,9.28906,10.06045,10.151429,13.339385,12.328176,13.869464,16.593166,19.561478,22.043922,19.536172,20.97891,23.803495,24.442722,23.830166,27.22996,29.78813,28.290407,28.270612,29.402617,31.132913,34.245485,34.522842,37.530355,36.569237,37.02849,38.9067,39.815105,40.035773,42.492212,53.466192,56.694149,59.993537,61.87622,57.02075,57.270529,53.7153,43.737771,28.735328,25.441199,23.872123,23.086043,23.031045
Mt CO2,United Arab Emirates,2.46316,2.585426,3.233522,3.371135,4.919173,6.371012,10.603244,12.250029,14.498958,19.224044,23.33251,25.573032,24.701012,31.891136,35.63627,40.031048,44.23706,45.4662,51.981932,51.887233,59.165469,56.563574,59.612094,65.587859,69.659182,72.728666,76.671245,78.428724,80.6307,79.851426,92.546149,94.56474,98.794229,105.02198,111.145283,115.048814,124.186843,146.520432,148.543136,154.590032,158.154333,168.504575,176.752109,176.420079,186.575572,192.070738,196.510174
Mt CO2,Yemen,1.202551,1.454611,1.861904,1.843756,1.752491,2.178356,2.194749,2.43593,2.635676,3.477099,3.497697,3.995751,4.426258,4.525293,4.857042,5.140599,5.645353,6.087412,6.338936,6.296831,8.146404,8.801143,7.796089,8.156052,9.436415,9.670132,10.359396,11.262898,12.599914,13.348566,14.517273,14.56285,16.84238,17.846268,18.836222,18.893315,20.003286,21.254518,23.468288,22.388934,19.804942,18.118959,24.648492,24.150257,11.662059,9.389446,8.919998
